"geneID" "annotation"
"ostta01g02980" " Uncharacterised protein family UPF0434/Trm112"
"ostta01g03000" " tRNA-guanine15 transglycosylase-like"
"ostta01g03040" " Fructose-bisphosphate aldolase, class-I"
"ostta01g03050" " Alpha-1,6-glucosidases, pullulanase-type, C-terminal"
"ostta01g03060" " Dienelactone hydrolase"
"ostta01g03080" " unnamed product"
"ostta01g03090" " Alpha-ketoglutarate-dependent dioxygenase AlkB-like"
"ostta01g03100" " Helicase, C-terminal"
"ostta01g03130" " Zinc finger, RING/FYVE/PHD-type"
"ostta01g03140" " Cytochrome c oxidase, subunit Vb"
"ostta01g03200" " Six-bladed beta-propeller, TolB-like"
"ostta01g03220" " Domain of unknown function DUF59"
"ostta01g03240" " unnamed product"
"ostta01g03250" " EF-Hand 1, calcium-binding site"
"ostta01g03270" " JmjC domain"
"ostta01g03340" " PCI/PINT associated module"
"ostta01g03350" " Zinc finger, RING-CH-type"
"ostta01g03370" " Conserved hypothetical protein CHP01589, plant"
"ostta01g03380" " RNA polymerase III Rpc4"
"ostta01g03390" " Uroporphyrinogen decarboxylase URO-D"
"ostta01g03450" " Rhodanese-like domain"
"ostta01g03480" " G-patch domain"
"ostta01g03490" " Transcription elongation factor S-II, central domain"
"ostta01g03495" " Mitochondrial substrate/solute carrier"
"ostta01g03500" " Mitochondrial substrate/solute carrier"
"ostta01g03600" " Glutamine amidotransferase"
"ostta01g03680" " DHBP synthase RibB-like alpha/beta domain"
"ostta01g03690" " unnamed product"
"ostta01g03720" " DNA cytosine-5-methyltransferase 1, replication foci domain"
"ostta01g03730" " FIST domain, N-terminal"
"ostta01g03800" " CAP Gly-rich domain"
"ostta01g03810" " Glycerol-3-phosphate dehydrogenase, NAD-dependent"
"ostta01g03850" " unnamed product"
"ostta01g03870" " Domain of unknown function SprT-like"
"ostta01g03890" " Histone core"
"ostta01g03920" " unnamed product"
"ostta01g03940" " Prefoldin"
"ostta01g03960" " unnamed product"
"ostta01g04010" " Uracil-5-methyltransferase"
"ostta01g04030" " Ribosomal protein L2, bacterial/organellar-type"
"ostta01g04060" " PHF5-like"
"ostta01g04070" " WD40/YVTN repeat-like-containing domain"
"ostta01g04120" " von Willebrand factor, type A"
"ostta01g04130" " Homeodomain-like"
"ostta01g04140" " Cyanobacterial aminoacyl-tRNA synthetase, CAAD domain"
"ostta01g04150" " Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2"
"ostta01g04180" " Chitobiase/beta-hexosaminidase C-terminal domain"
"ostta01g04240" " unnamed product"
"ostta01g04380" " unnamed product"
"ostta01g04390" " SPla/RYanodine receptor SPRY"
"ostta01g04410" " Ribosomal protein L21"
"ostta01g04430" " von Hippel-Lindau disease tumour suppressor, beta/alpha domain"
"ostta01g04480" " Carotenoid oxygenase"
"ostta01g04490" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta01g04510" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g04700" " ENTH/VHS"
"ostta01g04710" " JmjC domain"
"ostta01g04760" " unnamed product"
"ostta01g04800" " unnamed product"
"ostta01g04810" " Protein of unknown function DUF4079"
"ostta01g04840" " Nucleotide-binding, alpha-beta plait"
"ostta01g04860" " Monothiol glutaredoxin-related"
"ostta01g04930" " CHCH"
"ostta01g04940" " Chlorophyll A-B binding protein, plant"
"ostta01g04980" " Helicase, C-terminal"
"ostta01g05005" " Proteasome A-type subunit"
"ostta01g05010" " DNA/RNA non-specific endonuclease, active site"
"ostta01g05050" " unnamed product"
"ostta01g05090" " Diacylglycerol kinase, catalytic domain"
"ostta01g05100" " unnamed product"
"ostta01g05110" " Pentatricopeptide repeat"
"ostta01g05155" " Pyruvate/Phosphoenolpyruvate kinase-like domain"
"ostta01g05170" " Transcription factor IIS, N-terminal"
"ostta01g05180" " Pentatricopeptide repeat"
"ostta01g05190" " Splicing factor motif"
"ostta01g05200" " Primosome PriB/single-strand DNA-binding"
"ostta01g05210" " Tetratricopeptide repeat"
"ostta01g05230" " G-protein beta WD-40 repeat"
"ostta01g05250" " Peroxisomal membrane protein 14"
"ostta01g05260" " 2-isopropylmalate synthase, bacterial-type"
"ostta01g05290" " Glycoside hydrolase-type carbohydrate-binding, subgroup"
"ostta01g05320" " Proteasome B-type subunit"
"ostta01g05350" " unnamed product"
"ostta01g05380" " Short-chain dehydrogenase/reductase SDR"
"ostta01g05420" " WD40 repeat"
"ostta01g05450" " Protein of unknown function DUF284, transmembrane eukaryotic"
"ostta01g05470" " WD40/YVTN repeat-like-containing domain"
"ostta01g05550" " Cytochrome P450, conserved site"
"ostta01g05560" " Pyruvate dehydrogenase acetyl-transferring E1 component, alpha subunit, subgrou"
"ostta01g05570" " Uncharacterised protein family UPF0016"
"ostta01g05660" " Nucleotide-binding, alpha-beta plait"
"ostta01g05690" " Magnesium chelatase, ATPase subunit I"
"ostta01g05700" " Histidinol dehydrogenase"
"ostta01g05740" " unnamed product"
"ostta01g05750" " Mpv17/PMP22"
"ostta01g05770" " Peptidase C1A, papain C-terminal"
"ostta01g05820" " Micro-fibrillar-associated protein 1, C-terminal"
"ostta01g05840" " tRNA/rRNA methyltransferase, SpoU"
"ostta01g05850" " HAD hydrolase, subfamily IA"
"ostta01g05880" " Snf7"
"ostta01g05910" " Short-chain dehydrogenase/reductase SDR"
"ostta01g05920" " Thymidylate synthase"
"ostta01g05950" " NADP-binding domain"
"ostta01g05990" " Phytoene desaturase CrtI family"
"ostta01g06000" " Ribosomal protein L17"
"ostta01g06010" " BRCT domain"
"ostta01g06110" " Domain of unknown function DUF221"
"ostta01g06120" " RNA polymerase, beta subunit, conserved site"
"ostta01g06150" " Cyclin A/B/D/E"
"ostta01g06200" " unnamed product"
"ostta01g06220" " Nuclear pore protein 84/107"
"ostta01g06230" " unnamed product"
"ostta01g06240" " Ankyrin repeat"
"ostta01g06270" " Ham1-like protein"
"ostta01g06290" " Riboflavin kinase domain, bacterial/eukaryotic"
"ostta01g06310" " Signal transduction response regulator, receiver domain"
"ostta01g06340" " Histone H4"
"ostta01g06350" " Histone H4"
"ostta01g06380" " Regulator of chromosome condensation, RCC1"
"ostta01g06390" " Methylglyoxal synthase-like domain"
"ostta01g06410" " unnamed product"
"ostta01g06420" " WD40 repeat"
"ostta01g06430" " Crotonase superfamily"
"ostta01g06510" " Uncharacterised protein family UPF0246"
"ostta01g06540" " EF-Hand 1, calcium-binding site"
"ostta01g06580" " Phospholipase D-like domain"
"ostta01g06620" " Small GTPase superfamily, ARF/SAR type"
"ostta01g06670" " Insulin-induced protein family"
"ostta02g00037" " Harbinger transposase-derived protein, plant"
"ostta02g00040" " Glycosyltransferase AER61, uncharacterised"
"ostta02g00100" " Histone core"
"ostta02g00230" " unnamed product"
"ostta02g00277" " Harbinger transposase-derived nuclease"
"ostta02g00410" " WD40 repeat"
"ostta02g00520" " Acyl-CoA N-acyltransferase"
"ostta02g00530" " unnamed product"
"ostta02g00580" " Photosystem I PsaL, reaction centre subunit XI"
"ostta02g00600" " RNA polymerase III subunit RPC82-related, helix-turn-helix"
"ostta02g00640" " Pseudouridine synthase/archaeosine transglycosylase"
"ostta02g00810" " IMP dehydrogenase / GMP reductase, conserved site"
"ostta02g00850" " unnamed product"
"ostta02g00900" " Glutamyl-tRNAGln amidotransferase A subunit n/a  Glutamyl-tRNAGln amidotransfer"
"ostta02g00940" " Ribose-phosphate diphosphokinase"
"ostta02g01060" " unnamed product"
"ostta02g01120" " Mak16 protein"
"ostta02g01180" " Endonuclease/exonuclease/phosphatase"
"ostta02g01190" " Glutamate--cysteine ligase, plant"
"ostta02g01210" " Ribosomal protein L7Ae conserved site"
"ostta02g01240" " Glutathione S-transferase, N-terminal"
"ostta02g01245" " Transposase, Tc1-like"
"ostta02g01247" " Transposase, Tc1-like"
"ostta02g01270" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA"
"ostta02g01290" " Acid phosphatase/vanadium-dependent haloperoxidase-related"
"ostta02g01320" " Heat shock protein 70 family"
"ostta02g01680" " Ubiquinone biosynthesis protein Coq4"
"ostta02g01770" " DNA-directed RNA polymerase, subunit C11/M/9"
"ostta02g01790" " Phenylalanyl-tRNA synthetase"
"ostta02g01810" " Choline/Ethanolamine kinase"
"ostta02g01840" " Beta-ketoacyl synthase, active site"
"ostta02g01870" " Bromo adjacent homology BAH domain"
"ostta02g01880" " Ankyrin repeat-containing domain"
"ostta02g01890" " Vesicle transport protein, SFT2-like"
"ostta02g01910" " Heat shock protein 70 family"
"ostta02g02065" " hypothetical protein"
"ostta02g02090" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta02g02120" " Alpha-ketoglutarate-dependent dioxygenase AlkB-like"
"ostta02g02140" " Zinc finger, PHD-finger"
"ostta02g02180" " unnamed product"
"ostta02g02320" " Photosystem II PsbW, class 2"
"ostta02g02380" " Magnesium chelatase, ATPase subunit I"
"ostta02g02470" " Pre-mRNA polyadenylation factor Fip1"
"ostta02g02510" " Pyridine nucleotide-disulphide oxidoreductase, FAD/NADP-binding domain"
"ostta02g02540" " unnamed product"
"ostta02g02560" " Photosystem II PsbX"
"ostta02g02650" " Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdom"
"ostta02g02740" " RNA exonuclease n/a  Glutathione peroxidase"
"ostta02g02760" " RAI1-like"
"ostta02g02770" " unnamed product"
"ostta02g02780" " Beta-lactamase-like"
"ostta02g02790" " DnaJ domain"
"ostta02g02810" " Nicotinamide N-methyltransferase-like n/a  Nicotinamide N-methyltransferase-likmide N-methyltransferase-like"
"ostta02g02850" " Major facilitator superfamily domain, general substrate transporter"
"ostta02g02880" " unnamed product"
"ostta02g02910" " Serine/threonine-protein kinase, active site"
"ostta02g02930" " Zinc finger, CCCH-type"
"ostta02g02970" " unnamed product"
"ostta02g02980" " unnamed product"
"ostta02g03000" " Nucleolar complex-associated"
"ostta02g03050" " unnamed product"
"ostta02g03090" " Domain of unknown function DUF547"
"ostta02g03110" " Transcriptional coactivator p15 PC4"
"ostta02g03140" " Ribosomal protein S20"
"ostta02g03150" " DNA methylase, N-6 adenine-specific, conserved site"
"ostta02g03180" " Polyribonucleotide nucleotidyltransferase"
"ostta02g03230" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g03250" " Ubiquitin carboxyl-terminal hydrolases family 2"
"ostta02g03270" " unnamed product"
"ostta02g03290" " Putative sodium bile acid cotransporter"
"ostta02g03320" " unnamed product"
"ostta02g03330" " Chlorophyll A-B binding protein, plant"
"ostta02g03410" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g03430" " DNA-directed DNA polymerase, family B, pol2"
"ostta02g03440" " Zinc finger, GATA-type"
"ostta02g03470" " Anaphase-promoting complex subunit 4 long domain"
"ostta02g03480" " tRNA 2-selenouridine synthase"
"ostta02g03490" " Armadillo-type fold"
"ostta02g03530" " unnamed product"
"ostta02g03540" " DNA-binding TFAR19-related protein"
"ostta02g03560" " Mitochondrial substrate/solute carrier"
"ostta02g03590" " unnamed product"
"ostta02g03610" " Condensin complex, subunit 1, N-terminal"
"ostta02g03630" " Armadillo-type fold"
"ostta02g03640" " Chorismate synthase"
"ostta02g03650" " Parallel beta-helix repeat"
"ostta02g03660" " Protein-S-isoprenylcysteine O-methyltransferase"
"ostta02g03760" " Maf-like protein"
"ostta02g03770" " SNF2-related"
"ostta02g03780" " Serine/threonine-protein kinase, active site"
"ostta02g03810" " Nucleic acid-binding, OB-fold"
"ostta02g03830" " Peptidase M20, dimerisation domain"
"ostta02g03860" " Photosystem I PsaE, reaction centre subunit IV"
"ostta02g03870" " Domain of unknown function DUF89"
"ostta02g03880" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g04010" " Sas10 C-terminal domain"
"ostta02g04020" " PCI/PINT associated module"
"ostta02g04030" " NOG, C-terminal"
"ostta02g04040" " Ribonuclease Zc3h12a-like"
"ostta02g04050" " Helicase, C-terminal"
"ostta02g04090" " Helicase, C-terminal"
"ostta02g04110" " unnamed product"
"ostta02g04115" " hypothetical protein"
"ostta02g04130" " Tetratricopeptide-like helical"
"ostta02g04150" " Methylthiotransferase/radical SAM-type protein"
"ostta02g04200" " Polyketide synthase/Fatty acid synthase, KR"
"ostta02g04220" " Ankyrin repeat-containing domain"
"ostta02g04260" " ENTH/VHS"
"ostta02g04300" " RWP-RK domain"
"ostta02g04340" " Short-chain dehydrogenase/reductase SDR"
"ostta02g04390" " Ribosomal protein L15e, conserved site"
"ostta02g04430" " Tetratricopeptide-like helical"
"ostta02g04480" " unnamed product"
"ostta02g04500" " Mitochondrial substrate/solute carrier"
"ostta02g04510" " unnamed product"
"ostta02g04560" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta02g04570" " Glycoside hydrolase, catalytic domain"
"ostta02g04600" " Glycine-tRNA ligase, alpha subunit"
"ostta02g04650" " Ribosomal protein L9, C-terminal"
"ostta02g04680" " Ribosomal protein S1, RNA-binding domain"
"ostta02g04710" " Peroxisome biogenesis factor 1, N-terminal"
"ostta02g04780" " unnamed product"
"ostta02g04790" " Metridin-like ShK toxin"
"ostta02g04820" " Chloramphenicol acetyltransferase-like domain"
"ostta02g04830" " Protein kinase-like domain"
"ostta02g04880" " Chloroplast envelope membrane protein, CemA"
"ostta02g04900" " Bicoid-interacting 3"
"ostta02g04910" " Peroxisome assembly protein 12"
"ostta02g04930" " unnamed product"
"ostta02g04950" " Transcription factor IIS, N-terminal"
"ostta02g05040" " Na+/H+ antiporter NhaA"
"ostta02g05070" " ABC transporter, conserved site"
"ostta02g05080" " mRNA capping enzyme"
"ostta02g05090" " tRNA-guanine15 transglycosylase-like"
"ostta02g05100" " Uracil-5-methyltransferase n/a  Uracil-5-methyltransferase"
"ostta02g05105" " hypothetical protein"
"ostta02g05115" " Zinc finger, DPH-type"
"ostta02g05150" " unnamed product"
"ostta02g05190" " SANT/Myb domain"
"ostta02g05200" " Peptide deformylase"
"ostta02g05230" " RmlC-like jelly roll fold"
"ostta02g05250" " Histone-fold"
"ostta02g05270" " Protein of unknown function DUF1517"
"ostta02g05280" " Pseudouridine synthase, RsuA/RluB/C/D/E/F"
"ostta02g05290" " unnamed product"
"ostta02g05310" " unnamed product"
"ostta02g05320" " unnamed product"
"ostta02g05350" " Phosphatidylinositol-4-phosphate 5-kinase, core"
"ostta02g05390" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta02g05450" "' 5''-Nucleotidase/apyrase'"
"ostta02g05470" " Protein phosphatase methylesterase, eukaryotic"
"ostta02g05480" " Ribosomal protein L10/acidic P0"
"ostta02g05510" " Fatty acid desaturase, type 1"
"ostta02g05520" " Molybdopterin cofactor biosynthesis C MoaC domain"
"ostta02g05550" " Nucleotide sugar dehydrogenase"
"ostta03g00050" " unnamed product"
"ostta03g00060" " RNA C5-cytosine methyltransferase"
"ostta03g00070" " Ubiquitin-like domain"
"ostta03g00080" " unnamed product"
"ostta03g00160" " NADP-dependent oxidoreductase domain"
"ostta03g00180" " Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
"ostta03g00220" " Ribulose-phosphate binding barrel"
"ostta03g00250" " Zinc finger, CCCH-type"
"ostta03g00270" " Armadillo-type fold"
"ostta03g00300" " Steadiness box"
"ostta03g00310" " unnamed product"
"ostta03g00320" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g00340" " unnamed product"
"ostta03g00350" " Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase"
"ostta03g00360" " Nucleic acid-binding, OB-fold"
"ostta03g00370" " Endoplasmic reticulum, stress-associated Ramp4"
"ostta03g00400" " U2 snRNP auxilliary factor, large subunit, splicing factor"
"ostta03g00460" " Janus/Ocnus"
"ostta03g00490" " U6 snRNA-associated Sm-like protein LSm4/Small nuclear ribonucleoprotein Sm D1/"
"ostta03g00510" " BCCT transporter family"
"ostta03g00560" " unnamed product"
"ostta03g00590" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g00600" " unnamed product"
"ostta03g00610" " 3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal"
"ostta03g00620" " Triose phosphate/phosphoenolpyruvate translocator"
"ostta03g00650" " Aromatic-ring hydroxylase-like"
"ostta03g00690" " NOSIC"
"ostta03g00710" " Armadillo-type fold"
"ostta03g00720" " unnamed product"
"ostta03g00730" " Histidine phosphatase superfamily, clade-1"
"ostta03g00760" " Transcription factor MYC/MYB N-terminal"
"ostta03g00780" " Polyribonucleotide nucleotidyltransferase"
"ostta03g00820" " Carbohydrate kinase, FGGY, C-terminal"
"ostta03g00830" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g00860" " Nucleotide-binding, alpha-beta plait"
"ostta03g00887" " Uncharacterised protein family UPF0250"
"ostta03g00900" " unnamed product"
"ostta03g00910" " unnamed product"
"ostta03g00930" " FAD linked oxidase, N-terminal"
"ostta03g00950" " Protein of unknown function DUF2838"
"ostta03g00980" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g01010" " unnamed product"
"ostta03g01030" " Chloramphenicol acetyltransferase-like domain"
"ostta03g01040" " Inositol monophosphatase, metal-binding site"
"ostta03g01120" " unnamed product"
"ostta03g01160" "' Orotidine 5''-phosphate decarboxylase, active site'"
"ostta03g01170" " Ribosomal protein S10"
"ostta03g01250" " unnamed product"
"ostta03g01270" " Rhodanese-like domain"
"ostta03g01290" " unnamed product"
"ostta03g01310" " unnamed product"
"ostta03g01320" " Asparagine synthase, glutamine-hydrolyzing"
"ostta03g01330" " unnamed product"
"ostta03g01420" " hypothetical protein n/a  unnamed product n/a  unnamed product"
"ostta03g01430" " unnamed product"
"ostta03g01440" " Plastid lipid-associated protein/fibrillin conserved domain"
"ostta03g01460" " WD40 repeat"
"ostta03g01500" " Armadillo-like helical"
"ostta03g01520" " Mpv17/PMP22"
"ostta03g01530" " Domain of unknown function DUF3641"
"ostta03g01600" " Ribosomal protein L30, ferredoxin-like fold domain"
"ostta03g01610" " EMSY N-terminal"
"ostta03g01635" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta03g01640" " ABC transporter, conserved site"
"ostta03g01660" " unnamed product"
"ostta03g01670" " WD40/YVTN repeat-like-containing domain"
"ostta03g01680" " Helicase, C-terminal"
"ostta03g01700" " Methyltransferase domain"
"ostta03g01720" " Oxoglutarate/iron-dependent dioxygenase"
"ostta03g01740" " unnamed product"
"ostta03g01750" " Signal transduction response regulator, receiver domain"
"ostta03g01820" " Hyaluronan/mRNA-binding protein"
"ostta03g01860" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g01890" " Phosphatidylinositol 3/4-kinase, conserved site"
"ostta03g01970" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g01980" " unnamed product"
"ostta03g01990" " Ribonuclease H-like domain"
"ostta03g02000" " tRNAIle-lysidine/2-thiocytidine synthase"
"ostta03g02040" " unnamed product"
"ostta03g02050" " Thioredoxin-like fold"
"ostta03g02080" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta03g02100" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta03g02120" " unnamed product"
"ostta03g02130" " Phosphatidic acid phosphatase type 2/haloperoxidase"
"ostta03g02140" " Ubiquitin supergroup"
"ostta03g02150" " Exoribonuclease, phosphorolytic domain 2"
"ostta03g02170" " Reduced growth phenotype protein 1"
"ostta03g02190" " EF-hand domain pair"
"ostta03g02220" " DNA-binding domain"
"ostta03g02230" " Membrane insertase OXA1/ALB3/YidC"
"ostta03g02280" " NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3"
"ostta03g02310" " DNA/RNA-binding protein Alba-like"
"ostta03g02340" " Helicase, C-terminal"
"ostta03g02350" " unnamed product"
"ostta03g02370" " Rhodanese-like domain"
"ostta03g02390" " Polyprenyl synthetase"
"ostta03g02410" " Nucleotide-binding, alpha-beta plait"
"ostta03g02470" " Acetohydroxy acid isomeroreductase, catalytic"
"ostta03g02500" " Mitochondrial substrate/solute carrier"
"ostta03g02520" " Amino acid transporter, transmembrane"
"ostta03g02530" " Exoribonuclease, phosphorolytic domain 2"
"ostta03g02550" " NUDIX hydrolase domain-like"
"ostta03g02600" " Nucleoporin protein Ndc1-Nup"
"ostta03g02610" " tRNA uracil54-C5-methyltransferase,TrmA,  proteobacteria"
"ostta03g02630" " Exodeoxyribonuclease III xth"
"ostta03g02650" " Ribosome biogenesis protein BRX1"
"ostta03g02660" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g02670" " Zinc finger, ZZ-type"
"ostta03g02770" " Ribosomal protein S6, eukaryotic"
"ostta03g02820" " 3-isopropylmalate dehydratase, small subunit"
"ostta03g02830" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g02840" " Poly A polymerase, head domain"
"ostta03g02860" " Aminoacyl-tRNA synthetase, class Ia"
"ostta03g02960" " Ribosomal protein L28"
"ostta03g02980" " Myb domain, plants"
"ostta03g03015" " Translation elongation factor P/YeiP, central"
"ostta03g03020" " RmlC-like jelly roll fold"
"ostta03g03040" " Fatty acid desaturase, type 1"
"ostta03g03070" " tRNA isopentenyltransferase"
"ostta03g03120" " Basic-leucine zipper domain"
"ostta03g03150" "' 3''5''-cyclic nucleotide phosphodiesterase, conserved site'"
"ostta03g03160" " Coproporphyrinogen III oxidase, conserved site"
"ostta03g03170" " PapD-like"
"ostta03g03230" " unnamed product"
"ostta03g03260" " Phosphoserine aminotransferase"
"ostta03g03270" " Pseudouridine synthase, RsuA/RluB/C/D/E/F"
"ostta03g03280" " Ribosomal RNA small subunit methyltransferase E"
"ostta03g03330" " unnamed product"
"ostta03g03370" " unnamed product"
"ostta03g03380" " Zinc finger, N-recognin"
"ostta03g03400" " unnamed product"
"ostta03g03410" " Serine/threonine-protein kinase, active site"
"ostta03g03420" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, N-terminal"
"ostta03g03450" " HR-like lesion-inducer"
"ostta03g03460" " Concanavalin A-like lectin/glucanases superfamily"
"ostta03g03510" " NADP-binding domain"
"ostta03g03540" " unnamed product"
"ostta03g03570" " Armadillo-type fold"
"ostta03g03580" " Arf GTPase activating protein"
"ostta03g03620" " Cytochrome P450, conserved site"
"ostta03g03660" " Zinc finger, CCCH-type"
"ostta03g03670" " F-box domain"
"ostta03g03690" " unnamed product"
"ostta03g03740" " Sas10/Utp3/C1D"
"ostta03g03750" " Glyoxalase/fosfomycin resistance/dioxygenase domain"
"ostta03g03770" " Protein of unknown function DUF2052, coiled-coil"
"ostta03g03825" " Isochorismatase-like"
"ostta03g03860" " Aconitase/3-isopropylmalate dehydratase, swivel"
"ostta03g03930" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g03960" " DNA-directed RNA polymerase, subunit C11/M/9"
