"geneID" "annotation"
"ostta01g03940" " Prefoldin"
"ostta01g03980" " Growth arrest-specific protein 8"
"ostta01g04000" " Peptidase S54, rhomboid domain"
"ostta01g04020" " Calycin-like"
"ostta01g04150" " Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2"
"ostta01g04300" " Two pore domain potassium channel domain"
"ostta01g04320" " Tubulin/FtsZ, 2-layer sandwich domain"
"ostta01g04370" " Inositol-pentakisphosphate 2-kinase"
"ostta01g04430" " von Hippel-Lindau disease tumour suppressor, beta/alpha domain"
"ostta01g04640" " unnamed product"
"ostta01g04680" " Tetratricopeptide repeat"
"ostta01g04730" " Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal"
"ostta01g04820" " Superoxide dismutase, copper/zinc binding domain"
"ostta01g04900" " Peptidase C1A, papain C-terminal"
"ostta01g04940" " Chlorophyll A-B binding protein, plant"
"ostta01g05020" " Glutamine synthetase, glycine-rich site"
"ostta01g05110" " Pentatricopeptide repeat"
"ostta01g05140" " Nucleoporin FG repeat"
"ostta01g05270" " unnamed product"
"ostta01g05310" " unnamed product"
"ostta01g05330" " Protein of unknown function DUF1674"
"ostta01g05340" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g05360" " Ribosomal protein S6"
"ostta01g05480" " Tim10/DDP family zinc finger"
"ostta01g05510" " EGF-like, conserved site"
"ostta01g05520" " Thioredoxin-like fold"
"ostta01g05570" " Uncharacterised protein family UPF0016"
"ostta01g05590" " Na+/H+ exchanger, isoforms 7/8"
"ostta01g05650" " Autophagy-related protein Atg8 family"
"ostta01g05670" " Transcription termination and cleavage factor C-terminal domain"
"ostta01g05680" " Serine/threonine-protein kinase, active site"
"ostta01g05910" " Short-chain dehydrogenase/reductase SDR"
"ostta01g06000" " Ribosomal protein L17"
"ostta01g06130" " Tetratricopeptide repeat"
"ostta01g06180" " unnamed product"
"ostta01g06230" " unnamed product"
"ostta01g06260" " Acyl-CoA N-acyltransferase"
"ostta01g06290" " Riboflavin kinase domain, bacterial/eukaryotic"
"ostta01g06340" " Histone H4"
"ostta01g06350" " Histone H4"
"ostta01g06360" " unnamed product"
"ostta01g06400" " Gemin6"
"ostta01g06545" " hypothetical protein"
"ostta01g06550" " unnamed product"
"ostta01g06555" " hypothetical protein"
"ostta01g06590" " unnamed product"
"ostta01g06610" " Rieske iron-sulphur protein"
"ostta02g00035" " hypothetical protein"
"ostta02g00037" " Harbinger transposase-derived protein, plant"
"ostta02g00085" " hypothetical protein"
"ostta02g00087" " hypothetical protein"
"ostta02g00130" " Pyridine nucleotide-disulphide oxidoreductase, class I, active site"
"ostta02g00170" " Thiolase-like, subgroup"
"ostta02g00180" " Polyketide synthase, KR"
"ostta02g00220" " unnamed product"
"ostta02g00230" " unnamed product"
"ostta02g00260" " Thiolase-like, subgroup"
"ostta02g00275" " DDE superfamily endonuclease, CENP-B-like"
"ostta02g00277" " Harbinger transposase-derived nuclease"
"ostta02g00290" " Methyltransferase domain"
"ostta02g00330" " unnamed product"
"ostta02g00360" " ATPase, AAA-type, CDC48"
"ostta02g00420" " Kinetochore protein Ndc80 n/a  Kinetochore protein Ndc80"
"ostta02g00440" " unnamed product"
"ostta02g00450" " unnamed product"
"ostta02g00470" " Tetratricopeptide repeat-containing domain"
"ostta02g00490" " GINS complex, subunit Psf2"
"ostta02g00555" " P-loop containing nucleoside triphosphate hydrolase n/a  P-loop containing nuclhate hydrolase"
"ostta02g00562" " Translation initiation factor IF6"
"ostta02g00650" " G-protein beta WD-40 repeat"
"ostta02g00660" " unnamed product"
"ostta02g00680" " Protein of unknown function DUF947"
"ostta02g00700" " unnamed product"
"ostta02g00740" " unnamed product"
"ostta02g00750" " Histidinol dehydrogenase"
"ostta02g00760" " unnamed product"
"ostta02g00770" " unnamed product"
"ostta02g00780" " unnamed product"
"ostta02g00850" " unnamed product"
"ostta02g00870" " Oxoglutarate/iron-dependent dioxygenase"
"ostta02g00890" " Ribosomal protein L36e"
"ostta02g00910" " unnamed product"
"ostta02g00940" " Ribose-phosphate diphosphokinase"
"ostta02g01040" " Modification methylase HemK"
"ostta02g01070" " Phosphotyrosyl phosphatase activator, PTPA"
"ostta02g01230" " tRNA modification GTPase MnmE domain 2"
"ostta02g01245" " Transposase, Tc1-like"
"ostta02g01247" " Transposase, Tc1-like"
"ostta02g01260" " Transcription initiation Spt4-like"
"ostta02g01290" " Acid phosphatase/vanadium-dependent haloperoxidase-related"
"ostta02g01300" " Cytochrome b6/f complex subunit VI"
"ostta02g01310" " unnamed product"
"ostta02g01410" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g01460" " Proteasome A-type subunit"
"ostta02g01480" " Histone-fold"
"ostta02g01500" " unnamed product"
"ostta02g01520" " Tubulin/FtsZ, 2-layer sandwich domain"
"ostta02g01530" " Bromodomain transcription factor"
"ostta02g01550" " KOW"
"ostta02g01600" " V-ATPase proteolipid subunit"
"ostta02g01630" " unnamed product"
"ostta02g01690" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta02g01710" " RWP-RK domain"
"ostta02g01720" " unnamed product"
"ostta02g01750" " unnamed product"
"ostta02g01900" " Phosphatidylinositol 3-/4-kinase, catalytic domain"
"ostta02g01910" " Heat shock protein 70 family"
"ostta02g01930" " Diacylglycerol glucosyltransferase, N-terminal"
"ostta02g02050" " unnamed product"
"ostta02g02060" " Galactosyl transferase"
"ostta02g02065" " hypothetical protein"
"ostta02g02067" " DDE superfamily endonuclease, CENP-B-like"
"ostta02g02070" " Glycosyl transferase, family 25"
"ostta02g02080" " unnamed product"
"ostta02g02210" " Timeless protein"
"ostta02g02280" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g02300" " Nitric oxide synthase, oxygenase domain"
"ostta02g02355" " Transposase, Tc1-like"
"ostta02g02440" "' Cytokinin riboside 5''-monophosphate phosphoribohydrolase LOG'"
"ostta02g02470" " Pre-mRNA polyadenylation factor Fip1"
"ostta02g02477" " hypothetical protein"
"ostta02g02530" " U1 small nuclear ribonucleoprotein C"
"ostta02g02560" " Photosystem II PsbX"
"ostta02g02580" " Histone deacetylase superfamily"
"ostta02g02600" " unnamed product"
"ostta02g02715" " hypothetical protein n/a  hypothetical protein"
"ostta02g02740" " RNA exonuclease n/a  Glutathione peroxidase"
"ostta02g02780" " Beta-lactamase-like"
"ostta02g02820" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g02850" " Major facilitator superfamily domain, general substrate transporter"
"ostta02g02870" " Glyceraldehyde 3-phosphate dehydrogenase, NADP binding domain"
"ostta02g03030" " Cold-shock protein, DNA-binding"
"ostta02g03170" " 2-nitropropane dioxygenase, NPD"
"ostta02g03320" " unnamed product"
"ostta02g03500" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta02g03510" " unnamed product"
"ostta02g03520" " Tetratricopeptide repeat-containing domain"
"ostta02g03530" " unnamed product"
"ostta02g03680" " unnamed product"
"ostta02g03710" " Serine/threonine dehydratase, pyridoxal-phosphate-binding site"
"ostta02g03930" " unnamed product"
"ostta02g03955" " hypothetical protein"
"ostta02g03957" " Protein-tyrosine phosphatase, active site"
"ostta02g04190" " Ankyrin repeat-containing domain"
"ostta02g04210" " Ankyrin repeat-containing domain"
"ostta02g04220" " Ankyrin repeat-containing domain"
"ostta02g04330" " Magnesium-dependent phosphatase-1, eukaryotic/arcaheal type"
"ostta02g04360" " Pyruvate, phosphate dikinase"
"ostta02g04410" " unnamed product"
"ostta02g04420" " unnamed product"
"ostta02g04450" " NADP-binding domain"
"ostta02g04480" " unnamed product"
"ostta02g04490" " unnamed product"
"ostta02g04510" " unnamed product"
"ostta02g04530" " unnamed product"
"ostta02g04590" " unnamed product"
"ostta02g04630" " unnamed product"
"ostta02g04650" " Ribosomal protein L9, C-terminal"
"ostta02g04780" " unnamed product"
"ostta02g04817" " Myb domain, plants n/a  Myb domain, plants"
"ostta02g04905" " hypothetical protein"
"ostta02g04920" " Cytochrome c oxidase subunit Vc"
"ostta02g04950" " Transcription factor IIS, N-terminal"
"ostta02g04960" " SGNH hydrolase-type esterase domain"
"ostta02g05050" " unnamed product"
"ostta02g05300" " unnamed product"
"ostta02g05440" "' 5''-Nucleotidase/apyrase'"
"ostta02g05490" " Major facilitator superfamily domain, general substrate transporter"
"ostta02g05500" " unnamed product"
"ostta03g00010" " unnamed product"
"ostta03g00150" " unnamed product"
"ostta03g00460" " Janus/Ocnus"
"ostta03g00540" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g00560" " unnamed product"
"ostta03g00600" " unnamed product"
"ostta03g00680" " Thioredoxin, conserved site"
"ostta03g00970" " Mitochondrial import inner membrane translocase subunit Tim10/Tim12"
"ostta03g00990" " unnamed product"
"ostta03g01040" " Inositol monophosphatase, metal-binding site"
"ostta03g01060" " unnamed product"
"ostta03g01080" " Chaperonin-like RbcX"
"ostta03g01150" " 26S proteasome subunit P45"
"ostta03g01270" " Rhodanese-like domain"
"ostta03g01290" " unnamed product"
"ostta03g01310" " unnamed product"
"ostta03g01330" " unnamed product"
"ostta03g01340" " unnamed product"
"ostta03g01350" " unnamed product"
"ostta03g01360" " unnamed product"
"ostta03g01370" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta03g01420" " hypothetical protein n/a  unnamed product n/a  unnamed product"
"ostta03g01450" " Armadillo-type fold"
"ostta03g01470" " Chaperonin TCP-1, conserved site"
"ostta03g01635" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta03g01660" " unnamed product"
"ostta03g01720" " Oxoglutarate/iron-dependent dioxygenase"
"ostta03g01800" " ACN9"
"ostta03g01840" " Urease accessory protein UreD"
"ostta03g02150" " Exoribonuclease, phosphorolytic domain 2"
"ostta03g02160" " unnamed product"
"ostta03g02200" " Serine/threonine-protein kinase, active site"
"ostta03g02275" " NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3"
"ostta03g02330" " Leucine rich repeat 4"
"ostta03g02430" " Leucine-rich repeat"
"ostta03g02500" " Mitochondrial substrate/solute carrier"
"ostta03g02550" " NUDIX hydrolase domain-like"
"ostta03g02570" " AMP-dependent synthetase/ligase"
"ostta03g02690" " unnamed product"
"ostta03g02830" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g02940" " Acid phosphatase/vanadium-dependent haloperoxidase-related"
"ostta03g02980" " Myb domain, plants"
"ostta03g03110" " unnamed product"
"ostta03g03190" " unnamed product"
"ostta03g03310" " unnamed product"
"ostta03g03370" " unnamed product"
"ostta03g03430" " Zinc finger, PHD-type, conserved site"
"ostta03g03480" " BRCT domain"
"ostta03g03790" " unnamed product"
"ostta03g03800" " Domain of unknown function DUF1995"
"ostta03g03820" " Isochorismatase-like"
"ostta03g03825" " Isochorismatase-like"
"ostta03g03850" " Cytidine deaminase-like"
"ostta03g03860" " Aconitase/3-isopropylmalate dehydratase, swivel"
"ostta03g03880" " unnamed product"
"ostta03g03890" " JmjC domain"
"ostta03g03940" " Nucleotide-binding, alpha-beta plait"
"ostta03g04000" " unnamed product"
"ostta03g04025" " hypothetical protein"
"ostta03g04090" " Forkhead-associated FHA domain"
"ostta03g04100" " unnamed product"
"ostta03g04110" " unnamed product"
"ostta03g04290" " Ribosomal protein L10e/L16"
"ostta03g04345" " hypothetical protein"
"ostta03g04450" " unnamed product"
"ostta03g04500" " unnamed product"
"ostta03g04510" " Ribosomal protein L5, conserved site n/a  Ribosomal protein L5, conserved site"
"ostta03g04540" " Chlorophyll A-B binding protein, plant"
"ostta03g04550" " Chlorophyll A-B binding protein, plant"
"ostta03g04580" " unnamed product"
"ostta03g04820" " Endoribonuclease L-PSP/chorismate mutase-like"
"ostta03g04830" " Microtubule-associated protein RP/EB"
"ostta03g04920" " Chlorophyll A-B binding protein, plant"
"ostta03g04960" " unnamed product"
"ostta03g04980" " unnamed product"
"ostta03g05020" " Ubiquitin-activating enzyme, E1, active site"
"ostta03g05040" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05050" " FAD dependent oxidoreductase"
"ostta03g05070" " unnamed product"
"ostta03g05100" " DnaJ domain"
"ostta03g05145" " Aminoacyl-tRNA synthetase, class 1a, anticodon-binding"
"ostta03g05150" " unnamed product"
"ostta03g05160" " Cysteinyl-tRNA synthetase/mycothiol ligase"
"ostta03g05190" " Protein phosphatase 2C PP2C-like domain"
"ostta03g05200" " unnamed product"
"ostta03g05250" " unnamed product"
"ostta03g05280" " Domain of unknown function DUF1995"
"ostta03g05290" " Chloroplast envelope membrane protein, CemA"
"ostta03g05330" " unnamed product"
"ostta03g05350" " unnamed product"
"ostta03g05380" " tRNA modification GTPase MnmE domain 2"
"ostta03g05400" " unnamed product"
"ostta03g05440" " GPI biosynthesis protein Pig-F"
"ostta03g05610" " Protein of unknown function DUF4281"
"ostta03g05640" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g05650" " Ribosomal protein L37, mitochondrial n/a  Ribosomal protein L37, mitochondrial protein L37, mitochondrial"
"ostta03g05715" " Erv1/Alr"
"ostta03g05770" " unnamed product"
"ostta03g05780" " Chloride channel, voltage gated"
"ostta03g05790" " NADH-ubiquinone reductase complex 1 MLRQ subunit"
"ostta03g05820" " unnamed product"
"ostta03g05850" " Thioredoxin, conserved site"
"ostta03g05900" " Uncharacterised protein family Ycf20"
"ostta03g05950" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta03g05980" " DEAD/DEAH-box helicase, putative"
"ostta03g05990" " unnamed product"
"ostta03g06000" " Transposase IS605, OrfB, C-terminal"
"ostta03g06010" " Peptidase S9A, prolyl oligopeptidase"
"ostta03g06020" " unnamed product"
"ostta04g00010" " unnamed product"
"ostta04g00080" " unnamed product"
"ostta04g00130" " PDZ domain"
"ostta04g00150" " P25-alpha"
"ostta04g00330" " K Homology domain, type 1"
"ostta04g00350" " IQ motif, EF-hand binding site"
"ostta04g00370" " Ankyrin repeat"
"ostta04g00600" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta04g00660" " unnamed product"
"ostta04g00690" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta04g01010" " UBA-like"
"ostta04g01020" " unnamed product"
"ostta04g01060" " UspA"
"ostta04g01240" " unnamed product"
"ostta04g01270" " Ribosomal protein S3, eukaryotic/archaeal"
"ostta04g01510" " unnamed product"
"ostta04g01520" " unnamed product"
"ostta04g01530" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta04g01540" " Regulator of chromosome condensation, RCC1"
"ostta04g01590" " Cytochrome c oxidase biogenesis protein Cmc1-like"
"ostta04g01630" " unnamed product"
"ostta04g01760" " Ribosomal protein L6, alpha-beta domain"
"ostta04g01800" " unnamed product"
"ostta04g01850" " Transport protein XK"
"ostta04g01890" " unnamed product"
"ostta04g01950" " FAS1 domain"
"ostta04g02030" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta04g02070" " unnamed product"
"ostta04g02120" " unnamed product"
"ostta04g02160" " t-SNARE"
"ostta04g02170" " unnamed product"
"ostta04g02190" " unnamed product"
"ostta04g02220" " unnamed product"
"ostta04g02230" " unnamed product"
"ostta04g02260" " Cobalamin vitamin B12 biosynthesis CobW-like, C-terminal"
"ostta04g02340" " unnamed product"
"ostta04g02430" " unnamed product"
"ostta04g02440" " unnamed product"
"ostta04g02460" " unnamed product"
"ostta04g02670" " Nicotinamide N-methyltransferase-like"
"ostta04g02680" " unnamed product"
"ostta04g02690" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta04g02730" " unnamed product"
"ostta04g02840" " Cytochrome b561/ferric reductase transmembrane"
"ostta04g02940" " unnamed product"
"ostta04g02950" " 2Fe-2S ferredoxin-type domain"
"ostta04g02960" " unnamed product"
"ostta04g02970" " Ribosomal protein L1, 2-layer alpha/beta-sandwich"
"ostta04g02990" " Heat shock protein DnaJ, cysteine-rich domain"
"ostta04g03020" " unnamed product"
"ostta04g03130" " Complex 1 LYR protein"
"ostta04g03260" " Ubiquitin-conjugating enzyme, active site"
"ostta04g03600" " unnamed product"
"ostta04g03640" " unnamed product"
"ostta04g03810" " Band 7 protein"
"ostta04g03830" " unnamed product"
"ostta04g04030" " unnamed product"
"ostta04g04100" " Ankyrin repeat-containing domain"
"ostta04g04190" " EF-hand domain pair"
"ostta04g04230" " Ribosomal protein L28"
"ostta04g04250" " unnamed product"
"ostta04g04340" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta04g04400" " unnamed product"
"ostta04g04450" " unnamed product"
"ostta04g04490" " unnamed product"
"ostta04g04590" " Peptidase M12B, ADAM/reprolysin"
"ostta04g04990" " unnamed product"
"ostta04g05120" " Protein of unknown function DUF1295"
"ostta04g05270" " unnamed product"
"ostta04g05390" " Mitochondrial import receptor subunit TOM7"
"ostta04g05580" " unnamed product"
"ostta04g05590" " Transposase IS605, OrfB, C-terminal"
"ostta04g05600" " Helicase, C-terminal"
"ostta05g00100" " Cytochrome b5-like heme/steroid binding domain"
"ostta05g00110" " Ribosomal protein L27e"
"ostta05g00120" " unnamed product"
"ostta05g00130" " unnamed product"
"ostta05g00310" " Breast cancer type 1 susceptibility protein BRCA1"
"ostta05g00340" " NADP-dependent oxidoreductase domain"
"ostta05g00420" " Transcription factor IIIC, subunit 5"
"ostta05g00510" " Centromere protein X"
"ostta05g00520" " Mss4-like"
"ostta05g00730" " unnamed product"
"ostta05g00760" " unnamed product"
"ostta05g00930" " Fatty acid hydroxylase"
"ostta05g01020" " unnamed product"
"ostta05g01055" " Phosphoesterase domain"
"ostta05g01070" " Uroporphyrinogen decarboxylase URO-D"
"ostta05g01160" " unnamed product"
"ostta05g01220" " G-protein beta WD-40 repeat"
"ostta05g01340" " unnamed product"
"ostta05g01370" " Cold-shock protein, DNA-binding"
"ostta05g01460" " Ribosomal protein L29"
"ostta05g01495" " hypothetical protein"
"ostta05g01500" " unnamed product"
"ostta05g01510" " Chlorophyll a/b binding protein domain"
"ostta05g01610" " unnamed product"
"ostta05g01630" " Triose-phosphate transporter domain"
"ostta05g01700" " unnamed product"
"ostta05g01780" " Chlorophyll A-B binding protein, plant"
"ostta05g01890" " DNA/RNA-binding protein Alba-like"
"ostta05g01900" " APOBEC/CMP deaminase, zinc-binding"
"ostta05g01950" " unnamed product"
"ostta05g02200" " WD40/YVTN repeat-like-containing domain"
"ostta05g02310" " F-box domain"
"ostta05g02320" " Transmembrane protein 18"
"ostta05g02400" " unnamed product"
"ostta05g02440" " unnamed product"
"ostta05g02500" " Nucleotide-binding, alpha-beta plait"
"ostta05g02620" " Ubiquitin-conjugating enzyme, active site"
"ostta05g02880" " Protein Iojap/ribosomal silencing factor RsfS"
"ostta05g02910" " unnamed product"
"ostta05g03100" " unnamed product"
"ostta05g03150" " unnamed product"
"ostta05g03170" " Endoribonuclease L-PSP/chorismate mutase-like"
"ostta05g03210" " Helicase, C-terminal"
"ostta05g03270" " Metalloenzyme, LuxS/M16 peptidase-like"
"ostta05g03410" " Domain of unknown function DUF1726"
"ostta05g03640" " t-SNARE"
"ostta05g03650" " Immunoglobulin-like fold"
"ostta05g03690" " unnamed product"
"ostta05g03710" " Protein of unknown function DUF3353"
"ostta05g03770" " Histone core n/a  Histone core n/a  Histone core"
"ostta05g03820" " Ribosomal protein L34"
"ostta05g03870" " Ribosomal protein S9, conserved site"
"ostta05g03900" " Homeobox domain"
"ostta05g03940" " WD40/YVTN repeat-like-containing domain"
"ostta05g03990" " unnamed product"
"ostta05g04000" " 2Fe-2S ferredoxin-type domain"
"ostta05g04010" " unnamed product"
"ostta05g04020" " Ribosomal protein L1, 2-layer alpha/beta-sandwich"
"ostta05g04090" " unnamed product"
"ostta05g04130" " Ribose 5-phosphate isomerase, type A"
"ostta05g04160" " unnamed product"
"ostta05g04220" " Kinase phosphorylation domain"
"ostta05g04240" " unnamed product"
"ostta05g04250" " unnamed product"
"ostta05g04270" " unnamed product"
"ostta05g04415" " hypothetical protein"
"ostta05g04440" " WD40 repeat"
"ostta05g04480" " unnamed product"
"ostta05g04510" " Domain of unknown function DUF4341"
"ostta05g04520" " unnamed product"
"ostta05g04580" " Tetratricopeptide repeat"
"ostta05g04600" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta05g04630" " unnamed product"
"ostta05g04690" " unnamed product"
"ostta05g04760" " unnamed product"
"ostta05g04850" " Rhodanese-like domain"
"ostta05g04860" " unnamed product"
"ostta05g04890" " Enkurin-like domain"
"ostta05g04910" " Ribosomal protein L13e"
"ostta05g04930" " Ubiquitin-conjugating enzyme, active site"
"ostta06g00010" " unnamed product"
"ostta06g00055" " hypothetical protein"
"ostta06g00070" " unnamed product"
"ostta06g00075" " hypothetical protein"
"ostta06g00080" " PBP domain"
"ostta06g00100" " High mobility group box domain"
"ostta06g00120" " unnamed product"
"ostta06g00130" " unnamed product"
"ostta06g00135" " hypothetical protein"
"ostta06g00140" " unnamed product"
"ostta06g00230" " Rhamnose mutarotase"
"ostta06g00260" " unnamed product"
"ostta06g00370" " Molybdenum cofactor sulfurase, C-terminal"
"ostta06g00500" " unnamed product"
"ostta06g00540" " unnamed product"
"ostta06g00630" " Winged helix-turn-helix DNA-binding domain"
"ostta06g00680" " Ubiquitin-like protein Atg12"
"ostta06g00730" " Chlorophyll a/b binding protein domain"
"ostta06g00880" " GTP cyclohydrolase II, RibA"
"ostta06g00950" " Large-conductance mechanosensitive channel"
"ostta06g01130" " Helicase, C-terminal"
"ostta06g01510" " Kelch-type beta propeller"
"ostta06g01540" " unnamed product"
"ostta06g01570" " DnaJ domain"
"ostta06g01690" " Protein of unknown function DUF760"
"ostta06g01740" " unnamed product"
"ostta06g01880" " Carbohydrate binding module family 20"
"ostta06g01920" " unnamed product"
"ostta06g02050" " Domain of unknown function DUF3456"
"ostta06g02210" " unnamed product"
"ostta06g02230" " unnamed product"
"ostta06g02330" " unnamed product"
"ostta06g02340" " Myb domain, plants"
"ostta06g02500" " Protein of unknown function DUF667"
"ostta06g02540" " Actin-related protein 7, plant"
"ostta06g02610" " Ubiquitin ligase, Det1/DDB1-complexing"
"ostta06g02615" " hypothetical protein"
"ostta06g02630" " Complex 1 LYR protein"
"ostta06g02660" " Proteasome maturation factor UMP1"
"ostta06g02685" " Regulator of chromosome condensation, RCC1"
"ostta06g02790" " unnamed product"
"ostta06g02820" " Ankyrin repeat"
"ostta06g02830" " Drug/metabolite transporter"
"ostta06g02920" " Aminoacyl-tRNA synthetase, class Ic"
"ostta06g03090" " unnamed product"
"ostta06g03210" " Tetratricopeptide-like helical"
"ostta06g03220" " 2Fe-2S ferredoxin-type domain"
"ostta06g03280" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g03410" " unnamed product"
"ostta06g03560" " unnamed product"
"ostta06g03580" " unnamed product"
"ostta06g03590" " unnamed product"
"ostta06g03700" " unnamed product"
"ostta06g03760" " unnamed product"
"ostta06g03810" " Autophagy-related protein 3, N-terminal"
"ostta06g03850" " TatD family"
"ostta06g03870" " Protein of unknown function DUF2009"
"ostta06g03920" " unnamed product"
"ostta06g03940" " HAT dimerisation domain, C-terminal"
"ostta06g03950" " SAP domain"
"ostta06g03970" " unnamed product"
"ostta06g04090" " unnamed product"
"ostta06g04100" " unnamed product"
"ostta06g04140" " unnamed product"
"ostta06g04240" " Ribosomal protein L7Ae conserved site"
"ostta06g04270" " Permease, cytosine/purines, uracil, thiamine, allantoin"
"ostta06g04345" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta06g04500" " Uncharacterised protein family UPF0060"
"ostta06g04510" " Zinc finger, RING/FYVE/PHD-type"
"ostta06g04540" " unnamed product"
"ostta06g04550" " unnamed product"
"ostta06g04560" " EF-Hand 1, calcium-binding site"
"ostta06g04630" " unnamed product"
"ostta07g00040" " Zinc finger protein 706"
"ostta07g00050" " Ribosomal protein S5/S7, eukaryotic/archaeal"
"ostta07g00170" " Ribosomal protein L18ae"
"ostta07g00220" " Polyphosphate kinase 2"
"ostta07g00270" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta07g00450" " Biopterin transport-related protein BT1"
"ostta07g00470" " unnamed product"
"ostta07g00480" " Short-chain dehydrogenase/reductase SDR"
"ostta07g00540" " unnamed product"
"ostta07g00570" " von Hippel-Lindau disease tumour suppressor, beta/alpha domain"
"ostta07g00580" " unnamed product"
"ostta07g00590" " Mitochondrial chaperone BCS1"
"ostta07g00600" " Integral membrane protein TerC"
"ostta07g00610" " unnamed product"
"ostta07g00620" " unnamed product"
"ostta07g00630" " Endonuclease/exonuclease/phosphatase"
"ostta07g00640" " Cytochrome b6/f complex, subunit IV"
"ostta07g00660" " Domain of unknown function DUF125, transmembrane"
"ostta07g00670" " unnamed product"
"ostta07g00690" " Thermonuclease active site"
"ostta07g00720" " Zinc finger, GATA-type"
"ostta07g00750" " Zinc finger, double-stranded RNA binding"
"ostta07g00760" " unnamed product"
"ostta07g00770" " Small GTPase superfamily, Rab type"
"ostta07g00850" " unnamed product"
"ostta07g00860" " unnamed product"
"ostta07g00900" " unnamed product"
"ostta07g00910" " Ubiquitin supergroup"
"ostta07g00970" " unnamed product"
"ostta07g01030" " TIP41-like protein"
"ostta07g01140" " Pre-mRNA-splicing factor SPF27"
"ostta07g01170" " MOZART2 family"
"ostta07g01210" " Multi antimicrobial extrusion protein"
