"geneID" "annotation"
"ostta01g04810" " Protein of unknown function DUF4079"
"ostta01g04880" " Small nuclear RNA activating complex SNAPc, subunit SNAP43"
"ostta01g04920" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g04940" " Chlorophyll A-B binding protein, plant"
"ostta01g04970" " SANT/Myb domain"
"ostta01g05060" " Mss4-like"
"ostta01g05110" " Pentatricopeptide repeat"
"ostta01g05170" " Transcription factor IIS, N-terminal"
"ostta01g05200" " Primosome PriB/single-strand DNA-binding"
"ostta01g05230" " G-protein beta WD-40 repeat"
"ostta01g05280" " G-protein beta WD-40 repeat"
"ostta01g05290" " Glycoside hydrolase-type carbohydrate-binding, subgroup"
"ostta01g05360" " Ribosomal protein S6"
"ostta01g05390" " BolA protein"
"ostta01g05440" " Armadillo-type fold"
"ostta01g05510" " EGF-like, conserved site"
"ostta01g05620" " Pyridoxal phosphate-dependent transferase, major region, subdomain 1"
"ostta01g05690" " Magnesium chelatase, ATPase subunit I"
"ostta01g05800" " Frizzled domain"
"ostta01g05810" " Frizzled domain"
"ostta01g05820" " Micro-fibrillar-associated protein 1, C-terminal"
"ostta01g05890" " Short-chain dehydrogenase/reductase SDR"
"ostta01g05920" " Thymidylate synthase"
"ostta01g06020" " unnamed product"
"ostta01g06070" " C2 calcium/lipid-binding domain, CaLB"
"ostta01g06080" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g06220" " Nuclear pore protein 84/107"
"ostta01g06230" " unnamed product"
"ostta01g06560" " Oxoglutarate/iron-dependent dioxygenase"
"ostta01g06670" " Insulin-induced protein family"
"ostta02g00037" " Harbinger transposase-derived protein, plant"
"ostta02g00080" " unnamed product"
"ostta02g00190" " unnamed product"
"ostta02g00200" " GNS1/SUR4 membrane protein"
"ostta02g00240" " Ribonuclease H-like domain"
"ostta02g00250" " Ribosomal protein L24e, conserved site"
"ostta02g00290" " Methyltransferase domain"
"ostta02g00370" " Signal recognition particle, SRP54 subunit, helical bundle"
"ostta02g00410" " WD40 repeat"
"ostta02g00480" " Zinc finger, RING-H2-type"
"ostta02g00580" " Photosystem I PsaL, reaction centre subunit XI"
"ostta02g00600" " RNA polymerase III subunit RPC82-related, helix-turn-helix"
"ostta02g00610" " ATPase, F1 complex beta subunit/V1 complex, C-terminal"
"ostta02g00640" " Pseudouridine synthase/archaeosine transglycosylase"
"ostta02g00650" " G-protein beta WD-40 repeat"
"ostta02g00670" " Surface antigen variable number"
"ostta02g00840" " Glucokinase n/a  Glucokinase"
"ostta02g00880" " DNA-directed RNA polymerase, 30-40kDa subunit, conserved site"
"ostta02g00920" " P-type ATPase, phosphorylation site"
"ostta02g00940" " Ribose-phosphate diphosphokinase"
"ostta02g01070" " Phosphotyrosyl phosphatase activator, PTPA"
"ostta02g01080" " Ribosomal protein L17"
"ostta02g01100" " Major facilitator superfamily domain, general substrate transporter"
"ostta02g01120" " Mak16 protein"
"ostta02g01160" " SKI-interacting protein SKIP, SNW domain"
"ostta02g01190" " Glutamate--cysteine ligase, plant"
"ostta02g01250" " Fe-S metabolism associated domain, SufE-like"
"ostta02g01290" " Acid phosphatase/vanadium-dependent haloperoxidase-related"
"ostta02g01360" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g01370" " Armadillo-type fold"
"ostta02g01560" " unnamed product"
"ostta02g01580" " unnamed product"
"ostta02g01690" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta02g01730" " Transketolase binding site"
"ostta02g01750" " unnamed product"
"ostta02g01840" " Beta-ketoacyl synthase, active site"
"ostta02g01870" " Bromo adjacent homology BAH domain"
"ostta02g01880" " Ankyrin repeat-containing domain"
"ostta02g02150" " RmlC-like jelly roll fold"
"ostta02g02360" " Proteasome B-type subunit"
"ostta02g02520" " Ketopantoate hydroxymethyltransferase"
"ostta02g02660" " unnamed product"
"ostta02g02670" " Uncharacterised protein family, ATP binding n/a  Uncharacterised protein family"
"ostta02g02710" " UbiA prenyltransferase family"
"ostta02g02980" " unnamed product"
"ostta02g03290" " Putative sodium bile acid cotransporter"
"ostta02g03330" " Chlorophyll A-B binding protein, plant"
"ostta02g03350" " von Willebrand factor, type A"
"ostta02g03410" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g03430" " DNA-directed DNA polymerase, family B, pol2"
"ostta02g03550" " ATP-NAD kinase, PpnK-type, all-beta"
"ostta02g03560" " Mitochondrial substrate/solute carrier"
"ostta02g03670" " SNF2-related"
"ostta02g03690" " unnamed product"
"ostta02g03770" " SNF2-related"
"ostta02g03780" " Serine/threonine-protein kinase, active site"
"ostta02g03860" " Photosystem I PsaE, reaction centre subunit IV"
"ostta02g03880" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g03957" " Protein-tyrosine phosphatase, active site"
"ostta02g04020" " PCI/PINT associated module"
"ostta02g04260" " ENTH/VHS"
"ostta02g04350" " Phytase-like domain"
"ostta02g04360" " Pyruvate, phosphate dikinase"
"ostta02g04430" " Tetratricopeptide-like helical"
"ostta02g04450" " NADP-binding domain"
"ostta02g04610" " RelA/SpoT"
"ostta02g04700" " Plastid lipid-associated protein/fibrillin conserved domain"
"ostta02g04710" " Peroxisome biogenesis factor 1, N-terminal"
"ostta02g04720" " unnamed product"
"ostta02g04730" " unnamed product"
"ostta02g04740" " Lipopolysaccharide-modifying protein"
"ostta02g04800" " Chlorophyll A-B binding protein, plant"
"ostta02g04860" " Cobalamin vitamin B12 biosynthesis CobW-like, C-terminal"
"ostta02g05060" " Glycoside hydrolase, family 13, N-terminal"
"ostta02g05100" " Uracil-5-methyltransferase n/a  Uracil-5-methyltransferase"
"ostta02g05110" " Zinc finger, DPH-type"
"ostta02g05115" " Zinc finger, DPH-type"
"ostta02g05120" " Oxidoreductase-like, N-terminal"
"ostta02g05330" " Methyltransferase FkbM"
"ostta02g05490" " Major facilitator superfamily domain, general substrate transporter"
"ostta02g05530" " DNA/RNA helicase, DEAD/DEAH box type, N-terminal"
"ostta03g00020" " Paraquat-inducible protein A n/a  Paraquat-inducible protein A"
"ostta03g00200" " WD40/YVTN repeat-like-containing domain"
"ostta03g00210" " unnamed product"
"ostta03g00240" " Concanavalin A-like lectin/glucanase, subgroup"
"ostta03g00310" " unnamed product"
"ostta03g00340" " unnamed product"
"ostta03g00350" " Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase"
"ostta03g00370" " Endoplasmic reticulum, stress-associated Ramp4"
"ostta03g00430" " Thioredoxin-like fold"
"ostta03g00570" " Ubiquitin fusion degradation protein UFD1"
"ostta03g00690" " NOSIC"
"ostta03g00870" " Glycosyl hydrolase, family 13, catalytic domain"
"ostta03g00890" " Uncharacterised protein family UPF0250"
"ostta03g00940" " WD40 repeat"
"ostta03g01030" " Chloramphenicol acetyltransferase-like domain"
"ostta03g01060" " unnamed product"
"ostta03g01110" " Rab-GTPase-TBC domain"
"ostta03g01120" " unnamed product"
"ostta03g01160" "' Orotidine 5''-phosphate decarboxylase, active site'"
"ostta03g01290" " unnamed product"
"ostta03g01340" " unnamed product"
"ostta03g01750" " Signal transduction response regulator, receiver domain"
"ostta03g01760" " unnamed product"
"ostta03g01780" " DNA topoisomerase, type IIA, conserved site"
"ostta03g01870" " Domain of unknown function DUF1995"
"ostta03g01980" " unnamed product"
"ostta03g02040" " unnamed product"
"ostta03g02050" " Thioredoxin-like fold"
"ostta03g02130" " Phosphatidic acid phosphatase type 2/haloperoxidase"
"ostta03g02140" " Ubiquitin supergroup"
"ostta03g02200" " Serine/threonine-protein kinase, active site"
"ostta03g02250" " 2-oxoglutarate dehydrogenase, E1 component"
"ostta03g02270" " Cyclin C"
"ostta03g02290" " HSP20-like chaperone"
"ostta03g02460" " Protein of unknown function DUF3181"
"ostta03g02500" " Mitochondrial substrate/solute carrier"
"ostta03g02590" " RmlC-like jelly roll fold"
"ostta03g02620" " SPOUT methyltransferase, predicted"
"ostta03g02670" " Zinc finger, ZZ-type"
"ostta03g02790" " Cullin repeat-like-containing domain"
"ostta03g02820" " 3-isopropylmalate dehydratase, small subunit"
"ostta03g02825" " Thioredoxin-like fold"
"ostta03g02830" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g02880" " 26S proteasome subunit P45"
"ostta03g02920" " Carboxylesterase, type B"
"ostta03g03015" " Translation elongation factor P/YeiP, central"
"ostta03g03070" " tRNA isopentenyltransferase"
"ostta03g03160" " Coproporphyrinogen III oxidase, conserved site"
"ostta03g03210" " Permease, cytosine/purines, uracil, thiamine, allantoin"
"ostta03g03290" " Yip1 domain"
"ostta03g03440" " unnamed product"
"ostta03g03470" " unnamed product"
"ostta03g03480" " BRCT domain"
"ostta03g03580" " Arf GTPase activating protein"
"ostta03g03660" " Zinc finger, CCCH-type"
"ostta03g03720" " unnamed product"
"ostta03g03730" " DNA-binding domain"
"ostta03g03750" " Glyoxalase/fosfomycin resistance/dioxygenase domain"
"ostta03g03900" " Carotenoid oxygenase"
"ostta03g03960" " DNA-directed RNA polymerase, subunit C11/M/9"
"ostta03g03980" " Armadillo-type fold"
"ostta03g04070" " Protein of unknown function DUF2214, membrane"
"ostta03g04080" " Protein of unknown function DUF1749"
"ostta03g04170" " NLI interacting factor"
"ostta03g04340" " NADP-binding domain"
"ostta03g04370" " BRCT domain"
"ostta03g04430" " G-protein beta WD-40 repeat"
"ostta03g04470" " Concanavalin A-like lectin/glucanases superfamily"
"ostta03g04520" " RmlC-like jelly roll fold"
"ostta03g04920" " Chlorophyll A-B binding protein, plant"
"ostta03g04960" " unnamed product"
"ostta03g05150" " unnamed product"
"ostta03g05320" " Transcription factor TFIIE beta subunit, DNA-binding domain"
"ostta03g05440" " GPI biosynthesis protein Pig-F"
"ostta03g05450" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05500" " Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase"
"ostta03g05510" " unnamed product"
"ostta03g05620" " DNA photolyase, class 2"
"ostta03g05710" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta03g05940" " unnamed product"
"ostta03g06000" " Transposase IS605, OrfB, C-terminal"
"ostta04g00070" " Rieske [2Fe-2S] iron-sulphur domain"
"ostta04g00100" " Uncharacterised protein family Ycf19"
"ostta04g00130" " PDZ domain"
"ostta04g00290" " Dimeric alpha-beta barrel"
"ostta04g00360" " unnamed product"
"ostta04g00365" " Thioredoxin-like fold"
"ostta04g00430" " Serine/threonine-protein kinase, active site"
"ostta04g00440" " NADP-binding domain"
"ostta04g00460" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g00490" " Zinc-finger domain of monoamine-oxidase A repressor R1"
"ostta04g00580" " unnamed product"
"ostta04g00680" " Serine/threonine-protein kinase, active site"
"ostta04g00710" " tRNA/rRNA methyltransferase, SpoU"
"ostta04g00730" " Helicase-associated"
"ostta04g00830" " unnamed product"
"ostta04g00920" " unnamed product"
"ostta04g00930" " SNARE associated Golgi protein"
"ostta04g00970" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g00990" " Ankyrin repeat-containing domain"
"ostta04g01260" " Dolichol phosphate-mannose biosynthesis regulatory"
"ostta04g01450" " Cactin C-terminal domain"
"ostta04g01610" " Aminoacyl-tRNA synthetase, class II"
"ostta04g01630" " unnamed product"
"ostta04g01790" " Photosystem I PsaF, reaction centre subunit III"
"ostta04g01820" " Chlorophyll a/b binding protein domain"
"ostta04g01830" " Zinc finger, PHD-finger"
"ostta04g01910" " unnamed product"
"ostta04g01970" " Alpha-ketoglutarate-dependent dioxygenase AlkB-like"
"ostta04g02020" " tRNA-dihydrouridine synthase, conserved site"
"ostta04g02100" " SNF2-related"
"ostta04g02105" " Exoribonuclease, phosphorolytic domain 2"
"ostta04g02150" " Inositol polyphosphate-related phosphatase"
"ostta04g02160" " t-SNARE"
"ostta04g02210" " Ankyrin repeat"
"ostta04g02420" " unnamed product"
"ostta04g02510" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g02530" " NLI interacting factor"
"ostta04g02640" " Acyl-CoA N-acyltransferase"
"ostta04g02650" " Aminoacyl-tRNA synthetase, class 1a, anticodon-binding"
"ostta04g02740" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g02860" " unnamed product"
"ostta04g02930" " SAND domain-like"
"ostta04g03000" " Kelch-type beta propeller"
"ostta04g03020" " unnamed product"
"ostta04g03050" " Zinc finger, RING/FYVE/PHD-type"
"ostta04g03130" " Complex 1 LYR protein"
"ostta04g03190" " Protein translocase subunit SecA"
"ostta04g03230" " Nuclear pore localisation protein NPL4"
"ostta04g03310" " Aromatic-ring hydroxylase-like"
"ostta04g03390" " Immunoglobulin-like fold"
"ostta04g03530" " Gamma tubulin complex protein 3"
"ostta04g03560" " RNA polymerase sigma-70"
"ostta04g03580" " Uncharacterised domain UPF0126"
"ostta04g03590" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta04g03630" " Parallel beta-helix repeat"
"ostta04g03730" " Prenylated rab acceptor PRA1"
"ostta04g03870" " Triose-phosphate transporter domain"
"ostta04g04000" " Pyruvate phosphate dikinase, PEP/pyruvate-binding"
"ostta04g04060" " Zinc finger, U1-type"
"ostta04g04080" " Sodium/sulphate symporter"
"ostta04g04210" " unnamed product"
"ostta04g04250" " unnamed product"
"ostta04g04310" " Ribosome biogenesis protein Nop16"
"ostta04g04350" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g04400" " unnamed product"
"ostta04g04410" " SET domain"
"ostta04g04460" " unnamed product"
"ostta04g04470" " tRNA guanine-N-7 methyltransferase"
"ostta04g04510" " S15/NS1, RNA-binding"
"ostta04g04590" " Peptidase M12B, ADAM/reprolysin"
"ostta04g04600" " Peptidase M12B, ADAM/reprolysin"
"ostta04g04760" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g04790" " Vacuolar protein sorting-associated protein 62"
"ostta04g04820" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g04840" " unnamed product"
"ostta04g04850" " unnamed product"
"ostta04g04900" " Initiator tRNA phosphoribosyl transferase"
"ostta04g04970" " Zinc finger, CCHC-type"
"ostta04g05150" " Calcium/calmodulin-dependent/calcium-dependent protein kinase"
"ostta04g05380" " AMP-dependent synthetase/ligase"
"ostta04g05410" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta04g05460" " HCNGP-like"
"ostta04g05470" " SNF2-related"
"ostta04g05500" " unnamed product"
"ostta04g05550" " unnamed product"
"ostta05g00050" " tRNA guanine-N-7 methyltransferase"
"ostta05g00160" " CST complex subunit CTC1, plant"
"ostta05g00170" " NLI interacting factor"
"ostta05g00210" " CRAL-TRIO domain"
"ostta05g00270" " DNA photolyase, FAD-binding/Cryptochrome, C-terminal"
"ostta05g00300" " Vesicle transport protein, Got1/SFT2-like"
"ostta05g00330" " DNA polymerase A"
"ostta05g00360" " Methyltransferase type 11"
"ostta05g00380" " G-protein beta WD-40 repeat"
"ostta05g00440" " Carbon-nitrogen hydrolase"
"ostta05g00480" " Inner centromere protein, ARK-binding domain"
"ostta05g00500" " Spo11/DNA topoisomerase VI, subunit A"
"ostta05g00530" " Short-chain dehydrogenase/reductase SDR"
"ostta05g00570" " Translocation protein Sec63"
"ostta05g00780" " unnamed product"
"ostta05g00830" " unnamed product"
"ostta05g00850" " Multi antimicrobial extrusion protein"
"ostta05g00940" " Thioredoxin, conserved site"
"ostta05g01200" " Beta-propeller repeat TECPR"
"ostta05g01230" " Porphobilinogen deaminase, C-terminal"
"ostta05g01370" " Cold-shock protein, DNA-binding"
"ostta05g01610" " unnamed product"
"ostta05g01640" " Nucleotide-binding, alpha-beta plait"
"ostta05g01650" " Serine/threonine-protein kinase, active site"
"ostta05g01660" " Nucleotide-binding, alpha-beta plait"
"ostta05g01730" " unnamed product"
"ostta05g01780" " Chlorophyll A-B binding protein, plant"
"ostta05g01850" " Ubiquitin-conjugating enzyme, active site"
"ostta05g02020" " Serine/threonine-protein kinase, active site"
"ostta05g02060" " Quinoprotein amine dehydrogenase, beta chain-like"
"ostta05g02090" " Patatin/Phospholipase A2-related"
"ostta05g02100" " WD40 repeat"
"ostta05g02190" " Zinc finger, GATA-type"
"ostta05g02270" " WD40/YVTN repeat-like-containing domain"
"ostta05g02380" " RWP-RK domain"
"ostta05g02418" " Sugar nucleotide epimerase YfcH,-like putative n/a  Sugar nucleotide epimerase tive n/a  Sugar nucleotide epimerase YfcH,-like putative n/a  Sugar nucleotide epimerase YfcH,-like putative"
"ostta05g02470" " Tetratricopeptide repeat"
"ostta05g02520" " Nucleotide-sugar transporter"
"ostta05g02550" " Myristoyl-CoA:protein N-myristoyltransferase, C-terminal"
"ostta05g02740" " Threonine dehydratase, catabolic"
"ostta05g02760" " Nucleotide-binding, alpha-beta plait"
"ostta05g02880" " Protein Iojap/ribosomal silencing factor RsfS"
"ostta05g02920" " Sad1/UNC-like, C-terminal"
"ostta05g02930" " RNA helicase, ATP-dependent, DEAD-box, conserved site"
"ostta05g02950" " Proteasome B-type subunit"
"ostta05g03020" " Glycoside hydrolase, superfamily"
"ostta05g03060" " Dienelactone hydrolase"
"ostta05g03090" " SET domain"
"ostta05g03120" " High mobility group box domain"
"ostta05g03230" " unnamed product"
"ostta05g03240" " unnamed product"
"ostta05g03250" " JmjC domain"
"ostta05g03260" " Restriction endonuclease  type II-like"
"ostta05g03270" " Metalloenzyme, LuxS/M16 peptidase-like"
"ostta05g03330" " Telomeric single stranded DNA binding POT1/Cdc13"
"ostta05g03490" " Immunoglobulin-like fold"
"ostta05g03520" " Peptidyl-prolyl cis-trans isomerase, PpiC-type, conserved site"
"ostta05g03550" " Radical SAM"
"ostta05g03560" " Zinc finger, RanBP2-type"
"ostta05g03590" " Eukaryotic initiation factor 3, gamma subunit"
"ostta05g03610" " GOSR2/Membrin/Bos1"
"ostta05g03640" " t-SNARE"
"ostta05g03680" " unnamed product"
"ostta05g03710" " Protein of unknown function DUF3353"
"ostta05g03730" " Protein-tyrosine phosphatase-like, PTPLA"
"ostta05g03750" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta05g03810" " Misato Segment II tubulin-like domain"
"ostta05g03830" " Chlorophyll A-B binding protein, plant"
"ostta05g03890" " Major facilitator superfamily domain, general substrate transporter"
"ostta05g04070" " Glucosamine-fructose-6-phosphate aminotransferase, isomerising"
"ostta05g04250" " unnamed product"
"ostta05g04300" " unnamed product"
"ostta05g04370" " ABC-2 type transporter"
"ostta05g04500" " Target SNARE coiled-coil domain"
"ostta05g04530" " Uncharacterised protein family Ycf54"
"ostta05g04540" " unnamed product"
"ostta05g04560" " Photosystem II PsbR"
"ostta05g04620" " NAD-dependent epimerase/dehydratase"
"ostta05g04670" " TMPIT-like"
"ostta05g04680" " Glycosyl transferase, family 1"
"ostta05g04700" " Clp, N-terminal"
"ostta05g04830" " unnamed product"
"ostta05g04840" " Methyltransferase domain"
"ostta05g04890" " Enkurin-like domain"
"ostta05g04930" " Ubiquitin-conjugating enzyme, active site"
"ostta05g04960" " von Willebrand factor, type A"
"ostta06g00030" " Target SNARE coiled-coil domain"
"ostta06g00050" " Adenylyl cyclase class-3/4/guanylyl cyclase"
"ostta06g00180" " Uncharacterised protein family, ATP binding"
"ostta06g00210" " Tetracycline resistance protein, TetA/multidrug resistance protein MdtG"
"ostta06g00460" " Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding"
"ostta06g00500" " unnamed product"
"ostta06g00510" " unnamed product"
"ostta06g00580" " Spermidine/spermine synthases family"
"ostta06g00610" " WD40/YVTN repeat-like-containing domain"
"ostta06g00700" " Phosphoglycerate kinase, conserved site"
"ostta06g00760" " Methyltransferase small domain"
"ostta06g00890" " SET domain"
"ostta06g00920" " unnamed product"
"ostta06g01050" " unnamed product"
"ostta06g01140" " unnamed product"
"ostta06g01320" " MT-A70-like"
"ostta06g01360" " Rho GTPase-activating protein domain"
"ostta06g01440" " T-complex protein 10 family"
"ostta06g01460" " Ribosomal RNA methyltransferase FtsJ domain"
"ostta06g01500" " PH-BEACH domain"
"ostta06g01560" " Small-subunit processome, Utp11"
"ostta06g01570" " DnaJ domain"
"ostta06g01620" " Serine/threonine-protein kinase, active site"
"ostta06g01650" " Ribulose-phosphate binding barrel"
"ostta06g01690" " Protein of unknown function DUF760"
"ostta06g01880" " Carbohydrate binding module family 20"
"ostta06g01970" " Nucleotide-diphospho-sugar transferase"
"ostta06g02120" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"ostta06g02250" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta06g02280" " FAM173 family"
"ostta06g02350" " unnamed product"
"ostta06g02430" " Exocyst complex component Sec6"
"ostta06g02490" " unnamed product"
"ostta06g02520" " Protein DA1 like"
"ostta06g02590" " Cyclin-like"
"ostta06g02605" " Protein of unknown function DUF3529"
"ostta06g02640" " DNA mismatch repair protein MutS-homologue MSH6"
"ostta06g02750" " Nucleotide-binding, alpha-beta plait"
"ostta06g02800" " Helicase, C-terminal"
"ostta06g02810" " NADH:ubiquinone oxidoreductase intermediate-associated protein 30"
"ostta06g02850" " Thioredoxin-like fold"
"ostta06g02900" " Pterin-binding"
"ostta06g03000" " Adenosine/AMP deaminase domain"
"ostta06g03010" " Helicase, C-terminal"
"ostta06g03030" " unnamed product"
"ostta06g03140" " Importin-beta, N-terminal domain"
"ostta06g03200" " Patatin/Phospholipase A2-related"
"ostta06g03240" " Ubiquitin-like modifier-activating enzyme Atg7"
"ostta06g03250" " Heat shock protein Hsp33, N-terminal"
"ostta06g03320" " IQ motif, EF-hand binding site"
"ostta06g03325" " DNA topoisomerase, type IA, central region, subdomain 2"
"ostta06g03370" " Protoporphyrinogen oxidase, C-terminal domain"
"ostta06g03390" " Photosystem I Ycf4, assembly"
"ostta06g03430" " E2F-associated phosphoprotein"
"ostta06g03440" " Phospholipid-transporting  P-type ATPase, subfamily IV"
"ostta06g03470" " unnamed product"
"ostta06g03490" " unnamed product"
"ostta06g03510" " Radical SAM"
"ostta06g03550" " Tubulin binding cofactor C-like domain"
"ostta06g03630" " Helicase, C-terminal"
"ostta06g03660" " unnamed product"
"ostta06g03740" " Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote"
"ostta06g03820" " Glutamine amidotransferase"
"ostta06g03980" " Putative E3 ubiquitin-protein ligase, makorin-related"
"ostta06g04110" " Permease, cytosine/purines, uracil, thiamine, allantoin"
"ostta06g04120" " HAD hydrolase, subfamily IA"
"ostta06g04130" " unnamed product"
"ostta06g04480" " tRNA isopentenyltransferase"
"ostta06g04490" " Programmed cell death protein 2, C-terminal"
"ostta06g04520" " Tetratricopeptide repeat"
"ostta06g04600" " Chlorophyll a/b binding protein domain"
"ostta07g00150" " Ham1-like protein"
"ostta07g00210" " G-patch domain"
"ostta07g00230" " Rhodanese-like domain"
"ostta07g00250" " Ham1-like protein"
"ostta07g00380" " Cytochrome P450, E-class, group I"
"ostta07g00490" " Basic-leucine zipper domain"
"ostta07g00500" " unnamed product"
"ostta07g00510" " unnamed product"
"ostta07g00580" " unnamed product"
"ostta07g00640" " Cytochrome b6/f complex, subunit IV"
"ostta07g00710" " unnamed product"
"ostta07g00740" " P-loop containing nucleoside triphosphate hydrolase"
"ostta07g00840" " Endonuclease/exonuclease/phosphatase"
"ostta07g00880" " Phosphatidate cytidylyltransferase"
"ostta07g01050" " Tensin phosphatase, C2 domain"
"ostta07g01060" " unnamed product"
"ostta07g01205" " Enamine/imine deaminase YjgF-like"
"ostta07g01290" " unnamed product"
"ostta07g01300" " Armadillo-like helical"
"ostta07g01350" " ATPase, F1 complex, OSCP/delta subunit"
"ostta07g01430" " G-patch domain"
"ostta07g01490" " Prenylated rab acceptor PRA1"
"ostta07g01500" " MIR motif"
"ostta07g01610" " Cell division protein FtsZ, C-terminal"
"ostta07g01660" " SNARE associated Golgi protein"
"ostta07g01680" " Cysteine peptidase, histidine active site"
"ostta07g01790" " Helicase, C-terminal"
"ostta07g01830" " A1 cistron-splicing factor, AAR2"
"ostta07g01980" " RAVE complex protein Rav1 C-terminal"
"ostta07g02040" " unnamed product"
"ostta07g02120" " Ubiquitin supergroup"
"ostta07g02140" " Protein phosphatase 2C"
"ostta07g02280" " P2X purinoreceptor"
"ostta07g02450" " Pheophorbide a oxygenase"
"ostta07g02470" " Peptidase S16, lon N-terminal"
