"geneID" "annotation"
"ostta01g03990" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta01g04040" " unnamed product"
"ostta01g04110" " SWAP/Surp"
"ostta01g04170" " Domain of unknown function DUF1995"
"ostta01g04190" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta01g04270" " Serine/threonine-protein kinase, active site"
"ostta01g04300" " Two pore domain potassium channel domain"
"ostta01g04310" " Taxilin family"
"ostta01g04320" " Tubulin/FtsZ, 2-layer sandwich domain"
"ostta01g04330" " Thioredoxin-like fold"
"ostta01g04340" " Glutamyl-tRNA synthetase, class Ib, archaeal/eukaryotic cytosolic"
"ostta01g04370" " Inositol-pentakisphosphate 2-kinase"
"ostta01g04420" " unnamed product"
"ostta01g04520" " Protein of unknown function DUF3752"
"ostta01g04540" " unnamed product"
"ostta01g04585" " hypothetical protein"
"ostta01g04600" " ABC transporter, conserved site"
"ostta01g04670" " unnamed product"
"ostta01g04680" " Tetratricopeptide repeat"
"ostta01g04690" " unnamed product"
"ostta01g04740" " Helix-hairpin-helix motif, class 2"
"ostta01g04750" " unnamed product"
"ostta01g04770" " Zinc finger, LSD1-type"
"ostta01g04780" " unnamed product"
"ostta01g04790" " STAG"
"ostta01g04850" " RNA polymerase II-associated, Paf1"
"ostta01g04900" " Peptidase C1A, papain C-terminal"
"ostta01g04960" " unnamed product"
"ostta01g05120" " Nucleoporin Nup54, alpha-helical domain"
"ostta01g05150" " HCaRG"
"ostta01g05270" " unnamed product"
"ostta01g05310" " unnamed product"
"ostta01g05440" " Armadillo-type fold"
"ostta01g05460" " Transcription factor TFIIE, alpha subunit"
"ostta01g05510" " EGF-like, conserved site"
"ostta01g05520" " Thioredoxin-like fold"
"ostta01g05540" " NADH:ubiquinone oxidoreductase, B18 subunit"
"ostta01g05590" " Na+/H+ exchanger, isoforms 7/8"
"ostta01g05630" " Helicase, C-terminal"
"ostta01g05720" " unnamed product"
"ostta01g05780" " Conserved oligomeric Golgi complex subunit 8"
"ostta01g05790" " unnamed product"
"ostta01g05810" " Frizzled domain"
"ostta01g05870" " N-terminal acetyltransferase A, auxiliary subunit"
"ostta01g05890" " Short-chain dehydrogenase/reductase SDR"
"ostta01g05970" " Anamorsin"
"ostta01g05980" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta01g06050" " SANT/Myb domain"
"ostta01g06130" " Tetratricopeptide repeat"
"ostta01g06140" " AMP-dependent synthetase/ligase"
"ostta01g06190" " unnamed product"
"ostta01g06250" " RmlC-like jelly roll fold"
"ostta01g06370" " unnamed product"
"ostta01g06500" " UAA transporter"
"ostta01g06545" " hypothetical protein"
"ostta01g06600" " unnamed product"
"ostta01g06680" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g00080" " unnamed product"
"ostta02g00085" " hypothetical protein"
"ostta02g00110" " Proteasome A-type subunit"
"ostta02g00130" " Pyridine nucleotide-disulphide oxidoreductase, class I, active site"
"ostta02g00150" " Cyclin A/B/D/E"
"ostta02g00160" " Polyketide synthase, KR"
"ostta02g00250" " Ribosomal protein L24e, conserved site"
"ostta02g00260" " Thiolase-like, subgroup"
"ostta02g00270" " THO complex, subunitTHOC2, N-terminal"
"ostta02g00275" " DDE superfamily endonuclease, CENP-B-like"
"ostta02g00330" " unnamed product"
"ostta02g00360" " ATPase, AAA-type, CDC48"
"ostta02g00370" " Signal recognition particle, SRP54 subunit, helical bundle"
"ostta02g00390" " Nucleoporin, NSP1-like, C-terminal n/a  Nucleoporin, NSP1-like, C-terminal"
"ostta02g00430" " BOP1, N-terminal domain"
"ostta02g00540" " Ureidoglycolate hydrolase"
"ostta02g00562" " Translation initiation factor IF6"
"ostta02g00610" " ATPase, F1 complex beta subunit/V1 complex, C-terminal"
"ostta02g00630" " Nucleotide-binding, alpha-beta plait"
"ostta02g00660" " unnamed product"
"ostta02g00680" " Protein of unknown function DUF947"
"ostta02g00700" " unnamed product"
"ostta02g00770" " unnamed product"
"ostta02g00820" " unnamed product"
"ostta02g00840" " Glucokinase n/a  Glucokinase"
"ostta02g00870" " Oxoglutarate/iron-dependent dioxygenase"
"ostta02g00910" " unnamed product"
"ostta02g00970" " Peptidase C50, separase"
"ostta02g01020" " Heat shock protein 70 family"
"ostta02g01130" " SNF2-related"
"ostta02g01160" " SKI-interacting protein SKIP, SNW domain"
"ostta02g01310" " unnamed product"
"ostta02g01410" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g01430" " RNA cap guanine-N2 methyltransferase"
"ostta02g01440" " Protein kinase-like domain"
"ostta02g01480" " Histone-fold"
"ostta02g01490" " Small GTPase superfamily, Rab type"
"ostta02g01520" " Tubulin/FtsZ, 2-layer sandwich domain"
"ostta02g01530" " Bromodomain transcription factor"
"ostta02g01580" " unnamed product"
"ostta02g01610" " Cation/H+ exchanger"
"ostta02g01630" " unnamed product"
"ostta02g01670" " unnamed product"
"ostta02g01720" " unnamed product"
"ostta02g01860" " HEAT repeat associated with sister chromatid cohesion protein"
"ostta02g01900" " Phosphatidylinositol 3-/4-kinase, catalytic domain"
"ostta02g01930" " Diacylglycerol glucosyltransferase, N-terminal"
"ostta02g01990" " Phosphopantetheine attachment site"
"ostta02g02050" " unnamed product"
"ostta02g02067" " DDE superfamily endonuclease, CENP-B-like"
"ostta02g02080" " unnamed product"
"ostta02g02110" " Armadillo-type fold"
"ostta02g02130" " Ubiquitin-conjugating enzyme/RWD-like"
"ostta02g02150" " RmlC-like jelly roll fold"
"ostta02g02260" " Homeobox domain"
"ostta02g02300" " Nitric oxide synthase, oxygenase domain"
"ostta02g02330" " Protein phosphatase 2C"
"ostta02g02340" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta02g02355" " Transposase, Tc1-like"
"ostta02g02400" " ATPase, V0 complex, subunit d"
"ostta02g02460" " Phosphate transporter"
"ostta02g02477" " hypothetical protein"
"ostta02g02520" " Ketopantoate hydroxymethyltransferase"
"ostta02g02550" " Cyclin, N-terminal"
"ostta02g02600" " unnamed product"
"ostta02g02610" " Integrase, catalytic core"
"ostta02g02660" " unnamed product"
"ostta02g02710" " UbiA prenyltransferase family"
"ostta02g02715" " hypothetical protein n/a  hypothetical protein"
"ostta02g02720" " Oxidoreductase FAD/NADP-binding"
"ostta02g02730" " Bestrophin/UPF0187"
"ostta02g02820" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g02840" " Acyl-CoA N-acyltransferase"
"ostta02g02940" " unnamed product"
"ostta02g03020" " Cold-shock protein, DNA-binding"
"ostta02g03060" " Protein of unknown function UPF0301"
"ostta02g03080" " M-phase inducer phosphatase"
"ostta02g03160" " Cdc37, C-terminal"
"ostta02g03240" " unnamed product"
"ostta02g03370" " RmlC-like jelly roll fold"
"ostta02g03380" " Major facilitator superfamily domain, general substrate transporter"
"ostta02g03400" " Ferritin-like superfamily"
"ostta02g03420" " Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"ostta02g03450" " WD40 repeat"
"ostta02g03500" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta02g03510" " unnamed product"
"ostta02g03550" " ATP-NAD kinase, PpnK-type, all-beta"
"ostta02g03570" " Prenyltransferase/squalene oxidase"
"ostta02g03670" " SNF2-related"
"ostta02g03690" " unnamed product"
"ostta02g03720" " Serine/threonine-protein kinase, active site"
"ostta02g03730" " unnamed product"
"ostta02g03800" " Myosin tail 2"
"ostta02g03910" " Armadillo-type fold"
"ostta02g03930" " unnamed product"
"ostta02g03955" " hypothetical protein"
"ostta02g03957" " Protein-tyrosine phosphatase, active site"
"ostta02g03960" " Protein-tyrosine phosphatase, active site"
"ostta02g03980" " Diaminopimelate epimerase, active site"
"ostta02g04070" " ABC transporter, conserved site"
"ostta02g04080" " Armadillo-type fold"
"ostta02g04100" " ATP-grasp fold, subdomain 2"
"ostta02g04170" " Formate C-acetyltransferase glycine radical, conserved site"
"ostta02g04180" " UBA-like"
"ostta02g04190" " Ankyrin repeat-containing domain"
"ostta02g04210" " Ankyrin repeat-containing domain"
"ostta02g04320" " Synaptobrevin"
"ostta02g04325" " Magnesium-dependent phosphatase-1, eukaryotic/arcaheal type"
"ostta02g04330" " Magnesium-dependent phosphatase-1, eukaryotic/arcaheal type"
"ostta02g04360" " Pyruvate, phosphate dikinase"
"ostta02g04450" " NADP-binding domain"
"ostta02g04520" " unnamed product"
"ostta02g04700" " Plastid lipid-associated protein/fibrillin conserved domain"
"ostta02g04740" " Lipopolysaccharide-modifying protein"
"ostta02g04860" " Cobalamin vitamin B12 biosynthesis CobW-like, C-terminal"
"ostta02g04870" " Pseudouridine synthase, RluC/RluD, conserved site"
"ostta02g04890" " Chloride channel, voltage gated"
"ostta02g04970" " Glyoxalase-like domain"
"ostta02g04980" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g05050" " unnamed product"
"ostta02g05110" " Zinc finger, DPH-type"
"ostta02g05160" " Fumarylacetoacetase, C-terminal"
"ostta02g05180" " unnamed product"
"ostta02g05220" " unnamed product"
"ostta02g05240" " Structure-specific recognition protein"
"ostta02g05260" " unnamed product"
"ostta02g05300" " unnamed product"
"ostta02g05330" " Methyltransferase FkbM"
"ostta02g05400" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta02g05430" " unnamed product"
"ostta02g05460" " unnamed product"
"ostta03g00010" " unnamed product"
"ostta03g00020" " Paraquat-inducible protein A n/a  Paraquat-inducible protein A"
"ostta03g00120" " Nucleotide-diphospho-sugar transferase"
"ostta03g00140" " Oxysterol-binding protein"
"ostta03g00210" " unnamed product"
"ostta03g00290" " Arfaptin homology AH domain/BAR domain"
"ostta03g00390" " unnamed product"
"ostta03g00410" " Drug/metabolite transporter"
"ostta03g00430" " Thioredoxin-like fold"
"ostta03g00450" " Dimeric alpha-beta barrel"
"ostta03g00470" " unnamed product"
"ostta03g00530" " unnamed product"
"ostta03g00630" " unnamed product"
"ostta03g00750" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta03g00800" " Thioesterase superfamily"
"ostta03g00880" " Prenyltransferase/squalene oxidase"
"ostta03g00920" " Serine hydroxymethyltransferase"
"ostta03g01000" " Beta-lactamase-like"
"ostta03g01070" " DNA-directed RNA polymerase Rpb11, 13-16kDa subunit, conserved site"
"ostta03g01080" " Chaperonin-like RbcX"
"ostta03g01150" " 26S proteasome subunit P45"
"ostta03g01190" " K Homology domain, type 1"
"ostta03g01240" " unnamed product"
"ostta03g01300" " Tetratricopeptide repeat"
"ostta03g01370" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta03g01390" " unnamed product"
"ostta03g01470" " Chaperonin TCP-1, conserved site"
"ostta03g01550" " unnamed product"
"ostta03g01560" " Histidine triad HIT protein"
"ostta03g01570" " Domain of unknown function DUF292, eukaryotic"
"ostta03g01580" " FAD-dependent glycerol-3-phosphate dehydrogenase"
"ostta03g01620" " unnamed product"
"ostta03g01630" " Concanavalin A-like lectin/glucanase, subgroup"
"ostta03g01690" " Tetratricopeptide repeat"
"ostta03g01780" " DNA topoisomerase, type IIA, conserved site"
"ostta03g01790" " unnamed product"
"ostta03g01800" " ACN9"
"ostta03g01870" " Domain of unknown function DUF1995"
"ostta03g01930" " DnaJ domain, conserved site"
"ostta03g01950" " Adipose-regulatory protein, Seipin"
"ostta03g01960" " Defective-in-cullin neddylation protein"
"ostta03g02090" " Major royal jelly-related"
"ostta03g02180" " Conserved oligomeric Golgi complex, subunit 2, N-terminal"
"ostta03g02240" " YHYH domain"
"ostta03g02290" " HSP20-like chaperone"
"ostta03g02400" " Kinetochore protein Nuf2"
"ostta03g02540" " RNA-recognition motif RRM Nup35-type domain"
"ostta03g02560" " Zinc finger, CHCC-type"
"ostta03g02680" " Peptidase S54, rhomboid domain"
"ostta03g02690" " unnamed product"
"ostta03g02730" " Cation efflux protein"
"ostta03g02750" " Zinc finger, CCCH-type"
"ostta03g02970" " Vacuolar H+-ATPase G subunit"
"ostta03g03030" " Histidine phosphatase superfamily, clade-2"
"ostta03g03080" " 3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal"
"ostta03g03100" " GTP-binding protein Obg/CgtA"
"ostta03g03180" " Glycoside hydrolase, catalytic domain n/a  Glycoside hydrolase, catalytic domaie hydrolase, catalytic domain"
"ostta03g03200" " Peptidase C48, SUMO/Sentrin/Ubl1"
"ostta03g03210" " Permease, cytosine/purines, uracil, thiamine, allantoin"
"ostta03g03250" " Sybindin-like protein"
"ostta03g03310" " unnamed product"
"ostta03g03340" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"ostta03g03350" " Tetratricopeptide-like helical"
"ostta03g03480" " BRCT domain"
"ostta03g03520" " T-complex protein 1, theta subunit"
"ostta03g03530" " unnamed product"
"ostta03g03550" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta03g03560" " unnamed product"
"ostta03g03590" " HSP40/DnaJ peptide-binding"
"ostta03g03600" " DEK, C-terminal"
"ostta03g03700" " Six-bladed beta-propeller, TolB-like"
"ostta03g03730" " DNA-binding domain"
"ostta03g03780" " Structural maintenance of chromosomes protein"
"ostta03g03810" " unnamed product"
"ostta03g03840" " unnamed product"
"ostta03g03910" " Phosphoglycerate/bisphosphoglycerate mutase, active site"
"ostta03g03940" " Nucleotide-binding, alpha-beta plait"
"ostta03g03950" " Nucleotide sugar epimerase"
"ostta03g04025" " hypothetical protein"
"ostta03g04030" " Zinc finger, CCHC-type"
"ostta03g04040" " Rab-GTPase-TBC domain"
"ostta03g04180" " TB2/DP1/HVA22-related protein"
"ostta03g04200" " ARP2/3 complex, 34kDa subunit p34-Arc"
"ostta03g04210" " Ubiquitin supergroup"
"ostta03g04220" " Histone acetyl transferase HAT1 N-terminal"
"ostta03g04280" " Eukaryotic porin/Tom40"
"ostta03g04320" " Mitochondrial substrate/solute carrier n/a  Mitochondrial substrate/solute carrondrial substrate/solute carrier"
"ostta03g04370" " BRCT domain"
"ostta03g04400" " Uncharacterised protein GYD"
"ostta03g04420" " unnamed product"
"ostta03g04590" " Helicase, C-terminal"
"ostta03g04640" " DREV methyltransferase"
"ostta03g04720" " Short-chain dehydrogenase/reductase SDR"
"ostta03g04740" " Tetratricopeptide repeat"
"ostta03g04850" " unnamed product"
"ostta03g04870" " GOLD"
"ostta03g04930" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta03g04940" " Nucleotide-binding, alpha-beta plait"
"ostta03g04970" " tRNA guanine26-N2-dimethyltransferase"
"ostta03g05030" " Nucleotide-diphospho-sugar transferase"
"ostta03g05050" " FAD dependent oxidoreductase"
"ostta03g05060" " TAP42-like protein"
"ostta03g05070" " unnamed product"
"ostta03g05170" " Peptidase M3B, oligopeptidase F, N-terminal"
"ostta03g05230" " Acyl-CoA N-acyltransferase"
"ostta03g05280" " Domain of unknown function DUF1995"
"ostta03g05390" " Translocation protein Sec63"
"ostta03g05460" " unnamed product"
"ostta03g05520" " unnamed product"
"ostta03g05570" " NADP-binding domain"
"ostta03g05600" " Oxoglutarate/iron-dependent dioxygenase"
"ostta03g05675" " hypothetical protein"
"ostta03g05810" " DNA repair nuclease, XPF-type/Helicase"
"ostta03g05820" " unnamed product"
"ostta03g05885" " SET domain"
"ostta03g05900" " Uncharacterised protein family Ycf20"
"ostta03g05930" " NADP-binding domain"
"ostta03g05970" " ATPase, vacuolar ER assembly factor, Vma12"
"ostta03g06000" " Transposase IS605, OrfB, C-terminal"
"ostta03g06030" " unnamed product"
"ostta04g00040" " Pre-mRNA-processing protein PRP40"
"ostta04g00060" " Peptidase C54"
"ostta04g00080" " unnamed product"
"ostta04g00150" " P25-alpha"
"ostta04g00250" " Zinc finger, DHHC-type, palmitoyltransferase"
"ostta04g00260" " ADF/Cofilin/Destrin"
"ostta04g00300" " Tryptophan synthase, alpha chain"
"ostta04g00310" " unnamed product"
"ostta04g00365" " Thioredoxin-like fold"
"ostta04g00380" " Pyrophosphate-dependent phosphofructokinase TP0108"
"ostta04g00420" " HSP20-like chaperone"
"ostta04g00450" " Mini-chromosome maintenance, DNA-dependent ATPase"
"ostta04g00500" " C2 calcium-dependent membrane targeting"
"ostta04g00540" " unnamed product"
"ostta04g00590" " Surfeit locus 1/Shy1"
"ostta04g00670" " unnamed product"
"ostta04g00860" " Glucose-6-phosphate 1-epimerase"
"ostta04g00870" " Metalloenzyme, LuxS/M16 peptidase-like"
"ostta04g00900" " Multi antimicrobial extrusion protein"
"ostta04g01010" " UBA-like"
"ostta04g01140" " Nucleoside phosphatase GDA1/CD39"
"ostta04g01150" " unnamed product"
"ostta04g01160" " unnamed product"
"ostta04g01180" " Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase"
"ostta04g01190" " RED-like, N-terminal"
"ostta04g01250" " Tetratricopeptide repeat"
"ostta04g01260" " Dolichol phosphate-mannose biosynthesis regulatory"
"ostta04g01290" " OB-fold nucleic acid binding domain, AA-tRNA synthetase-type"
"ostta04g01300" " Insulin-like growth factor binding protein, N-terminal"
"ostta04g01440" " NADH:ubiquinone oxidoreductase, ESSS subunit"
"ostta04g01490" " Basic-leucine zipper domain"
"ostta04g01530" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta04g01590" " Cytochrome c oxidase biogenesis protein Cmc1-like"
"ostta04g01650" " Up-frameshift suppressor 2"
"ostta04g01660" " Aminoacyl-tRNA synthetase, class Ia"
"ostta04g01710" " BRCT domain"
"ostta04g01745" " Glycoside hydrolase, catalytic domain"
"ostta04g01830" " Zinc finger, PHD-finger"
"ostta04g01845" " Pheromone shutdown, TraB"
"ostta04g01990" " Spc97/Spc98"
"ostta04g02100" " SNF2-related"
"ostta04g02150" " Inositol polyphosphate-related phosphatase"
"ostta04g02170" " unnamed product"
"ostta04g02300" " Ysc84 actin-binding domain"
"ostta04g02320" " unnamed product"
"ostta04g02350" " unnamed product"
"ostta04g02360" " Cystinosin/ERS1p repeat"
"ostta04g02390" " Glycoside hydrolase, superfamily"
"ostta04g02460" " unnamed product"
"ostta04g02480" " Cytochrome b561/ferric reductase transmembrane"
"ostta04g02560" " Glycerophosphoryl diester phosphodiesterase"
"ostta04g02580" " Cytochrome c, class IA/ IB"
"ostta04g02590" " Actin-related protein"
"ostta04g02610" " Clathrin/coatomer adaptor, adaptin-like, N-terminal"
"ostta04g02670" " Nicotinamide N-methyltransferase-like"
"ostta04g02720" " Epoxide hydrolase-like"
"ostta04g02750" " ATPase, V1 complex, subunit F"
"ostta04g02790" " Autophagy-related protein 2"
"ostta04g02800" " Heavy metal-associated domain, HMA"
"ostta04g02890" " unnamed product"
"ostta04g02900" " Nucleotide-binding, alpha-beta plait"
"ostta04g02970" " Ribosomal protein L1, 2-layer alpha/beta-sandwich"
"ostta04g02980" " CAAX amino terminal protease"
"ostta04g03080" " Thioredoxin, conserved site"
"ostta04g03150" " SWIB/MDM2 domain"
"ostta04g03160" " WD40 repeat"
"ostta04g03180" " unnamed product"
"ostta04g03240" " unnamed product"
"ostta04g03260" " Ubiquitin-conjugating enzyme, active site"
"ostta04g03390" " Immunoglobulin-like fold"
"ostta04g03400" " unnamed product"
"ostta04g03420" " unnamed product"
"ostta04g03430" " EF-Hand 1, calcium-binding site"
"ostta04g03460" " Zinc finger, PHD-finger"
"ostta04g03470" " Phosphatidate cytidylyltransferase"
"ostta04g03510" " Fatty acid desaturase, type 2"
"ostta04g03680" " O-methyltransferase, family 3"
"ostta04g03700" " GPI transamidase subunit PIG-U"
"ostta04g03760" " Carbon-nitrogen hydrolase"
"ostta04g03780" " unnamed product"
"ostta04g03800" " Pyrophosphate-energised proton pump"
"ostta04g03900" " Pyridine nucleotide-disulphide oxidoreductase, FAD/NADP-binding domain"
"ostta04g03910" " Potential DNA-binding domain"
"ostta04g03950" " Ctr copper transporter"
"ostta04g03960" " Orn/DAP/Arg decarboxylase 2, N-terminal"
"ostta04g04065" " Photosystem II Pbs27"
"ostta04g04110" " Clathrin/coatomer adaptor, adaptin-like, N-terminal"
"ostta04g04120" " Bacterial transferase hexapeptide repeat"
"ostta04g04190" " EF-hand domain pair"
"ostta04g04270" " Methyltransferase type 11"
"ostta04g04280" " Sodium/calcium exchanger membrane region"
"ostta04g04320" " Zinc finger, SWIM-type"
"ostta04g04330" " Ubiquitinyl hydrolase"
"ostta04g04400" " unnamed product"
"ostta04g04500" " UBX"
"ostta04g04520" " Major facilitator superfamily domain, general substrate transporter"
"ostta04g04650" " Beclin family"
"ostta04g04700" " unnamed product"
"ostta04g04850" " unnamed product"
"ostta04g04860" " NHL repeat"
"ostta04g04920" " unnamed product"
"ostta04g04980" " Phosphoesterase domain"
"ostta04g05020" " unnamed product"
"ostta04g05040" " Serine/threonine-protein kinase, active site"
"ostta04g05070" " Histone-fold"
"ostta04g05080" " Protein-tyrosine phosphatase, active site"
"ostta04g05140" " Zinc finger, RING/FYVE/PHD-type"
"ostta04g05150" " Calcium/calmodulin-dependent/calcium-dependent protein kinase"
"ostta04g05170" " unnamed product"
"ostta04g05190" " Interphotoreceptor retinol-binding"
"ostta04g05210" " Zinc finger, GRF-type"
"ostta04g05240" " Ataxin 2, SM domain"
"ostta04g05300" " unnamed product"
"ostta04g05330" " WD40/YVTN repeat-like-containing domain"
"ostta04g05340" " unnamed product"
"ostta04g05430" " Protein of unknown function DUF4336"
"ostta04g05480" " unnamed product"
"ostta04g05490" " unnamed product"
"ostta05g00075" " Zinc finger, RING/FYVE/PHD-type"
"ostta05g00150" " P-loop containing nucleoside triphosphate hydrolase"
"ostta05g00220" " Hydroxy monocarboxylic acid anion dehydrogenase, HIBADH-type"
"ostta05g00250" " AMP-dependent synthetase/ligase"
"ostta05g00280" " HSP40/DnaJ peptide-binding"
"ostta05g00380" " G-protein beta WD-40 repeat"
"ostta05g00460" " Domain of unknown function DUF3351"
"ostta05g00510" " Centromere protein X"
"ostta05g00540" " unnamed product"
"ostta05g00570" " Translocation protein Sec63"
"ostta05g00600" " Helicase, C-terminal"
"ostta05g00670" " Arf GTPase activating protein"
"ostta05g00700" " Complex 1 LYR protein"
"ostta05g00780" " unnamed product"
"ostta05g00870" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta05g00880" " Carbohydrate kinase PfkB"
"ostta05g00970" " C-5 cytosine methyltransferase"
"ostta05g01000" " unnamed product"
"ostta05g01030" " Magnesium chelatase, subunit H, N-terminal"
"ostta05g01040" " unnamed product"
"ostta05g01050" " unnamed product"
"ostta05g01090" " unnamed product"
"ostta05g01140" " Membrane insertase YidC/Oxa1, C-terminal"
"ostta05g01240" " GOLD"
"ostta05g01260" " P-loop containing nucleoside triphosphate hydrolase"
"ostta05g01280" " SANT/Myb domain"
"ostta05g01310" " DNA-binding HORMA"
"ostta05g01430" " Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase"
"ostta05g01500" " unnamed product"
"ostta05g01640" " Nucleotide-binding, alpha-beta plait"
"ostta05g01650" " Serine/threonine-protein kinase, active site"
"ostta05g01670" " Inorganic phosphate transporter Pho88"
"ostta05g01720" " Domain of unknown function DUF2431"
"ostta05g01770" " SANT/Myb domain"
"ostta05g01790" " unnamed product"
