"geneID" "annotation"
"ostta01g03280" " Rudiment single hybrid motif"
"ostta01g03320" " Nonaspanin TM9SF"
"ostta01g03330" " Metridin-like ShK toxin"
"ostta01g03440" " NUDIX hydrolase domain-like"
"ostta01g03460" " unnamed product"
"ostta01g03560" " DnaJ domain, conserved site"
"ostta01g03620" " Class II glutamine amidotransferase domain"
"ostta01g03630" " Nucleoporin FG repeat"
"ostta01g03670" " unnamed product"
"ostta01g03780" " unnamed product"
"ostta01g03820" " unnamed product"
"ostta01g03830" " Sjoegren syndrome/scleroderma autoantigen 1"
"ostta01g03840" " Phospholipase D/Transphosphatidylase"
"ostta01g03880" " Basic-leucine zipper domain"
"ostta01g03900" " Pre-mRNA-splicing factor 38"
"ostta01g03950" " Mitochodrial transcription termination factor-related"
"ostta01g04100" " Protein translocase subunit SecA"
"ostta01g04200" " Preprotein translocase Sec, Sec61-beta subunit"
"ostta01g04210" " GOLD"
"ostta01g04230" " Aldehyde dehydrogenase, C-terminal"
"ostta01g04250" " 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase domain"
"ostta01g04275" " Sybindin-like protein"
"ostta01g04280" " Glycerophosphoryl diester phosphodiesterase"
"ostta01g04360" " unnamed product"
"ostta01g04400" " unnamed product"
"ostta01g04440" " Clathrin light chain"
"ostta01g04450" " Vacuolar protein sorting-associated, VPS28"
"ostta01g04460" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta01g04500" " unnamed product"
"ostta01g04530" " Alanine racemase, N-terminal"
"ostta01g04550" " ATPase-like, ParA/MinD"
"ostta01g04570" " Oxoglutarate/iron-dependent dioxygenase"
"ostta01g04580" " Amino acid transporter, transmembrane"
"ostta01g04610" " Chromatin assembly factor 1 subunit A"
"ostta01g04620" " Flavoprotein pyridine nucleotide cytochrome reductase"
"ostta01g04630" " DNA-binding domain"
"ostta01g04660" " Cation-transporting P-type ATPase, C-terminal"
"ostta01g04720" " Exostosin-like"
"ostta01g04830" " Ubiquinol-cytochrome c chaperone/UPF0174"
"ostta01g04870" " Acyl-CoA N-acyltransferase"
"ostta01g04880" " Small nuclear RNA activating complex SNAPc, subunit SNAP43"
"ostta01g04890" " JmjC domain"
"ostta01g04920" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g04950" " 26S proteasome subunit P45"
"ostta01g04970" " SANT/Myb domain"
"ostta01g05020" " Glutamine synthetase, glycine-rich site"
"ostta01g05060" " Mss4-like"
"ostta01g05080" " Metridin-like ShK toxin"
"ostta01g05160" " Transcription factor, MADS-box"
"ostta01g05220" " unnamed product"
"ostta01g05280" " G-protein beta WD-40 repeat"
"ostta01g05330" " Protein of unknown function DUF1674"
"ostta01g05340" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g05360" " Ribosomal protein S6"
"ostta01g05400" " Superoxide dismutase, Nickel-type"
"ostta01g05410" " Pentatricopeptide repeat"
"ostta01g05430" " Arf GTPase activating protein"
"ostta01g05490" " Serine/threonine-protein kinase, active site"
"ostta01g05500" " unnamed product"
"ostta01g05580" " Protein kinase-like domain"
"ostta01g05610" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g05620" " Pyridoxal phosphate-dependent transferase, major region, subdomain 1"
"ostta01g05640" " Tetratricopeptide repeat"
"ostta01g05650" " Autophagy-related protein Atg8 family"
"ostta01g05670" " Transcription termination and cleavage factor C-terminal domain"
"ostta01g05730" " Complex 1 LYR protein"
"ostta01g05800" " Frizzled domain"
"ostta01g05860" " unnamed product"
"ostta01g05900" " G-protein beta WD-40 repeat"
"ostta01g05930" " Short-chain dehydrogenase/reductase SDR"
"ostta01g06020" " unnamed product"
"ostta01g06060" " unnamed product"
"ostta01g06070" " C2 calcium/lipid-binding domain, CaLB"
"ostta01g06080" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g06170" " Cytochrome b5-like heme/steroid binding domain"
"ostta01g06210" " Nicotinamide N-methyltransferase-like"
"ostta01g06280" " unnamed product"
"ostta01g06330" " RecF/RecN/SMC, N-terminal"
"ostta01g06400" " Gemin6"
"ostta01g06440" " unnamed product"
"ostta01g06450" " Lipase, class 3"
"ostta01g06470" " Cryptochrome/DNA photolyase, class 1"
"ostta01g06490" " unnamed product"
"ostta01g06530" " Domain of unknown function DUF2040"
"ostta01g06550" " unnamed product"
"ostta01g06555" " hypothetical protein"
"ostta01g06560" " Oxoglutarate/iron-dependent dioxygenase"
"ostta01g06570" " Archease"
"ostta01g06610" " Rieske iron-sulphur protein"
"ostta01g06630" " Triose-phosphate transporter domain"
"ostta02g00020" " Peptidase C48, SUMO/Sentrin/Ubl1"
"ostta02g00030" " Glycosyl transferase, family 10"
"ostta02g00050" " Ribonuclease H-like domain"
"ostta02g00190" " unnamed product"
"ostta02g00195" " Ribonuclease H-like domain n/a  Ribonuclease H-like domain"
"ostta02g00200" " GNS1/SUR4 membrane protein"
"ostta02g00210" " Aspartyl/Asparaginyl beta-hydroxylase"
"ostta02g00220" " unnamed product"
"ostta02g00300" " DNA-directed RNA polymerase, subunit K/Rpb6"
"ostta02g00350" " hypothetical protein n/a  unnamed product"
"ostta02g00380" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA n/a  Clpolytic subunit /Translocation-enhancing protein TepA"
"ostta02g00400" " unnamed product"
"ostta02g00420" " Kinetochore protein Ndc80 n/a  Kinetochore protein Ndc80"
"ostta02g00440" " unnamed product"
"ostta02g00460" " Serine/threonine-protein kinase, active site"
"ostta02g00470" " Tetratricopeptide repeat-containing domain"
"ostta02g00480" " Zinc finger, RING-H2-type"
"ostta02g00490" " GINS complex, subunit Psf2"
"ostta02g00555" " P-loop containing nucleoside triphosphate hydrolase n/a  P-loop containing nuclhate hydrolase"
"ostta02g00650" " G-protein beta WD-40 repeat"
"ostta02g00670" " Surface antigen variable number"
"ostta02g00730" " Thioredoxin-like fold"
"ostta02g00750" " Histidinol dehydrogenase"
"ostta02g00790" " unnamed product"
"ostta02g00800" " unnamed product"
"ostta02g00880" " DNA-directed RNA polymerase, 30-40kDa subunit, conserved site"
"ostta02g00920" " P-type ATPase, phosphorylation site"
"ostta02g00930" " Arginine-tRNA-protein transferase, C-terminal"
"ostta02g00950" " Aspartyl/Glutamyl-tRNAGln amidotransferase, subunit B/E, catalytic"
"ostta02g00960" " U3 small nucleolar RNA-associated protein 6"
"ostta02g01010" " Ribosomal protein L35"
"ostta02g01030" " Armadillo-type fold"
"ostta02g01040" " Modification methylase HemK"
"ostta02g01050" " XPG/Rad2 endonuclease"
"ostta02g01070" " Phosphotyrosyl phosphatase activator, PTPA"
"ostta02g01090" " Transcription initiation factor TFIID component TAF4 n/a  Transcription initiatD component TAF4"
"ostta02g01140" " Arginine-tRNA ligase, class Ia"
"ostta02g01170" " Transcription factor TFIIH subunit p52/Tfb2"
"ostta02g01230" " tRNA modification GTPase MnmE domain 2"
"ostta02g01260" " Transcription initiation Spt4-like"
"ostta02g01300" " Cytochrome b6/f complex subunit VI"
"ostta02g01330" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta02g01360" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g01370" " Armadillo-type fold"
"ostta02g01390" " Translation initiation factor 2, alpha subunit, C-terminal"
"ostta02g01420" " Frataxin/CyaY"
"ostta02g01460" " Proteasome A-type subunit"
"ostta02g01550" " KOW"
"ostta02g01560" " unnamed product"
"ostta02g01590" " Transcription factor IIA, beta-barrel"
"ostta02g01640" " Ankyrin repeat"
"ostta02g01690" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta02g01730" " Transketolase binding site"
"ostta02g01750" " unnamed product"
"ostta02g01820" " Forkhead-associated FHA domain"
"ostta02g01850" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g01960" " Nascent polypeptide-associated complex NAC domain"
"ostta02g01970" " Aminoacyl-tRNA synthetase, class Ia"
"ostta02g01980" " Prephenate dehydrogenase"
"ostta02g02000" " Biotin--acetyl-CoA-carboxylase ligase"
"ostta02g02030" " Helicase, C-terminal"
"ostta02g02060" " Galactosyl transferase"
"ostta02g02070" " Glycosyl transferase, family 25"
"ostta02g02200" " Eukaryotic translation initiation factor 4E eIF-4E, conserved site"
"ostta02g02240" " Pyridoxal phosphate-dependent transferase, major region, subdomain 1"
"ostta02g02270" " Aminoacyl-tRNA synthetase, class Ic"
"ostta02g02280" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g02290" " RNA polymerase, beta subunit, conserved site"
"ostta02g02310" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA"
"ostta02g02360" " Proteasome B-type subunit"
"ostta02g02370" " AMP-dependent synthetase/ligase"
"ostta02g02440" "' Cytokinin riboside 5''-monophosphate phosphoribohydrolase LOG'"
"ostta02g02475" " hypothetical protein"
"ostta02g02480" " Probable helicase MAGATAMA 3"
"ostta02g02490" " WD40 repeat"
"ostta02g02530" " U1 small nuclear ribonucleoprotein C"
"ostta02g02570" " Eukaryotic translation initiation factor 3 subunit C, N-terminal domain"
"ostta02g02580" " Histone deacetylase superfamily"
"ostta02g02670" " Uncharacterised protein family, ATP binding n/a  Uncharacterised protein family"
"ostta02g02700" " Ribosomal protein L19/L19e domain"
"ostta02g02750" " Exoribonuclease, phosphorolytic domain 2"
"ostta02g02830" " Peptidyl-prolyl cis-trans isomerase, FKBP-type"
"ostta02g02890" " TMS membrane protein/tumour differentially expressed protein"
"ostta02g02900" " JmjC domain"
"ostta02g02920" " THO complex, subunit THOC1"
"ostta02g02990" " Putative methyltransferase, DUF3321"
"ostta02g03010" " unnamed product"
"ostta02g03040" " Phenylacetic acid degradation-related domain"
"ostta02g03170" " 2-nitropropane dioxygenase, NPD"
"ostta02g03190" " GYF"
"ostta02g03200" " GPI mannosyltransferase 2"
"ostta02g03210" " Mediator complex, subunit Med7"
"ostta02g03220" " unnamed product"
"ostta02g03280" " Cysteine peptidase, cysteine active site"
"ostta02g03300" " Glycosyl transferase, family 2"
"ostta02g03310" " Tetratricopeptide repeat"
"ostta02g03340" " Histone RNA stem-loop-binding protein SLBP1/SLBP2"
"ostta02g03350" " von Willebrand factor, type A"
"ostta02g03355" " Ferredoxin thioredoxin reductase, alpha chain"
"ostta02g03360" " Glycoside hydrolase, catalytic domain"
"ostta02g03460" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta02g03465" " hypothetical protein"
"ostta02g03620" " Pyridine nucleotide-disulphide oxidoreductase, FAD/NADP-binding domain"
"ostta02g03680" " unnamed product"
"ostta02g03740" " Flavodoxin/nitric oxide synthase"
"ostta02g03790" " Protein of unknown function DUF1754, eukaryotic"
"ostta02g03840" " DNA-directed RNA polymerase III largest subunit"
"ostta02g03850" " unnamed product"
"ostta02g03950" " F-box domain"
"ostta02g03970" " unnamed product"
"ostta02g04120" " Ribosome recycling factor"
"ostta02g04140" " SEC-C motif"
"ostta02g04280" " unnamed product"
"ostta02g04290" " Rpn11/EIF3F C-terminal domain"
"ostta02g04310" " DnaJ domain"
"ostta02g04350" " Phytase-like domain"
"ostta02g04440" " Methyltransferase type 11"
"ostta02g04470" " AMP deaminase"
"ostta02g04540" " Phosphomannose isomerase, type I, conserved site"
"ostta02g04550" " Patatin/Phospholipase A2-related"
"ostta02g04610" " RelA/SpoT"
"ostta02g04730" " unnamed product"
"ostta02g04750" " unnamed product"
"ostta02g04770" " unnamed product"
"ostta02g04800" " Chlorophyll A-B binding protein, plant"
"ostta02g04815" " hypothetical protein n/a  hypothetical protein"
"ostta02g04850" " unnamed product"
"ostta02g04905" " hypothetical protein"
"ostta02g04920" " Cytochrome c oxidase subunit Vc"
"ostta02g04940" " unnamed product"
"ostta02g05000" " unnamed product"
"ostta02g05020" " unnamed product"
"ostta02g05030" " Tetratricopeptide-like helical"
"ostta02g05060" " Glycoside hydrolase, family 13, N-terminal"
"ostta02g05120" " Oxidoreductase-like, N-terminal"
"ostta02g05130" " Tetratricopeptide repeat"
"ostta02g05170" " Protein of unknown function DUF3464"
"ostta02g05210" " ENTH/VHS"
"ostta02g05225" " RmlC-like jelly roll fold"
"ostta02g05340" " unnamed product"
"ostta02g05380" " Nucleotide-sugar transporter"
"ostta02g05410" " unnamed product"
"ostta02g05490" " Major facilitator superfamily domain, general substrate transporter"
"ostta02g05530" " DNA/RNA helicase, DEAD/DEAH box type, N-terminal"
"ostta03g00030" " unnamed product"
"ostta03g00040" " ABC transporter, conserved site"
"ostta03g00110" " unnamed product"
"ostta03g00130" " unnamed product"
"ostta03g00150" " unnamed product"
"ostta03g00170" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g00190" " Bile acid:sodium symporter"
"ostta03g00200" " WD40/YVTN repeat-like-containing domain"
"ostta03g00240" " Concanavalin A-like lectin/glucanase, subgroup"
"ostta03g00330" " Donson"
"ostta03g00380" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g00440" " unnamed product"
"ostta03g00480" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"ostta03g00500" " Decaprenyl diphosphate synthase-like"
"ostta03g00580" " Mitochondrial import inner membrane translocase subunit Tim21"
"ostta03g00640" " Peptidase S1C"
"ostta03g00655" " TRAM/LAG1/CLN8 homology domain"
"ostta03g00660" " Fructose-bisphosphate aldolase, class-I"
"ostta03g00740" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta03g00770" " MIF4-like, type 1/2/3"
"ostta03g00840" " SANT/Myb domain"
"ostta03g00870" " Glycosyl hydrolase, family 13, catalytic domain"
"ostta03g00890" " Uncharacterised protein family UPF0250"
"ostta03g00940" " WD40 repeat"
"ostta03g00960" " Ankyrin repeat"
"ostta03g00970" " Mitochondrial import inner membrane translocase subunit Tim10/Tim12"
"ostta03g01050" " Frag1/DRAM/Sfk1"
"ostta03g01060" " unnamed product"
"ostta03g01090" " Zinc finger, PHD-finger"
"ostta03g01100" " Zinc finger, GATA-type"
"ostta03g01110" " Rab-GTPase-TBC domain"
"ostta03g01130" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g01140" " Exonuclease, RNase T/DNA polymerase III"
"ostta03g01200" " Spermidine/spermine synthases family"
"ostta03g01210" " TPMT family"
"ostta03g01220" " FAS1 domain"
"ostta03g01340" " unnamed product"
"ostta03g01350" " unnamed product"
"ostta03g01380" " Zinc finger, HIT-type"
"ostta03g01400" " Ribosomal protein L13"
"ostta03g01410" " Transaldolase"
"ostta03g01510" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g01525" " Domain of unknown function DUF3641"
"ostta03g01540" " unnamed product"
"ostta03g01590" " Sel1-like"
"ostta03g01650" " SOUL haem-binding protein"
"ostta03g01710" " Triose-phosphate transporter domain"
"ostta03g01770" " SNARE associated Golgi protein"
"ostta03g01810" " Mitochondrial outer membrane translocase complex, subunit Tom22"
"ostta03g01880" " tRNA-dihydrouridine synthase, conserved site"
"ostta03g01910" " Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal"
"ostta03g01920" " Thioredoxin-like fold"
"ostta03g01940" " G-patch domain"
"ostta03g02020" " Protein kinase-like domain"
"ostta03g02060" " rRNA processing"
"ostta03g02110" " unnamed product"
"ostta03g02210" " WD40 repeat"
"ostta03g02250" " 2-oxoglutarate dehydrogenase, E1 component"
"ostta03g02260" " unnamed product"
"ostta03g02270" " Cyclin C"
"ostta03g02275" " NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3"
"ostta03g02300" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g02320" " GPI mannosyltransferase"
"ostta03g02330" " Leucine rich repeat 4"
"ostta03g02380" " Nucleotide-binding, alpha-beta plait"
"ostta03g02420" " Aspartyl/glutamyl-tRNAAsn/Gln amidotransferase, C subunit"
"ostta03g02450" " Armadillo-type fold"
"ostta03g02460" " Protein of unknown function DUF3181"
"ostta03g02510" " Ubiquitin-conjugating enzyme/RWD-like"
"ostta03g02590" " RmlC-like jelly roll fold"
"ostta03g02620" " SPOUT methyltransferase, predicted"
"ostta03g02640" " Tetratricopeptide-like helical"
"ostta03g02700" " F-box domain"
"ostta03g02710" " unnamed product"
"ostta03g02740" " Basic-leucine zipper domain"
"ostta03g02760" " Origin recognition complex, subunit 5"
"ostta03g02780" " unnamed product"
"ostta03g02790" " Cullin repeat-like-containing domain"
"ostta03g02800" " unnamed product"
"ostta03g02850" " POPLD"
"ostta03g02870" " DnaJ domain"
"ostta03g02880" " 26S proteasome subunit P45"
"ostta03g02890" " NADP-binding domain"
"ostta03g02910" " Pinin/SDK/MemA protein"
"ostta03g02920" " Carboxylesterase, type B"
"ostta03g02930" " unnamed product"
"ostta03g03000" " MiaB-like tRNA modifying enzyme, archaeal-type"
"ostta03g03010" " Ribosomal RNA large subunit methyltransferase E"
"ostta03g03050" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g03060" " Zinc finger, PHD-finger"
"ostta03g03130" " T-complex protein 1, alpha subunit"
"ostta03g03140" " tRNA wybutosine-synthesis"
"ostta03g03240" " Ribosomal protein S2, eukaryotic/archaeal"
"ostta03g03290" " Yip1 domain"
"ostta03g03320" " unnamed product"
"ostta03g03360" " 26S proteasome subunit P45"
"ostta03g03390" " Transcription factor jumonji, JmjN"
"ostta03g03440" " unnamed product"
"ostta03g03470" " unnamed product"
"ostta03g03490" " SOUL haem-binding protein"
"ostta03g03640" " Zinc finger, DHHC-type, palmitoyltransferase"
"ostta03g03650" " Tetratricopeptide repeat"
"ostta03g03680" " Nucleotide-binding, alpha-beta plait"
"ostta03g03720" " unnamed product"
"ostta03g03830" " Methyltransferase type 11"
"ostta03g03870" " Peptidase M24, methionine aminopeptidase"
"ostta03g03890" " JmjC domain"
"ostta03g03900" " Carotenoid oxygenase"
"ostta03g03920" " unnamed product"
"ostta03g04010" " Beta-hydroxyacyl-acyl-carrier-protein dehydratase FabZ"
"ostta03g04130" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta03g04140" " Armadillo-type fold"
"ostta03g04160" " Saposin-like type B, 1"
"ostta03g04190" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta03g04250" " Bromodomain, conserved site"
"ostta03g04260" " RNA-binding S4 domain"
"ostta03g04340" " NADP-binding domain"
"ostta03g04360" " FERM/acyl-CoA-binding protein, 3-helical bundle"
"ostta03g04500" " unnamed product"
"ostta03g04520" " RmlC-like jelly roll fold"
"ostta03g04650" " Ovarian tumour, otubain"
"ostta03g04670" " 5-methyltetrahydrofolate--homocysteine methyltransferase"
"ostta03g04730" " Helicase, C-terminal"
"ostta03g04800" " DnaJ domain"
"ostta03g04820" " Endoribonuclease L-PSP/chorismate mutase-like"
"ostta03g04920" " Chlorophyll A-B binding protein, plant"
"ostta03g04950" " tRNA 2-selenouridine synthase"
"ostta03g04960" " unnamed product"
"ostta03g05080" " Radical SAM"
"ostta03g05100" " DnaJ domain"
"ostta03g05140" " ABC transporter, conserved site"
"ostta03g05150" " unnamed product"
"ostta03g05180" " Kelch-type beta propeller"
"ostta03g05310" " unnamed product"
"ostta03g05420" " Serine/threonine-protein kinase, active site"
"ostta03g05510" " unnamed product"
"ostta03g05540" " Armadillo-type fold"
"ostta03g05560" " Vacuolar protein sorting-associated protein 13A N-terminal domain"
"ostta03g05680" " DnaJ domain"
"ostta03g05720" " Regulator of chromosome condensation, RCC1"
"ostta03g05730" " Amino acid transporter, transmembrane n/a  Amino acid transporter, transmembran"
"ostta03g05780" " Chloride channel, voltage gated"
"ostta03g05790" " NADH-ubiquinone reductase complex 1 MLRQ subunit"
"ostta03g05840" " unnamed product"
"ostta03g05870" " Engulfment/cell motility, ELMO"
"ostta03g05910" " Aldehyde dehydrogenase, C-terminal"
"ostta03g05920" " Succinyl-CoA synthetase-like"
"ostta03g05950" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta03g05960" " Derlin"
"ostta04g00030" " Nucleotide-binding, alpha-beta plait"
"ostta04g00110" " Serine/threonine-protein kinase, active site"
"ostta04g00120" " Metridin-like ShK toxin"
"ostta04g00130" " PDZ domain"
"ostta04g00320" " unnamed product"
"ostta04g00330" " K Homology domain, type 1"
"ostta04g00350" " IQ motif, EF-hand binding site"
"ostta04g00360" " unnamed product"
"ostta04g00400" " Isoleucine-tRNA ligase, type 1"
"ostta04g00470" " Cullin repeat-like-containing domain"
"ostta04g00510" " WD40 repeat"
"ostta04g00530" " RHD3/Sey1"
"ostta04g00570" " Pentatricopeptide repeat"
"ostta04g00600" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta04g00610" " ABC-2 type transporter"
"ostta04g00620" " Tetratricopeptide repeat"
"ostta04g00650" " Protein of unknown function DUF819"
"ostta04g00700" " DEAD2"
"ostta04g00850" " Protein phosphatase 2C PP2C-like domain"
"ostta04g01040" " unnamed product"
"ostta04g01050" " Methyl-CpG DNA binding"
"ostta04g01060" " UspA"
"ostta04g01070" " unnamed product"
"ostta04g01170" " Ankyrin repeat"
"ostta04g01200" "' Cytokinin riboside 5''-monophosphate phosphoribohydrolase LOG'"
"ostta04g01220" " Rcd1"
"ostta04g01230" " Tetratricopeptide repeat"
"ostta04g01280" " TATA element modulatory factor 1 TATA binding"
"ostta04g01340" " NADH-azoreductase, FMN-dependent"
"ostta04g01380" " unnamed product"
"ostta04g01390" " Major facilitator superfamily domain, general substrate transporter"
"ostta04g01400" " Manganese/iron superoxide dismutase, binding site"
"ostta04g01410" " Ankyrin repeat"
"ostta04g01450" " Cactin C-terminal domain"
"ostta04g01470" " unnamed product"
"ostta04g01510" " unnamed product"
"ostta04g01540" " Regulator of chromosome condensation, RCC1"
"ostta04g01560" " DnaJ domain"
"ostta04g01620" " unnamed product"
"ostta04g01630" " unnamed product"
"ostta04g01640" " unnamed product"
"ostta04g01690" " Acyl-CoA N-acyltransferase"
"ostta04g01730" " WD40 repeat"
"ostta04g01750" " EF-Hand 1, calcium-binding site"
"ostta04g01770" " Nucleotide-binding, alpha-beta plait"
"ostta04g01800" " unnamed product"
"ostta04g01880" " unnamed product"
"ostta04g01900" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g01940" " Lipase, class 3"
"ostta04g02000" " Peptidase M20, dimerisation domain"
"ostta04g02010" " Sodium/solute symporter"
"ostta04g02050" " DNA mismatch repair protein MutS-like, N-terminal"
"ostta04g02060" " Ankyrin repeat"
"ostta04g02140" " Helicase, C-terminal"
"ostta04g02160" " t-SNARE"
"ostta04g02190" " unnamed product"
"ostta04g02220" " unnamed product"
"ostta04g02240" " Diacylglycerol kinase, catalytic domain"
"ostta04g02330" " unnamed product"
"ostta04g02420" " unnamed product"
"ostta04g02450" " unnamed product"
"ostta04g02490" " Sodium/sulphate symporter"
"ostta04g02540" " Molybdenum cofactor biosynthesis, MoeB"
"ostta04g02600" " Tat binding protein 1-interacting"
"ostta04g02700" " Proline-rich protein PRCC"
"ostta04g02710" " Thioredoxin, conserved site"
"ostta04g02810" " RNA methyltransferase, RsmD"
"ostta04g02830" " Voltage-dependent channel, four helix bundle domain"
"ostta04g02860" " unnamed product"
"ostta04g02870" " Peptidase M23"
"ostta04g02880" " Oxoglutarate/iron-dependent dioxygenase"
"ostta04g02920" " unnamed product"
"ostta04g03000" " Kelch-type beta propeller"
"ostta04g03170" " Polyprenyl synthetase"
"ostta04g03230" " Nuclear pore localisation protein NPL4"
"ostta04g03250" " Arfaptin homology AH domain/BAR domain"
