"geneID" "annotation"
"ostta03g01790" " unnamed product"
"ostta03g01800" " ACN9"
"ostta03g01810" " Mitochondrial outer membrane translocase complex, subunit Tom22"
"ostta03g02180" " Conserved oligomeric Golgi complex, subunit 2, N-terminal"
"ostta03g02310" " DNA/RNA-binding protein Alba-like"
"ostta03g02460" " Protein of unknown function DUF3181"
"ostta03g02510" " Ubiquitin-conjugating enzyme/RWD-like"
"ostta03g02680" " Peptidase S54, rhomboid domain"
"ostta03g02830" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g03470" " unnamed product"
"ostta03g03620" " Cytochrome P450, conserved site"
"ostta03g03920" " unnamed product"
"ostta03g04030" " Zinc finger, CCHC-type"
"ostta03g04320" " Mitochondrial substrate/solute carrier n/a  Mitochondrial substrate/solute carrondrial substrate/solute carrier"
"ostta03g04520" " RmlC-like jelly roll fold"
"ostta03g05000" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05100" " DnaJ domain"
"ostta03g05170" " Peptidase M3B, oligopeptidase F, N-terminal"
"ostta03g05560" " Vacuolar protein sorting-associated protein 13A N-terminal domain"
"ostta04g00100" " Uncharacterised protein family Ycf19"
"ostta04g00300" " Tryptophan synthase, alpha chain"
"ostta04g00310" " unnamed product"
"ostta04g01140" " Nucleoside phosphatase GDA1/CD39"
"ostta04g01510" " unnamed product"
"ostta04g01520" " unnamed product"
"ostta04g01530" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta04g01650" " Up-frameshift suppressor 2"
"ostta04g01670" " Pre-mRNA-splicing factor 38"
"ostta04g01750" " EF-Hand 1, calcium-binding site"
"ostta04g01970" " Alpha-ketoglutarate-dependent dioxygenase AlkB-like"
"ostta04g02360" " Cystinosin/ERS1p repeat"
"ostta04g02390" " Glycoside hydrolase, superfamily"
"ostta04g02790" " Autophagy-related protein 2"
"ostta04g02920" " unnamed product"
"ostta04g02970" " Ribosomal protein L1, 2-layer alpha/beta-sandwich"
"ostta04g03050" " Zinc finger, RING/FYVE/PHD-type"
"ostta04g03070" " unnamed product"
"ostta04g03255" " hypothetical protein"
"ostta04g03400" " unnamed product"
"ostta04g03550" " Malic enzyme, NAD-binding"
"ostta04g03650" " unnamed product"
"ostta04g03870" " Triose-phosphate transporter domain"
"ostta04g03960" " Orn/DAP/Arg decarboxylase 2, N-terminal"
"ostta04g04040" " Heat shock protein 70 family"
"ostta04g04120" " Bacterial transferase hexapeptide repeat"
"ostta04g04220" " 3-beta hydroxysteroid dehydrogenase/isomerase"
"ostta04g04340" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta04g04350" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g04730" " Ubiquitin-conjugating enzyme, active site"
"ostta04g04740" " Thioredoxin-like fold"
"ostta04g05000" " Domain of unknown function DUF1777"
"ostta04g05170" " unnamed product"
"ostta04g05410" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta05g00270" " DNA photolyase, FAD-binding/Cryptochrome, C-terminal"
"ostta05g00440" " Carbon-nitrogen hydrolase"
"ostta05g00520" " Mss4-like"
"ostta05g00570" " Translocation protein Sec63"
"ostta05g00680" " CRAL/TRIO, N-terminal domain"
"ostta05g00930" " Fatty acid hydroxylase"
"ostta05g00970" " C-5 cytosine methyltransferase"
"ostta05g01100" " unnamed product"
"ostta05g01570" " Rab-GTPase-TBC domain"
"ostta05g01640" " Nucleotide-binding, alpha-beta plait"
"ostta05g01990" " Beta-lactamase-related"
"ostta05g02140" " Peptidase S54, rhomboid domain"
"ostta05g02290" " Drug/metabolite transporter"
"ostta05g02530" " GPI transamidase component PIG-T"
"ostta05g02620" " Ubiquitin-conjugating enzyme, active site"
"ostta05g02700" " Autophagy-related protein 9"
"ostta05g02980" " Monooxygenase, FAD-binding"
"ostta05g03420" " Ribosomal RNA large subunit methyltransferase E"
"ostta05g03810" " Misato Segment II tubulin-like domain"
"ostta05g04230" " Alcohol dehydrogenase, iron-type, conserved site"
"ostta05g04350" " unnamed product"
"ostta05g04460" " HSP40/DnaJ peptide-binding"
"ostta05g04750" " Thioesterase superfamily"
"ostta06g00135" " hypothetical protein"
"ostta06g00320" " SOUL haem-binding protein"
"ostta06g00440" " Uncharacterised protein family UPF0047"
"ostta06g00520" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g00590" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g01150" " Ribosomal protein L7Ae/L30e/S12e/Gadd45"
"ostta06g01210" " Thioredoxin-like fold"
"ostta06g01390" " Nucleotide-diphospho-sugar transferase"
"ostta06g01770" " Protein of unknown function DUF775"
"ostta06g01920" " unnamed product"
"ostta06g02410" " PBP domain"
"ostta06g02460" " Aminoacyl-tRNA synthetase, class Ic"
"ostta06g02610" " Ubiquitin ligase, Det1/DDB1-complexing"
"ostta06g02710" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta06g02840" " Carotene isomerase"
"ostta06g03060" " Cold-shock protein, DNA-binding"
"ostta06g03070" " Phytanoyl-CoA dioxygenase"
"ostta06g03465" " hypothetical protein"
"ostta06g03740" " Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote"
"ostta06g03930" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta06g03970" " unnamed product"
"ostta06g04110" " Permease, cytosine/purines, uracil, thiamine, allantoin"
"ostta06g04230" " Bromodomain"
"ostta06g04420" " Lipase, class 3"
"ostta06g04590" " NADP-dependent oxidoreductase domain"
"ostta07g00270" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta07g00470" " unnamed product"
"ostta07g00480" " Short-chain dehydrogenase/reductase SDR"
"ostta07g00910" " Ubiquitin supergroup"
"ostta07g00950" " Ribonuclease T2, active site"
"ostta07g00960" " Cytochrome b561/ferric reductase transmembrane"
"ostta07g01160" " unnamed product"
"ostta07g01280" " unnamed product"
"ostta07g01570" " unnamed product"
"ostta07g02090" " Uncharacterised protein family Ycf49"
"ostta07g02110" " Ribulose bisphosphate carboxylase, large subunit, ferrodoxin-like N-terminal"
"ostta07g02560" " unnamed product"
"ostta07g02910" " Thioredoxin-like fold"
"ostta07g02960" " EGF-like, conserved site"
"ostta07g03040" " Zinc finger, CW-type"
"ostta07g03160" " Mitochondrial inner membrane protein Mitofilin"
"ostta07g03370" " Domain of unknown function DUF814"
"ostta07g03490" " Uracil phosphoribosyl transferase"
"ostta07g03620" " Zinc finger, NHR/GATA-type"
"ostta07g03790" " unnamed product"
"ostta07g04670" " Methyltransferase type 11"
"ostta08g00140" " Protein of unknown function DUF1751, integral membrane, eukaryotic"
"ostta08g00220" " Leucine carboxyl methyltransferase"
"ostta08g00390" " Reverse transcriptase, RNA-dependent DNA polymerase"
"ostta08g00580" " S15/NS1, RNA-binding"
"ostta08g00610" " unnamed product"
"ostta08g00750" " 14-3-3 protein"
"ostta08g00860" " L-aspartate oxidase"
"ostta08g01090" " unnamed product"
"ostta08g01350" " DnaJ-like protein C11, C-terminal"
"ostta08g02000" " unnamed product"
"ostta08g02130" " Ankyrin repeat"
"ostta08g02160" " Peptidase M50"
"ostta08g02240" " Branched-chain amino acid aminotransferase II"
"ostta08g02390" " unnamed product"
"ostta08g02650" " NUDIX hydrolase, conserved site"
"ostta08g03030" " Peptidase C2, calpain family"
"ostta08g03150" " unnamed product"
"ostta08g03650" " Nicastrin"
"ostta08g03660" " Glutathione S-transferase, N-terminal"
"ostta08g03730" " WD40 repeat"
"ostta08g03850" " Tetratricopeptide-like helical"
"ostta08g03970" " P-loop containing nucleoside triphosphate hydrolase"
"ostta08g04090" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"ostta08g04310" " Diacylglycerol acyltransferase"
"ostta09g00110" " Thioredoxin-like fold"
"ostta09g00410" " Transcription factor  Iwr1"
"ostta09g00520" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta09g00680" " WHEP-TRS"
"ostta09g00880" " Ubiquinone biosynthesis O-methyltransferase"
"ostta09g01140" " unnamed product"
"ostta09g01170" " EF-Hand 1, calcium-binding site"
"ostta09g01230" " Peptidase S49"
"ostta09g01350" " unnamed product"
"ostta09g01510" " Zinc finger, B-box n/a  Zinc finger, B-box"
"ostta09g01520" " P-loop containing nucleoside triphosphate hydrolase"
"ostta09g01660" " unnamed product"
"ostta09g01730" " Ubiquitin supergroup"
"ostta09g01850" " unnamed product"
"ostta09g01890" " Ferric reductase transmembrane component-like domain"
"ostta09g02140" " Ubiquitin interacting motif n/a  Ubiquitin interacting motif n/a  Ubiquitin int"
"ostta09g02400" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta09g02620" " Nucleic acid-binding, OB-fold"
"ostta09g02770" " Nicotinamide N-methyltransferase-like"
"ostta09g02790" "' 3''-5'' exonuclease domain'"
"ostta09g02890" " Zinc finger, RING-CH-type"
"ostta09g02955" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA"
"ostta09g02960" " Choline transporter-like"
"ostta09g03060" " Malonyl-CoA ACP transacylase, ACP-binding"
"ostta09g03120" " Zinc finger, RING/FYVE/PHD-type"
"ostta09g03180" " Ribosomal protein S7e"
"ostta09g03440" " unnamed product"
"ostta09g04185" " hypothetical protein"
"ostta10g00080" " Helicase, C-terminal"
"ostta10g00290" " Sulphate adenylyltransferase"
"ostta10g00360" " Endonuclease/exonuclease/phosphatase"
"ostta10g00370" " Mycolic acid cyclopropane synthase"
"ostta10g00650" " DNA-repair protein, UmuC-like, N-terminal"
"ostta10g01150" " Endoribonuclease L-PSP/chorismate mutase-like"
"ostta10g01420" " Thioredoxin, conserved site"
"ostta10g01570" " Major facilitator superfamily domain, general substrate transporter"
"ostta10g01745" " Tetratricopeptide-like helical"
"ostta10g01960" " unnamed product"
"ostta10g02000" " Protein of unknown function DUF159"
"ostta10g02025" " hypothetical protein"
"ostta10g02230" " Choline transporter-like"
"ostta10g02280" " unnamed product"
"ostta10g02435" " Protein prenyltransferase, alpha subunit"
"ostta10g02740" " unnamed product"
"ostta10g02760" " Leucine-rich repeat"
"ostta10g02940" " Glycoside hydrolase, family 47"
"ostta10g02980" " unnamed product"
"ostta10g03370" " tRNA-dihydrouridine synthase"
"ostta11g00150" " CBS domain"
"ostta11g00330" " unnamed product"
"ostta11g00990" " Chlorophyll A-B binding protein, plant"
"ostta11g01050" " DnaJ domain, conserved site"
"ostta11g01275" " Cysteine/histidine-rich domain"
"ostta11g01290" " Zinc finger, CW-type"
"ostta11g01310" " von Willebrand factor, type A"
"ostta11g01670" " NADH:cytochrome b5 reductase CBR"
"ostta11g01800" " unnamed product"
"ostta11g01820" " P-loop containing nucleoside triphosphate hydrolase"
"ostta11g01850" " unnamed product"
"ostta11g02380" " Ribosomal protein S19e"
"ostta11g02510" " Nucleoside diphosphate kinase"
"ostta11g02720" " Acyltransferase 3"
"ostta11g02770" " NADP-binding domain"
"ostta11g03110" " Nucleoside diphosphate kinase"
"ostta11g03260" " EXS, C-terminal"
"ostta11g03270" " tRNA guanine26-N2-dimethyltransferase"
"ostta12g00010" " Protein Iojap/ribosomal silencing factor RsfS"
"ostta12g00600" " unnamed product"
"ostta12g00790" " Haem oxygenase-like, multi-helical"
"ostta12g01030" " Tetrapyrrole biosynthesis, uroporphyrinogen III synthase"
"ostta12g01255" " Transmembrane protein TauE like"
"ostta12g01600" " Alpha/beta hydrolase fold-1"
"ostta12g01680" " F-box domain"
"ostta12g01880" " Inositol monophosphatase, metal-binding site"
"ostta12g01920" " Helix-hairpin-helix DNA-binding motif, class 1"
"ostta12g01960" " Phosphatidylinositol 3/4-kinase, conserved site"
"ostta12g02300" " RelA/SpoT"
"ostta12g02990" " Tetratricopeptide repeat"
"ostta12g03110" " Vacuolar protein sorting-associated protein 33"
"ostta13g00060" " G-protein beta WD-40 repeat"
"ostta13g00090" " ATPase, AAA-type, core"
"ostta13g00100" " Pyrroline-5-carboxylate reductase"
"ostta13g00190" "' Pyridoxamine 5''-phosphate oxidase, probable FMN-dependent, Alr4036 family'"
"ostta13g00240" " unnamed product"
"ostta13g00560" " unnamed product"
"ostta13g00570" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta13g00960" " unnamed product"
"ostta13g01040" " Cytochrome b5-like heme/steroid binding domain"
"ostta13g01060" " Photosynthesis system II assembly factor Ycf48/Hcf136"
"ostta13g01460" " Pyruvate phosphate dikinase, PEP/pyruvate-binding"
"ostta13g01880" " Serine/threonine-protein kinase, active site"
"ostta13g01970" " Protein of unknown function DUF1126"
"ostta13g02150" " Zinc finger, PHD-type, conserved site"
"ostta13g02900" " Protein of unknown function DUF3422"
"ostta13g03090" " Radical SAM"
"ostta14g00120" " unnamed product"
"ostta14g00430" " unnamed product"
"ostta14g00520" " Peptide methionine sulphoxide reductase MsrA n/a  Peptide methionine sulphoxide"
"ostta14g00630" " Thioredoxin-like fold"
"ostta14g00840" " Thioredoxin-like fold"
"ostta14g01020" " Protein of unknown function DUF3172"
"ostta14g01200" " Ankyrin repeat"
"ostta14g01210" " Carotene isomerase"
"ostta14g01520" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta14g01580" " Peptidase M32, carboxypeptidase Taq metallopeptidase"
"ostta14g01650" " EGF-like, conserved site"
"ostta14g01680" " ABC transporter, conserved site n/a  ABC transporter, conserved site"
"ostta14g01690" " Triose-phosphate transporter domain n/a  Triose-phosphate transporter domain"
"ostta14g01760" " RWP-RK domain n/a  RWP-RK domain"
"ostta14g01780" " unnamed product"
"ostta14g01820" " unnamed product"
"ostta14g01890" " Malate/L-lactate dehydrogenase"
"ostta14g01940" " K Homology domain, type 1"
"ostta14g01980" " Methyltransferase type 11"
"ostta14g02000" " unnamed product"
"ostta14g02340" " Mitochondrial substrate/solute carrier"
"ostta14g02850" "  n/a  unnamed product n/a  hypothetical protein n/a  unnamed product"
"ostta14g02910" " Acyl-CoA N-acyltransferase"
"ostta14g02970" " Isocitrate/isopropylmalate dehydrogenase, conserved site"
"ostta15g00110" " Mitogen-activated protein MAP kinase, conserved site"
"ostta15g00120" " Biotin/lipoate A/B protein ligase"
"ostta15g00150" " Nucleoside diphosphate kinase"
"ostta15g00490" " NADH:ubiquinone oxidoreductase, 51kDa subunit, conserved site n/a  NADH:ubiquinase, 51kDa subunit, conserved site"
"ostta15g00560" " Domain of unknown function DUF547"
"ostta15g00810" " unnamed product"
"ostta15g00820" " Abscisic acid G-protein coupled receptor-like domain"
"ostta15g00955" " S-adenosylmethionine synthetase, C-terminal n/a  S-adenosylmethionine synthetas"
"ostta15g01050" " Major facilitator superfamily domain, general substrate transporter"
"ostta15g01120" " unnamed product"
"ostta15g01340" " S-formylglutathione hydrolase"
"ostta15g01740" " HECT n/a  HECT"
"ostta15g02090" " Methyltransferase type 11"
"ostta15g02130" " Domain of unknown function DUF625 n/a  Domain of unknown function DUF625"
"ostta15g02310" " Integral membrane protein TerC, riboswitch-linked"
"ostta15g02460" " Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase   Typterase/nucleotide pyrophosphatase/phosphate transferase   Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase   Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase n/a  Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase n/a  Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase n/a  Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transfer"
"ostta15g02590" " unnamed product"
"ostta15g02810" " Glutamate 5-kinase n/a  Glutamate 5-kinase"
"ostta16g00080" " unnamed product"
"ostta16g00290" " Inorganic pyrophosphatase"
"ostta16g00340" " Lipopolysaccharide-modifying protein"
"ostta16g00650" " Photosystem II Psb28, class 1"
"ostta16g01030" " Aminoglycoside phosphotransferase"
"ostta16g01220" " unnamed product"
"ostta16g01270" " Thiamin pyrophosphokinase, catalytic domain"
"ostta16g01420" " unnamed product"
"ostta16g01820" " HSP40/DnaJ peptide-binding"
"ostta16g02020" " Asparagine-linked glycosylation protein 1-like n/a  Asparagine-linked glycosylalike"
"ostta16g02075" "  n/a  hypothetical protein"
"ostta16g02340" " Choline transporter-like n/a  Choline transporter-like"
"ostta16g02400" " Zinc finger, RING/FYVE/PHD-type"
"ostta16g02677" "  n/a  hypothetical protein"
"ostta17g00140" " UVR domain"
"ostta17g00550" " P-loop containing nucleoside triphosphate hydrolase"
"ostta17g00760" " unnamed product"
"ostta17g01120" " Interferon-induced protein 44 family"
"ostta17g01180" " unnamed product"
"ostta17g01190" " unnamed product"
"ostta17g01810" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain n/a  Peptidyl-prolyl cise, FKBP-type, domain"
"ostta17g01880" " Alpha/beta hydrolase fold-1"
"ostta17g02007" " Ankyrin repeat n/a  Ankyrin repeat"
"ostta17g02150" " Mitochondrial substrate/solute carrier n/a  Mitochondrial substrate/solute carr"
"ostta17g02230" " Protein of unknown function DUF3411, plant"
"ostta18g00040" " RmlC-like jelly roll fold"
"ostta18g00070" " dTDP-4-dehydrorhamnose reductase"
"ostta18g00350" " unnamed product"
"ostta18g00505" "  n/a  hypothetical protein"
"ostta18g00880" " Glycosyl transferase, family 1"
"ostta18g00960" " Armadillo-type fold"
"ostta18g01020" " unnamed product"
"ostta18g01150" " Peptidase aspartic, active site"
"ostta19g00440" " unnamed product"
"ostta19g00470" " Aminoglycoside phosphotransferase"
"ostta20g00210" " HAD-superfamily hydrolase, subfamily IIA"
"ostta20g00310" " unnamed product"
"ostta20g00700" " Glycosyl hydrolase, five-bladed beta-propellor domain"
"ostta20g00940" " Chlorophyll A-B binding protein"
