"geneID" "annotation"
"ostta01g01820" " Acyl-CoA N-acyltransferase"
"ostta01g01855" " Tocopherol cyclase"
"ostta01g01860" " 23S rRNA uracil1939-C5-methyltransferase RlmD"
"ostta01g01880" " Chromosome segregation protein Spc25"
"ostta01g01900" " unnamed product"
"ostta01g01910" " unnamed product"
"ostta01g01920" " unnamed product"
"ostta01g01940" " SET domain"
"ostta01g01950" " Nucleotide-binding, alpha-beta plait"
"ostta01g01970" " unnamed product"
"ostta01g01980" " Nitrogen regulatory PII-like, alpha/beta"
"ostta01g01990" " Inosine/uridine-preferring nucleoside hydrolase"
"ostta01g02000" " Ketopantoate reductase ApbA/PanE, N-terminal"
"ostta01g02010" " Protein phosphatase 2C"
"ostta01g02060" " unnamed product"
"ostta01g02070" " Sushi/SCR/CCP"
"ostta01g02080" " Bacterial PH domain"
"ostta01g02100" " Nucleotide-binding, alpha-beta plait"
"ostta01g02110" " unnamed product"
"ostta01g02140" " Domain of unknown function DUF814"
"ostta01g02150" " unnamed product"
"ostta01g02160" " WD40 repeat"
"ostta01g02170" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA"
"ostta01g02180" " Leucine-rich repeat, typical subtype"
"ostta01g02220" " Short-chain dehydrogenase/reductase SDR"
"ostta01g02250" " DNA-directed RNA polymerase III subunit Rpc5"
"ostta01g02260" " unnamed product"
"ostta01g02280" " unnamed product"
"ostta01g02290" " Zinc finger, PHD-finger"
"ostta01g02310" " unnamed product"
"ostta01g02320" " Ribosomal protein L35"
"ostta01g02360" " DHHA2"
"ostta01g02400" " Ribosomal protein S8"
"ostta01g02410" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta01g02430" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g02450" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g02460" " Protein phosphatase 2C PP2C-like domain"
"ostta01g02480" " Aspartate-semialdehyde dehydrogenase"
"ostta01g02500" " Ribonuclease III domain"
"ostta01g02560" " siRNA-mediated silencing protein NRDE-2"
"ostta01g02570" " Protein of unknown function DUF2419"
"ostta01g02580" " DNA replication licensing factor Mcm6"
"ostta01g02620" " Protein of unknown function DUF842, eukaryotic"
"ostta01g02630" " Phosphatidylinositol-glycan biosynthesis class S protein"
"ostta01g02660" " unnamed product"
"ostta01g02710" " Thioredoxin-like fold"
"ostta01g02730" " HAD-superfamily hydrolase, subfamily IIB"
"ostta01g02760" " Carbohydrate binding module family 20"
"ostta01g02770" " Isochorismatase-like"
"ostta01g02780" " Armadillo-type fold"
"ostta01g02810" " CS domain"
"ostta01g02820" " unnamed product"
"ostta01g02830" " E3 UFM1-protein ligase 1"
"ostta01g02840" " Glutathione S-transferase, N-terminal"
"ostta01g02847" " Glutathione S-transferase, N-terminal"
"ostta01g02850" " Serine/threonine-protein kinase, active site"
"ostta01g02860" " Domain of unknown function DUF3825"
"ostta01g02870" " Short-chain dehydrogenase/reductase SDR"
"ostta01g02880" " unnamed product"
"ostta01g02895" " tRNA/rRNA methyltransferase, SpoU"
"ostta01g02920" " Bromodomain"
"ostta01g02950" " Leucine-rich repeat"
"ostta01g02960" " Peptidyl-tRNA hydrolase"
"ostta01g02970" " Histone-fold"
"ostta01g02980" " Uncharacterised protein family UPF0434/Trm112"
"ostta01g02990" " Ubiquitin carboxyl-terminal hydrolases family 2"
"ostta01g03000" " tRNA-guanine15 transglycosylase-like"
"ostta01g03010" " unnamed product"
"ostta01g03020" " Crotonase superfamily"
"ostta01g03030" " FAD linked oxidase, N-terminal"
"ostta01g03040" " Fructose-bisphosphate aldolase, class-I"
"ostta01g03050" " Alpha-1,6-glucosidases, pullulanase-type, C-terminal"
"ostta01g03070" " Activator of Hsp90 ATPase homologue 1-like"
"ostta01g03080" " unnamed product"
"ostta01g03090" " Alpha-ketoglutarate-dependent dioxygenase AlkB-like"
"ostta01g03100" " Helicase, C-terminal"
"ostta01g03110" " Proteasome B-type subunit"
"ostta01g03120" " Nicotinate phosphoribosyltransferase-like"
"ostta01g03130" " Zinc finger, RING/FYVE/PHD-type"
"ostta01g03150" " S15/NS1, RNA-binding"
"ostta01g03170" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta01g03180" " YjeF N-terminal domain"
"ostta01g03190" " Translation elongation factor, IF5A C-terminal"
"ostta01g03220" " Domain of unknown function DUF59"
"ostta01g03230" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta01g03240" " unnamed product"
"ostta01g03270" " JmjC domain"
"ostta01g03310" " EF-Hand 1, calcium-binding site"
"ostta01g03340" " PCI/PINT associated module"
"ostta01g03350" " Zinc finger, RING-CH-type"
"ostta01g03360" " Thioredoxin-like fold"
"ostta01g03370" " Conserved hypothetical protein CHP01589, plant"
"ostta01g03380" " RNA polymerase III Rpc4"
"ostta01g03390" " Uroporphyrinogen decarboxylase URO-D"
"ostta01g03400" " unnamed product"
"ostta01g03410" " UBA/THIF-type NAD/FAD binding fold"
"ostta01g03420" " Pyrophosphate-energised proton pump"
"ostta01g03460" " unnamed product"
"ostta01g03480" " G-patch domain"
"ostta01g03495" " Mitochondrial substrate/solute carrier"
"ostta01g03500" " Mitochondrial substrate/solute carrier"
"ostta01g03580" " Nucleotide-binding, alpha-beta plait"
"ostta01g03600" " Glutamine amidotransferase"
"ostta01g03620" " Class II glutamine amidotransferase domain"
"ostta01g03690" " unnamed product"
"ostta01g03700" " unnamed product"
"ostta01g03720" " DNA cytosine-5-methyltransferase 1, replication foci domain"
"ostta01g03730" " FIST domain, N-terminal"
"ostta01g03770" " ATPase, F1 complex, gamma subunit conserved site"
"ostta01g03850" " unnamed product"
"ostta01g03860" " Mitochondrial substrate/solute carrier"
"ostta01g03870" " Domain of unknown function SprT-like"
"ostta01g03890" " Histone core"
"ostta01g03920" " unnamed product"
"ostta01g03930" " Rad21/Rec8-like protein, N-terminal"
"ostta01g03940" " Prefoldin"
"ostta01g03960" " unnamed product"
"ostta01g03990" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta01g04000" " Peptidase S54, rhomboid domain"
"ostta01g04010" " Uracil-5-methyltransferase"
"ostta01g04020" " Calycin-like"
"ostta01g04030" " Ribosomal protein L2, bacterial/organellar-type"
"ostta01g04040" " unnamed product"
"ostta01g04050" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta01g04060" " PHF5-like"
"ostta01g04070" " WD40/YVTN repeat-like-containing domain"
"ostta01g04080" " Membrane bound O-acyl transferase, MBOAT"
"ostta01g04090" " Conserved hypothetical protein CHP02450, tryptophan-rich"
"ostta01g04100" " Protein translocase subunit SecA"
"ostta01g04120" " von Willebrand factor, type A"
"ostta01g04130" " Homeodomain-like"
"ostta01g04140" " Cyanobacterial aminoacyl-tRNA synthetase, CAAD domain"
"ostta01g04150" " Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2"
"ostta01g04190" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta01g04200" " Preprotein translocase Sec, Sec61-beta subunit"
"ostta01g04210" " GOLD"
"ostta01g04230" " Aldehyde dehydrogenase, C-terminal"
"ostta01g04240" " unnamed product"
"ostta01g04260" " unnamed product"
"ostta01g04270" " Serine/threonine-protein kinase, active site"
"ostta01g04275" " Sybindin-like protein"
"ostta01g04280" " Glycerophosphoryl diester phosphodiesterase"
"ostta01g04310" " Taxilin family"
"ostta01g04320" " Tubulin/FtsZ, 2-layer sandwich domain"
"ostta01g04340" " Glutamyl-tRNA synthetase, class Ib, archaeal/eukaryotic cytosolic"
"ostta01g04360" " unnamed product"
"ostta01g04380" " unnamed product"
"ostta01g04430" " von Hippel-Lindau disease tumour suppressor, beta/alpha domain"
"ostta01g04470" " Concanavalin A-like lectin/glucanase, subgroup"
"ostta01g04510" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g04520" " Protein of unknown function DUF3752"
"ostta01g04540" " unnamed product"
"ostta01g04585" " hypothetical protein"
"ostta01g04590" " unnamed product"
"ostta01g04600" " ABC transporter, conserved site"
"ostta01g04610" " Chromatin assembly factor 1 subunit A"
"ostta01g04620" " Flavoprotein pyridine nucleotide cytochrome reductase"
"ostta01g04630" " DNA-binding domain"
"ostta01g04640" " unnamed product"
"ostta01g04660" " Cation-transporting P-type ATPase, C-terminal"
"ostta01g04690" " unnamed product"
"ostta01g04710" " JmjC domain"
"ostta01g04740" " Helix-hairpin-helix motif, class 2"
"ostta01g04760" " unnamed product"
"ostta01g04770" " Zinc finger, LSD1-type"
"ostta01g04780" " unnamed product"
"ostta01g04790" " STAG"
"ostta01g04800" " unnamed product"
"ostta01g04840" " Nucleotide-binding, alpha-beta plait"
"ostta01g04860" " Monothiol glutaredoxin-related"
"ostta01g04880" " Small nuclear RNA activating complex SNAPc, subunit SNAP43"
"ostta01g04890" " JmjC domain"
"ostta01g04910" " Alpha-mannosyltransferase"
"ostta01g04920" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g04930" " CHCH"
"ostta01g04980" " Helicase, C-terminal"
"ostta01g05020" " Glutamine synthetase, glycine-rich site"
"ostta01g05050" " unnamed product"
"ostta01g05060" " Mss4-like"
"ostta01g05070" " Insulin-like growth factor binding protein, N-terminal"
"ostta01g05100" " unnamed product"
"ostta01g05110" " Pentatricopeptide repeat"
"ostta01g05150" " HCaRG"
"ostta01g05155" " Pyruvate/Phosphoenolpyruvate kinase-like domain"
"ostta01g05160" " Transcription factor, MADS-box"
"ostta01g05170" " Transcription factor IIS, N-terminal"
"ostta01g05180" " Pentatricopeptide repeat"
"ostta01g05190" " Splicing factor motif"
"ostta01g05200" " Primosome PriB/single-strand DNA-binding"
"ostta01g05210" " Tetratricopeptide repeat"
"ostta01g05230" " G-protein beta WD-40 repeat"
"ostta01g05260" " 2-isopropylmalate synthase, bacterial-type"
"ostta01g05290" " Glycoside hydrolase-type carbohydrate-binding, subgroup"
"ostta01g05310" " unnamed product"
"ostta01g05330" " Protein of unknown function DUF1674"
"ostta01g05350" " unnamed product"
"ostta01g05360" " Ribosomal protein S6"
"ostta01g05390" " BolA protein"
"ostta01g05400" " Superoxide dismutase, Nickel-type"
"ostta01g05440" " Armadillo-type fold"
"ostta01g05470" " WD40/YVTN repeat-like-containing domain"
"ostta01g05480" " Tim10/DDP family zinc finger"
"ostta01g05490" " Serine/threonine-protein kinase, active site"
"ostta01g05520" " Thioredoxin-like fold"
"ostta01g05540" " NADH:ubiquinone oxidoreductase, B18 subunit"
"ostta01g05550" " Cytochrome P450, conserved site"
"ostta01g05570" " Uncharacterised protein family UPF0016"
"ostta01g05590" " Na+/H+ exchanger, isoforms 7/8"
"ostta01g05600" " Exportin/Importin, Cse1-like"
"ostta01g05610" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g05620" " Pyridoxal phosphate-dependent transferase, major region, subdomain 1"
"ostta01g05630" " Helicase, C-terminal"
"ostta01g05660" " Nucleotide-binding, alpha-beta plait"
"ostta01g05670" " Transcription termination and cleavage factor C-terminal domain"
"ostta01g05690" " Magnesium chelatase, ATPase subunit I"
"ostta01g05710" " Domain of unknown function DUF1977, DnaJ-like"
"ostta01g05720" " unnamed product"
"ostta01g05730" " Complex 1 LYR protein"
"ostta01g05740" " unnamed product"
"ostta01g05750" " Mpv17/PMP22"
"ostta01g05770" " Peptidase C1A, papain C-terminal"
"ostta01g05780" " Conserved oligomeric Golgi complex subunit 8"
"ostta01g05790" " unnamed product"
"ostta01g05810" " Frizzled domain"
"ostta01g05820" " Micro-fibrillar-associated protein 1, C-terminal"
"ostta01g05830" " Carbonic anhydrase"
"ostta01g05840" " tRNA/rRNA methyltransferase, SpoU"
"ostta01g05860" " unnamed product"
"ostta01g05870" " N-terminal acetyltransferase A, auxiliary subunit"
"ostta01g05890" " Short-chain dehydrogenase/reductase SDR"
"ostta01g05920" " Thymidylate synthase"
"ostta01g05970" " Anamorsin"
"ostta01g05980" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta01g06000" " Ribosomal protein L17"
"ostta01g06010" " BRCT domain"
"ostta01g06020" " unnamed product"
"ostta01g06040" " Sterol-sensing domain"
"ostta01g06080" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g06100" " CidB/LrgB family"
"ostta01g06120" " RNA polymerase, beta subunit, conserved site"
"ostta01g06130" " Tetratricopeptide repeat"
"ostta01g06140" " AMP-dependent synthetase/ligase"
"ostta01g06150" " Cyclin A/B/D/E"
"ostta01g06170" " Cytochrome b5-like heme/steroid binding domain"
"ostta01g06180" " unnamed product"
"ostta01g06200" " unnamed product"
"ostta01g06230" " unnamed product"
"ostta01g06240" " Ankyrin repeat"
"ostta01g06290" " Riboflavin kinase domain, bacterial/eukaryotic"
"ostta01g06330" " RecF/RecN/SMC, N-terminal"
"ostta01g06340" " Histone H4"
"ostta01g06350" " Histone H4"
"ostta01g06360" " unnamed product"
"ostta01g06370" " unnamed product"
"ostta01g06380" " Regulator of chromosome condensation, RCC1"
"ostta01g06390" " Methylglyoxal synthase-like domain"
"ostta01g06400" " Gemin6"
"ostta01g06410" " unnamed product"
"ostta01g06420" " WD40 repeat"
"ostta01g06430" " Crotonase superfamily"
"ostta01g06470" " Cryptochrome/DNA photolyase, class 1"
"ostta01g06520" " Thioesterase"
"ostta01g06530" " Domain of unknown function DUF2040"
"ostta01g06540" " EF-Hand 1, calcium-binding site"
"ostta01g06545" " hypothetical protein"
"ostta01g06550" " unnamed product"
"ostta01g06560" " Oxoglutarate/iron-dependent dioxygenase"
"ostta01g06580" " Phospholipase D-like domain"
"ostta01g06590" " unnamed product"
"ostta01g06650" " Somatomedin B domain"
"ostta01g06660" " Acyl-ACP thioesterase"
"ostta01g06670" " Insulin-induced protein family"
"ostta01g06680" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g00020" " Peptidase C48, SUMO/Sentrin/Ubl1"
"ostta02g00030" " Glycosyl transferase, family 10"
"ostta02g00040" " Glycosyltransferase AER61, uncharacterised"
"ostta02g00050" " Ribonuclease H-like domain"
"ostta02g00085" " hypothetical protein"
"ostta02g00093" " Transcription factor IIA, helical"
"ostta02g00100" " Histone core"
"ostta02g00160" " Polyketide synthase, KR"
"ostta02g00190" " unnamed product"
"ostta02g00200" " GNS1/SUR4 membrane protein"
"ostta02g00210" " Aspartyl/Asparaginyl beta-hydroxylase"
"ostta02g00220" " unnamed product"
"ostta02g00240" " Ribonuclease H-like domain"
"ostta02g00250" " Ribosomal protein L24e, conserved site"
"ostta02g00277" " Harbinger transposase-derived nuclease"
"ostta02g00290" " Methyltransferase domain"
"ostta02g00300" " DNA-directed RNA polymerase, subunit K/Rpb6"
"ostta02g00310" " RINT-1/TIP-1"
"ostta02g00330" " unnamed product"
"ostta02g00340" " Glycerol-3-phosphate O-acyltransferase, chloroplast"
"ostta02g00370" " Signal recognition particle, SRP54 subunit, helical bundle"
"ostta02g00400" " unnamed product"
"ostta02g00410" " WD40 repeat"
"ostta02g00420" " Kinetochore protein Ndc80 n/a  Kinetochore protein Ndc80"
"ostta02g00450" " unnamed product"
"ostta02g00460" " Serine/threonine-protein kinase, active site"
"ostta02g00470" " Tetratricopeptide repeat-containing domain"
"ostta02g00480" " Zinc finger, RING-H2-type"
"ostta02g00500" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g00510" " unnamed product"
"ostta02g00520" " Acyl-CoA N-acyltransferase"
"ostta02g00562" " Translation initiation factor IF6"
"ostta02g00600" " RNA polymerase III subunit RPC82-related, helix-turn-helix"
"ostta02g00610" " ATPase, F1 complex beta subunit/V1 complex, C-terminal"
"ostta02g00630" " Nucleotide-binding, alpha-beta plait"
"ostta02g00640" " Pseudouridine synthase/archaeosine transglycosylase"
"ostta02g00650" " G-protein beta WD-40 repeat"
"ostta02g00660" " unnamed product"
"ostta02g00670" " Surface antigen variable number"
"ostta02g00730" " Thioredoxin-like fold"
"ostta02g00790" " unnamed product"
"ostta02g00800" " unnamed product"
"ostta02g00840" " Glucokinase n/a  Glucokinase"
"ostta02g00850" " unnamed product"
"ostta02g00870" " Oxoglutarate/iron-dependent dioxygenase"
"ostta02g00880" " DNA-directed RNA polymerase, 30-40kDa subunit, conserved site"
"ostta02g00890" " Ribosomal protein L36e"
"ostta02g00900" " Glutamyl-tRNAGln amidotransferase A subunit n/a  Glutamyl-tRNAGln amidotransfer"
"ostta02g00910" " unnamed product"
"ostta02g00920" " P-type ATPase, phosphorylation site"
"ostta02g00940" " Ribose-phosphate diphosphokinase"
"ostta02g00950" " Aspartyl/Glutamyl-tRNAGln amidotransferase, subunit B/E, catalytic"
"ostta02g00960" " U3 small nucleolar RNA-associated protein 6"
"ostta02g01010" " Ribosomal protein L35"
"ostta02g01020" " Heat shock protein 70 family"
"ostta02g01030" " Armadillo-type fold"
"ostta02g01070" " Phosphotyrosyl phosphatase activator, PTPA"
"ostta02g01080" " Ribosomal protein L17"
"ostta02g01090" " Transcription initiation factor TFIID component TAF4 n/a  Transcription initiatD component TAF4"
"ostta02g01100" " Major facilitator superfamily domain, general substrate transporter"
"ostta02g01120" " Mak16 protein"
"ostta02g01140" " Arginine-tRNA ligase, class Ia"
"ostta02g01160" " SKI-interacting protein SKIP, SNW domain"
"ostta02g01170" " Transcription factor TFIIH subunit p52/Tfb2"
"ostta02g01210" " Ribosomal protein L7Ae conserved site"
"ostta02g01230" " tRNA modification GTPase MnmE domain 2"
"ostta02g01240" " Glutathione S-transferase, N-terminal"
"ostta02g01245" " Transposase, Tc1-like"
"ostta02g01247" " Transposase, Tc1-like"
"ostta02g01250" " Fe-S metabolism associated domain, SufE-like"
"ostta02g01290" " Acid phosphatase/vanadium-dependent haloperoxidase-related"
"ostta02g01320" " Heat shock protein 70 family"
"ostta02g01330" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta02g01350" " Casein kinase II, regulatory subunit"
"ostta02g01360" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g01370" " Armadillo-type fold"
"ostta02g01390" " Translation initiation factor 2, alpha subunit, C-terminal"
"ostta02g01400" " AP complex, mu/sigma subunit"
"ostta02g01410" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g01420" " Frataxin/CyaY"
"ostta02g01480" " Histone-fold"
"ostta02g01500" " unnamed product"
"ostta02g01520" " Tubulin/FtsZ, 2-layer sandwich domain"
"ostta02g01550" " KOW"
"ostta02g01560" " unnamed product"
"ostta02g01580" " unnamed product"
"ostta02g01590" " Transcription factor IIA, beta-barrel"
"ostta02g01630" " unnamed product"
"ostta02g01680" " Ubiquinone biosynthesis protein Coq4"
"ostta02g01690" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta02g01710" " RWP-RK domain"
"ostta02g01730" " Transketolase binding site"
"ostta02g01750" " unnamed product"
"ostta02g01780" " RNA polymerase archaeal subunit P/eukaryotic subunit RPC10"
"ostta02g01820" " Forkhead-associated FHA domain"
"ostta02g01840" " Beta-ketoacyl synthase, active site"
"ostta02g01860" " HEAT repeat associated with sister chromatid cohesion protein"
"ostta02g01870" " Bromo adjacent homology BAH domain"
"ostta02g01880" " Ankyrin repeat-containing domain"
"ostta02g01890" " Vesicle transport protein, SFT2-like"
"ostta02g01900" " Phosphatidylinositol 3-/4-kinase, catalytic domain"
"ostta02g01910" " Heat shock protein 70 family"
"ostta02g01960" " Nascent polypeptide-associated complex NAC domain"
"ostta02g01970" " Aminoacyl-tRNA synthetase, class Ia"
"ostta02g01980" " Prephenate dehydrogenase"
"ostta02g01990" " Phosphopantetheine attachment site"
"ostta02g02000" " Biotin--acetyl-CoA-carboxylase ligase"
"ostta02g02065" " hypothetical protein"
"ostta02g02067" " DDE superfamily endonuclease, CENP-B-like"
"ostta02g02080" " unnamed product"
"ostta02g02090" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta02g02130" " Ubiquitin-conjugating enzyme/RWD-like"
"ostta02g02180" " unnamed product"
"ostta02g02200" " Eukaryotic translation initiation factor 4E eIF-4E, conserved site"
"ostta02g02240" " Pyridoxal phosphate-dependent transferase, major region, subdomain 1"
"ostta02g02260" " Homeobox domain"
"ostta02g02270" " Aminoacyl-tRNA synthetase, class Ic"
"ostta02g02310" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA"
"ostta02g02340" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta02g02360" " Proteasome B-type subunit"
"ostta02g02380" " Magnesium chelatase, ATPase subunit I"
"ostta02g02440" "' Cytokinin riboside 5''-monophosphate phosphoribohydrolase LOG'"
"ostta02g02470" " Pre-mRNA polyadenylation factor Fip1"
"ostta02g02475" " hypothetical protein"
"ostta02g02490" " WD40 repeat"
"ostta02g02510" " Pyridine nucleotide-disulphide oxidoreductase, FAD/NADP-binding domain"
"ostta02g02520" " Ketopantoate hydroxymethyltransferase"
"ostta02g02610" " Integrase, catalytic core"
"ostta02g02630" " Deoxynucleoside kinase"
"ostta02g02660" " unnamed product"
"ostta02g02670" " Uncharacterised protein family, ATP binding n/a  Uncharacterised protein family"
"ostta02g02700" " Ribosomal protein L19/L19e domain"
"ostta02g02710" " UbiA prenyltransferase family"
"ostta02g02715" " hypothetical protein n/a  hypothetical protein"
"ostta02g02720" " Oxidoreductase FAD/NADP-binding"
"ostta02g02740" " RNA exonuclease n/a  Glutathione peroxidase"
"ostta02g02750" " Exoribonuclease, phosphorolytic domain 2"
"ostta02g02770" " unnamed product"
"ostta02g02780" " Beta-lactamase-like"
"ostta02g02790" " DnaJ domain"
"ostta02g02810" " Nicotinamide N-methyltransferase-like n/a  Nicotinamide N-methyltransferase-likmide N-methyltransferase-like"
"ostta02g02820" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g02840" " Acyl-CoA N-acyltransferase"
"ostta02g02850" " Major facilitator superfamily domain, general substrate transporter"
"ostta02g02860" " Phosphoglycerate kinase, C-terminal"
"ostta02g02900" " JmjC domain"
"ostta02g02910" " Serine/threonine-protein kinase, active site"
"ostta02g02940" " unnamed product"
"ostta02g02970" " unnamed product"
"ostta02g02980" " unnamed product"
"ostta02g02990" " Putative methyltransferase, DUF3321"
"ostta02g03000" " Nucleolar complex-associated"
"ostta02g03070" " Myo-inositol-1-phosphate synthase, GAPDH-like"
"ostta02g03080" " M-phase inducer phosphatase"
"ostta02g03090" " Domain of unknown function DUF547"
"ostta02g03130" " NUDIX hydrolase domain-like"
"ostta02g03140" " Ribosomal protein S20"
"ostta02g03150" " DNA methylase, N-6 adenine-specific, conserved site"
"ostta02g03160" " Cdc37, C-terminal"
"ostta02g03180" " Polyribonucleotide nucleotidyltransferase"
"ostta02g03190" " GYF"
"ostta02g03200" " GPI mannosyltransferase 2"
"ostta02g03210" " Mediator complex, subunit Med7"
"ostta02g03220" " unnamed product"
"ostta02g03230" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g03240" " unnamed product"
"ostta02g03260" " Ribosomal S11, conserved site"
"ostta02g03270" " unnamed product"
"ostta02g03290" " Putative sodium bile acid cotransporter"
"ostta02g03300" " Glycosyl transferase, family 2"
"ostta02g03320" " unnamed product"
"ostta02g03350" " von Willebrand factor, type A"
