"geneID" "annotation"
"ostta01g02050" " Endoplasmic reticulum vesicle transporter, C-terminal"
"ostta01g02060" " unnamed product"
"ostta01g02100" " Nucleotide-binding, alpha-beta plait"
"ostta01g02130" " HNH endonuclease"
"ostta01g02140" " Domain of unknown function DUF814"
"ostta01g02150" " unnamed product"
"ostta01g02170" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA"
"ostta01g02180" " Leucine-rich repeat, typical subtype"
"ostta01g02200" " unnamed product"
"ostta01g02220" " Short-chain dehydrogenase/reductase SDR"
"ostta01g02240" " 26S proteasome non-ATPase regulatory subunit 5"
"ostta01g02250" " DNA-directed RNA polymerase III subunit Rpc5"
"ostta01g02270" " Actin-related protein 3 Arp3"
"ostta01g02290" " Zinc finger, PHD-finger"
"ostta01g02310" " unnamed product"
"ostta01g02360" " DHHA2"
"ostta01g02370" " Vacuolar protein sorting-associated protein 26"
"ostta01g02390" " Porphobilinogen synthase"
"ostta01g02410" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta01g02420" " unnamed product"
"ostta01g02450" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g02460" " Protein phosphatase 2C PP2C-like domain"
"ostta01g02470" " Mitochondrial substrate/solute carrier"
"ostta01g02500" " Ribonuclease III domain"
"ostta01g02510" " CRAL/TRIO, N-terminal domain"
"ostta01g02530" " Protein of unknown function DUF812"
"ostta01g02540" " unnamed product"
"ostta01g02580" " DNA replication licensing factor Mcm6"
"ostta01g02610" " Mini-chromosome maintenance complex-binding protein"
"ostta01g02617" " hypothetical protein"
"ostta01g02640" " Class II glutamine amidotransferase domain"
"ostta01g02660" " unnamed product"
"ostta01g02710" " Thioredoxin-like fold"
"ostta01g02730" " HAD-superfamily hydrolase, subfamily IIB"
"ostta01g02740" " ISC system FeS cluster assembly, IscU scaffold"
"ostta01g02750" " Lipase, class 3"
"ostta01g02770" " Isochorismatase-like"
"ostta01g02780" " Armadillo-type fold"
"ostta01g02800" " unnamed product"
"ostta01g02810" " CS domain"
"ostta01g02845" " Mannosyltransferase, DXD"
"ostta01g02847" " Glutathione S-transferase, N-terminal"
"ostta01g02860" " Domain of unknown function DUF3825"
"ostta01g02870" " Short-chain dehydrogenase/reductase SDR"
"ostta01g02890" " HAD-superfamily hydrolase, subfamily IIID"
"ostta01g02895" " tRNA/rRNA methyltransferase, SpoU"
"ostta01g02920" " Bromodomain"
"ostta01g02950" " Leucine-rich repeat"
"ostta01g02960" " Peptidyl-tRNA hydrolase"
"ostta01g02980" " Uncharacterised protein family UPF0434/Trm112"
"ostta01g02990" " Ubiquitin carboxyl-terminal hydrolases family 2"
"ostta01g03000" " tRNA-guanine15 transglycosylase-like"
"ostta01g03010" " unnamed product"
"ostta01g03020" " Crotonase superfamily"
"ostta01g03050" " Alpha-1,6-glucosidases, pullulanase-type, C-terminal"
"ostta01g03060" " Dienelactone hydrolase"
"ostta01g03080" " unnamed product"
"ostta01g03090" " Alpha-ketoglutarate-dependent dioxygenase AlkB-like"
"ostta01g03100" " Helicase, C-terminal"
"ostta01g03120" " Nicotinate phosphoribosyltransferase-like"
"ostta01g03170" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta01g03180" " YjeF N-terminal domain"
"ostta01g03190" " Translation elongation factor, IF5A C-terminal"
"ostta01g03210" " Nuclear transport factor 2, Eukaryote"
"ostta01g03220" " Domain of unknown function DUF59"
"ostta01g03240" " unnamed product"
"ostta01g03250" " EF-Hand 1, calcium-binding site"
"ostta01g03270" " JmjC domain"
"ostta01g03340" " PCI/PINT associated module"
"ostta01g03350" " Zinc finger, RING-CH-type"
"ostta01g03360" " Thioredoxin-like fold"
"ostta01g03370" " Conserved hypothetical protein CHP01589, plant"
"ostta01g03380" " RNA polymerase III Rpc4"
"ostta01g03400" " unnamed product"
"ostta01g03410" " UBA/THIF-type NAD/FAD binding fold"
"ostta01g03420" " Pyrophosphate-energised proton pump"
"ostta01g03440" " NUDIX hydrolase domain-like"
"ostta01g03480" " G-patch domain"
"ostta01g03500" " Mitochondrial substrate/solute carrier"
"ostta01g03580" " Nucleotide-binding, alpha-beta plait"
"ostta01g03600" " Glutamine amidotransferase"
"ostta01g03610" " Immunoglobulin-like fold"
"ostta01g03630" " Nucleoporin FG repeat"
"ostta01g03720" " DNA cytosine-5-methyltransferase 1, replication foci domain"
"ostta01g03760" " ATPase, AAA-type, CDC48"
"ostta01g03790" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g03810" " Glycerol-3-phosphate dehydrogenase, NAD-dependent"
"ostta01g03820" " unnamed product"
"ostta01g03870" " Domain of unknown function SprT-like"
"ostta01g03900" " Pre-mRNA-splicing factor 38"
"ostta01g03920" " unnamed product"
"ostta01g03930" " Rad21/Rec8-like protein, N-terminal"
"ostta01g03950" " Mitochodrial transcription termination factor-related"
"ostta01g03960" " unnamed product"
"ostta01g04000" " Peptidase S54, rhomboid domain"
"ostta01g04010" " Uracil-5-methyltransferase"
"ostta01g04030" " Ribosomal protein L2, bacterial/organellar-type"
"ostta01g04040" " unnamed product"
"ostta01g04060" " PHF5-like"
"ostta01g04090" " Conserved hypothetical protein CHP02450, tryptophan-rich"
"ostta01g04100" " Protein translocase subunit SecA"
"ostta01g04140" " Cyanobacterial aminoacyl-tRNA synthetase, CAAD domain"
"ostta01g04150" " Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2"
"ostta01g04190" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta01g04200" " Preprotein translocase Sec, Sec61-beta subunit"
"ostta01g04210" " GOLD"
"ostta01g04230" " Aldehyde dehydrogenase, C-terminal"
"ostta01g04260" " unnamed product"
"ostta01g04300" " Two pore domain potassium channel domain"
"ostta01g04320" " Tubulin/FtsZ, 2-layer sandwich domain"
"ostta01g04370" " Inositol-pentakisphosphate 2-kinase"
"ostta01g04380" " unnamed product"
"ostta01g04400" " unnamed product"
"ostta01g04420" " unnamed product"
"ostta01g04430" " von Hippel-Lindau disease tumour suppressor, beta/alpha domain"
"ostta01g04450" " Vacuolar protein sorting-associated, VPS28"
"ostta01g04460" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta01g04490" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta01g04500" " unnamed product"
"ostta01g04510" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g04550" " ATPase-like, ParA/MinD"
"ostta01g04570" " Oxoglutarate/iron-dependent dioxygenase"
"ostta01g04585" " hypothetical protein"
"ostta01g04600" " ABC transporter, conserved site"
"ostta01g04610" " Chromatin assembly factor 1 subunit A"
"ostta01g04630" " DNA-binding domain"
"ostta01g04690" " unnamed product"
"ostta01g04700" " ENTH/VHS"
"ostta01g04710" " JmjC domain"
"ostta01g04720" " Exostosin-like"
"ostta01g04760" " unnamed product"
"ostta01g04770" " Zinc finger, LSD1-type"
"ostta01g04780" " unnamed product"
"ostta01g04790" " STAG"
"ostta01g04800" " unnamed product"
"ostta01g04840" " Nucleotide-binding, alpha-beta plait"
"ostta01g04860" " Monothiol glutaredoxin-related"
"ostta01g04890" " JmjC domain"
"ostta01g04900" " Peptidase C1A, papain C-terminal"
"ostta01g04910" " Alpha-mannosyltransferase"
"ostta01g04950" " 26S proteasome subunit P45"
"ostta01g04960" " unnamed product"
"ostta01g04980" " Helicase, C-terminal"
"ostta01g04990" " unnamed product"
"ostta01g05000" " Peptidase S1C"
"ostta01g05010" " DNA/RNA non-specific endonuclease, active site"
"ostta01g05050" " unnamed product"
"ostta01g05070" " Insulin-like growth factor binding protein, N-terminal"
"ostta01g05080" " Metridin-like ShK toxin"
"ostta01g05100" " unnamed product"
"ostta01g05120" " Nucleoporin Nup54, alpha-helical domain"
"ostta01g05150" " HCaRG"
"ostta01g05155" " Pyruvate/Phosphoenolpyruvate kinase-like domain"
"ostta01g05160" " Transcription factor, MADS-box"
"ostta01g05180" " Pentatricopeptide repeat"
"ostta01g05190" " Splicing factor motif"
"ostta01g05210" " Tetratricopeptide repeat"
"ostta01g05220" " unnamed product"
"ostta01g05250" " Peroxisomal membrane protein 14"
"ostta01g05260" " 2-isopropylmalate synthase, bacterial-type"
"ostta01g05300" " Phytanoyl-CoA dioxygenase"
"ostta01g05310" " unnamed product"
"ostta01g05320" " Proteasome B-type subunit"
"ostta01g05330" " Protein of unknown function DUF1674"
"ostta01g05340" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g05400" " Superoxide dismutase, Nickel-type"
"ostta01g05410" " Pentatricopeptide repeat"
"ostta01g05430" " Arf GTPase activating protein"
"ostta01g05450" " Protein of unknown function DUF284, transmembrane eukaryotic"
"ostta01g05470" " WD40/YVTN repeat-like-containing domain"
"ostta01g05480" " Tim10/DDP family zinc finger"
"ostta01g05540" " NADH:ubiquinone oxidoreductase, B18 subunit"
"ostta01g05550" " Cytochrome P450, conserved site"
"ostta01g05570" " Uncharacterised protein family UPF0016"
"ostta01g05590" " Na+/H+ exchanger, isoforms 7/8"
"ostta01g05600" " Exportin/Importin, Cse1-like"
"ostta01g05610" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g05630" " Helicase, C-terminal"
"ostta01g05640" " Tetratricopeptide repeat"
"ostta01g05650" " Autophagy-related protein Atg8 family"
"ostta01g05660" " Nucleotide-binding, alpha-beta plait"
"ostta01g05670" " Transcription termination and cleavage factor C-terminal domain"
"ostta01g05710" " Domain of unknown function DUF1977, DnaJ-like"
"ostta01g05720" " unnamed product"
"ostta01g05740" " unnamed product"
"ostta01g05750" " Mpv17/PMP22"
"ostta01g05770" " Peptidase C1A, papain C-terminal"
"ostta01g05780" " Conserved oligomeric Golgi complex subunit 8"
"ostta01g05790" " unnamed product"
"ostta01g05850" " HAD hydrolase, subfamily IA"
"ostta01g05860" " unnamed product"
"ostta01g05870" " N-terminal acetyltransferase A, auxiliary subunit"
"ostta01g05880" " Snf7"
"ostta01g05900" " G-protein beta WD-40 repeat"
"ostta01g05910" " Short-chain dehydrogenase/reductase SDR"
"ostta01g05930" " Short-chain dehydrogenase/reductase SDR"
"ostta01g05950" " NADP-binding domain"
"ostta01g05980" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta01g06000" " Ribosomal protein L17"
"ostta01g06010" " BRCT domain"
"ostta01g06050" " SANT/Myb domain"
"ostta01g06060" " unnamed product"
"ostta01g06100" " CidB/LrgB family"
"ostta01g06110" " Domain of unknown function DUF221"
"ostta01g06120" " RNA polymerase, beta subunit, conserved site"
"ostta01g06140" " AMP-dependent synthetase/ligase"
"ostta01g06170" " Cytochrome b5-like heme/steroid binding domain"
"ostta01g06200" " unnamed product"
"ostta01g06240" " Ankyrin repeat"
"ostta01g06280" " unnamed product"
"ostta01g06290" " Riboflavin kinase domain, bacterial/eukaryotic"
"ostta01g06340" " Histone H4"
"ostta01g06380" " Regulator of chromosome condensation, RCC1"
"ostta01g06390" " Methylglyoxal synthase-like domain"
"ostta01g06400" " Gemin6"
"ostta01g06410" " unnamed product"
"ostta01g06420" " WD40 repeat"
"ostta01g06430" " Crotonase superfamily"
"ostta01g06440" " unnamed product"
"ostta01g06450" " Lipase, class 3"
"ostta01g06470" " Cryptochrome/DNA photolyase, class 1"
"ostta01g06500" " UAA transporter"
"ostta01g06510" " Uncharacterised protein family UPF0246"
"ostta01g06530" " Domain of unknown function DUF2040"
"ostta01g06550" " unnamed product"
"ostta01g06580" " Phospholipase D-like domain"
"ostta01g06660" " Acyl-ACP thioesterase"
"ostta01g06680" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g00020" " Peptidase C48, SUMO/Sentrin/Ubl1"
"ostta02g00035" " hypothetical protein"
"ostta02g00050" " Ribonuclease H-like domain"
"ostta02g00100" " Histone core"
"ostta02g00210" " Aspartyl/Asparaginyl beta-hydroxylase"
"ostta02g00220" " unnamed product"
"ostta02g00275" " DDE superfamily endonuclease, CENP-B-like"
"ostta02g00277" " Harbinger transposase-derived nuclease"
"ostta02g00300" " DNA-directed RNA polymerase, subunit K/Rpb6"
"ostta02g00330" " unnamed product"
"ostta02g00400" " unnamed product"
"ostta02g00420" " Kinetochore protein Ndc80 n/a  Kinetochore protein Ndc80"
"ostta02g00450" " unnamed product"
"ostta02g00460" " Serine/threonine-protein kinase, active site"
"ostta02g00470" " Tetratricopeptide repeat-containing domain"
"ostta02g00500" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g00510" " unnamed product"
"ostta02g00520" " Acyl-CoA N-acyltransferase"
"ostta02g00630" " Nucleotide-binding, alpha-beta plait"
"ostta02g00660" " unnamed product"
"ostta02g00730" " Thioredoxin-like fold"
"ostta02g00790" " unnamed product"
"ostta02g00800" " unnamed product"
"ostta02g00850" " unnamed product"
"ostta02g00910" " unnamed product"
"ostta02g00930" " Arginine-tRNA-protein transferase, C-terminal"
"ostta02g00950" " Aspartyl/Glutamyl-tRNAGln amidotransferase, subunit B/E, catalytic"
"ostta02g00960" " U3 small nucleolar RNA-associated protein 6"
"ostta02g01010" " Ribosomal protein L35"
"ostta02g01020" " Heat shock protein 70 family"
"ostta02g01030" " Armadillo-type fold"
"ostta02g01090" " Transcription initiation factor TFIID component TAF4 n/a  Transcription initiatD component TAF4"
"ostta02g01140" " Arginine-tRNA ligase, class Ia"
"ostta02g01170" " Transcription factor TFIIH subunit p52/Tfb2"
"ostta02g01180" " Endonuclease/exonuclease/phosphatase"
"ostta02g01210" " Ribosomal protein L7Ae conserved site"
"ostta02g01245" " Transposase, Tc1-like"
"ostta02g01247" " Transposase, Tc1-like"
"ostta02g01300" " Cytochrome b6/f complex subunit VI"
"ostta02g01320" " Heat shock protein 70 family"
"ostta02g01350" " Casein kinase II, regulatory subunit"
"ostta02g01390" " Translation initiation factor 2, alpha subunit, C-terminal"
"ostta02g01400" " AP complex, mu/sigma subunit"
"ostta02g01410" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g01420" " Frataxin/CyaY"
"ostta02g01480" " Histone-fold"
"ostta02g01520" " Tubulin/FtsZ, 2-layer sandwich domain"
"ostta02g01550" " KOW"
"ostta02g01630" " unnamed product"
"ostta02g01660" " Nucleotide-binding, alpha-beta plait"
"ostta02g01710" " RWP-RK domain"
"ostta02g01820" " Forkhead-associated FHA domain"
"ostta02g01850" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g01860" " HEAT repeat associated with sister chromatid cohesion protein"
"ostta02g01890" " Vesicle transport protein, SFT2-like"
"ostta02g01900" " Phosphatidylinositol 3-/4-kinase, catalytic domain"
"ostta02g01910" " Heat shock protein 70 family"
"ostta02g01960" " Nascent polypeptide-associated complex NAC domain"
"ostta02g01970" " Aminoacyl-tRNA synthetase, class Ia"
"ostta02g01990" " Phosphopantetheine attachment site"
"ostta02g02060" " Galactosyl transferase"
"ostta02g02065" " hypothetical protein"
"ostta02g02067" " DDE superfamily endonuclease, CENP-B-like"
"ostta02g02080" " unnamed product"
"ostta02g02090" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta02g02140" " Zinc finger, PHD-finger"
"ostta02g02180" " unnamed product"
"ostta02g02200" " Eukaryotic translation initiation factor 4E eIF-4E, conserved site"
"ostta02g02240" " Pyridoxal phosphate-dependent transferase, major region, subdomain 1"
"ostta02g02260" " Homeobox domain"
"ostta02g02270" " Aminoacyl-tRNA synthetase, class Ic"
"ostta02g02320" " Photosystem II PsbW, class 2"
"ostta02g02340" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta02g02380" " Magnesium chelatase, ATPase subunit I"
"ostta02g02400" " ATPase, V0 complex, subunit d"
"ostta02g02440" "' Cytokinin riboside 5''-monophosphate phosphoribohydrolase LOG'"
"ostta02g02470" " Pre-mRNA polyadenylation factor Fip1"
"ostta02g02475" " hypothetical protein"
"ostta02g02490" " WD40 repeat"
"ostta02g02510" " Pyridine nucleotide-disulphide oxidoreductase, FAD/NADP-binding domain"
"ostta02g02560" " Photosystem II PsbX"
"ostta02g02715" " hypothetical protein n/a  hypothetical protein"
"ostta02g02720" " Oxidoreductase FAD/NADP-binding"
"ostta02g02730" " Bestrophin/UPF0187"
"ostta02g02740" " RNA exonuclease n/a  Glutathione peroxidase"
"ostta02g02760" " RAI1-like"
"ostta02g02780" " Beta-lactamase-like"
"ostta02g02790" " DnaJ domain"
"ostta02g02830" " Peptidyl-prolyl cis-trans isomerase, FKBP-type"
"ostta02g02840" " Acyl-CoA N-acyltransferase"
"ostta02g02860" " Phosphoglycerate kinase, C-terminal"
"ostta02g02890" " TMS membrane protein/tumour differentially expressed protein"
"ostta02g02900" " JmjC domain"
"ostta02g02930" " Zinc finger, CCCH-type"
"ostta02g02990" " Putative methyltransferase, DUF3321"
"ostta02g03000" " Nucleolar complex-associated"
"ostta02g03020" " Cold-shock protein, DNA-binding"
"ostta02g03050" " unnamed product"
"ostta02g03060" " Protein of unknown function UPF0301"
"ostta02g03070" " Myo-inositol-1-phosphate synthase, GAPDH-like"
"ostta02g03120" " Glutathione S-transferase, N-terminal"
"ostta02g03140" " Ribosomal protein S20"
"ostta02g03150" " DNA methylase, N-6 adenine-specific, conserved site"
"ostta02g03160" " Cdc37, C-terminal"
"ostta02g03170" " 2-nitropropane dioxygenase, NPD"
"ostta02g03180" " Polyribonucleotide nucleotidyltransferase"
"ostta02g03190" " GYF"
"ostta02g03200" " GPI mannosyltransferase 2"
"ostta02g03210" " Mediator complex, subunit Med7"
"ostta02g03220" " unnamed product"
"ostta02g03250" " Ubiquitin carboxyl-terminal hydrolases family 2"
"ostta02g03270" " unnamed product"
"ostta02g03300" " Glycosyl transferase, family 2"
"ostta02g03310" " Tetratricopeptide repeat"
"ostta02g03320" " unnamed product"
"ostta02g03340" " Histone RNA stem-loop-binding protein SLBP1/SLBP2"
"ostta02g03355" " Ferredoxin thioredoxin reductase, alpha chain"
"ostta02g03360" " Glycoside hydrolase, catalytic domain"
"ostta02g03380" " Major facilitator superfamily domain, general substrate transporter"
"ostta02g03400" " Ferritin-like superfamily"
"ostta02g03420" " Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"ostta02g03460" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta02g03470" " Anaphase-promoting complex subunit 4 long domain"
"ostta02g03480" " tRNA 2-selenouridine synthase"
"ostta02g03490" " Armadillo-type fold"
"ostta02g03500" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta02g03510" " unnamed product"
"ostta02g03530" " unnamed product"
"ostta02g03580" " unnamed product"
"ostta02g03590" " unnamed product"
"ostta02g03600" " Bacterial surface protein 26-residue repeat"
"ostta02g03610" " Condensin complex, subunit 1, N-terminal"
"ostta02g03630" " Armadillo-type fold"
"ostta02g03640" " Chorismate synthase"
"ostta02g03650" " Parallel beta-helix repeat"
"ostta02g03660" " Protein-S-isoprenylcysteine O-methyltransferase"
"ostta02g03740" " Flavodoxin/nitric oxide synthase"
"ostta02g03790" " Protein of unknown function DUF1754, eukaryotic"
"ostta02g03830" " Peptidase M20, dimerisation domain"
"ostta02g03840" " DNA-directed RNA polymerase III largest subunit"
"ostta02g03870" " Domain of unknown function DUF89"
"ostta02g03940" " Somatomedin B domain"
"ostta02g03950" " F-box domain"
"ostta02g03960" " Protein-tyrosine phosphatase, active site"
"ostta02g03970" " unnamed product"
"ostta02g03990" " Uncharacterised protein family UPF0250"
"ostta02g04010" " Sas10 C-terminal domain"
"ostta02g04030" " NOG, C-terminal"
"ostta02g04040" " Ribonuclease Zc3h12a-like"
"ostta02g04050" " Helicase, C-terminal"
"ostta02g04080" " Armadillo-type fold"
"ostta02g04100" " ATP-grasp fold, subdomain 2"
"ostta02g04115" " hypothetical protein"
"ostta02g04130" " Tetratricopeptide-like helical"
"ostta02g04140" " SEC-C motif"
"ostta02g04150" " Methylthiotransferase/radical SAM-type protein"
"ostta02g04180" " UBA-like"
"ostta02g04280" " unnamed product"
"ostta02g04300" " RWP-RK domain"
"ostta02g04325" " Magnesium-dependent phosphatase-1, eukaryotic/arcaheal type"
"ostta02g04340" " Short-chain dehydrogenase/reductase SDR"
"ostta02g04470" " AMP deaminase"
"ostta02g04500" " Mitochondrial substrate/solute carrier"
"ostta02g04530" " unnamed product"
"ostta02g04540" " Phosphomannose isomerase, type I, conserved site"
"ostta02g04550" " Patatin/Phospholipase A2-related"
"ostta02g04570" " Glycoside hydrolase, catalytic domain"
"ostta02g04600" " Glycine-tRNA ligase, alpha subunit"
"ostta02g04630" " unnamed product"
"ostta02g04650" " Ribosomal protein L9, C-terminal"
"ostta02g04680" " Ribosomal protein S1, RNA-binding domain"
"ostta02g04750" " unnamed product"
"ostta02g04780" " unnamed product"
"ostta02g04810" " Glycoside hydrolase, catalytic domain"
"ostta02g04815" " hypothetical protein n/a  hypothetical protein"
"ostta02g04820" " Chloramphenicol acetyltransferase-like domain"
"ostta02g04830" " Protein kinase-like domain"
"ostta02g04840" " unnamed product"
"ostta02g04850" " unnamed product"
"ostta02g04890" " Chloride channel, voltage gated"
"ostta02g04900" " Bicoid-interacting 3"
"ostta02g04905" " hypothetical protein"
"ostta02g04930" " unnamed product"
"ostta02g04940" " unnamed product"
"ostta02g04980" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g05020" " unnamed product"
"ostta02g05050" " unnamed product"
"ostta02g05080" " mRNA capping enzyme"
"ostta02g05090" " tRNA-guanine15 transglycosylase-like"
"ostta02g05105" " hypothetical protein"
"ostta02g05150" " unnamed product"
"ostta02g05170" " Protein of unknown function DUF3464"
"ostta02g05210" " ENTH/VHS"
"ostta02g05225" " RmlC-like jelly roll fold"
"ostta02g05260" " unnamed product"
"ostta02g05270" " Protein of unknown function DUF1517"
"ostta02g05280" " Pseudouridine synthase, RsuA/RluB/C/D/E/F"
"ostta02g05290" " unnamed product"
"ostta02g05320" " unnamed product"
"ostta02g05340" " unnamed product"
"ostta02g05350" " Phosphatidylinositol-4-phosphate 5-kinase, core"
"ostta02g05360" " Triose-phosphate transporter domain"
"ostta02g05380" " Nucleotide-sugar transporter"
"ostta02g05390" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta02g05400" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta02g05410" " unnamed product"
"ostta02g05430" " unnamed product"
"ostta02g05440" "' 5''-Nucleotidase/apyrase'"
"ostta02g05460" " unnamed product"
"ostta02g05470" " Protein phosphatase methylesterase, eukaryotic"
"ostta02g05480" " Ribosomal protein L10/acidic P0"
"ostta02g05510" " Fatty acid desaturase, type 1"
"ostta02g05520" " Molybdopterin cofactor biosynthesis C MoaC domain"
"ostta02g05540" " unnamed product"
"ostta02g05550" " Nucleotide sugar dehydrogenase"
"ostta03g00030" " unnamed product"
"ostta03g00060" " RNA C5-cytosine methyltransferase"
"ostta03g00070" " Ubiquitin-like domain"
"ostta03g00110" " unnamed product"
"ostta03g00130" " unnamed product"
"ostta03g00140" " Oxysterol-binding protein"
"ostta03g00160" " NADP-dependent oxidoreductase domain"
"ostta03g00170" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g00180" " Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
"ostta03g00190" " Bile acid:sodium symporter"
