"geneID" "annotation"
"ostta01g03310" " EF-Hand 1, calcium-binding site"
"ostta01g03495" " Mitochondrial substrate/solute carrier"
"ostta01g03530" " Mitochondrial substrate/solute carrier"
"ostta01g03540" " Sterile alpha motif, type 1"
"ostta01g03550" " unnamed product"
"ostta01g03620" " Class II glutamine amidotransferase domain"
"ostta01g03670" " unnamed product"
"ostta01g03690" " unnamed product"
"ostta01g03700" " unnamed product"
"ostta01g03740" " unnamed product"
"ostta01g03750" " HSP20-like chaperone"
"ostta01g03770" " ATPase, F1 complex, gamma subunit conserved site"
"ostta01g03830" " Sjoegren syndrome/scleroderma autoantigen 1"
"ostta01g03850" " unnamed product"
"ostta01g03860" " Mitochondrial substrate/solute carrier"
"ostta01g03880" " Basic-leucine zipper domain"
"ostta01g03940" " Prefoldin"
"ostta01g03990" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta01g04050" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta01g04080" " Membrane bound O-acyl transferase, MBOAT"
"ostta01g04130" " Homeodomain-like"
"ostta01g04240" " unnamed product"
"ostta01g04275" " Sybindin-like protein"
"ostta01g04280" " Glycerophosphoryl diester phosphodiesterase"
"ostta01g04340" " Glutamyl-tRNA synthetase, class Ib, archaeal/eukaryotic cytosolic"
"ostta01g04360" " unnamed product"
"ostta01g04440" " Clathrin light chain"
"ostta01g04470" " Concanavalin A-like lectin/glucanase, subgroup"
"ostta01g04520" " Protein of unknown function DUF3752"
"ostta01g04540" " unnamed product"
"ostta01g04620" " Flavoprotein pyridine nucleotide cytochrome reductase"
"ostta01g04640" " unnamed product"
"ostta01g04660" " Cation-transporting P-type ATPase, C-terminal"
"ostta01g04750" " unnamed product"
"ostta01g04930" " CHCH"
"ostta01g05005" " Proteasome A-type subunit"
"ostta01g05020" " Glutamine synthetase, glycine-rich site"
"ostta01g05090" " Diacylglycerol kinase, catalytic domain"
"ostta01g05130" " unnamed product"
"ostta01g05350" " unnamed product"
"ostta01g05460" " Transcription factor TFIIE, alpha subunit"
"ostta01g05490" " Serine/threonine-protein kinase, active site"
"ostta01g05500" " unnamed product"
"ostta01g05520" " Thioredoxin-like fold"
"ostta01g05730" " Complex 1 LYR protein"
"ostta01g05830" " Carbonic anhydrase"
"ostta01g05840" " tRNA/rRNA methyltransferase, SpoU"
"ostta01g05970" " Anamorsin"
"ostta01g05990" " Phytoene desaturase CrtI family"
"ostta01g06040" " Sterol-sensing domain"
"ostta01g06130" " Tetratricopeptide repeat"
"ostta01g06150" " Cyclin A/B/D/E"
"ostta01g06180" " unnamed product"
"ostta01g06210" " Nicotinamide N-methyltransferase-like"
"ostta01g06310" " Signal transduction response regulator, receiver domain"
"ostta01g06330" " RecF/RecN/SMC, N-terminal"
"ostta01g06350" " Histone H4"
"ostta01g06360" " unnamed product"
"ostta01g06370" " unnamed product"
"ostta01g06520" " Thioesterase"
"ostta01g06540" " EF-Hand 1, calcium-binding site"
"ostta01g06545" " hypothetical protein"
"ostta01g06590" " unnamed product"
"ostta01g06650" " Somatomedin B domain"
"ostta02g00030" " Glycosyl transferase, family 10"
"ostta02g00040" " Glycosyltransferase AER61, uncharacterised"
"ostta02g00085" " hypothetical protein"
"ostta02g00093" " Transcription factor IIA, helical"
"ostta02g00160" " Polyketide synthase, KR"
"ostta02g00180" " Polyketide synthase, KR"
"ostta02g00310" " RINT-1/TIP-1"
"ostta02g00320" " Transcriptional coactivator/pterin dehydratase"
"ostta02g00340" " Glycerol-3-phosphate O-acyltransferase, chloroplast"
"ostta02g00380" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA n/a  Clpolytic subunit /Translocation-enhancing protein TepA"
"ostta02g00562" " Translation initiation factor IF6"
"ostta02g00720" " Thiolase-like, subgroup"
"ostta02g00740" " unnamed product"
"ostta02g00870" " Oxoglutarate/iron-dependent dioxygenase"
"ostta02g00890" " Ribosomal protein L36e"
"ostta02g00900" " Glutamyl-tRNAGln amidotransferase A subunit n/a  Glutamyl-tRNAGln amidotransfer"
"ostta02g01200" " Isochorismatase-like"
"ostta02g01230" " tRNA modification GTPase MnmE domain 2"
"ostta02g01240" " Glutathione S-transferase, N-terminal"
"ostta02g01330" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta02g01500" " unnamed product"
"ostta02g01590" " Transcription factor IIA, beta-barrel"
"ostta02g01680" " Ubiquinone biosynthesis protein Coq4"
"ostta02g01780" " RNA polymerase archaeal subunit P/eukaryotic subunit RPC10"
"ostta02g01980" " Prephenate dehydrogenase"
"ostta02g02000" " Biotin--acetyl-CoA-carboxylase ligase"
"ostta02g02130" " Ubiquitin-conjugating enzyme/RWD-like"
"ostta02g02310" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA"
"ostta02g02460" " Phosphate transporter"
"ostta02g02610" " Integrase, catalytic core"
"ostta02g02630" " Deoxynucleoside kinase"
"ostta02g02700" " Ribosomal protein L19/L19e domain"
"ostta02g02750" " Exoribonuclease, phosphorolytic domain 2"
"ostta02g02770" " unnamed product"
"ostta02g02800" " Ribosomal protein S26e"
"ostta02g02810" " Nicotinamide N-methyltransferase-like n/a  Nicotinamide N-methyltransferase-likmide N-methyltransferase-like"
"ostta02g02820" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g02850" " Major facilitator superfamily domain, general substrate transporter"
"ostta02g02870" " Glyceraldehyde 3-phosphate dehydrogenase, NADP binding domain"
"ostta02g02910" " Serine/threonine-protein kinase, active site"
"ostta02g02940" " unnamed product"
"ostta02g02970" " unnamed product"
"ostta02g03010" " unnamed product"
"ostta02g03080" " M-phase inducer phosphatase"
"ostta02g03090" " Domain of unknown function DUF547"
"ostta02g03130" " NUDIX hydrolase domain-like"
"ostta02g03230" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g03240" " unnamed product"
"ostta02g03260" " Ribosomal S11, conserved site"
"ostta02g03370" " RmlC-like jelly roll fold"
"ostta02g03440" " Zinc finger, GATA-type"
"ostta02g03450" " WD40 repeat"
"ostta02g03520" " Tetratricopeptide repeat-containing domain"
"ostta02g03540" " DNA-binding TFAR19-related protein"
"ostta02g03570" " Prenyltransferase/squalene oxidase"
"ostta02g03620" " Pyridine nucleotide-disulphide oxidoreductase, FAD/NADP-binding domain"
"ostta02g03680" " unnamed product"
"ostta02g03700" " Beta-lactamase-like"
"ostta02g03800" " Myosin tail 2"
"ostta02g03910" " Armadillo-type fold"
"ostta02g03955" " hypothetical protein"
"ostta02g03980" " Diaminopimelate epimerase, active site"
"ostta02g04000" " Nucleotide-binding, alpha-beta plait"
"ostta02g04090" " Helicase, C-terminal"
"ostta02g04110" " unnamed product"
"ostta02g04120" " Ribosome recycling factor"
"ostta02g04190" " Ankyrin repeat-containing domain"
"ostta02g04200" " Polyketide synthase/Fatty acid synthase, KR"
"ostta02g04210" " Ankyrin repeat-containing domain"
"ostta02g04220" " Ankyrin repeat-containing domain"
"ostta02g04290" " Rpn11/EIF3F C-terminal domain"
"ostta02g04390" " Ribosomal protein L15e, conserved site"
"ostta02g04410" " unnamed product"
"ostta02g04510" " unnamed product"
"ostta02g04520" " unnamed product"
"ostta02g04560" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta02g04660" " Polyketide synthase, KR"
"ostta02g04760" " Mitochondrial substrate/solute carrier"
"ostta02g04770" " unnamed product"
"ostta02g04910" " Peroxisome assembly protein 12"
"ostta02g04920" " Cytochrome c oxidase subunit Vc"
"ostta02g04950" " Transcription factor IIS, N-terminal"
"ostta02g04970" " Glyoxalase-like domain"
"ostta02g04990" " Translation elongation factor EFTs/EF1B, dimerisation"
"ostta02g05000" " unnamed product"
"ostta02g05030" " Tetratricopeptide-like helical"
"ostta02g05040" " Na+/H+ antiporter NhaA"
"ostta02g05070" " ABC transporter, conserved site"
"ostta02g05140" " Nucleotide sugar epimerase"
"ostta02g05160" " Fumarylacetoacetase, C-terminal"
"ostta02g05180" " unnamed product"
"ostta02g05190" " SANT/Myb domain"
"ostta02g05200" " Peptide deformylase"
"ostta02g05220" " unnamed product"
"ostta02g05240" " Structure-specific recognition protein"
"ostta02g05250" " Histone-fold"
"ostta02g05300" " unnamed product"
"ostta02g05370" " Ribosomal protein L11"
"ostta02g05450" "' 5''-Nucleotidase/apyrase'"
"ostta02g05500" " unnamed product"
"ostta03g00050" " unnamed product"
"ostta03g00080" " unnamed product"
"ostta03g00090" " Uncharacterised protein family Ycf49"
"ostta03g00150" " unnamed product"
"ostta03g00220" " Ribulose-phosphate binding barrel"
"ostta03g00230" " unnamed product"
"ostta03g00280" " Thioredoxin-like fold"
"ostta03g00460" " Janus/Ocnus"
"ostta03g00490" " U6 snRNA-associated Sm-like protein LSm4/Small nuclear ribonucleoprotein Sm D1/"
"ostta03g00630" " unnamed product"
"ostta03g00655" " TRAM/LAG1/CLN8 homology domain"
"ostta03g00660" " Fructose-bisphosphate aldolase, class-I"
"ostta03g00720" " unnamed product"
"ostta03g00750" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta03g00780" " Polyribonucleotide nucleotidyltransferase"
"ostta03g00800" " Thioesterase superfamily"
"ostta03g00830" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g00900" " unnamed product"
"ostta03g01020" " Ribosomal protein S10, eukaryotic/archaeal"
"ostta03g01100" " Zinc finger, GATA-type"
"ostta03g01150" " 26S proteasome subunit P45"
"ostta03g01190" " K Homology domain, type 1"
"ostta03g01220" " FAS1 domain"
"ostta03g01380" " Zinc finger, HIT-type"
"ostta03g01390" " unnamed product"
"ostta03g01420" " hypothetical protein n/a  unnamed product n/a  unnamed product"
"ostta03g01460" " WD40 repeat"
"ostta03g01470" " Chaperonin TCP-1, conserved site"
"ostta03g01560" " Histidine triad HIT protein"
"ostta03g01600" " Ribosomal protein L30, ferredoxin-like fold domain"
"ostta03g01630" " Concanavalin A-like lectin/glucanase, subgroup"
"ostta03g01660" " unnamed product"
"ostta03g01770" " SNARE associated Golgi protein"
"ostta03g01830" " WD40/YVTN repeat-like-containing domain"
"ostta03g01860" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g01900" " Zinc finger, RING/FYVE/PHD-type"
"ostta03g01920" " Thioredoxin-like fold"
"ostta03g01930" " DnaJ domain, conserved site"
"ostta03g01960" " Defective-in-cullin neddylation protein"
"ostta03g02000" " tRNAIle-lysidine/2-thiocytidine synthase"
"ostta03g02020" " Protein kinase-like domain"
"ostta03g02080" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta03g02170" " Reduced growth phenotype protein 1"
"ostta03g02180" " Conserved oligomeric Golgi complex, subunit 2, N-terminal"
"ostta03g02190" " EF-hand domain pair"
"ostta03g02275" " NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3"
"ostta03g02310" " DNA/RNA-binding protein Alba-like"
"ostta03g02380" " Nucleotide-binding, alpha-beta plait"
"ostta03g02430" " Leucine-rich repeat"
"ostta03g02480" " Ubiquitin-conjugating enzyme/RWD-like"
"ostta03g02490" " Apc13p"
"ostta03g02540" " RNA-recognition motif RRM Nup35-type domain"
"ostta03g02550" " NUDIX hydrolase domain-like"
"ostta03g02560" " Zinc finger, CHCC-type"
"ostta03g02750" " Zinc finger, CCCH-type"
"ostta03g02770" " Ribosomal protein S6, eukaryotic"
"ostta03g02870" " DnaJ domain"
"ostta03g02950" " Tetratricopeptide repeat-containing domain"
"ostta03g03000" " MiaB-like tRNA modifying enzyme, archaeal-type"
"ostta03g03050" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g03100" " GTP-binding protein Obg/CgtA"
"ostta03g03110" " unnamed product"
"ostta03g03120" " Basic-leucine zipper domain"
"ostta03g03150" "' 3''5''-cyclic nucleotide phosphodiesterase, conserved site'"
"ostta03g03200" " Peptidase C48, SUMO/Sentrin/Ubl1"
"ostta03g03240" " Ribosomal protein S2, eukaryotic/archaeal"
"ostta03g03250" " Sybindin-like protein"
"ostta03g03300" " Ribosomal protein L39e, conserved site"
"ostta03g03310" " unnamed product"
"ostta03g03370" " unnamed product"
"ostta03g03430" " Zinc finger, PHD-type, conserved site"
"ostta03g03450" " HR-like lesion-inducer"
"ostta03g03530" " unnamed product"
"ostta03g03610" " Iron hydrogenase"
"ostta03g03820" " Isochorismatase-like"
"ostta03g04000" " unnamed product"
"ostta03g04030" " Zinc finger, CCHC-type"
"ostta03g04040" " Rab-GTPase-TBC domain"
"ostta03g04280" " Eukaryotic porin/Tom40"
"ostta03g04290" " Ribosomal protein L10e/L16"
"ostta03g04310" " Protein of unknown function DUF901"
"ostta03g04360" " FERM/acyl-CoA-binding protein, 3-helical bundle"
"ostta03g04380" " Nascent polypeptide-associated complex subunit alpha"
"ostta03g04400" " Uncharacterised protein GYD"
"ostta03g04410" " WD40 repeat"
"ostta03g04440" " NIF system FeS cluster assembly, NifU-like scaffold, N-terminal"
"ostta03g04500" " unnamed product"
"ostta03g04510" " Ribosomal protein L5, conserved site n/a  Ribosomal protein L5, conserved site"
"ostta03g04580" " unnamed product"
"ostta03g04640" " DREV methyltransferase"
"ostta03g04650" " Ovarian tumour, otubain"
"ostta03g04690" " 5-AMP-activated protein kinase, beta subunit, interaction domain"
"ostta03g04720" " Short-chain dehydrogenase/reductase SDR"
"ostta03g04740" " Tetratricopeptide repeat"
"ostta03g04770" "' 3''5''-cyclic nucleotide phosphodiesterase'"
"ostta03g04780" " unnamed product"
"ostta03g04790" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta03g04930" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta03g05050" " FAD dependent oxidoreductase"
"ostta03g05060" " TAP42-like protein"
"ostta03g05080" " Radical SAM"
"ostta03g05380" " tRNA modification GTPase MnmE domain 2"
"ostta03g05410" " Ribosomal protein L11"
"ostta03g05460" " unnamed product"
"ostta03g05480" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05640" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g05660" " unnamed product"
"ostta03g05690" " Beta-1,4-galactosyltransferase"
"ostta03g05715" " Erv1/Alr"
"ostta03g05730" " Amino acid transporter, transmembrane n/a  Amino acid transporter, transmembran"
"ostta03g05740" " Ribosomal protein S23/S29, mitochondrial"
"ostta03g05780" " Chloride channel, voltage gated"
"ostta03g05880" " Ribosomal protein L22, bacterial/chloroplast-type"
"ostta03g05900" " Uncharacterised protein family Ycf20"
"ostta03g05980" " DEAD/DEAH-box helicase, putative"
"ostta03g05990" " unnamed product"
"ostta03g06020" " unnamed product"
"ostta03g06030" " unnamed product"
"ostta04g00150" " P25-alpha"
"ostta04g00160" " unnamed product"
"ostta04g00200" " Peptidoglycan-binding lysin domain"
"ostta04g00240" " Flavin amine oxidase"
"ostta04g00270" " unnamed product"
"ostta04g00310" " unnamed product"
"ostta04g00320" " unnamed product"
"ostta04g00470" " Cullin repeat-like-containing domain"
"ostta04g00550" " UbiE/COQ5 methyltransferase"
"ostta04g00590" " Surfeit locus 1/Shy1"
"ostta04g00790" " K Homology domain, type 1"
"ostta04g00870" " Metalloenzyme, LuxS/M16 peptidase-like"
"ostta04g00900" " Multi antimicrobial extrusion protein"
"ostta04g00910" " Armadillo-type fold"
"ostta04g00940" " Histone methylation DOT1"
"ostta04g00950" " unnamed product"
"ostta04g01000" " GPI mannosyltransferase"
"ostta04g01150" " unnamed product"
"ostta04g01160" " unnamed product"
"ostta04g01250" " Tetratricopeptide repeat"
"ostta04g01270" " Ribosomal protein S3, eukaryotic/archaeal"
"ostta04g01290" " OB-fold nucleic acid binding domain, AA-tRNA synthetase-type"
"ostta04g01310" " Ribosomal protein L32e"
"ostta04g01340" " NADH-azoreductase, FMN-dependent"
"ostta04g01440" " NADH:ubiquinone oxidoreductase, ESSS subunit"
"ostta04g01460" " Peptidase A22B, signal peptide peptidase"
"ostta04g01470" " unnamed product"
"ostta04g01650" " Up-frameshift suppressor 2"
"ostta04g01660" " Aminoacyl-tRNA synthetase, class Ia"
"ostta04g01740" " unnamed product"
"ostta04g01760" " Ribosomal protein L6, alpha-beta domain"
"ostta04g01845" " Pheromone shutdown, TraB"
"ostta04g01850" " Transport protein XK"
"ostta04g01860" " Ribosomal protein L2, conserved site"
"ostta04g01930" " Ubiquitin carboxyl-terminal hydrolases family 2"
"ostta04g01940" " Lipase, class 3"
"ostta04g02110" " Exoribonuclease, phosphorolytic domain 2"
"ostta04g02170" " unnamed product"
"ostta04g02190" " unnamed product"
"ostta04g02230" " unnamed product"
"ostta04g02310" " JmjC domain"
"ostta04g02400" " CRAL/TRIO, N-terminal domain"
"ostta04g02410" " D123"
"ostta04g02560" " Glycerophosphoryl diester phosphodiesterase"
"ostta04g02590" " Actin-related protein"
"ostta04g02670" " Nicotinamide N-methyltransferase-like"
"ostta04g02680" " unnamed product"
"ostta04g02710" " Thioredoxin, conserved site"
"ostta04g02790" " Autophagy-related protein 2"
"ostta04g02820" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g02890" " unnamed product"
"ostta04g02920" " unnamed product"
"ostta04g02940" " unnamed product"
"ostta04g02980" " CAAX amino terminal protease"
"ostta04g03100" " Tetratricopeptide, MLP1/MLP2-like"
"ostta04g03110" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g03150" " SWIB/MDM2 domain"
"ostta04g03170" " Polyprenyl synthetase"
"ostta04g03220" " unnamed product"
"ostta04g03240" " unnamed product"
"ostta04g03280" " unnamed product"
"ostta04g03290" " Domain of unknown function DUF4200"
"ostta04g03370" " DnaJ domain"
"ostta04g03410" " unnamed product"
"ostta04g03430" " EF-Hand 1, calcium-binding site"
"ostta04g03500" " Nucleotide-binding, alpha-beta plait"
"ostta04g03510" " Fatty acid desaturase, type 2"
"ostta04g03520" " Adenylate kinase"
"ostta04g03540" " ABC-2 type transporter"
"ostta04g03680" " O-methyltransferase, family 3"
"ostta04g03690" " unnamed product"
"ostta04g03740" " Arsenite/antimonite efflux pump membrane protein,  ArsB"
"ostta04g03820" " unnamed product"
"ostta04g03830" " unnamed product"
"ostta04g04030" " unnamed product"
"ostta04g04065" " Photosystem II Pbs27"
"ostta04g04110" " Clathrin/coatomer adaptor, adaptin-like, N-terminal"
"ostta04g04120" " Bacterial transferase hexapeptide repeat"
"ostta04g04170" " Ribosomal protein L34Ae"
"ostta04g04190" " EF-hand domain pair"
"ostta04g04230" " Ribosomal protein L28"
"ostta04g04300" " unnamed product"
"ostta04g04320" " Zinc finger, SWIM-type"
"ostta04g04380" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta04g04440" " Sensitivity To Red Light Reduced-like, SRR1"
"ostta04g04450" " unnamed product"
"ostta04g04530" " unnamed product"
"ostta04g04650" " Beclin family"
"ostta04g04660" " unnamed product"
"ostta04g04670" " unnamed product"
"ostta04g04680" " IQ motif, EF-hand binding site"
"ostta04g04690" " Cycloeucalenol cycloisomerase"
"ostta04g04700" " unnamed product"
"ostta04g04740" " Thioredoxin-like fold"
"ostta04g04750" " Branched-chain amino acid aminotransferase II"
"ostta04g05020" " unnamed product"
"ostta04g05030" " Ribosomal protein S17e, conserved site"
"ostta04g05110" " Ribosomal protein L7Ae/L30e/S12e/Gadd45"
"ostta04g05140" " Zinc finger, RING/FYVE/PHD-type"
"ostta04g05180" " unnamed product"
"ostta04g05300" " unnamed product"
"ostta04g05360" " SPX, N-terminal"
"ostta04g05390" " Mitochondrial import receptor subunit TOM7"
"ostta04g05430" " Protein of unknown function DUF4336"
"ostta04g05440" " unnamed product"
"ostta04g05510" " Ankyrin repeat"
"ostta04g05560" " unnamed product"
"ostta04g05580" " unnamed product"
"ostta04g05600" " Helicase, C-terminal"
"ostta05g00110" " Ribosomal protein L27e"
"ostta05g00220" " Hydroxy monocarboxylic acid anion dehydrogenase, HIBADH-type"
"ostta05g00225" " hypothetical protein"
"ostta05g00240" " PPPDE putative peptidase domain"
"ostta05g00250" " AMP-dependent synthetase/ligase"
"ostta05g00280" " HSP40/DnaJ peptide-binding"
"ostta05g00400" " Cytidine/deoxycytidylate deaminase, zinc-binding domain"
"ostta05g00470" " Ammonium transporter AmtB-like domain"
"ostta05g00580" " unnamed product"
"ostta05g00620" " unnamed product"
"ostta05g00670" " Arf GTPase activating protein"
"ostta05g00740" " Transferase 1, rSAM/selenodomain-associated"
"ostta05g00820" " Parallel beta-helix repeat"
"ostta05g00870" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta05g00880" " Carbohydrate kinase PfkB"
"ostta05g00970" " C-5 cytosine methyltransferase"
"ostta05g01060" " Phosphoesterase domain"
"ostta05g01180" " NADP-dependent oxidoreductase domain"
"ostta05g01210" " Prefoldin"
"ostta05g01250" " Single-stranded nucleic acid binding R3H"
"ostta05g01290" " Translocon-associated protein TRAP, alpha subunit"
"ostta05g01300" " Aminotransferases, class-I, pyridoxal-phosphate-binding site"
"ostta05g01350" " Dihydrodipicolinate synthetase, conserved site"
"ostta05g01360" " D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding"
"ostta05g01430" " Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase"
"ostta05g01440" " RmlC-like jelly roll fold"
"ostta05g01460" " Ribosomal protein L29"
"ostta05g01470" " HSP40/DnaJ peptide-binding"
"ostta05g01500" " unnamed product"
"ostta05g01520" " Phosphorylated CTD interacting factor 1, WW domain"
"ostta05g01590" " SNF2-related"
"ostta05g01710" " Asparagine synthase, glutamine-hydrolyzing"
"ostta05g01720" " Domain of unknown function DUF2431"
"ostta05g01740" " HAD-superfamily hydrolase,subfamily IIIA"
"ostta05g01750" " unnamed product"
"ostta05g01760" " Citrate synthase active site"
"ostta05g01820" " 3-dehydroquinate synthase AroB"
"ostta05g01860" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA"
"ostta05g01890" " DNA/RNA-binding protein Alba-like"
"ostta05g01900" " APOBEC/CMP deaminase, zinc-binding"
"ostta05g01910" " GYF"
"ostta05g01930" " Serine endopeptidase DegP2"
"ostta05g01970" " ATPase, F1 complex, OSCP/delta subunit"
"ostta05g02130" " Inosine/uridine-preferring nucleoside hydrolase"
"ostta05g02140" " Peptidase S54, rhomboid domain"
"ostta05g02200" " WD40/YVTN repeat-like-containing domain"
"ostta05g02290" " Drug/metabolite transporter"
"ostta05g02400" " unnamed product"
"ostta05g02530" " GPI transamidase component PIG-T"
"ostta05g02560" " Organic solute transporter Ost-alpha"
"ostta05g02580" " Vesicle tethering protein Uso1/P115-like , head domain"
"ostta05g02590" " unnamed product"
"ostta05g02620" " Ubiquitin-conjugating enzyme, active site"
"ostta05g02630" " unnamed product"
"ostta05g02660" " Twin-arginine translocation pathway, signal sequence"
"ostta05g02845" " hypothetical protein"
"ostta05g02860" " HSP20-like chaperone"
"ostta05g02890" " Uncharacterised domain UPF0066, YaeB-like domain"
"ostta05g02900" " Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogena"
"ostta05g02990" " Biotin/lipoate A/B protein ligase"
"ostta05g03050" " Tetratricopeptide-like helical"
"ostta05g03160" " Drug/metabolite transporter"
"ostta05g03370" " Major facilitator superfamily domain, general substrate transporter"
"ostta05g03390" " RmlC-like jelly roll fold"
"ostta05g03405" " Ovarian tumour, otubain"
"ostta05g03470" " P-loop containing nucleoside triphosphate hydrolase"
"ostta05g03480" " Nucleotide-binding, alpha-beta plait"
"ostta05g03500" " ABC-2 type transporter"
"ostta05g03690" " unnamed product"
"ostta05g03720" " unnamed product"
"ostta05g03780" " SET domain"
"ostta05g03790" " Domain of unknown function DUF3635"
"ostta05g03850" " Cytochrome b5-like heme/steroid binding domain"
"ostta05g03860" " Uroporphyrin-III C-methyltransferase"
"ostta05g03870" " Ribosomal protein S9, conserved site"
"ostta05g03880" " unnamed product"
"ostta05g03930" " Adenylyl cyclase class-3/4/guanylyl cyclase"
"ostta05g03990" " unnamed product"
"ostta05g04140" " Bicarbonate transporter, eukaryotic"
"ostta05g04190" " Checkpoint protein Hus1/Mec3"
"ostta05g04260" " tRNA guanine-N1--methyltransferase, eukaryotic"
"ostta05g04270" " unnamed product"
"ostta05g04310" " GCN5-like 1"
"ostta05g04330" " Glycoside hydrolase, family 37, conserved site"
"ostta05g04340" " Thioredoxin-like fold"
"ostta05g04365" " hypothetical protein"
"ostta05g04380" " Ferredoxin-dependent bilin reductase"
"ostta05g04390" " unnamed product"
"ostta05g04415" " hypothetical protein"
