"geneID" "annotation"
"ostta03g00560" " unnamed product"
"ostta03g00610" " 3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal"
"ostta03g00650" " Aromatic-ring hydroxylase-like"
"ostta03g00710" " Armadillo-type fold"
"ostta03g00720" " unnamed product"
"ostta03g00730" " Histidine phosphatase superfamily, clade-1"
"ostta03g00760" " Transcription factor MYC/MYB N-terminal"
"ostta03g00780" " Polyribonucleotide nucleotidyltransferase"
"ostta03g00820" " Carbohydrate kinase, FGGY, C-terminal"
"ostta03g00830" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g00930" " FAD linked oxidase, N-terminal"
"ostta03g01250" " unnamed product"
"ostta03g01270" " Rhodanese-like domain"
"ostta03g01290" " unnamed product"
"ostta03g01330" " unnamed product"
"ostta03g01420" " hypothetical protein n/a  unnamed product n/a  unnamed product"
"ostta03g01460" " WD40 repeat"
"ostta03g01520" " Mpv17/PMP22"
"ostta03g01530" " Domain of unknown function DUF3641"
"ostta03g01600" " Ribosomal protein L30, ferredoxin-like fold domain"
"ostta03g01610" " EMSY N-terminal"
"ostta03g01635" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta03g01660" " unnamed product"
"ostta03g01670" " WD40/YVTN repeat-like-containing domain"
"ostta03g01680" " Helicase, C-terminal"
"ostta03g01750" " Signal transduction response regulator, receiver domain"
"ostta03g01860" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g01990" " Ribonuclease H-like domain"
"ostta03g02000" " tRNAIle-lysidine/2-thiocytidine synthase"
"ostta03g02080" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta03g02140" " Ubiquitin supergroup"
"ostta03g02170" " Reduced growth phenotype protein 1"
"ostta03g02310" " DNA/RNA-binding protein Alba-like"
"ostta03g02550" " NUDIX hydrolase domain-like"
"ostta03g02670" " Zinc finger, ZZ-type"
"ostta03g02840" " Poly A polymerase, head domain"
"ostta03g03170" " PapD-like"
"ostta03g03260" " Phosphoserine aminotransferase"
"ostta03g03330" " unnamed product"
"ostta03g03370" " unnamed product"
"ostta03g03400" " unnamed product"
"ostta03g03420" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, N-terminal"
"ostta03g03450" " HR-like lesion-inducer"
"ostta03g03460" " Concanavalin A-like lectin/glucanases superfamily"
"ostta03g03570" " Armadillo-type fold"
"ostta03g03580" " Arf GTPase activating protein"
"ostta03g03620" " Cytochrome P450, conserved site"
"ostta03g03670" " F-box domain"
"ostta03g03770" " Protein of unknown function DUF2052, coiled-coil"
"ostta03g04050" " unnamed product"
"ostta03g04150" " Quinolinate phosphoribosyl transferase, C-terminal"
"ostta03g04310" " Protein of unknown function DUF901"
"ostta03g04330" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site n/a  Cyclotidyl-prolyl cis-trans isomerase, conserved site"
"ostta03g04335" " hypothetical protein"
"ostta03g04460" " Thioredoxin-like fold"
"ostta03g04470" " Concanavalin A-like lectin/glucanases superfamily"
"ostta03g05000" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05120" " DNA mismatch repair protein MutS-like, N-terminal"
"ostta03g05130" " unnamed product"
"ostta03g05160" " Cysteinyl-tRNA synthetase/mycothiol ligase"
"ostta03g05210" " Leucine-rich repeat"
"ostta03g05240" " unnamed product"
"ostta03g05320" " Transcription factor TFIIE beta subunit, DNA-binding domain"
"ostta03g05340" " unnamed product"
"ostta03g05360" " unnamed product"
"ostta03g05380" " tRNA modification GTPase MnmE domain 2"
"ostta03g05430" " Mitochondrial substrate/solute carrier n/a  Mitochondrial substrate/solute carr"
"ostta03g05450" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05490" " Hydroxyacylglutathione hydrolase"
"ostta03g05550" " unnamed product"
"ostta03g05640" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g05880" " Ribosomal protein L22, bacterial/chloroplast-type"
"ostta03g05990" " unnamed product"
"ostta03g06020" " unnamed product"
"ostta04g00100" " Uncharacterised protein family Ycf19"
"ostta04g00160" " unnamed product"
"ostta04g00180" " Nicotinamide N-methyltransferase-like"
"ostta04g00190" " Zinc finger, PHD-finger"
"ostta04g00200" " Peptidoglycan-binding lysin domain"
"ostta04g00220" " Cold-shock protein, DNA-binding"
"ostta04g00270" " unnamed product"
"ostta04g00430" " Serine/threonine-protein kinase, active site"
"ostta04g00460" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g00480" " DNA/RNA helicase, DEAD/DEAH box type, N-terminal"
"ostta04g00560" " Structural maintenance of chromosomes Smc2"
"ostta04g00630" " Vacuolar protein sorting-associated protein 26"
"ostta04g00660" " unnamed product"
"ostta04g00680" " Serine/threonine-protein kinase, active site"
"ostta04g00800" " Tetratricopeptide repeat"
"ostta04g00820" " RNA C5-cytosine methyltransferase"
"ostta04g00940" " Histone methylation DOT1"
"ostta04g00960" " IQ motif, EF-hand binding site"
"ostta04g00990" " Ankyrin repeat-containing domain"
"ostta04g01000" " GPI mannosyltransferase"
"ostta04g01100" " Phosphoribosyl-ATP pyrophosphohydrolase-like"
"ostta04g01130" " unnamed product"
"ostta04g01350" " unnamed product"
"ostta04g01360" " Prp31 C-terminal"
"ostta04g01420" " RFT1"
"ostta04g01460" " Peptidase A22B, signal peptide peptidase"
"ostta04g01520" " unnamed product"
"ostta04g01570" " Coatomer, alpha subunit, C-terminal"
"ostta04g01670" " Pre-mRNA-splicing factor 38"
"ostta04g01810" " Small GTPase superfamily, Ras type"
"ostta04g01840" " unnamed product"
"ostta04g01850" " Transport protein XK"
"ostta04g01860" " Ribosomal protein L2, conserved site"
"ostta04g01930" " Ubiquitin carboxyl-terminal hydrolases family 2"
"ostta04g02030" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta04g02105" " Exoribonuclease, phosphorolytic domain 2"
"ostta04g02110" " Exoribonuclease, phosphorolytic domain 2"
"ostta04g02130" " Domain of unknown function DUF221"
"ostta04g02210" " Ankyrin repeat"
"ostta04g02380" " Histone chaperone, ASF1-like"
"ostta04g02440" " unnamed product"
"ostta04g02520" " Snf7"
"ostta04g02550" " Single hybrid motif"
"ostta04g02570" " unnamed product"
"ostta04g02620" " Peptide methionine sulphoxide reductase MsrA"
"ostta04g02850" " Zinc finger, Dof-type"
"ostta04g02910" " Proline oxidase"
"ostta04g02950" " 2Fe-2S ferredoxin-type domain"
"ostta04g03010" " Bicarbonate transporter, C-terminal"
"ostta04g03050" " Zinc finger, RING/FYVE/PHD-type"
"ostta04g03070" " unnamed product"
"ostta04g03090" " Signal recognition particle, SRP9/SRP14 subunit"
"ostta04g03110" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g03370" " DnaJ domain"
"ostta04g03410" " unnamed product"
"ostta04g03750" " Acyl-CoA N-acyltransferase"
"ostta04g03820" " unnamed product"
"ostta04g03840" " YL1 nuclear"
"ostta04g03880" " Serine/threonine-protein kinase, active site"
"ostta04g04140" " unnamed product"
"ostta04g04220" " 3-beta hydroxysteroid dehydrogenase/isomerase"
"ostta04g04240" " Zinc finger, CCCH-type"
"ostta04g04530" " unnamed product"
"ostta04g04550" " Plexin-like fold"
"ostta04g04570" " Protein of unknown function DUF3531"
"ostta04g04580" " WD40/YVTN repeat-like-containing domain"
"ostta04g04640" " CDC45 family"
"ostta04g04670" " unnamed product"
"ostta04g04680" " IQ motif, EF-hand binding site"
"ostta04g04690" " Cycloeucalenol cycloisomerase"
"ostta04g04780" " Protein of unknown function DUF846, eukaryotic"
"ostta04g04790" " Vacuolar protein sorting-associated protein 62"
"ostta04g04820" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g04910" " DNA-directed RNA polymerase RPB5 subunit, eukaryote/virus"
"ostta04g04970" " Zinc finger, CCHC-type"
"ostta04g05000" " Domain of unknown function DUF1777"
"ostta04g05050" " unnamed product"
"ostta04g05110" " Ribosomal protein L7Ae/L30e/S12e/Gadd45"
"ostta04g05130" " unnamed product"
"ostta04g05200" " unnamed product"
"ostta04g05400" " unnamed product"
"ostta04g05450" " unnamed product"
"ostta04g05590" " Transposase IS605, OrfB, C-terminal"
"ostta05g00080" " Phox homologous domain"
"ostta05g00130" " unnamed product"
"ostta05g00180" " P-loop containing nucleoside triphosphate hydrolase"
"ostta05g00225" " hypothetical protein"
"ostta05g00290" " unnamed product"
"ostta05g00370" " Triose-phosphate transporter domain"
"ostta05g00400" " Cytidine/deoxycytidylate deaminase, zinc-binding domain"
"ostta05g00410" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta05g00480" " Inner centromere protein, ARK-binding domain"
"ostta05g00490" " Aminoacyl-tRNA synthetase, class 1a, anticodon-binding"
"ostta05g00500" " Spo11/DNA topoisomerase VI, subunit A"
"ostta05g00580" " unnamed product"
"ostta05g00620" " unnamed product"
"ostta05g00640" " Intron-binding protein, aquarius"
"ostta05g00680" " CRAL/TRIO, N-terminal domain"
"ostta05g00770" " unnamed product"
"ostta05g00840" " Pyridine nucleotide-disulphide oxidoreductase, NAD-binding domain"
"ostta05g00900" " Transmembrane protein TauE like"
"ostta05g00980" " C-5 cytosine methyltransferase"
"ostta05g01100" " unnamed product"
"ostta05g01120" " unnamed product"
"ostta05g01180" " NADP-dependent oxidoreductase domain"
"ostta05g01200" " Beta-propeller repeat TECPR"
"ostta05g01290" " Translocon-associated protein TRAP, alpha subunit"
"ostta05g01300" " Aminotransferases, class-I, pyridoxal-phosphate-binding site"
"ostta05g01330" " Zinc finger, CCCH-type"
"ostta05g01340" " unnamed product"
"ostta05g01350" " Dihydrodipicolinate synthetase, conserved site"
"ostta05g01480" " Transcriptional regulator TACO1-like, domain 2"
"ostta05g01630" " Triose-phosphate transporter domain"
"ostta05g01760" " Citrate synthase active site"
"ostta05g01800" " TspO/MBR-related protein"
"ostta05g01850" " Ubiquitin-conjugating enzyme, active site"
"ostta05g01970" " ATPase, F1 complex, OSCP/delta subunit"
"ostta05g01990" " Beta-lactamase-related"
"ostta05g02060" " Quinoprotein amine dehydrogenase, beta chain-like"
"ostta05g02100" " WD40 repeat"
"ostta05g02160" " SWR1-complex protein 4/DNA methyltransferase 1-associated protein 1"
"ostta05g02210" " unnamed product"
"ostta05g02235" " N2227-like"
"ostta05g02280" " Small GTPase superfamily, Rab type"
"ostta05g02340" " Peptidyl-prolyl cis-trans isomerase, PpiC-type"
"ostta05g02426" " Prefoldin"
"ostta05g02520" " Nucleotide-sugar transporter"
"ostta05g02530" " GPI transamidase component PIG-T"
"ostta05g02590" " unnamed product"
"ostta05g02610" " Inositol monophosphatase"
"ostta05g02660" " Twin-arginine translocation pathway, signal sequence"
"ostta05g02800" " Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote"
"ostta05g02830" " EPS15 homology EH"
"ostta05g02900" " Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogena"
"ostta05g03120" " High mobility group box domain"
"ostta05g03130" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta05g03180" " Serine/threonine-protein kinase, active site"
"ostta05g03200" " Forkhead-associated FHA domain"
"ostta05g03290" " HCaRG"
"ostta05g03350" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta05g03380" " unnamed product"
"ostta05g03405" " Ovarian tumour, otubain"
"ostta05g03630" " Protein of unknown function DUF448"
"ostta05g03650" " Immunoglobulin-like fold"
"ostta05g03660" " Tetratricopeptide repeat"
"ostta05g03730" " Protein-tyrosine phosphatase-like, PTPLA"
"ostta05g03790" " Domain of unknown function DUF3635"
"ostta05g03810" " Misato Segment II tubulin-like domain"
"ostta05g03850" " Cytochrome b5-like heme/steroid binding domain"
"ostta05g03910" " Iron/zinc purple acid phosphatase-like C-terminal domain"
"ostta05g04000" " 2Fe-2S ferredoxin-type domain"
"ostta05g04080" " Helicase, C-terminal"
"ostta05g04090" " unnamed product"
"ostta05g04100" " Dedicator of cytokinesis"
"ostta05g04160" " unnamed product"
"ostta05g04190" " Checkpoint protein Hus1/Mec3"
"ostta05g04210" " unnamed product"
"ostta05g04230" " Alcohol dehydrogenase, iron-type, conserved site"
"ostta05g04370" " ABC-2 type transporter"
"ostta05g04380" " Ferredoxin-dependent bilin reductase"
"ostta05g04510" " Domain of unknown function DUF4341"
"ostta05g04540" " unnamed product"
"ostta05g04590" " Glucose-6-phosphate dehydrogenase, NAD-binding"
"ostta05g04600" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta05g04770" " UAA transporter"
"ostta05g04780" " Major facilitator superfamily domain, general substrate transporter"
"ostta05g04800" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta05g04820" " TRAM/LAG1/CLN8 homology domain"
"ostta05g04850" " Rhodanese-like domain"
"ostta05g04880" " Multi antimicrobial extrusion protein"
"ostta05g04890" " Enkurin-like domain"
"ostta05g04930" " Ubiquitin-conjugating enzyme, active site"
"ostta05g04970" " WD40/YVTN repeat-like-containing domain"
"ostta06g00050" " Adenylyl cyclase class-3/4/guanylyl cyclase"
"ostta06g00170" " unnamed product"
"ostta06g00300" " unnamed product"
"ostta06g00350" " Proteasome A-type subunit"
"ostta06g00400" " unnamed product"
"ostta06g00410" " unnamed product"
"ostta06g00470" " unnamed product"
"ostta06g00590" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g00700" " Phosphoglycerate kinase, conserved site"
"ostta06g00890" " SET domain"
"ostta06g00900" " Vitamin B6 photo-protection and homoeostasis"
"ostta06g00930" " unnamed product"
"ostta06g01190" " GRAM domain"
"ostta06g01220" " Myb domain, plants"
"ostta06g01260" " SUMO-conjugating enzyme Ubc9"
"ostta06g01280" " unnamed product"
"ostta06g01300" " Protein of unknown function DUF819"
"ostta06g01360" " Rho GTPase-activating protein domain"
"ostta06g01700" " WD40/YVTN repeat-like-containing domain"
"ostta06g01810" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g01880" " Carbohydrate binding module family 20"
"ostta06g02080" " Cleavage/polyadenylation specificity factor, A subunit, C-terminal"
"ostta06g02150" " von Willebrand factor, type A"
"ostta06g02250" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta06g02280" " FAM173 family"
"ostta06g02300" " Basic-leucine zipper domain"
"ostta06g02350" " unnamed product"
"ostta06g02390" " Symplekin  C-terminal"
"ostta06g02410" " PBP domain"
"ostta06g02460" " Aminoacyl-tRNA synthetase, class Ic"
"ostta06g02480" " Uncharacterised protein family FAM98"
"ostta06g02490" " unnamed product"
"ostta06g02540" " Actin-related protein 7, plant"
"ostta06g02570" " Armadillo-type fold"
"ostta06g02690" " Synaptojanin, N-terminal"
"ostta06g02710" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta06g02720" " Domain of unknown function DUF4057"
"ostta06g02770" " Hydroxyacylglutathione hydrolase"
"ostta06g02890" " Proliferating cell nuclear antigen, PCNA, N-terminal"
"ostta06g02910" " Uncharacterised protein family UPF0454"
"ostta06g02920" " Aminoacyl-tRNA synthetase, class Ic"
"ostta06g02970" " Formyl transferase, N-terminal"
"ostta06g03090" " unnamed product"
"ostta06g03100" " unnamed product"
"ostta06g03110" " HAD hydrolase, subfamily IA"
"ostta06g03200" " Patatin/Phospholipase A2-related"
"ostta06g03230" " unnamed product"
"ostta06g03440" " Phospholipid-transporting  P-type ATPase, subfamily IV"
"ostta06g03465" " hypothetical protein"
"ostta06g03480" " DNA helicase, DnaB-like, C-terminal"
"ostta06g03490" " unnamed product"
"ostta06g03580" " unnamed product"
"ostta06g03630" " Helicase, C-terminal"
"ostta06g03680" " Rubredoxin-type fold"
"ostta06g03790" " K Homology domain, type 1"
"ostta06g03820" " Glutamine amidotransferase"
"ostta06g03900" " Rpn11/EIF3F C-terminal domain"
"ostta06g04050" " Beta-lactamase-like"
"ostta06g04150" " unnamed product"
"ostta06g04160" " Mitochondrial substrate/solute carrier"
"ostta06g04230" " Bromodomain"
"ostta06g04310" " SAP domain"
"ostta06g04340" " Proteasome assembly chaperone 2"
"ostta06g04350" " NUDIX hydrolase domain-like"
"ostta06g04370" " Two pore domain potassium channel domain"
"ostta06g04420" " Lipase, class 3"
"ostta06g04530" " Uncharacterised protein family UPF0136, Transmembrane"
"ostta07g00010" " FERM/acyl-CoA-binding protein, 3-helical bundle"
"ostta07g00030" " Ribosomal L11 methyltransferase, PrmA"
"ostta07g00100" " unnamed product"
"ostta07g00200" " unnamed product"
"ostta07g00330" " HAD-like domain"
"ostta07g00350" " DNA-repair protein, UmuC-like, N-terminal"
"ostta07g00630" " Endonuclease/exonuclease/phosphatase"
"ostta07g00690" " Thermonuclease active site"
"ostta07g00760" " unnamed product"
"ostta07g00840" " Endonuclease/exonuclease/phosphatase"
"ostta07g01000" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta07g01100" " UbiE/COQ5 methyltransferase"
"ostta07g01150" " ABC transporter, conserved site"
"ostta07g01310" " Glycosyl transferase, family 1"
"ostta07g01430" " G-patch domain"
"ostta07g01450" " Superoxide dismutase Cu/Zn / superoxide dismutase copper chaperone"
"ostta07g01470" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta07g01560" " unnamed product"
"ostta07g01650" " Peptidase C1A, papain C-terminal"
"ostta07g01770" " unnamed product"
"ostta07g01800" " Serine/threonine-specific protein phosphatase/bis5-nucleosyl-tetraphosphatase"
"ostta07g01870" " Cyclin-dependent kinase, regulatory subunit"
"ostta07g02030" " Peptidase U9, T4 prohead protease"
"ostta07g02150" " FERM/acyl-CoA-binding protein, 3-helical bundle"
"ostta07g02160" " unnamed product"
"ostta07g02200" " FERM/acyl-CoA-binding protein, 3-helical bundle"
"ostta07g02210" " Cobalamin vitamin B12 biosynthesis CobW-like, C-terminal"
"ostta07g02250" " Putative translation initiation factor, aIF-2BI/5-methylthioribose-1-phosphate"
"ostta07g02260" " Carbohydrate binding module family 20"
"ostta07g02270" " unnamed product"
"ostta07g02490" " unnamed product"
"ostta07g02520" " Tetratricopeptide repeat"
"ostta07g02550" " Zinc finger, RING/FYVE/PHD-type"
"ostta07g02610" " DNA polymerase delta, subunit 4"
"ostta07g02660" " Non-structural maintenance of chromosomes element 1"
"ostta07g02855" " Protein of unknown function DUF866, eukaryotic"
"ostta07g02960" " EGF-like, conserved site"
"ostta07g03100" " ABC transporter, conserved site"
"ostta07g03150" " unnamed product"
"ostta07g03220" " unnamed product"
"ostta07g03400" " Lumazine-binding protein"
"ostta07g03440" " Nucleotidyl transferase"
"ostta07g03540" " Rab-GTPase-TBC domain"
"ostta07g03550" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta07g03670" " Clathrin adaptor, mu subunit, conserved site"
"ostta07g03730" " Adenylate kinase"
"ostta07g03820" " Polyadenylate-binding protein/Hyperplastic disc protein"
"ostta07g03890" " HAD-superfamily hydrolase, subfamily IB, PSPase-like"
"ostta07g03910" " WD40 repeat"
