"geneID" "annotation"
"ostta01g03960" " unnamed product"
"ostta01g04210" " GOLD"
"ostta01g04280" " Glycerophosphoryl diester phosphodiesterase"
"ostta01g04310" " Taxilin family"
"ostta01g04390" " SPla/RYanodine receptor SPRY"
"ostta01g04420" " unnamed product"
"ostta01g04450" " Vacuolar protein sorting-associated, VPS28"
"ostta01g04470" " Concanavalin A-like lectin/glucanase, subgroup"
"ostta01g04500" " unnamed product"
"ostta01g04510" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g04520" " Protein of unknown function DUF3752"
"ostta01g04550" " ATPase-like, ParA/MinD"
"ostta01g04590" " unnamed product"
"ostta01g04670" " unnamed product"
"ostta01g04890" " JmjC domain"
"ostta01g04910" " Alpha-mannosyltransferase"
"ostta01g04990" " unnamed product"
"ostta01g05005" " Proteasome A-type subunit"
"ostta01g05040" " Adenylate kinase"
"ostta01g05120" " Nucleoporin Nup54, alpha-helical domain"
"ostta01g05155" " Pyruvate/Phosphoenolpyruvate kinase-like domain"
"ostta01g05170" " Transcription factor IIS, N-terminal"
"ostta01g05240" " Phosphatidylinositol 3/4-kinase, conserved site"
"ostta01g05390" " BolA protein"
"ostta01g05560" " Pyruvate dehydrogenase acetyl-transferring E1 component, alpha subunit, subgrou"
"ostta01g05660" " Nucleotide-binding, alpha-beta plait"
"ostta01g05810" " Frizzled domain"
"ostta01g05830" " Carbonic anhydrase"
"ostta01g05890" " Short-chain dehydrogenase/reductase SDR"
"ostta01g05930" " Short-chain dehydrogenase/reductase SDR"
"ostta01g05980" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta01g05990" " Phytoene desaturase CrtI family"
"ostta01g06160" " Nucleoporin Nup85-like"
"ostta01g06250" " RmlC-like jelly roll fold"
"ostta01g06280" " unnamed product"
"ostta01g06310" " Signal transduction response regulator, receiver domain"
"ostta01g06465" " Hepatocellular carcinoma-associated antigen 59"
"ostta01g06470" " Cryptochrome/DNA photolyase, class 1"
"ostta01g06520" " Thioesterase"
"ostta01g06540" " EF-Hand 1, calcium-binding site"
"ostta01g06580" " Phospholipase D-like domain"
"ostta01g06600" " unnamed product"
"ostta01g06620" " Small GTPase superfamily, ARF/SAR type"
"ostta01g06630" " Triose-phosphate transporter domain"
"ostta01g06640" " Voltage-dependent channel, four helix bundle domain"
"ostta01g06660" " Acyl-ACP thioesterase"
"ostta02g00040" " Glycosyltransferase AER61, uncharacterised"
"ostta02g00093" " Transcription factor IIA, helical"
"ostta02g00110" " Proteasome A-type subunit"
"ostta02g00160" " Polyketide synthase, KR"
"ostta02g00195" " Ribonuclease H-like domain n/a  Ribonuclease H-like domain"
"ostta02g00310" " RINT-1/TIP-1"
"ostta02g00320" " Transcriptional coactivator/pterin dehydratase"
"ostta02g00340" " Glycerol-3-phosphate O-acyltransferase, chloroplast"
"ostta02g00390" " Nucleoporin, NSP1-like, C-terminal n/a  Nucleoporin, NSP1-like, C-terminal"
"ostta02g00510" " unnamed product"
"ostta02g00530" " unnamed product"
"ostta02g00540" " Ureidoglycolate hydrolase"
"ostta02g00610" " ATPase, F1 complex beta subunit/V1 complex, C-terminal"
"ostta02g00690" " DNA replication licensing factor Mcm3"
"ostta02g00720" " Thiolase-like, subgroup"
"ostta02g00730" " Thioredoxin-like fold"
"ostta02g00800" " unnamed product"
"ostta02g00810" " IMP dehydrogenase / GMP reductase, conserved site"
"ostta02g00820" " unnamed product"
"ostta02g00970" " Peptidase C50, separase"
"ostta02g01050" " XPG/Rad2 endonuclease"
"ostta02g01130" " SNF2-related"
"ostta02g01360" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g01370" " Armadillo-type fold"
"ostta02g01490" " Small GTPase superfamily, Rab type"
"ostta02g01510" " Histone deacetylase superfamily"
"ostta02g01590" " Transcription factor IIA, beta-barrel"
"ostta02g01610" " Cation/H+ exchanger"
"ostta02g01640" " Ankyrin repeat"
"ostta02g01725" " hypothetical protein"
"ostta02g01880" " Ankyrin repeat-containing domain"
"ostta02g01920" " ER lumen protein retaining receptor"
"ostta02g01950" " E2F Family"
"ostta02g02010" " Mini-chromosome maintenance, DNA-dependent ATPase"
"ostta02g02020" " unnamed product"
"ostta02g02100" " unnamed product"
"ostta02g02370" " AMP-dependent synthetase/ligase"
"ostta02g02420" " Clathrin alpha-adaptin/coatomer adaptor, appendage, C-terminal subdomain"
"ostta02g02430" " unnamed product"
"ostta02g02480" " Probable helicase MAGATAMA 3"
"ostta02g02500" " Monooxygenase, FAD-binding"
"ostta02g02550" " Cyclin, N-terminal"
"ostta02g02615" " Zinc finger, CCHC-type n/a  Zinc finger, CCHC-type n/a  Zinc finger, CCHC-type"
"ostta02g02650" " Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdom"
"ostta02g02680" " Clathrin/coatomer adaptor, adaptin-like, N-terminal"
"ostta02g02840" " Acyl-CoA N-acyltransferase"
"ostta02g03080" " M-phase inducer phosphatase"
"ostta02g03130" " NUDIX hydrolase domain-like"
"ostta02g03200" " GPI mannosyltransferase 2"
"ostta02g03230" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g03240" " unnamed product"
"ostta02g03340" " Histone RNA stem-loop-binding protein SLBP1/SLBP2"
"ostta02g03390" " Conserved oligomeric Golgi complex, subunit 3"
"ostta02g03450" " WD40 repeat"
"ostta02g03590" " unnamed product"
"ostta02g03660" " Protein-S-isoprenylcysteine O-methyltransferase"
"ostta02g03670" " SNF2-related"
"ostta02g03780" " Serine/threonine-protein kinase, active site"
"ostta02g03790" " Protein of unknown function DUF1754, eukaryotic"
"ostta02g03800" " Myosin tail 2"
"ostta02g03820" " unnamed product"
"ostta02g03830" " Peptidase M20, dimerisation domain"
"ostta02g03890" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta02g03920" " unnamed product"
"ostta02g03950" " F-box domain"
"ostta02g04260" " ENTH/VHS"
"ostta02g04440" " Methyltransferase type 11"
"ostta02g04540" " Phosphomannose isomerase, type I, conserved site"
"ostta02g04620" " Nucleotide-diphospho-sugar transferase"
"ostta02g04640" " unnamed product"
"ostta02g04660" " Polyketide synthase, KR"
"ostta02g04670" " WD40/YVTN repeat-like-containing domain"
"ostta02g04910" " Peroxisome assembly protein 12"
"ostta02g04930" " unnamed product"
"ostta02g04990" " Translation elongation factor EFTs/EF1B, dimerisation"
"ostta02g05100" " Uracil-5-methyltransferase n/a  Uracil-5-methyltransferase"
"ostta02g05105" " hypothetical protein"
"ostta02g05120" " Oxidoreductase-like, N-terminal"
"ostta02g05150" " unnamed product"
"ostta02g05160" " Fumarylacetoacetase, C-terminal"
"ostta02g05310" " unnamed product"
"ostta02g05420" " Lipopolysaccharide-modifying protein"
"ostta02g05430" " unnamed product"
"ostta02g05460" " unnamed product"
"ostta03g00050" " unnamed product"
"ostta03g00100" " unnamed product"
"ostta03g00160" " NADP-dependent oxidoreductase domain"
"ostta03g00170" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g00220" " Ribulose-phosphate binding barrel"
"ostta03g00260" " Optic atrophy 3-like"
"ostta03g00280" " Thioredoxin-like fold"
"ostta03g00320" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g00490" " U6 snRNA-associated Sm-like protein LSm4/Small nuclear ribonucleoprotein Sm D1/"
"ostta03g00580" " Mitochondrial import inner membrane translocase subunit Tim21"
"ostta03g00630" " unnamed product"
"ostta03g00640" " Peptidase S1C"
"ostta03g00655" " TRAM/LAG1/CLN8 homology domain"
"ostta03g00720" " unnamed product"
"ostta03g00730" " Histidine phosphatase superfamily, clade-1"
"ostta03g00980" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g01000" " Beta-lactamase-like"
"ostta03g01050" " Frag1/DRAM/Sfk1"
"ostta03g01160" "' Orotidine 5''-phosphate decarboxylase, active site'"
"ostta03g01180" " Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"ostta03g01190" " K Homology domain, type 1"
"ostta03g01460" " WD40 repeat"
"ostta03g01490" " Acyl-CoA N-acyltransferase"
"ostta03g01560" " Histidine triad HIT protein"
"ostta03g01580" " FAD-dependent glycerol-3-phosphate dehydrogenase"
"ostta03g01610" " EMSY N-terminal"
"ostta03g01650" " SOUL haem-binding protein"
"ostta03g01770" " SNARE associated Golgi protein"
"ostta03g01780" " DNA topoisomerase, type IIA, conserved site"
"ostta03g01810" " Mitochondrial outer membrane translocase complex, subunit Tom22"
"ostta03g01900" " Zinc finger, RING/FYVE/PHD-type"
"ostta03g01920" " Thioredoxin-like fold"
"ostta03g01930" " DnaJ domain, conserved site"
"ostta03g01940" " G-patch domain"
"ostta03g01950" " Adipose-regulatory protein, Seipin"
"ostta03g02070" " unnamed product"
"ostta03g02080" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta03g02290" " HSP20-like chaperone"
"ostta03g02300" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g02320" " GPI mannosyltransferase"
"ostta03g02460" " Protein of unknown function DUF3181"
"ostta03g02520" " Amino acid transporter, transmembrane"
"ostta03g02560" " Zinc finger, CHCC-type"
"ostta03g02620" " SPOUT methyltransferase, predicted"
"ostta03g02740" " Basic-leucine zipper domain"
"ostta03g02825" " Thioredoxin-like fold"
"ostta03g02890" " NADP-binding domain"
"ostta03g02925" " Photosystem II Psp29, biogenesis"
"ostta03g02930" " unnamed product"
"ostta03g02950" " Tetratricopeptide repeat-containing domain"
"ostta03g03130" " T-complex protein 1, alpha subunit"
"ostta03g03200" " Peptidase C48, SUMO/Sentrin/Ubl1"
"ostta03g03250" " Sybindin-like protein"
"ostta03g03290" " Yip1 domain"
"ostta03g03380" " Zinc finger, N-recognin"
"ostta03g03400" " unnamed product"
"ostta03g03490" " SOUL haem-binding protein"
"ostta03g03500" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta03g03520" " T-complex protein 1, theta subunit"
"ostta03g03530" " unnamed product"
"ostta03g03710" " Shugoshin, C-terminal n/a  Shugoshin, C-terminal"
"ostta03g03760" " Arf GTPase activating protein"
"ostta03g03770" " Protein of unknown function DUF2052, coiled-coil"
"ostta03g03980" " Armadillo-type fold"
"ostta03g04120" " unnamed product"
"ostta03g04150" " Quinolinate phosphoribosyl transferase, C-terminal"
"ostta03g04170" " NLI interacting factor"
"ostta03g04210" " Ubiquitin supergroup"
"ostta03g04330" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site n/a  Cyclotidyl-prolyl cis-trans isomerase, conserved site"
"ostta03g04335" " hypothetical protein"
"ostta03g04400" " Uncharacterised protein GYD"
"ostta03g04440" " NIF system FeS cluster assembly, NifU-like scaffold, N-terminal"
"ostta03g04720" " Short-chain dehydrogenase/reductase SDR"
"ostta03g04770" "' 3''5''-cyclic nucleotide phosphodiesterase'"
"ostta03g04930" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta03g04940" " Nucleotide-binding, alpha-beta plait"
"ostta03g05030" " Nucleotide-diphospho-sugar transferase"
"ostta03g05210" " Leucine-rich repeat"
"ostta03g05260" " unnamed product"
"ostta03g05470" " unnamed product"
"ostta03g05620" " DNA photolyase, class 2"
"ostta03g05630" " Carotenoid oxygenase"
"ostta03g05660" " unnamed product"
"ostta03g05675" " hypothetical protein"
"ostta03g05680" " DnaJ domain"
"ostta03g05720" " Regulator of chromosome condensation, RCC1"
"ostta03g05740" " Ribosomal protein S23/S29, mitochondrial"
"ostta03g05830" " Protein of unknown function DUF4336"
"ostta03g05970" " ATPase, vacuolar ER assembly factor, Vma12"
"ostta04g00020" " Alpha-ketoglutarate-dependent dioxygenase AlkB-like"
"ostta04g00120" " Metridin-like ShK toxin"
"ostta04g00250" " Zinc finger, DHHC-type, palmitoyltransferase"
"ostta04g00270" " unnamed product"
"ostta04g00310" " unnamed product"
"ostta04g00420" " HSP20-like chaperone"
"ostta04g00470" " Cullin repeat-like-containing domain"
"ostta04g00540" " unnamed product"
"ostta04g00590" " Surfeit locus 1/Shy1"
"ostta04g00620" " Tetratricopeptide repeat"
"ostta04g00650" " Protein of unknown function DUF819"
"ostta04g00990" " Ankyrin repeat-containing domain"
"ostta04g01000" " GPI mannosyltransferase"
"ostta04g01070" " unnamed product"
"ostta04g01180" " Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase"
"ostta04g01190" " RED-like, N-terminal"
"ostta04g01220" " Rcd1"
"ostta04g01330" " GrpE nucleotide exchange factor, coiled-coil"
"ostta04g01340" " NADH-azoreductase, FMN-dependent"
"ostta04g01360" " Prp31 C-terminal"
"ostta04g01440" " NADH:ubiquinone oxidoreductase, ESSS subunit"
"ostta04g01840" " unnamed product"
"ostta04g01845" " Pheromone shutdown, TraB"
"ostta04g01880" " unnamed product"
"ostta04g01900" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g01940" " Lipase, class 3"
"ostta04g02040" " Aminoglycoside phosphotransferase"
"ostta04g02090" " Magnesium chelatase, subunit H, N-terminal"
"ostta04g02100" " SNF2-related"
"ostta04g02180" " U6 snRNA-associated Sm-like protein LSm4/Small nuclear ribonucleoprotein Sm D1/"
"ostta04g02360" " Cystinosin/ERS1p repeat"
"ostta04g02390" " Glycoside hydrolase, superfamily"
"ostta04g02410" " D123"
"ostta04g02420" " unnamed product"
"ostta04g02450" " unnamed product"
"ostta04g02550" " Single hybrid motif"
"ostta04g02590" " Actin-related protein"
"ostta04g02650" " Aminoacyl-tRNA synthetase, class 1a, anticodon-binding"
"ostta04g02820" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g03050" " Zinc finger, RING/FYVE/PHD-type"
"ostta04g03200" " unnamed product"
"ostta04g03240" " unnamed product"
"ostta04g03290" " Domain of unknown function DUF4200"
"ostta04g03370" " DnaJ domain"
"ostta04g03380" " WD40 repeat"
"ostta04g03400" " unnamed product"
"ostta04g03480" " unnamed product"
"ostta04g03490" " Telomerase ribonucleoprotein complex - RNA-binding domain"
"ostta04g03510" " Fatty acid desaturase, type 2"
"ostta04g03670" " Serine/threonine-specific protein phosphatase/bis5-nucleosyl-tetraphosphatase"
"ostta04g03690" " unnamed product"
"ostta04g03750" " Acyl-CoA N-acyltransferase"
"ostta04g03770" " HSP20-like chaperone"
"ostta04g03780" " unnamed product"
"ostta04g03900" " Pyridine nucleotide-disulphide oxidoreductase, FAD/NADP-binding domain"
"ostta04g03960" " Orn/DAP/Arg decarboxylase 2, N-terminal"
"ostta04g03990" " Beta-catenin-interacting ICAT"
"ostta04g04020" " Band 7 protein"
"ostta04g04040" " Heat shock protein 70 family"
"ostta04g04090" " Chloride channel, voltage gated"
"ostta04g04110" " Clathrin/coatomer adaptor, adaptin-like, N-terminal"
"ostta04g04240" " Zinc finger, CCCH-type"
"ostta04g04300" " unnamed product"
"ostta04g04320" " Zinc finger, SWIM-type"
"ostta04g04460" " unnamed product"
"ostta04g04650" " Beclin family"
"ostta04g04670" " unnamed product"
"ostta04g04940" " UbiA prenyltransferase family"
"ostta04g04980" " Phosphoesterase domain"
"ostta04g05070" " Histone-fold"
"ostta04g05080" " Protein-tyrosine phosphatase, active site"
"ostta04g05370" " T-complex 11"
"ostta04g05430" " Protein of unknown function DUF4336"
"ostta04g05530" " unnamed product"
"ostta05g00010" " NLI interacting factor"
"ostta05g00020" " Lipase, GDSL"
"ostta05g00330" " DNA polymerase A"
"ostta05g00390" " ER lumen protein retaining receptor"
"ostta05g00410" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta05g00460" " Domain of unknown function DUF3351"
"ostta05g00490" " Aminoacyl-tRNA synthetase, class 1a, anticodon-binding"
"ostta05g00560" " Tetratricopeptide repeat"
"ostta05g00590" " unnamed product"
"ostta05g00600" " Helicase, C-terminal"
"ostta05g00660" " Zinc finger, CCCH-type"
"ostta05g00750" " SAC3/GANP/Nin1/mts3/eIF-3 p25"
"ostta05g00820" " Parallel beta-helix repeat"
"ostta05g00840" " Pyridine nucleotide-disulphide oxidoreductase, NAD-binding domain"
"ostta05g00870" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta05g00900" " Transmembrane protein TauE like"
"ostta05g00980" " C-5 cytosine methyltransferase"
"ostta05g00990" " Chaperonin-like RbcX"
"ostta05g01000" " unnamed product"
"ostta05g01040" " unnamed product"
"ostta05g01090" " unnamed product"
"ostta05g01100" " unnamed product"
"ostta05g01280" " SANT/Myb domain"
"ostta05g01310" " DNA-binding HORMA"
"ostta05g01330" " Zinc finger, CCCH-type"
"ostta05g01470" " HSP40/DnaJ peptide-binding"
"ostta05g01490" " RmlC-like jelly roll fold"
"ostta05g01520" " Phosphorylated CTD interacting factor 1, WW domain"
"ostta05g01590" " SNF2-related"
"ostta05g01720" " Domain of unknown function DUF2431"
"ostta05g01730" " unnamed product"
"ostta05g01760" " Citrate synthase active site"
"ostta05g01810" " Regulator of ribonuclease activity A"
"ostta05g01970" " ATPase, F1 complex, OSCP/delta subunit"
"ostta05g02010" " unnamed product"
"ostta05g02030" " WD40/YVTN repeat-like-containing domain"
"ostta05g02150" " Protein of unknown function DUF2358"
"ostta05g02170" " Inhibitor of growth protein, N-terminal"
"ostta05g02260" " Alpha/beta hydrolase fold-1"
"ostta05g02380" " RWP-RK domain"
"ostta05g02490" " unnamed product"
"ostta05g02550" " Myristoyl-CoA:protein N-myristoyltransferase, C-terminal"
"ostta05g02790" " PDZ-binding protein, CRIPT"
"ostta05g02820" " Oligosaccharyl transferase, STT3 subunit"
"ostta05g02845" " hypothetical protein"
"ostta05g02890" " Uncharacterised domain UPF0066, YaeB-like domain"
"ostta05g02970" " Kae1/YgjD family"
"ostta05g02990" " Biotin/lipoate A/B protein ligase"
"ostta05g03220" " Maf1 regulator"
"ostta05g03230" " unnamed product"
"ostta05g03260" " Restriction endonuclease  type II-like"
"ostta05g03310" " unnamed product"
"ostta05g03405" " Ovarian tumour, otubain"
"ostta05g03520" " Peptidyl-prolyl cis-trans isomerase, PpiC-type, conserved site"
"ostta05g03550" " Radical SAM"
"ostta05g03590" " Eukaryotic initiation factor 3, gamma subunit"
"ostta05g03660" " Tetratricopeptide repeat"
"ostta05g03700" " Helicase-associated"
"ostta05g03800" " Fibronectin, type III"
"ostta05g03910" " Iron/zinc purple acid phosphatase-like C-terminal domain"
"ostta05g03920" " JmjC domain"
"ostta05g03960" " Armadillo-type fold"
"ostta05g04030" " Pentatricopeptide repeat"
"ostta05g04050" " FAD-dependent pyridine nucleotide-disulphide oxidoreductase"
"ostta05g04060" " Parallel beta-helix repeat"
"ostta05g04190" " Checkpoint protein Hus1/Mec3"
"ostta05g04290" " SNF2-related"
"ostta05g04320" " JAB/MPN domain"
"ostta05g04550" " Thioredoxin-like fold"
"ostta05g04570" " NET domain"
"ostta05g04670" " TMPIT-like"
"ostta05g04680" " Glycosyl transferase, family 1"
"ostta05g04800" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta05g04820" " TRAM/LAG1/CLN8 homology domain"
"ostta05g04880" " Multi antimicrobial extrusion protein"
"ostta05g04900" " unnamed product"
"ostta05g05000" " Homoserine dehydrogenase, conserved site"
"ostta05g05010" " DEAD/DEAH-box helicase, putative"
"ostta06g00030" " Target SNARE coiled-coil domain"
"ostta06g00040" " Molybdenum cofactor biosynthesis, conserved site"
"ostta06g00110" " tRNA guanine-N-7 methyltransferase"
"ostta06g00170" " unnamed product"
"ostta06g00210" " Tetracycline resistance protein, TetA/multidrug resistance protein MdtG"
"ostta06g00240" " Phosphorylated adapter RNA export protein, RNA-binding domain"
"ostta06g00280" " unnamed product"
"ostta06g00310" " NOT2/NOT3/NOT5"
"ostta06g00400" " unnamed product"
"ostta06g00570" " Mpv17/PMP22"
"ostta06g00670" " G-protein beta WD-40 repeat"
"ostta06g00740" " WD40 repeat"
"ostta06g00765" " GPI mannosyltransferase"
"ostta06g00830" " unnamed product"
"ostta06g00860" " Tetratricopeptide repeat"
"ostta06g00890" " SET domain"
"ostta06g00930" " unnamed product"
"ostta06g00945" " hypothetical protein"
"ostta06g01090" " Putative S-adenosyl-L-methionine-dependent methyltransferase MidA"
"ostta06g01100" " Tetratricopeptide-like helical"
"ostta06g01120" " UDP-3-O-acyl N-acetylglucosamine deacetylase, C-terminal"
"ostta06g01210" " Thioredoxin-like fold"
"ostta06g01250" " Protein of unknown function DUF1077, TMEM85"
"ostta06g01440" " T-complex protein 10 family"
"ostta06g01450" " Prefoldin subunit 5"
"ostta06g01490" " U6 snRNA-associated Sm-like protein LSm4/Small nuclear ribonucleoprotein Sm D1/"
"ostta06g01550" " ABC transporter, conserved site"
"ostta06g01590" " unnamed product"
"ostta06g01750" " Protein phosphatase 2C, manganese/magnesium aspartate binding site"
"ostta06g01770" " Protein of unknown function DUF775"
"ostta06g01790" " Aminoacyl-tRNA synthetase, class Ic"
"ostta06g01810" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g01870" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g02040" " Ribosomal protein S1, RNA-binding domain"
"ostta06g02160" " Small GTPase superfamily, Rab type"
"ostta06g02250" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta06g02270" " Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
"ostta06g02310" " Zinc/iron permease"
"ostta06g02460" " Aminoacyl-tRNA synthetase, class Ic"
"ostta06g02510" " Conserved hypothetical protein CHP02058"
"ostta06g02590" " Cyclin-like"
"ostta06g02600" " Aminotransferases, class-I, pyridoxal-phosphate-binding site"
"ostta06g02620" " unnamed product"
"ostta06g02650" " Transketolase-like, C-terminal"
"ostta06g02710" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta06g02730" " MORN motif"
"ostta06g02810" " NADH:ubiquinone oxidoreductase intermediate-associated protein 30"
"ostta06g02840" " Carotene isomerase"
"ostta06g02970" " Formyl transferase, N-terminal"
"ostta06g03160" " Carbohydrate binding module family 25"
"ostta06g03250" " Heat shock protein Hsp33, N-terminal"
"ostta06g03300" " Acid phosphatase/vanadium-dependent haloperoxidase-related"
"ostta06g03320" " IQ motif, EF-hand binding site"
"ostta06g03425" " E2F-associated phosphoprotein"
"ostta06g03680" " Rubredoxin-type fold"
"ostta06g03690" " Polynucleotide kinase 3-phosphatase, eukaryota"
"ostta06g03720" " unnamed product"
"ostta06g03790" " K Homology domain, type 1"
"ostta06g04060" " 26S proteasome subunit P45"
"ostta06g04070" " Eukaryotic translation initiation factor 3 subunit G"
"ostta06g04300" " FMP27,  C-terminal"
"ostta06g04570" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta06g04590" " NADP-dependent oxidoreductase domain"
"ostta07g00030" " Ribosomal L11 methyltransferase, PrmA"
"ostta07g00200" " unnamed product"
"ostta07g00400" " unnamed product"
"ostta07g00530" " Bromodomain, conserved site"
"ostta07g00550" " NADH-ubiquinone oxidoreductase, 21kDa subunit, N-terminal"
"ostta07g00655" " Domain of unknown function DUF125, transmembrane"
"ostta07g01070" " Protein of unknown function DUF72"
"ostta07g01100" " UbiE/COQ5 methyltransferase"
"ostta07g01110" " Anthranilate synthase component I, PabB-like"
"ostta07g01160" " unnamed product"
"ostta07g01190" " WD40/YVTN repeat-like-containing domain"
"ostta07g01230" " Ribosomal protein S5 domain 2-type fold, subgroup"
"ostta07g01280" " unnamed product"
"ostta07g01310" " Glycosyl transferase, family 1"
"ostta07g01320" " TRAM/LAG1/CLN8 homology domain"
"ostta07g01410" " Domain of unknown function DUF2012"
"ostta07g01470" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta07g01480" " unnamed product"
"ostta07g01500" " MIR motif"
"ostta07g01520" " Nuclear cap-binding protein subunit 1"
"ostta07g01620" " TH1 protein"
"ostta07g01690" " Fis1, C-terminal tetratricopeptide repeat"
"ostta07g01810" " G-protein beta WD-40 repeat"
"ostta07g01900" " Streptomyces cyclase/dehydrase"
"ostta07g01940" " DNA-directed RNA polymerase Rpb11, 13-16kDa subunit, conserved site"
"ostta07g01970" " V-ATPase proteolipid subunit"
"ostta07g01980" " RAVE complex protein Rav1 C-terminal"
"ostta07g02060" " unnamed product"
"ostta07g02130" " unnamed product"
"ostta07g02150" " FERM/acyl-CoA-binding protein, 3-helical bundle"
"ostta07g02210" " Cobalamin vitamin B12 biosynthesis CobW-like, C-terminal"
"ostta07g02230" " Tetratricopeptide repeat"
"ostta07g02250" " Putative translation initiation factor, aIF-2BI/5-methylthioribose-1-phosphate"
"ostta07g02350" " Helicase, C-terminal"
"ostta07g02490" " unnamed product"
"ostta07g02600" " Mechanosensitive ion channel MscS"
"ostta07g02660" " Non-structural maintenance of chromosomes element 1"
"ostta07g02740" " unnamed product"
