"geneID" "annotation"
"ostta01g03170" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta01g03350" " Zinc finger, RING-CH-type"
"ostta01g03440" " NUDIX hydrolase domain-like"
"ostta01g03460" " unnamed product"
"ostta01g03540" " Sterile alpha motif, type 1"
"ostta01g03560" " DnaJ domain, conserved site"
"ostta01g03580" " Nucleotide-binding, alpha-beta plait"
"ostta01g03620" " Class II glutamine amidotransferase domain"
"ostta01g03630" " Nucleoporin FG repeat"
"ostta01g03660" " Metridin-like ShK toxin"
"ostta01g03670" " unnamed product"
"ostta01g03690" " unnamed product"
"ostta01g03730" " FIST domain, N-terminal"
"ostta01g03780" " unnamed product"
"ostta01g03820" " unnamed product"
"ostta01g03830" " Sjoegren syndrome/scleroderma autoantigen 1"
"ostta01g03840" " Phospholipase D/Transphosphatidylase"
"ostta01g03900" " Pre-mRNA-splicing factor 38"
"ostta01g03990" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta01g04040" " unnamed product"
"ostta01g04090" " Conserved hypothetical protein CHP02450, tryptophan-rich"
"ostta01g04170" " Domain of unknown function DUF1995"
"ostta01g04180" " Chitobiase/beta-hexosaminidase C-terminal domain"
"ostta01g04200" " Preprotein translocase Sec, Sec61-beta subunit"
"ostta01g04210" " GOLD"
"ostta01g04250" " 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase domain"
"ostta01g04275" " Sybindin-like protein"
"ostta01g04280" " Glycerophosphoryl diester phosphodiesterase"
"ostta01g04330" " Thioredoxin-like fold"
"ostta01g04350" " unnamed product"
"ostta01g04390" " SPla/RYanodine receptor SPRY"
"ostta01g04400" " unnamed product"
"ostta01g04440" " Clathrin light chain"
"ostta01g04450" " Vacuolar protein sorting-associated, VPS28"
"ostta01g04460" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta01g04490" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta01g04500" " unnamed product"
"ostta01g04530" " Alanine racemase, N-terminal"
"ostta01g04550" " ATPase-like, ParA/MinD"
"ostta01g04620" " Flavoprotein pyridine nucleotide cytochrome reductase"
"ostta01g04660" " Cation-transporting P-type ATPase, C-terminal"
"ostta01g04720" " Exostosin-like"
"ostta01g04830" " Ubiquinol-cytochrome c chaperone/UPF0174"
"ostta01g04870" " Acyl-CoA N-acyltransferase"
"ostta01g04890" " JmjC domain"
"ostta01g04950" " 26S proteasome subunit P45"
"ostta01g04970" " SANT/Myb domain"
"ostta01g05020" " Glutamine synthetase, glycine-rich site"
"ostta01g05060" " Mss4-like"
"ostta01g05080" " Metridin-like ShK toxin"
"ostta01g05150" " HCaRG"
"ostta01g05160" " Transcription factor, MADS-box"
"ostta01g05280" " G-protein beta WD-40 repeat"
"ostta01g05300" " Phytanoyl-CoA dioxygenase"
"ostta01g05400" " Superoxide dismutase, Nickel-type"
"ostta01g05410" " Pentatricopeptide repeat"
"ostta01g05430" " Arf GTPase activating protein"
"ostta01g05460" " Transcription factor TFIIE, alpha subunit"
"ostta01g05490" " Serine/threonine-protein kinase, active site"
"ostta01g05580" " Protein kinase-like domain"
"ostta01g05610" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g05640" " Tetratricopeptide repeat"
"ostta01g05650" " Autophagy-related protein Atg8 family"
"ostta01g05750" " Mpv17/PMP22"
"ostta01g05770" " Peptidase C1A, papain C-terminal"
"ostta01g05800" " Frizzled domain"
"ostta01g05810" " Frizzled domain"
"ostta01g05840" " tRNA/rRNA methyltransferase, SpoU"
"ostta01g05860" " unnamed product"
"ostta01g05900" " G-protein beta WD-40 repeat"
"ostta01g05930" " Short-chain dehydrogenase/reductase SDR"
"ostta01g06020" " unnamed product"
"ostta01g06070" " C2 calcium/lipid-binding domain, CaLB"
"ostta01g06130" " Tetratricopeptide repeat"
"ostta01g06170" " Cytochrome b5-like heme/steroid binding domain"
"ostta01g06210" " Nicotinamide N-methyltransferase-like"
"ostta01g06270" " Ham1-like protein"
"ostta01g06380" " Regulator of chromosome condensation, RCC1"
"ostta01g06400" " Gemin6"
"ostta01g06440" " unnamed product"
"ostta01g06450" " Lipase, class 3"
"ostta01g06460" " HAD hydrolase, subfamily IA"
"ostta01g06465" " Hepatocellular carcinoma-associated antigen 59"
"ostta01g06490" " unnamed product"
"ostta01g06500" " UAA transporter"
"ostta01g06530" " Domain of unknown function DUF2040"
"ostta01g06550" " unnamed product"
"ostta01g06555" " hypothetical protein"
"ostta01g06560" " Oxoglutarate/iron-dependent dioxygenase"
"ostta01g06570" " Archease"
"ostta01g06610" " Rieske iron-sulphur protein"
"ostta01g06620" " Small GTPase superfamily, ARF/SAR type"
"ostta01g06630" " Triose-phosphate transporter domain"
"ostta01g06670" " Insulin-induced protein family"
"ostta02g00020" " Peptidase C48, SUMO/Sentrin/Ubl1"
"ostta02g00130" " Pyridine nucleotide-disulphide oxidoreductase, class I, active site"
"ostta02g00150" " Cyclin A/B/D/E"
"ostta02g00190" " unnamed product"
"ostta02g00200" " GNS1/SUR4 membrane protein"
"ostta02g00210" " Aspartyl/Asparaginyl beta-hydroxylase"
"ostta02g00220" " unnamed product"
"ostta02g00240" " Ribonuclease H-like domain"
"ostta02g00350" " hypothetical protein n/a  unnamed product"
"ostta02g00390" " Nucleoporin, NSP1-like, C-terminal n/a  Nucleoporin, NSP1-like, C-terminal"
"ostta02g00400" " unnamed product"
"ostta02g00420" " Kinetochore protein Ndc80 n/a  Kinetochore protein Ndc80"
"ostta02g00430" " BOP1, N-terminal domain"
"ostta02g00440" " unnamed product"
"ostta02g00460" " Serine/threonine-protein kinase, active site"
"ostta02g00470" " Tetratricopeptide repeat-containing domain"
"ostta02g00480" " Zinc finger, RING-H2-type"
"ostta02g00490" " GINS complex, subunit Psf2"
"ostta02g00555" " P-loop containing nucleoside triphosphate hydrolase n/a  P-loop containing nuclhate hydrolase"
"ostta02g00650" " G-protein beta WD-40 repeat"
"ostta02g00660" " unnamed product"
"ostta02g00670" " Surface antigen variable number"
"ostta02g00700" " unnamed product"
"ostta02g00750" " Histidinol dehydrogenase"
"ostta02g00790" " unnamed product"
"ostta02g00800" " unnamed product"
"ostta02g00880" " DNA-directed RNA polymerase, 30-40kDa subunit, conserved site"
"ostta02g00920" " P-type ATPase, phosphorylation site"
"ostta02g00930" " Arginine-tRNA-protein transferase, C-terminal"
"ostta02g00940" " Ribose-phosphate diphosphokinase"
"ostta02g00950" " Aspartyl/Glutamyl-tRNAGln amidotransferase, subunit B/E, catalytic"
"ostta02g00960" " U3 small nucleolar RNA-associated protein 6"
"ostta02g01010" " Ribosomal protein L35"
"ostta02g01030" " Armadillo-type fold"
"ostta02g01040" " Modification methylase HemK"
"ostta02g01060" " unnamed product"
"ostta02g01070" " Phosphotyrosyl phosphatase activator, PTPA"
"ostta02g01080" " Ribosomal protein L17"
"ostta02g01090" " Transcription initiation factor TFIID component TAF4 n/a  Transcription initiatD component TAF4"
"ostta02g01130" " SNF2-related"
"ostta02g01140" " Arginine-tRNA ligase, class Ia"
"ostta02g01170" " Transcription factor TFIIH subunit p52/Tfb2"
"ostta02g01230" " tRNA modification GTPase MnmE domain 2"
"ostta02g01330" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta02g01360" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g01370" " Armadillo-type fold"
"ostta02g01390" " Translation initiation factor 2, alpha subunit, C-terminal"
"ostta02g01400" " AP complex, mu/sigma subunit"
"ostta02g01410" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g01420" " Frataxin/CyaY"
"ostta02g01510" " Histone deacetylase superfamily"
"ostta02g01550" " KOW"
"ostta02g01560" " unnamed product"
"ostta02g01580" " unnamed product"
"ostta02g01590" " Transcription factor IIA, beta-barrel"
"ostta02g01640" " Ankyrin repeat"
"ostta02g01690" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta02g01750" " unnamed product"
"ostta02g01820" " Forkhead-associated FHA domain"
"ostta02g01850" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g01910" " Heat shock protein 70 family"
"ostta02g01960" " Nascent polypeptide-associated complex NAC domain"
"ostta02g01980" " Prephenate dehydrogenase"
"ostta02g02000" " Biotin--acetyl-CoA-carboxylase ligase"
"ostta02g02030" " Helicase, C-terminal"
"ostta02g02070" " Glycosyl transferase, family 25"
"ostta02g02150" " RmlC-like jelly roll fold"
"ostta02g02200" " Eukaryotic translation initiation factor 4E eIF-4E, conserved site"
"ostta02g02240" " Pyridoxal phosphate-dependent transferase, major region, subdomain 1"
"ostta02g02270" " Aminoacyl-tRNA synthetase, class Ic"
"ostta02g02280" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g02290" " RNA polymerase, beta subunit, conserved site"
"ostta02g02340" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta02g02370" " AMP-dependent synthetase/ligase"
"ostta02g02475" " hypothetical protein"
"ostta02g02477" " hypothetical protein"
"ostta02g02480" " Probable helicase MAGATAMA 3"
"ostta02g02490" " WD40 repeat"
"ostta02g02530" " U1 small nuclear ribonucleoprotein C"
"ostta02g02540" " unnamed product"
"ostta02g02570" " Eukaryotic translation initiation factor 3 subunit C, N-terminal domain"
"ostta02g02580" " Histone deacetylase superfamily"
"ostta02g02650" " Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdom"
"ostta02g02700" " Ribosomal protein L19/L19e domain"
"ostta02g02780" " Beta-lactamase-like"
"ostta02g02830" " Peptidyl-prolyl cis-trans isomerase, FKBP-type"
"ostta02g02840" " Acyl-CoA N-acyltransferase"
"ostta02g02900" " JmjC domain"
"ostta02g02920" " THO complex, subunit THOC1"
"ostta02g03040" " Phenylacetic acid degradation-related domain"
"ostta02g03060" " Protein of unknown function UPF0301"
"ostta02g03170" " 2-nitropropane dioxygenase, NPD"
"ostta02g03190" " GYF"
"ostta02g03200" " GPI mannosyltransferase 2"
"ostta02g03210" " Mediator complex, subunit Med7"
"ostta02g03220" " unnamed product"
"ostta02g03280" " Cysteine peptidase, cysteine active site"
"ostta02g03300" " Glycosyl transferase, family 2"
"ostta02g03310" " Tetratricopeptide repeat"
"ostta02g03350" " von Willebrand factor, type A"
"ostta02g03460" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta02g03465" " hypothetical protein"
"ostta02g03500" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta02g03620" " Pyridine nucleotide-disulphide oxidoreductase, FAD/NADP-binding domain"
"ostta02g03680" " unnamed product"
"ostta02g03730" " unnamed product"
"ostta02g03740" " Flavodoxin/nitric oxide synthase"
"ostta02g03790" " Protein of unknown function DUF1754, eukaryotic"
"ostta02g03850" " unnamed product"
"ostta02g03950" " F-box domain"
"ostta02g03960" " Protein-tyrosine phosphatase, active site"
"ostta02g03970" " unnamed product"
"ostta02g04070" " ABC transporter, conserved site"
"ostta02g04080" " Armadillo-type fold"
"ostta02g04120" " Ribosome recycling factor"
"ostta02g04260" " ENTH/VHS"
"ostta02g04280" " unnamed product"
"ostta02g04290" " Rpn11/EIF3F C-terminal domain"
"ostta02g04310" " DnaJ domain"
"ostta02g04350" " Phytase-like domain"
"ostta02g04360" " Pyruvate, phosphate dikinase"
"ostta02g04440" " Methyltransferase type 11"
"ostta02g04470" " AMP deaminase"
"ostta02g04550" " Patatin/Phospholipase A2-related"
"ostta02g04610" " RelA/SpoT"
"ostta02g04730" " unnamed product"
"ostta02g04750" " unnamed product"
"ostta02g04770" " unnamed product"
"ostta02g04920" " Cytochrome c oxidase subunit Vc"
"ostta02g05000" " unnamed product"
"ostta02g05020" " unnamed product"
"ostta02g05030" " Tetratricopeptide-like helical"
"ostta02g05120" " Oxidoreductase-like, N-terminal"
"ostta02g05170" " Protein of unknown function DUF3464"
"ostta02g05225" " RmlC-like jelly roll fold"
"ostta02g05340" " unnamed product"
"ostta02g05410" " unnamed product"
"ostta02g05490" " Major facilitator superfamily domain, general substrate transporter"
"ostta02g05550" " Nucleotide sugar dehydrogenase"
"ostta03g00020" " Paraquat-inducible protein A n/a  Paraquat-inducible protein A"
"ostta03g00030" " unnamed product"
"ostta03g00040" " ABC transporter, conserved site"
"ostta03g00140" " Oxysterol-binding protein"
"ostta03g00150" " unnamed product"
"ostta03g00170" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g00190" " Bile acid:sodium symporter"
"ostta03g00200" " WD40/YVTN repeat-like-containing domain"
"ostta03g00240" " Concanavalin A-like lectin/glucanase, subgroup"
"ostta03g00270" " Armadillo-type fold"
"ostta03g00330" " Donson"
"ostta03g00380" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g00440" " unnamed product"
"ostta03g00480" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"ostta03g00530" " unnamed product"
"ostta03g00580" " Mitochondrial import inner membrane translocase subunit Tim21"
"ostta03g00630" " unnamed product"
"ostta03g00640" " Peptidase S1C"
"ostta03g00655" " TRAM/LAG1/CLN8 homology domain"
"ostta03g00740" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta03g00760" " Transcription factor MYC/MYB N-terminal"
"ostta03g00770" " MIF4-like, type 1/2/3"
"ostta03g00840" " SANT/Myb domain"
"ostta03g00900" " unnamed product"
"ostta03g00910" " unnamed product"
"ostta03g00980" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g01060" " unnamed product"
"ostta03g01070" " DNA-directed RNA polymerase Rpb11, 13-16kDa subunit, conserved site"
"ostta03g01090" " Zinc finger, PHD-finger"
"ostta03g01100" " Zinc finger, GATA-type"
"ostta03g01110" " Rab-GTPase-TBC domain"
"ostta03g01130" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g01140" " Exonuclease, RNase T/DNA polymerase III"
"ostta03g01210" " TPMT family"
"ostta03g01220" " FAS1 domain"
"ostta03g01370" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta03g01380" " Zinc finger, HIT-type"
"ostta03g01400" " Ribosomal protein L13"
"ostta03g01410" " Transaldolase"
"ostta03g01490" " Acyl-CoA N-acyltransferase"
"ostta03g01510" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g01540" " unnamed product"
"ostta03g01590" " Sel1-like"
"ostta03g01720" " Oxoglutarate/iron-dependent dioxygenase"
"ostta03g01770" " SNARE associated Golgi protein"
"ostta03g01820" " Hyaluronan/mRNA-binding protein"
"ostta03g01880" " tRNA-dihydrouridine synthase, conserved site"
"ostta03g01910" " Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal"
"ostta03g01920" " Thioredoxin-like fold"
"ostta03g01950" " Adipose-regulatory protein, Seipin"
"ostta03g01970" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g02040" " unnamed product"
"ostta03g02060" " rRNA processing"
"ostta03g02110" " unnamed product"
"ostta03g02240" " YHYH domain"
"ostta03g02260" " unnamed product"
"ostta03g02275" " NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3"
"ostta03g02300" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g02330" " Leucine rich repeat 4"
"ostta03g02380" " Nucleotide-binding, alpha-beta plait"
"ostta03g02420" " Aspartyl/glutamyl-tRNAAsn/Gln amidotransferase, C subunit"
"ostta03g02450" " Armadillo-type fold"
"ostta03g02500" " Mitochondrial substrate/solute carrier"
"ostta03g02540" " RNA-recognition motif RRM Nup35-type domain"
"ostta03g02590" " RmlC-like jelly roll fold"
"ostta03g02640" " Tetratricopeptide-like helical"
"ostta03g02660" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g02690" " unnamed product"
"ostta03g02710" " unnamed product"
"ostta03g02740" " Basic-leucine zipper domain"
"ostta03g02780" " unnamed product"
"ostta03g02790" " Cullin repeat-like-containing domain"
"ostta03g02800" " unnamed product"
"ostta03g02850" " POPLD"
"ostta03g02870" " DnaJ domain"
"ostta03g02880" " 26S proteasome subunit P45"
"ostta03g02890" " NADP-binding domain"
"ostta03g02920" " Carboxylesterase, type B"
"ostta03g02930" " unnamed product"
"ostta03g03050" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g03060" " Zinc finger, PHD-finger"
"ostta03g03130" " T-complex protein 1, alpha subunit"
"ostta03g03150" "' 3''5''-cyclic nucleotide phosphodiesterase, conserved site'"
"ostta03g03200" " Peptidase C48, SUMO/Sentrin/Ubl1"
"ostta03g03230" " unnamed product"
"ostta03g03240" " Ribosomal protein S2, eukaryotic/archaeal"
"ostta03g03320" " unnamed product"
"ostta03g03330" " unnamed product"
"ostta03g03390" " Transcription factor jumonji, JmjN"
"ostta03g03440" " unnamed product"
"ostta03g03490" " SOUL haem-binding protein"
"ostta03g03550" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta03g03640" " Zinc finger, DHHC-type, palmitoyltransferase"
"ostta03g03650" " Tetratricopeptide repeat"
"ostta03g03750" " Glyoxalase/fosfomycin resistance/dioxygenase domain"
"ostta03g03760" " Arf GTPase activating protein"
"ostta03g03850" " Cytidine deaminase-like"
"ostta03g03900" " Carotenoid oxygenase"
"ostta03g03920" " unnamed product"
"ostta03g04140" " Armadillo-type fold"
"ostta03g04160" " Saposin-like type B, 1"
"ostta03g04180" " TB2/DP1/HVA22-related protein"
"ostta03g04190" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta03g04200" " ARP2/3 complex, 34kDa subunit p34-Arc"
"ostta03g04220" " Histone acetyl transferase HAT1 N-terminal"
"ostta03g04250" " Bromodomain, conserved site"
"ostta03g04260" " RNA-binding S4 domain"
"ostta03g04280" " Eukaryotic porin/Tom40"
"ostta03g04320" " Mitochondrial substrate/solute carrier n/a  Mitochondrial substrate/solute carrondrial substrate/solute carrier"
"ostta03g04340" " NADP-binding domain"
"ostta03g04350" " Peptide methionine sulphoxide reductase MsrA"
"ostta03g04460" " Thioredoxin-like fold"
"ostta03g04500" " unnamed product"
"ostta03g04560" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta03g04650" " Ovarian tumour, otubain"
"ostta03g04690" " 5-AMP-activated protein kinase, beta subunit, interaction domain"
"ostta03g04730" " Helicase, C-terminal"
"ostta03g04750" " ABC transporter, conserved site"
"ostta03g04790" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta03g04800" " DnaJ domain"
"ostta03g04820" " Endoribonuclease L-PSP/chorismate mutase-like"
"ostta03g04850" " unnamed product"
"ostta03g04870" " GOLD"
"ostta03g04880" " unnamed product"
"ostta03g04920" " Chlorophyll A-B binding protein, plant"
"ostta03g04950" " tRNA 2-selenouridine synthase"
"ostta03g04960" " unnamed product"
"ostta03g05030" " Nucleotide-diphospho-sugar transferase"
"ostta03g05070" " unnamed product"
"ostta03g05080" " Radical SAM"
"ostta03g05140" " ABC transporter, conserved site"
"ostta03g05145" " Aminoacyl-tRNA synthetase, class 1a, anticodon-binding"
"ostta03g05150" " unnamed product"
"ostta03g05170" " Peptidase M3B, oligopeptidase F, N-terminal"
"ostta03g05290" " Chloroplast envelope membrane protein, CemA"
"ostta03g05310" " unnamed product"
"ostta03g05530" " Zinc finger, PHD-finger"
"ostta03g05540" " Armadillo-type fold"
"ostta03g05550" " unnamed product"
"ostta03g05590" " CDP-alcohol phosphatidyltransferase"
"ostta03g05680" " DnaJ domain"
"ostta03g05720" " Regulator of chromosome condensation, RCC1"
"ostta03g05730" " Amino acid transporter, transmembrane n/a  Amino acid transporter, transmembran"
"ostta03g05790" " NADH-ubiquinone reductase complex 1 MLRQ subunit"
"ostta03g05840" " unnamed product"
"ostta03g05910" " Aldehyde dehydrogenase, C-terminal"
"ostta03g05920" " Succinyl-CoA synthetase-like"
"ostta03g05930" " NADP-binding domain"
"ostta03g05950" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta03g05980" " DEAD/DEAH-box helicase, putative"
"ostta04g00030" " Nucleotide-binding, alpha-beta plait"
"ostta04g00110" " Serine/threonine-protein kinase, active site"
"ostta04g00120" " Metridin-like ShK toxin"
"ostta04g00130" " PDZ domain"
"ostta04g00260" " ADF/Cofilin/Destrin"
"ostta04g00330" " K Homology domain, type 1"
"ostta04g00350" " IQ motif, EF-hand binding site"
"ostta04g00360" " unnamed product"
"ostta04g00400" " Isoleucine-tRNA ligase, type 1"
"ostta04g00470" " Cullin repeat-like-containing domain"
"ostta04g00510" " WD40 repeat"
"ostta04g00550" " UbiE/COQ5 methyltransferase"
"ostta04g00610" " ABC-2 type transporter"
"ostta04g00620" " Tetratricopeptide repeat"
"ostta04g00650" " Protein of unknown function DUF819"
"ostta04g00670" " unnamed product"
"ostta04g00850" " Protein phosphatase 2C PP2C-like domain"
"ostta04g00950" " unnamed product"
"ostta04g01040" " unnamed product"
"ostta04g01070" " unnamed product"
"ostta04g01170" " Ankyrin repeat"
"ostta04g01200" "' Cytokinin riboside 5''-monophosphate phosphoribohydrolase LOG'"
"ostta04g01220" " Rcd1"
"ostta04g01230" " Tetratricopeptide repeat"
"ostta04g01280" " TATA element modulatory factor 1 TATA binding"
"ostta04g01290" " OB-fold nucleic acid binding domain, AA-tRNA synthetase-type"
"ostta04g01380" " unnamed product"
"ostta04g01390" " Major facilitator superfamily domain, general substrate transporter"
"ostta04g01440" " NADH:ubiquinone oxidoreductase, ESSS subunit"
"ostta04g01450" " Cactin C-terminal domain"
"ostta04g01540" " Regulator of chromosome condensation, RCC1"
"ostta04g01560" " DnaJ domain"
"ostta04g01610" " Aminoacyl-tRNA synthetase, class II"
"ostta04g01620" " unnamed product"
"ostta04g01630" " unnamed product"
"ostta04g01690" " Acyl-CoA N-acyltransferase"
"ostta04g01720" " Zinc finger, TRAF-type"
"ostta04g01745" " Glycoside hydrolase, catalytic domain"
"ostta04g01770" " Nucleotide-binding, alpha-beta plait"
"ostta04g01800" " unnamed product"
"ostta04g01910" " unnamed product"
"ostta04g01990" " Spc97/Spc98"
"ostta04g02000" " Peptidase M20, dimerisation domain"
"ostta04g02010" " Sodium/solute symporter"
"ostta04g02050" " DNA mismatch repair protein MutS-like, N-terminal"
"ostta04g02080" " Squalene/phytoene synthase"
"ostta04g02140" " Helicase, C-terminal"
"ostta04g02160" " t-SNARE"
"ostta04g02190" " unnamed product"
"ostta04g02220" " unnamed product"
"ostta04g02240" " Diacylglycerol kinase, catalytic domain"
"ostta04g02250" " DnaJ domain"
"ostta04g02320" " unnamed product"
"ostta04g02330" " unnamed product"
"ostta04g02420" " unnamed product"
"ostta04g02450" " unnamed product"
"ostta04g02490" " Sodium/sulphate symporter"
"ostta04g02560" " Glycerophosphoryl diester phosphodiesterase"
"ostta04g02580" " Cytochrome c, class IA/ IB"
"ostta04g02600" " Tat binding protein 1-interacting"
"ostta04g02660" " FAD linked oxidase, N-terminal"
"ostta04g02700" " Proline-rich protein PRCC"
"ostta04g02710" " Thioredoxin, conserved site"
"ostta04g02750" " ATPase, V1 complex, subunit F"
"ostta04g02830" " Voltage-dependent channel, four helix bundle domain"
"ostta04g02860" " unnamed product"
"ostta04g02870" " Peptidase M23"
"ostta04g02880" " Oxoglutarate/iron-dependent dioxygenase"
"ostta04g02900" " Nucleotide-binding, alpha-beta plait"
"ostta04g02920" " unnamed product"
"ostta04g03000" " Kelch-type beta propeller"
"ostta04g03230" " Nuclear pore localisation protein NPL4"
"ostta04g03250" " Arfaptin homology AH domain/BAR domain"
