"geneID" "annotation"
"ostta02g04710" " Peroxisome biogenesis factor 1, N-terminal"
"ostta02g04780" " unnamed product"
"ostta02g04970" " Glyoxalase-like domain"
"ostta02g05100" " Uracil-5-methyltransferase n/a  Uracil-5-methyltransferase"
"ostta02g05105" " hypothetical protein"
"ostta02g05150" " unnamed product"
"ostta02g05190" " SANT/Myb domain"
"ostta02g05200" " Peptide deformylase"
"ostta02g05240" " Structure-specific recognition protein"
"ostta02g05260" " unnamed product"
"ostta02g05270" " Protein of unknown function DUF1517"
"ostta02g05310" " unnamed product"
"ostta02g05350" " Phosphatidylinositol-4-phosphate 5-kinase, core"
"ostta02g05440" "' 5''-Nucleotidase/apyrase'"
"ostta02g05450" "' 5''-Nucleotidase/apyrase'"
"ostta02g05540" " unnamed product"
"ostta03g00050" " unnamed product"
"ostta03g00070" " Ubiquitin-like domain"
"ostta03g00080" " unnamed product"
"ostta03g00180" " Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
"ostta03g00320" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g00360" " Nucleic acid-binding, OB-fold"
"ostta03g00370" " Endoplasmic reticulum, stress-associated Ramp4"
"ostta03g00460" " Janus/Ocnus"
"ostta03g00470" " unnamed product"
"ostta03g00710" " Armadillo-type fold"
"ostta03g00720" " unnamed product"
"ostta03g00750" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta03g00820" " Carbohydrate kinase, FGGY, C-terminal"
"ostta03g00830" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g00930" " FAD linked oxidase, N-terminal"
"ostta03g01180" " Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"ostta03g01190" " K Homology domain, type 1"
"ostta03g01250" " unnamed product"
"ostta03g01290" " unnamed product"
"ostta03g01420" " hypothetical protein n/a  unnamed product n/a  unnamed product"
"ostta03g01520" " Mpv17/PMP22"
"ostta03g01600" " Ribosomal protein L30, ferredoxin-like fold domain"
"ostta03g01610" " EMSY N-terminal"
"ostta03g01620" " unnamed product"
"ostta03g01635" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta03g01660" " unnamed product"
"ostta03g01670" " WD40/YVTN repeat-like-containing domain"
"ostta03g01680" " Helicase, C-terminal"
"ostta03g01690" " Tetratricopeptide repeat"
"ostta03g01750" " Signal transduction response regulator, receiver domain"
"ostta03g01860" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g01900" " Zinc finger, RING/FYVE/PHD-type"
"ostta03g01930" " DnaJ domain, conserved site"
"ostta03g01960" " Defective-in-cullin neddylation protein"
"ostta03g02000" " tRNAIle-lysidine/2-thiocytidine synthase"
"ostta03g02170" " Reduced growth phenotype protein 1"
"ostta03g02310" " DNA/RNA-binding protein Alba-like"
"ostta03g02400" " Kinetochore protein Nuf2"
"ostta03g02550" " NUDIX hydrolase domain-like"
"ostta03g02560" " Zinc finger, CHCC-type"
"ostta03g02840" " Poly A polymerase, head domain"
"ostta03g03170" " PapD-like"
"ostta03g03210" " Permease, cytosine/purines, uracil, thiamine, allantoin"
"ostta03g03220" " unnamed product"
"ostta03g03340" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"ostta03g03400" " unnamed product"
"ostta03g03450" " HR-like lesion-inducer"
"ostta03g03560" " unnamed product"
"ostta03g03570" " Armadillo-type fold"
"ostta03g03580" " Arf GTPase activating protein"
"ostta03g03600" " DEK, C-terminal"
"ostta03g03670" " F-box domain"
"ostta03g03700" " Six-bladed beta-propeller, TolB-like"
"ostta03g03770" " Protein of unknown function DUF2052, coiled-coil"
"ostta03g03780" " Structural maintenance of chromosomes protein"
"ostta03g03840" " unnamed product"
"ostta03g03950" " Nucleotide sugar epimerase"
"ostta03g04000" " unnamed product"
"ostta03g04050" " unnamed product"
"ostta03g04090" " Forkhead-associated FHA domain"
"ostta03g04150" " Quinolinate phosphoribosyl transferase, C-terminal"
"ostta03g04310" " Protein of unknown function DUF901"
"ostta03g04335" " hypothetical protein"
"ostta03g04360" " FERM/acyl-CoA-binding protein, 3-helical bundle"
"ostta03g04470" " Concanavalin A-like lectin/glucanases superfamily"
"ostta03g04740" " Tetratricopeptide repeat"
"ostta03g04930" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta03g05000" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05130" " unnamed product"
"ostta03g05230" " Acyl-CoA N-acyltransferase"
"ostta03g05240" " unnamed product"
"ostta03g05280" " Domain of unknown function DUF1995"
"ostta03g05340" " unnamed product"
"ostta03g05430" " Mitochondrial substrate/solute carrier n/a  Mitochondrial substrate/solute carr"
"ostta03g05450" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05990" " unnamed product"
"ostta03g06020" " unnamed product"
"ostta04g00040" " Pre-mRNA-processing protein PRP40"
"ostta04g00100" " Uncharacterised protein family Ycf19"
"ostta04g00150" " P25-alpha"
"ostta04g00160" " unnamed product"
"ostta04g00190" " Zinc finger, PHD-finger"
"ostta04g00200" " Peptidoglycan-binding lysin domain"
"ostta04g00270" " unnamed product"
"ostta04g00410" " Aquaporin-like"
"ostta04g00450" " Mini-chromosome maintenance, DNA-dependent ATPase"
"ostta04g00460" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g00560" " Structural maintenance of chromosomes Smc2"
"ostta04g00600" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta04g00630" " Vacuolar protein sorting-associated protein 26"
"ostta04g00680" " Serine/threonine-protein kinase, active site"
"ostta04g00800" " Tetratricopeptide repeat"
"ostta04g00820" " RNA C5-cytosine methyltransferase"
"ostta04g00830" " unnamed product"
"ostta04g00990" " Ankyrin repeat-containing domain"
"ostta04g01000" " GPI mannosyltransferase"
"ostta04g01060" " UspA"
"ostta04g01080" " Universal stress protein A"
"ostta04g01130" " unnamed product"
"ostta04g01260" " Dolichol phosphate-mannose biosynthesis regulatory"
"ostta04g01360" " Prp31 C-terminal"
"ostta04g01420" " RFT1"
"ostta04g01650" " Up-frameshift suppressor 2"
"ostta04g01710" " BRCT domain"
"ostta04g01740" " unnamed product"
"ostta04g01810" " Small GTPase superfamily, Ras type"
"ostta04g01845" " Pheromone shutdown, TraB"
"ostta04g01850" " Transport protein XK"
"ostta04g02030" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta04g02105" " Exoribonuclease, phosphorolytic domain 2"
"ostta04g02170" " unnamed product"
"ostta04g02210" " Ankyrin repeat"
"ostta04g02380" " Histone chaperone, ASF1-like"
"ostta04g02440" " unnamed product"
"ostta04g02460" " unnamed product"
"ostta04g02520" " Snf7"
"ostta04g02550" " Single hybrid motif"
"ostta04g02590" " Actin-related protein"
"ostta04g02620" " Peptide methionine sulphoxide reductase MsrA"
"ostta04g02670" " Nicotinamide N-methyltransferase-like"
"ostta04g02840" " Cytochrome b561/ferric reductase transmembrane"
"ostta04g02950" " 2Fe-2S ferredoxin-type domain"
"ostta04g03010" " Bicarbonate transporter, C-terminal"
"ostta04g03050" " Zinc finger, RING/FYVE/PHD-type"
"ostta04g03110" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g03160" " WD40 repeat"
"ostta04g03340" " Ankyrin repeat"
"ostta04g03410" " unnamed product"
"ostta04g03820" " unnamed product"
"ostta04g03840" " YL1 nuclear"
"ostta04g04140" " unnamed product"
"ostta04g04220" " 3-beta hydroxysteroid dehydrogenase/isomerase"
"ostta04g04240" " Zinc finger, CCCH-type"
"ostta04g04270" " Methyltransferase type 11"
"ostta04g04330" " Ubiquitinyl hydrolase"
"ostta04g04480" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g04530" " unnamed product"
"ostta04g04550" " Plexin-like fold"
"ostta04g04640" " CDC45 family"
"ostta04g04690" " Cycloeucalenol cycloisomerase"
"ostta04g04820" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g04940" " UbiA prenyltransferase family"
"ostta04g04970" " Zinc finger, CCHC-type"
"ostta04g05110" " Ribosomal protein L7Ae/L30e/S12e/Gadd45"
"ostta04g05130" " unnamed product"
"ostta04g05150" " Calcium/calmodulin-dependent/calcium-dependent protein kinase"
"ostta04g05260" " Tetratricopeptide repeat"
"ostta04g05400" " unnamed product"
"ostta04g05450" " unnamed product"
"ostta05g00290" " unnamed product"
"ostta05g00380" " G-protein beta WD-40 repeat"
"ostta05g00400" " Cytidine/deoxycytidylate deaminase, zinc-binding domain"
"ostta05g00410" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta05g00480" " Inner centromere protein, ARK-binding domain"
"ostta05g00490" " Aminoacyl-tRNA synthetase, class 1a, anticodon-binding"
"ostta05g00500" " Spo11/DNA topoisomerase VI, subunit A"
"ostta05g00510" " Centromere protein X"
"ostta05g00620" " unnamed product"
"ostta05g00640" " Intron-binding protein, aquarius"
"ostta05g00680" " CRAL/TRIO, N-terminal domain"
"ostta05g00840" " Pyridine nucleotide-disulphide oxidoreductase, NAD-binding domain"
"ostta05g00860" " Small GTPase superfamily, ARF/SAR type"
"ostta05g00880" " Carbohydrate kinase PfkB"
"ostta05g00980" " C-5 cytosine methyltransferase"
"ostta05g01120" " unnamed product"
"ostta05g01130" " Ribosomal protein L32p"
"ostta05g01180" " NADP-dependent oxidoreductase domain"
"ostta05g01200" " Beta-propeller repeat TECPR"
"ostta05g01220" " G-protein beta WD-40 repeat"
"ostta05g01280" " SANT/Myb domain"
"ostta05g01330" " Zinc finger, CCCH-type"
"ostta05g01630" " Triose-phosphate transporter domain"
"ostta05g01670" " Inorganic phosphate transporter Pho88"
"ostta05g01760" " Citrate synthase active site"
"ostta05g01800" " TspO/MBR-related protein"
"ostta05g01850" " Ubiquitin-conjugating enzyme, active site"
"ostta05g01870" " Leucine aminopeptidase/peptidase B"
"ostta05g01970" " ATPase, F1 complex, OSCP/delta subunit"
"ostta05g02060" " Quinoprotein amine dehydrogenase, beta chain-like"
"ostta05g02100" " WD40 repeat"
"ostta05g02160" " SWR1-complex protein 4/DNA methyltransferase 1-associated protein 1"
"ostta05g02210" " unnamed product"
"ostta05g02280" " Small GTPase superfamily, Rab type"
"ostta05g02380" " RWP-RK domain"
"ostta05g02520" " Nucleotide-sugar transporter"
"ostta05g02740" " Threonine dehydratase, catabolic"
"ostta05g02800" " Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote"
"ostta05g02820" " Oligosaccharyl transferase, STT3 subunit"
"ostta05g02830" " EPS15 homology EH"
"ostta05g02900" " Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogena"
"ostta05g02910" " unnamed product"
"ostta05g02930" " RNA helicase, ATP-dependent, DEAD-box, conserved site"
"ostta05g03120" " High mobility group box domain"
"ostta05g03160" " Drug/metabolite transporter"
"ostta05g03180" " Serine/threonine-protein kinase, active site"
"ostta05g03290" " HCaRG"
"ostta05g03350" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta05g03380" " unnamed product"
"ostta05g03400" " Oxoglutarate/iron-dependent dioxygenase"
"ostta05g03405" " Ovarian tumour, otubain"
"ostta05g03570" " P-loop containing nucleoside triphosphate hydrolase"
"ostta05g03630" " Protein of unknown function DUF448"
"ostta05g03650" " Immunoglobulin-like fold"
"ostta05g03660" " Tetratricopeptide repeat"
"ostta05g03780" " SET domain"
"ostta05g03790" " Domain of unknown function DUF3635"
"ostta05g03800" " Fibronectin, type III"
"ostta05g03810" " Misato Segment II tubulin-like domain"
"ostta05g03860" " Uroporphyrin-III C-methyltransferase"
"ostta05g03920" " JmjC domain"
"ostta05g04000" " 2Fe-2S ferredoxin-type domain"
"ostta05g04070" " Glucosamine-fructose-6-phosphate aminotransferase, isomerising"
"ostta05g04090" " unnamed product"
"ostta05g04130" " Ribose 5-phosphate isomerase, type A"
"ostta05g04150" " unnamed product"
"ostta05g04190" " Checkpoint protein Hus1/Mec3"
"ostta05g04260" " tRNA guanine-N1--methyltransferase, eukaryotic"
"ostta05g04270" " unnamed product"
"ostta05g04330" " Glycoside hydrolase, family 37, conserved site"
"ostta05g04540" " unnamed product"
"ostta05g04590" " Glucose-6-phosphate dehydrogenase, NAD-binding"
"ostta05g04600" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta05g04620" " NAD-dependent epimerase/dehydratase"
"ostta05g04750" " Thioesterase superfamily"
"ostta05g04770" " UAA transporter"
"ostta05g04850" " Rhodanese-like domain"
"ostta05g04880" " Multi antimicrobial extrusion protein"
"ostta05g04890" " Enkurin-like domain"
"ostta05g04930" " Ubiquitin-conjugating enzyme, active site"
"ostta05g04970" " WD40/YVTN repeat-like-containing domain"
"ostta06g00040" " Molybdenum cofactor biosynthesis, conserved site"
"ostta06g00210" " Tetracycline resistance protein, TetA/multidrug resistance protein MdtG"
"ostta06g00300" " unnamed product"
"ostta06g00350" " Proteasome A-type subunit"
"ostta06g00470" " unnamed product"
"ostta06g00590" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g00740" " WD40 repeat"
"ostta06g00870" " Histidine phosphatase superfamily, clade-1"
"ostta06g00890" " SET domain"
"ostta06g00930" " unnamed product"
"ostta06g00970" " Rpn11/EIF3F C-terminal domain"
"ostta06g01140" " unnamed product"
"ostta06g01250" " Protein of unknown function DUF1077, TMEM85"
"ostta06g01260" " SUMO-conjugating enzyme Ubc9"
"ostta06g01280" " unnamed product"
"ostta06g01370" " Patatin/Phospholipase A2-related"
"ostta06g01410" " Mammalian cell entry-related"
"ostta06g01420" " Essential protein Yae1, N-terminal"
"ostta06g01620" " Serine/threonine-protein kinase, active site"
"ostta06g01700" " WD40/YVTN repeat-like-containing domain"
"ostta06g01760" " Ribulose-phosphate binding barrel"
"ostta06g01780" " Putative thiol-disulphide oxidoreductase DCC"
"ostta06g01950" " WD40/YVTN repeat-like-containing domain"
"ostta06g01955" " G-protein beta WD-40 repeat"
"ostta06g01990" " Aldehyde dehydrogenase, C-terminal"
"ostta06g02080" " Cleavage/polyadenylation specificity factor, A subunit, C-terminal"
"ostta06g02260" " Heat shock factor binding 1"
"ostta06g02300" " Basic-leucine zipper domain"
"ostta06g02330" " unnamed product"
"ostta06g02570" " Armadillo-type fold"
"ostta06g02590" " Cyclin-like"
"ostta06g02730" " MORN motif"
"ostta06g02890" " Proliferating cell nuclear antigen, PCNA, N-terminal"
"ostta06g02910" " Uncharacterised protein family UPF0454"
"ostta06g02920" " Aminoacyl-tRNA synthetase, class Ic"
"ostta06g03110" " HAD hydrolase, subfamily IA"
"ostta06g03200" " Patatin/Phospholipase A2-related"
"ostta06g03465" " hypothetical protein"
"ostta06g03480" " DNA helicase, DnaB-like, C-terminal"
"ostta06g03580" " unnamed product"
"ostta06g03590" " unnamed product"
"ostta06g03630" " Helicase, C-terminal"
"ostta06g03660" " unnamed product"
"ostta06g03680" " Rubredoxin-type fold"
"ostta06g03790" " K Homology domain, type 1"
"ostta06g03900" " Rpn11/EIF3F C-terminal domain"
"ostta06g03990" " DNA mismatch repair protein Pms1/Mlh2"
"ostta06g04050" " Beta-lactamase-like"
"ostta06g04160" " Mitochondrial substrate/solute carrier"
"ostta06g04230" " Bromodomain"
"ostta06g04310" " SAP domain"
"ostta06g04340" " Proteasome assembly chaperone 2"
"ostta06g04350" " NUDIX hydrolase domain-like"
"ostta06g04370" " Two pore domain potassium channel domain"
"ostta06g04530" " Uncharacterised protein family UPF0136, Transmembrane"
"ostta06g04550" " unnamed product"
"ostta07g00030" " Ribosomal L11 methyltransferase, PrmA"
"ostta07g00060" " Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase, eukary"
"ostta07g00100" " unnamed product"
"ostta07g00160" " Cullin repeat-like-containing domain"
"ostta07g00200" " unnamed product"
"ostta07g00330" " HAD-like domain"
"ostta07g00370" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta07g00800" " Rpn11/EIF3F C-terminal domain"
"ostta07g00840" " Endonuclease/exonuclease/phosphatase"
"ostta07g01100" " UbiE/COQ5 methyltransferase"
"ostta07g01310" " Glycosyl transferase, family 1"
"ostta07g01320" " TRAM/LAG1/CLN8 homology domain"
"ostta07g01470" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta07g01500" " MIR motif"
"ostta07g01540" " Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site"
"ostta07g01560" " unnamed product"
"ostta07g01650" " Peptidase C1A, papain C-terminal"
"ostta07g01800" " Serine/threonine-specific protein phosphatase/bis5-nucleosyl-tetraphosphatase"
"ostta07g01920" " Armadillo-type fold"
"ostta07g01950" " Glycosyl hydrolase, family 13, catalytic domain"
"ostta07g01970" " V-ATPase proteolipid subunit"
"ostta07g02030" " Peptidase U9, T4 prohead protease"
"ostta07g02160" " unnamed product"
"ostta07g02220" " Thioredoxin-like fold"
"ostta07g02270" " unnamed product"
"ostta07g02490" " unnamed product"
"ostta07g02500" " Protein of unknown function DUF3411, plant"
"ostta07g02520" " Tetratricopeptide repeat"
"ostta07g02540" " BRCT domain"
"ostta07g02550" " Zinc finger, RING/FYVE/PHD-type"
"ostta07g02650" " NADP-binding domain"
"ostta07g02660" " Non-structural maintenance of chromosomes element 1"
"ostta07g02675" " Butirosin biosynthesis, BtrG-like"
"ostta07g02750" " Ribosome recycling factor"
"ostta07g02855" " Protein of unknown function DUF866, eukaryotic"
"ostta07g02960" " EGF-like, conserved site"
"ostta07g03000" " Histidine phosphatase superfamily, clade-1"
"ostta07g03150" " unnamed product"
"ostta07g03180" " unnamed product"
"ostta07g03210" " Helicase, C-terminal"
"ostta07g03220" " unnamed product"
"ostta07g03290" " Breast cancer type 1 susceptibility protein BRCA1"
"ostta07g03400" " Lumazine-binding protein"
"ostta07g03440" " Nucleotidyl transferase"
"ostta07g03450" " Triose-phosphate transporter domain"
"ostta07g03550" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta07g03690" " unnamed product"
"ostta07g03730" " Adenylate kinase"
"ostta07g03890" " HAD-superfamily hydrolase, subfamily IB, PSPase-like"
"ostta07g03910" " WD40 repeat"
"ostta07g03950" " EGF-like, conserved site"
"ostta07g04080" " Uncharacterised conserved protein UCP037205"
"ostta07g04090" " unnamed product"
"ostta07g04120" " Phosphatidylinositol-4-phosphate 5-kinase, core"
"ostta07g04160" " unnamed product"
"ostta07g04170" " ROK"
"ostta07g04210" " Spc97/Spc98"
"ostta07g04550" " Biopterin transport-related protein BT1"
"ostta07g04610" " unnamed product"
"ostta07g04620" " Ubiquitin/SUMO-activating enzyme E1 n/a  Ubiquitin/SUMO-activating enzyme E1 n/MO-activating enzyme E1"
"ostta07g04670" " Methyltransferase type 11"
"ostta07g04690" " Proteasome, subunit alpha/beta"
"ostta08g00230" " Bestrophin/UPF0187"
"ostta08g00410" " Eukaryotic translation initiation factor 3 subunit D n/a  Eukaryotic translatioctor 3 subunit D"
"ostta08g00420" " Tetratricopeptide repeat"
"ostta08g00530" " Insulin-like growth factor binding protein, N-terminal"
"ostta08g00560" " Ferritin-like superfamily"
"ostta08g00670" " unnamed product"
"ostta08g00710" " Zinc finger, DNA-directed DNA polymerase, family B, alpha"
"ostta08g00755" " hypothetical protein"
"ostta08g00880" " DEK, C-terminal"
"ostta08g01040" " Pseudouridine synthase II"
"ostta08g01300" " Forkhead-associated FHA domain"
"ostta08g01360" " Actin-related protein"
"ostta08g01410" " unnamed product"
"ostta08g01440" " Bestrophin/UPF0187"
"ostta08g01560" " Cytochrome P450, E-class, group I"
"ostta08g01630" " Surfeit locus 2"
"ostta08g01790" " tRNA-guanine15 transglycosylase-like"
"ostta08g01800" " DNA recombination/repair protein RecA, monomer-monomer interface"
"ostta08g01830" " Ribosomal protein S27/S33, mitochondrial"
"ostta08g01840" " Rad60/SUMO-like domain"
"ostta08g01930" " von Willebrand factor, type A"
"ostta08g01960" " Domain of unknown function DUF1336"
"ostta08g01990" " unnamed product"
"ostta08g02070" " Protein of unknown function DUF3067"
"ostta08g02110" " Transmembrane protein 194"
"ostta08g02260" " unnamed product"
"ostta08g02270" " unnamed product"
"ostta08g02490" " TRAPP I complex, subunit 5"
"ostta08g02520" " unnamed product"
"ostta08g02550" " Zinc finger, B-box"
"ostta08g02580" " Mediator complex, subunit Med10"
"ostta08g02600" " Chaperone tailless complex polypeptide 1 TCP-1"
"ostta08g02810" " unnamed product"
"ostta08g02850" " Tryptophan/tyrosine permease"
"ostta08g02980" " Zinc finger C2H2-type/integrase DNA-binding domain"
"ostta08g03100" " P-loop containing nucleoside triphosphate hydrolase"
"ostta08g03180" " Aromatic-ring hydroxylase-like"
"ostta08g03260" " Tetratricopeptide repeat"
"ostta08g03340" " Twin-arginine translocation pathway, signal sequence"
"ostta08g03350" " Activator of Hsp90 ATPase, N-terminal"
"ostta08g03510" " Phosphorylated CTD interacting factor 1, WW domain"
"ostta08g03520" " Peptidase M24, methionine aminopeptidase"
"ostta08g03530" " von Willebrand factor, type A"
"ostta08g03570" " Coiled-coil domain-containing protein 90"
"ostta08g03615" " HPP"
"ostta08g03630" " Oxysterol-binding protein"
