"geneID" "annotation"
"ostta02g01210" " Ribosomal protein L7Ae conserved site"
"ostta02g01250" " Fe-S metabolism associated domain, SufE-like"
"ostta02g01290" " Acid phosphatase/vanadium-dependent haloperoxidase-related"
"ostta02g01360" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g01370" " Armadillo-type fold"
"ostta02g01410" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g01420" " Frataxin/CyaY"
"ostta02g01480" " Histone-fold"
"ostta02g01530" " Bromodomain transcription factor"
"ostta02g01580" " unnamed product"
"ostta02g01670" " unnamed product"
"ostta02g01690" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta02g01750" " unnamed product"
"ostta02g01870" " Bromo adjacent homology BAH domain"
"ostta02g01880" " Ankyrin repeat-containing domain"
"ostta02g02150" " RmlC-like jelly roll fold"
"ostta02g02200" " Eukaryotic translation initiation factor 4E eIF-4E, conserved site"
"ostta02g02240" " Pyridoxal phosphate-dependent transferase, major region, subdomain 1"
"ostta02g02310" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA"
"ostta02g02340" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta02g02440" "' Cytokinin riboside 5''-monophosphate phosphoribohydrolase LOG'"
"ostta02g02520" " Ketopantoate hydroxymethyltransferase"
"ostta02g02630" " Deoxynucleoside kinase"
"ostta02g02660" " unnamed product"
"ostta02g02670" " Uncharacterised protein family, ATP binding n/a  Uncharacterised protein family"
"ostta02g02710" " UbiA prenyltransferase family"
"ostta02g02860" " Phosphoglycerate kinase, C-terminal"
"ostta02g02900" " JmjC domain"
"ostta02g02980" " unnamed product"
"ostta02g03290" " Putative sodium bile acid cotransporter"
"ostta02g03350" " von Willebrand factor, type A"
"ostta02g03410" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g03420" " Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"ostta02g03430" " DNA-directed DNA polymerase, family B, pol2"
"ostta02g03480" " tRNA 2-selenouridine synthase"
"ostta02g03770" " SNF2-related"
"ostta02g04230" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g04350" " Phytase-like domain"
"ostta02g04360" " Pyruvate, phosphate dikinase"
"ostta02g04450" " NADP-binding domain"
"ostta02g04500" " Mitochondrial substrate/solute carrier"
"ostta02g04610" " RelA/SpoT"
"ostta02g04740" " Lipopolysaccharide-modifying protein"
"ostta02g04830" " Protein kinase-like domain"
"ostta02g05100" " Uracil-5-methyltransferase n/a  Uracil-5-methyltransferase"
"ostta02g05115" " Zinc finger, DPH-type"
"ostta02g05380" " Nucleotide-sugar transporter"
"ostta02g05470" " Protein phosphatase methylesterase, eukaryotic"
"ostta02g05490" " Major facilitator superfamily domain, general substrate transporter"
"ostta02g05530" " DNA/RNA helicase, DEAD/DEAH box type, N-terminal"
"ostta03g00060" " RNA C5-cytosine methyltransferase"
"ostta03g00210" " unnamed product"
"ostta03g00240" " Concanavalin A-like lectin/glucanase, subgroup"
"ostta03g00310" " unnamed product"
"ostta03g00350" " Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase"
"ostta03g00470" " unnamed product"
"ostta03g00570" " Ubiquitin fusion degradation protein UFD1"
"ostta03g00610" " 3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal"
"ostta03g00690" " NOSIC"
"ostta03g00700" " Oxoglutarate/iron-dependent dioxygenase"
"ostta03g00770" " MIF4-like, type 1/2/3"
"ostta03g00860" " Nucleotide-binding, alpha-beta plait"
"ostta03g00870" " Glycosyl hydrolase, family 13, catalytic domain"
"ostta03g00890" " Uncharacterised protein family UPF0250"
"ostta03g00960" " Ankyrin repeat"
"ostta03g01030" " Chloramphenicol acetyltransferase-like domain"
"ostta03g01160" "' Orotidine 5''-phosphate decarboxylase, active site'"
"ostta03g01440" " Plastid lipid-associated protein/fibrillin conserved domain"
"ostta03g01450" " Armadillo-type fold"
"ostta03g01620" " unnamed product"
"ostta03g01850" " unnamed product"
"ostta03g01870" " Domain of unknown function DUF1995"
"ostta03g01890" " Phosphatidylinositol 3/4-kinase, conserved site"
"ostta03g01910" " Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal"
"ostta03g01980" " unnamed product"
"ostta03g02050" " Thioredoxin-like fold"
"ostta03g02130" " Phosphatidic acid phosphatase type 2/haloperoxidase"
"ostta03g02140" " Ubiquitin supergroup"
"ostta03g02270" " Cyclin C"
"ostta03g02400" " Kinetochore protein Nuf2"
"ostta03g02450" " Armadillo-type fold"
"ostta03g02460" " Protein of unknown function DUF3181"
"ostta03g02500" " Mitochondrial substrate/solute carrier"
"ostta03g02650" " Ribosome biogenesis protein BRX1"
"ostta03g02750" " Zinc finger, CCCH-type"
"ostta03g02820" " 3-isopropylmalate dehydratase, small subunit"
"ostta03g02920" " Carboxylesterase, type B"
"ostta03g02930" " unnamed product"
"ostta03g03015" " Translation elongation factor P/YeiP, central"
"ostta03g03070" " tRNA isopentenyltransferase"
"ostta03g03210" " Permease, cytosine/purines, uracil, thiamine, allantoin"
"ostta03g03500" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta03g03620" " Cytochrome P450, conserved site"
"ostta03g03660" " Zinc finger, CCCH-type"
"ostta03g03720" " unnamed product"
"ostta03g03750" " Glyoxalase/fosfomycin resistance/dioxygenase domain"
"ostta03g03890" " JmjC domain"
"ostta03g03900" " Carotenoid oxygenase"
"ostta03g03960" " DNA-directed RNA polymerase, subunit C11/M/9"
"ostta03g04020" " Ergosterol biosynthesis ERG4/ERG24"
"ostta03g04070" " Protein of unknown function DUF2214, membrane"
"ostta03g04080" " Protein of unknown function DUF1749"
"ostta03g04170" " NLI interacting factor"
"ostta03g04300" " Ribonuclease H-like domain"
"ostta03g04340" " NADP-binding domain"
"ostta03g04960" " unnamed product"
"ostta03g05230" " Acyl-CoA N-acyltransferase"
"ostta03g05435" " hypothetical protein"
"ostta03g05450" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05480" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05500" " Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase"
"ostta03g05510" " unnamed product"
"ostta03g05670" " Peptidase A22B, signal peptide peptidase"
"ostta03g05800" " SET domain"
"ostta03g05860" " Zinc finger, DHHC-type, palmitoyltransferase"
"ostta03g05870" " Engulfment/cell motility, ELMO"
"ostta03g05970" " ATPase, vacuolar ER assembly factor, Vma12"
"ostta03g06000" " Transposase IS605, OrfB, C-terminal"
"ostta04g00130" " PDZ domain"
"ostta04g00190" " Zinc finger, PHD-finger"
"ostta04g00290" " Dimeric alpha-beta barrel"
"ostta04g00360" " unnamed product"
"ostta04g00410" " Aquaporin-like"
"ostta04g00430" " Serine/threonine-protein kinase, active site"
"ostta04g00440" " NADP-binding domain"
"ostta04g00460" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g00580" " unnamed product"
"ostta04g00670" " unnamed product"
"ostta04g00710" " tRNA/rRNA methyltransferase, SpoU"
"ostta04g00730" " Helicase-associated"
"ostta04g00810" " 3-dehydroquinate synthase"
"ostta04g00930" " SNARE associated Golgi protein"
"ostta04g00970" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g00990" " Ankyrin repeat-containing domain"
"ostta04g01080" " Universal stress protein A"
"ostta04g01130" " unnamed product"
"ostta04g01240" " unnamed product"
"ostta04g01260" " Dolichol phosphate-mannose biosynthesis regulatory"
"ostta04g01300" " Insulin-like growth factor binding protein, N-terminal"
"ostta04g01510" " unnamed product"
"ostta04g01520" " unnamed product"
"ostta04g01610" " Aminoacyl-tRNA synthetase, class II"
"ostta04g01750" " EF-Hand 1, calcium-binding site"
"ostta04g01820" " Chlorophyll a/b binding protein domain"
"ostta04g01910" " unnamed product"
"ostta04g01970" " Alpha-ketoglutarate-dependent dioxygenase AlkB-like"
"ostta04g02150" " Inositol polyphosphate-related phosphatase"
"ostta04g02210" " Ankyrin repeat"
"ostta04g02420" " unnamed product"
"ostta04g02510" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g02530" " NLI interacting factor"
"ostta04g02630" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g02740" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g02880" " Oxoglutarate/iron-dependent dioxygenase"
"ostta04g02930" " SAND domain-like"
"ostta04g03020" " unnamed product"
"ostta04g03160" " WD40 repeat"
"ostta04g03170" " Polyprenyl synthetase"
"ostta04g03255" " hypothetical protein"
"ostta04g03390" " Immunoglobulin-like fold"
"ostta04g03460" " Zinc finger, PHD-finger"
"ostta04g03560" " RNA polymerase sigma-70"
"ostta04g03590" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta04g03620" " Zinc finger, B-box"
"ostta04g04000" " Pyruvate phosphate dikinase, PEP/pyruvate-binding"
"ostta04g04050" " Armadillo-type fold"
"ostta04g04080" " Sodium/sulphate symporter"
"ostta04g04210" " unnamed product"
"ostta04g04250" " unnamed product"
"ostta04g04410" " SET domain"
"ostta04g04420" " Fructose-bisphosphate aldolase, class-I"
"ostta04g04430" " Short-chain dehydrogenase/reductase SDR"
"ostta04g04470" " tRNA guanine-N-7 methyltransferase"
"ostta04g04570" " Protein of unknown function DUF3531"
"ostta04g04590" " Peptidase M12B, ADAM/reprolysin"
"ostta04g04600" " Peptidase M12B, ADAM/reprolysin"
"ostta04g04730" " Ubiquitin-conjugating enzyme, active site"
"ostta04g04820" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g04840" " unnamed product"
"ostta04g04950" " Methyltransferase domain"
"ostta04g04970" " Zinc finger, CCHC-type"
"ostta04g05150" " Calcium/calmodulin-dependent/calcium-dependent protein kinase"
"ostta04g05370" " T-complex 11"
"ostta04g05410" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta04g05470" " SNF2-related"
"ostta04g05480" " unnamed product"
"ostta04g05550" " unnamed product"
"ostta05g00170" " NLI interacting factor"
"ostta05g00300" " Vesicle transport protein, Got1/SFT2-like"
"ostta05g00310" " Breast cancer type 1 susceptibility protein BRCA1"
"ostta05g00360" " Methyltransferase type 11"
"ostta05g00440" " Carbon-nitrogen hydrolase"
"ostta05g00480" " Inner centromere protein, ARK-binding domain"
"ostta05g00500" " Spo11/DNA topoisomerase VI, subunit A"
"ostta05g00530" " Short-chain dehydrogenase/reductase SDR"
"ostta05g00640" " Intron-binding protein, aquarius"
"ostta05g00790" " unnamed product"
"ostta05g00830" " unnamed product"
"ostta05g00850" " Multi antimicrobial extrusion protein"
"ostta05g00940" " Thioredoxin, conserved site"
"ostta05g01050" " unnamed product"
"ostta05g01070" " Uroporphyrinogen decarboxylase URO-D"
"ostta05g01220" " G-protein beta WD-40 repeat"
"ostta05g01370" " Cold-shock protein, DNA-binding"
"ostta05g01490" " RmlC-like jelly roll fold"
"ostta05g01700" " unnamed product"
"ostta05g01730" " unnamed product"
"ostta05g01790" " unnamed product"
"ostta05g01850" " Ubiquitin-conjugating enzyme, active site"
"ostta05g02060" " Quinoprotein amine dehydrogenase, beta chain-like"
"ostta05g02220" " Serine/threonine-protein kinase, active site"
"ostta05g02230" " Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal"
"ostta05g02380" " RWP-RK domain"
"ostta05g02418" " Sugar nucleotide epimerase YfcH,-like putative n/a  Sugar nucleotide epimerase tive n/a  Sugar nucleotide epimerase YfcH,-like putative n/a  Sugar nucleotide epimerase YfcH,-like putative"
"ostta05g02470" " Tetratricopeptide repeat"
"ostta05g02550" " Myristoyl-CoA:protein N-myristoyltransferase, C-terminal"
"ostta05g02690" " Nucleotide-binding, alpha-beta plait"
"ostta05g02740" " Threonine dehydratase, catabolic"
"ostta05g02845" " hypothetical protein"
"ostta05g02880" " Protein Iojap/ribosomal silencing factor RsfS"
"ostta05g02890" " Uncharacterised domain UPF0066, YaeB-like domain"
"ostta05g02920" " Sad1/UNC-like, C-terminal"
"ostta05g02930" " RNA helicase, ATP-dependent, DEAD-box, conserved site"
"ostta05g02950" " Proteasome B-type subunit"
"ostta05g03060" " Dienelactone hydrolase"
"ostta05g03080" " Phytanoyl-CoA dioxygenase"
"ostta05g03090" " SET domain"
"ostta05g03130" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta05g03290" " HCaRG"
"ostta05g03330" " Telomeric single stranded DNA binding POT1/Cdc13"
"ostta05g03490" " Immunoglobulin-like fold"
"ostta05g03500" " ABC-2 type transporter"
"ostta05g03550" " Radical SAM"
"ostta05g03560" " Zinc finger, RanBP2-type"
"ostta05g03590" " Eukaryotic initiation factor 3, gamma subunit"
"ostta05g03670" " BCP1 family"
"ostta05g03680" " unnamed product"
"ostta05g03710" " Protein of unknown function DUF3353"
"ostta05g03720" " unnamed product"
"ostta05g03730" " Protein-tyrosine phosphatase-like, PTPLA"
"ostta05g03750" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta05g03760" " Helicase, C-terminal"
"ostta05g04110" " Helicase, C-terminal"
"ostta05g04280" " Protein of unknown function DUF2046"
"ostta05g04300" " unnamed product"
"ostta05g04370" " ABC-2 type transporter"
"ostta05g04500" " Target SNARE coiled-coil domain"
"ostta05g04530" " Uncharacterised protein family Ycf54"
"ostta05g04540" " unnamed product"
"ostta05g04560" " Photosystem II PsbR"
"ostta05g04830" " unnamed product"
"ostta05g04840" " Methyltransferase domain"
"ostta05g04930" " Ubiquitin-conjugating enzyme, active site"
"ostta05g04960" " von Willebrand factor, type A"
"ostta05g04970" " WD40/YVTN repeat-like-containing domain"
"ostta06g00030" " Target SNARE coiled-coil domain"
"ostta06g00090" " RNA polymerase III, subunit Rpc25"
"ostta06g00490" " WD40/YVTN repeat-like-containing domain"
"ostta06g00500" " unnamed product"
"ostta06g00580" " Spermidine/spermine synthases family"
"ostta06g00670" " G-protein beta WD-40 repeat"
"ostta06g00700" " Phosphoglycerate kinase, conserved site"
"ostta06g00760" " Methyltransferase small domain"
"ostta06g00830" " unnamed product"
"ostta06g00900" " Vitamin B6 photo-protection and homoeostasis"
"ostta06g00920" " unnamed product"
"ostta06g01040" " Glucose-inhibited division protein A-related"
"ostta06g01050" " unnamed product"
"ostta06g01120" " UDP-3-O-acyl N-acetylglucosamine deacetylase, C-terminal"
"ostta06g01270" " unnamed product"
"ostta06g01320" " MT-A70-like"
"ostta06g01460" " Ribosomal RNA methyltransferase FtsJ domain"
"ostta06g01560" " Small-subunit processome, Utp11"
"ostta06g01570" " DnaJ domain"
"ostta06g01650" " Ribulose-phosphate binding barrel"
"ostta06g01660" " Glucose-inhibited division protein A-related, conserved site"
"ostta06g01830" " Guanine nucleotide-binding protein-like 3, N-terminal domain"
"ostta06g01880" " Carbohydrate binding module family 20"
"ostta06g02030" " Ubiquitin-conjugating enzyme, E2"
"ostta06g02090" " Protein of unknown function DUF155"
"ostta06g02130" " Protein of unknown function DUF652"
"ostta06g02280" " FAM173 family"
"ostta06g02480" " Uncharacterised protein family FAM98"
"ostta06g02490" " unnamed product"
"ostta06g02605" " Protein of unknown function DUF3529"
"ostta06g02740" "' Polynucleotide 3''-phosphatase'"
"ostta06g02750" " Nucleotide-binding, alpha-beta plait"
"ostta06g02770" " Hydroxyacylglutathione hydrolase"
"ostta06g02800" " Helicase, C-terminal"
"ostta06g02810" " NADH:ubiquinone oxidoreductase intermediate-associated protein 30"
"ostta06g02850" " Thioredoxin-like fold"
"ostta06g02960" " Rad21/Rec8-like protein, N-terminal"
"ostta06g03000" " Adenosine/AMP deaminase domain"
"ostta06g03010" " Helicase, C-terminal"
"ostta06g03140" " Importin-beta, N-terminal domain"
"ostta06g03150" " Nucleotidyl transferase domain"
"ostta06g03250" " Heat shock protein Hsp33, N-terminal"
"ostta06g03370" " Protoporphyrinogen oxidase, C-terminal domain"
"ostta06g03390" " Photosystem I Ycf4, assembly"
"ostta06g03430" " E2F-associated phosphoprotein"
"ostta06g03465" " hypothetical protein"
"ostta06g03490" " unnamed product"
"ostta06g03510" " Radical SAM"
"ostta06g03820" " Glutamine amidotransferase"
"ostta06g03890" " Helicase, C-terminal"
"ostta06g03980" " Putative E3 ubiquitin-protein ligase, makorin-related"
"ostta06g04110" " Permease, cytosine/purines, uracil, thiamine, allantoin"
"ostta06g04120" " HAD hydrolase, subfamily IA"
"ostta06g04260" " unnamed product"
"ostta06g04610" " Pseudouridine synthase, RsuA/RluB/E/F, conserved site"
"ostta07g00150" " Ham1-like protein"
"ostta07g00190" " unnamed product"
"ostta07g00210" " G-patch domain"
"ostta07g00220" " Polyphosphate kinase 2"
"ostta07g00230" " Rhodanese-like domain"
"ostta07g00250" " Ham1-like protein"
"ostta07g00270" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta07g00490" " Basic-leucine zipper domain"
"ostta07g00500" " unnamed product"
"ostta07g00590" " Mitochondrial chaperone BCS1"
"ostta07g00670" " unnamed product"
"ostta07g00700" " Phosphatidate cytidylyltransferase"
"ostta07g00710" " unnamed product"
"ostta07g00730" " Protein kinase-like domain"
"ostta07g00740" " P-loop containing nucleoside triphosphate hydrolase"
"ostta07g00840" " Endonuclease/exonuclease/phosphatase"
"ostta07g00920" " Nucleotide-binding, alpha-beta plait"
"ostta07g01050" " Tensin phosphatase, C2 domain"
"ostta07g01205" " Enamine/imine deaminase YjgF-like"
"ostta07g01290" " unnamed product"
"ostta07g01300" " Armadillo-like helical"
"ostta07g01350" " ATPase, F1 complex, OSCP/delta subunit"
"ostta07g01610" " Cell division protein FtsZ, C-terminal"
"ostta07g01660" " SNARE associated Golgi protein"
"ostta07g01710" " Cytochrome P450, E-class, group IV"
"ostta07g01740" " Short-chain dehydrogenase/reductase SDR"
"ostta07g01790" " Helicase, C-terminal"
"ostta07g01800" " Serine/threonine-specific protein phosphatase/bis5-nucleosyl-tetraphosphatase"
"ostta07g01830" " A1 cistron-splicing factor, AAR2"
"ostta07g01870" " Cyclin-dependent kinase, regulatory subunit"
"ostta07g02070" " rRNA-processing protein EFG1"
"ostta07g02140" " Protein phosphatase 2C"
"ostta07g02190" " unnamed product"
"ostta07g02340" " Twin-arginine translocation pathway, signal sequence"
"ostta07g02450" " Pheophorbide a oxygenase"
"ostta07g02470" " Peptidase S16, lon N-terminal"
"ostta07g02510" " Riboflavin biosynthesis protein RibD"
"ostta07g02550" " Zinc finger, RING/FYVE/PHD-type"
"ostta07g02570" " Structural maintenance of chromosomes protein 6"
"ostta07g02590" " Magnesium-protoporphyrin IX methyltransferase"
"ostta07g02900" " K Homology domain, type 1"
"ostta07g03020" " Phenylalanine-tRNA ligase, beta subunit, ferrodoxin-fold anticodon-binding"
"ostta07g03110" " unnamed product"
"ostta07g03200" " DNA-directed RNA polymerase, RBP11-like dimerisation domain"
"ostta07g03220" " unnamed product"
"ostta07g03280" " Cytochrome c oxidase assembly protein CtaG/Cox11, domain"
"ostta07g03290" " Breast cancer type 1 susceptibility protein BRCA1"
"ostta07g03380" " Helicase, C-terminal"
"ostta07g03430" " unnamed product"
"ostta07g03510" " PIK-related kinase, FATC"
"ostta07g03635" " Deoxyhypusine synthase"
"ostta07g03680" " unnamed product"
"ostta07g03830" " Nuclear protein DGCR14"
"ostta07g04020" " GTP-binding protein Obg/CgtA"
"ostta07g04050" " Zinc finger, RanBP2-type"
"ostta07g04220" " Protein of unknown function DUF2930"
"ostta07g04310" " Nucleotide-binding, alpha-beta plait"
"ostta07g04370" " Transketolase-like, C-terminal"
"ostta07g04430" " unnamed product"
"ostta07g04500" " UbiE/COQ5 methyltransferase"
"ostta07g04510" " Phosphatidate cytidylyltransferase"
"ostta07g04630" " unnamed product"
"ostta07g04640" " Serine acetyltransferase, N-terminal"
"ostta08g00240" " ATP-dependent helicase, C-terminal"
"ostta08g00330" " Serine/threonine-specific protein phosphatase/bis5-nucleosyl-tetraphosphatase"
"ostta08g00420" " Tetratricopeptide repeat"
"ostta08g00490" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta08g00520" " Ankyrin repeat"
"ostta08g00560" " Ferritin-like superfamily"
"ostta08g00680" " Bacterial surface protein 26-residue repeat"
"ostta08g00690" " unnamed product"
"ostta08g00780" " Protein kinase-like domain"
"ostta08g00850" " ABC transporter, conserved site"
"ostta08g00910" " unnamed product"
"ostta08g01050" " Domain of unknown function DUF3883"
"ostta08g01100" " UbiA prenyltransferase family"
"ostta08g01140" " unnamed product"
"ostta08g01320" " Drug/metabolite transporter"
"ostta08g01330" " High mobility group box domain"
"ostta08g01340" " Helicase, C-terminal"
"ostta08g01400" " G-protein beta WD-40 repeat"
"ostta08g01470" " unnamed product"
"ostta08g01520" " BCCT transporter family"
"ostta08g01570" " UDP-glucose 4-epimerase C-terminal domain"
"ostta08g01630" " Surfeit locus 2"
"ostta08g01660" " Uncharacterised conserved protein UCP012318"
"ostta08g01670" " WD40 repeat"
"ostta08g01800" " DNA recombination/repair protein RecA, monomer-monomer interface"
"ostta08g01880" " Zinc finger, CCCH-type"
"ostta08g01900" " P-loop containing nucleoside triphosphate hydrolase"
"ostta08g02090" " unnamed product"
"ostta08g02100" " Rhodanese-like domain"
"ostta08g02230" " Cell division protein FtsZ, C-terminal"
"ostta08g02310" " unnamed product"
"ostta08g02350" " unnamed product"
"ostta08g02360" " HAD-superfamily hydrolase, subfamily IIA"
"ostta08g02400" " unnamed product"
"ostta08g02500" " unnamed product"
"ostta08g02670" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta08g02720" " NADP-dependent oxidoreductase domain"
"ostta08g02750" " Transcription factor 25"
"ostta08g02960" " Cyanobacterial aminoacyl-tRNA synthetase, CAAD domain"
"ostta08g03270" " Lipase, class 3"
"ostta08g03370" " unnamed product"
"ostta08g03540" " unnamed product"
"ostta08g03580" " Pyridine nucleotide-disulphide oxidoreductase, FAD/NADP-binding domain"
"ostta08g03790" " unnamed product"
"ostta08g03820" " unnamed product"
"ostta08g03990" " SNF2-related"
"ostta08g04010" " unnamed product"
"ostta08g04140" " Peptidoglycan-binding lysin domain"
"ostta08g04190" " G-protein beta WD-40 repeat"
"ostta08g04210" " GTP-binding protein, ribosome biogenesis, YsxC"
"ostta08g04220" " Aspartic peptidase"
"ostta08g04240" " Signal transduction histidine kinase, phosphotransfer Hpt domain"
"ostta09g00110" " Thioredoxin-like fold"
"ostta09g00120" " Triosephosphate isomerase n/a  Triosephosphate isomerase"
"ostta09g00140" " unnamed product"
"ostta09g00150" " TB2/DP1/HVA22-related protein"
"ostta09g00210" " hypothetical protein n/a  unnamed product"
"ostta09g00340" " unnamed product"
"ostta09g00500" " Haem peroxidase, plant/fungal/bacterial"
