"geneID" "annotation"
"ostta01g04210" " GOLD"
"ostta01g04230" " Aldehyde dehydrogenase, C-terminal"
"ostta01g04330" " Thioredoxin-like fold"
"ostta01g04390" " SPla/RYanodine receptor SPRY"
"ostta01g04400" " unnamed product"
"ostta01g04440" " Clathrin light chain"
"ostta01g04580" " Amino acid transporter, transmembrane"
"ostta01g04620" " Flavoprotein pyridine nucleotide cytochrome reductase"
"ostta01g04680" " Tetratricopeptide repeat"
"ostta01g04700" " ENTH/VHS"
"ostta01g04800" " unnamed product"
"ostta01g04860" " Monothiol glutaredoxin-related"
"ostta01g04900" " Peptidase C1A, papain C-terminal"
"ostta01g04960" " unnamed product"
"ostta01g05005" " Proteasome A-type subunit"
"ostta01g05010" " DNA/RNA non-specific endonuclease, active site"
"ostta01g05080" " Metridin-like ShK toxin"
"ostta01g05120" " Nucleoporin Nup54, alpha-helical domain"
"ostta01g05150" " HCaRG"
"ostta01g05220" " unnamed product"
"ostta01g05250" " Peroxisomal membrane protein 14"
"ostta01g05330" " Protein of unknown function DUF1674"
"ostta01g05360" " Ribosomal protein S6"
"ostta01g05540" " NADH:ubiquinone oxidoreductase, B18 subunit"
"ostta01g05650" " Autophagy-related protein Atg8 family"
"ostta01g05660" " Nucleotide-binding, alpha-beta plait"
"ostta01g05670" " Transcription termination and cleavage factor C-terminal domain"
"ostta01g05730" " Complex 1 LYR protein"
"ostta01g05740" " unnamed product"
"ostta01g05780" " Conserved oligomeric Golgi complex subunit 8"
"ostta01g05820" " Micro-fibrillar-associated protein 1, C-terminal"
"ostta01g05970" " Anamorsin"
"ostta01g06070" " C2 calcium/lipid-binding domain, CaLB"
"ostta01g06150" " Cyclin A/B/D/E"
"ostta01g06190" " unnamed product"
"ostta01g06270" " Ham1-like protein"
"ostta01g06340" " Histone H4"
"ostta01g06350" " Histone H4"
"ostta01g06380" " Regulator of chromosome condensation, RCC1"
"ostta01g06390" " Methylglyoxal synthase-like domain"
"ostta01g06450" " Lipase, class 3"
"ostta01g06500" " UAA transporter"
"ostta01g06530" " Domain of unknown function DUF2040"
"ostta01g06600" " unnamed product"
"ostta01g06670" " Insulin-induced protein family"
"ostta02g00037" " Harbinger transposase-derived protein, plant"
"ostta02g00085" " hypothetical protein"
"ostta02g00100" " Histone core"
"ostta02g00275" " DDE superfamily endonuclease, CENP-B-like"
"ostta02g00680" " Protein of unknown function DUF947"
"ostta02g00840" " Glucokinase n/a  Glucokinase"
"ostta02g00880" " DNA-directed RNA polymerase, 30-40kDa subunit, conserved site"
"ostta02g01020" " Heat shock protein 70 family"
"ostta02g01050" " XPG/Rad2 endonuclease"
"ostta02g01180" " Endonuclease/exonuclease/phosphatase"
"ostta02g01550" " KOW"
"ostta02g01610" " Cation/H+ exchanger"
"ostta02g01880" " Ankyrin repeat-containing domain"
"ostta02g02260" " Homeobox domain"
"ostta02g02330" " Protein phosphatase 2C"
"ostta02g02355" " Transposase, Tc1-like"
"ostta02g02540" " unnamed product"
"ostta02g02715" " hypothetical protein n/a  hypothetical protein"
"ostta02g02830" " Peptidyl-prolyl cis-trans isomerase, FKBP-type"
"ostta02g02880" " unnamed product"
"ostta02g02970" " unnamed product"
"ostta02g02980" " unnamed product"
"ostta02g03010" " unnamed product"
"ostta02g03020" " Cold-shock protein, DNA-binding"
"ostta02g03110" " Transcriptional coactivator p15 PC4"
"ostta02g03250" " Ubiquitin carboxyl-terminal hydrolases family 2"
"ostta02g03270" " unnamed product"
"ostta02g03280" " Cysteine peptidase, cysteine active site"
"ostta02g03320" " unnamed product"
"ostta02g03370" " RmlC-like jelly roll fold"
"ostta02g03400" " Ferritin-like superfamily"
"ostta02g03490" " Armadillo-type fold"
"ostta02g03530" " unnamed product"
"ostta02g03570" " Prenyltransferase/squalene oxidase"
"ostta02g03590" " unnamed product"
"ostta02g03610" " Condensin complex, subunit 1, N-terminal"
"ostta02g03780" " Serine/threonine-protein kinase, active site"
"ostta02g03830" " Peptidase M20, dimerisation domain"
"ostta02g03960" " Protein-tyrosine phosphatase, active site"
"ostta02g03970" " unnamed product"
"ostta02g04020" " PCI/PINT associated module"
"ostta02g04110" " unnamed product"
"ostta02g04170" " Formate C-acetyltransferase glycine radical, conserved site"
"ostta02g04180" " UBA-like"
"ostta02g04190" " Ankyrin repeat-containing domain"
"ostta02g04200" " Polyketide synthase/Fatty acid synthase, KR"
"ostta02g04210" " Ankyrin repeat-containing domain"
"ostta02g04220" " Ankyrin repeat-containing domain"
"ostta02g04260" " ENTH/VHS"
"ostta02g04310" " DnaJ domain"
"ostta02g04500" " Mitochondrial substrate/solute carrier"
"ostta02g04550" " Patatin/Phospholipase A2-related"
"ostta02g04610" " RelA/SpoT"
"ostta02g04730" " unnamed product"
"ostta02g04790" " Metridin-like ShK toxin"
"ostta02g04815" " hypothetical protein n/a  hypothetical protein"
"ostta02g04850" " unnamed product"
"ostta02g04905" " hypothetical protein"
"ostta02g04920" " Cytochrome c oxidase subunit Vc"
"ostta02g04950" " Transcription factor IIS, N-terminal"
"ostta02g04970" " Glyoxalase-like domain"
"ostta02g05060" " Glycoside hydrolase, family 13, N-terminal"
"ostta02g05110" " Zinc finger, DPH-type"
"ostta02g05120" " Oxidoreductase-like, N-terminal"
"ostta02g05180" " unnamed product"
"ostta02g05190" " SANT/Myb domain"
"ostta02g05230" " RmlC-like jelly roll fold"
"ostta02g05250" " Histone-fold"
"ostta02g05260" " unnamed product"
"ostta02g05300" " unnamed product"
"ostta02g05320" " unnamed product"
"ostta02g05400" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta02g05430" " unnamed product"
"ostta02g05520" " Molybdopterin cofactor biosynthesis C MoaC domain"
"ostta02g05530" " DNA/RNA helicase, DEAD/DEAH box type, N-terminal"
"ostta03g00050" " unnamed product"
"ostta03g00130" " unnamed product"
"ostta03g00150" " unnamed product"
"ostta03g00170" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g00370" " Endoplasmic reticulum, stress-associated Ramp4"
"ostta03g00400" " U2 snRNP auxilliary factor, large subunit, splicing factor"
"ostta03g00500" " Decaprenyl diphosphate synthase-like"
"ostta03g00510" " BCCT transporter family"
"ostta03g00560" " unnamed product"
"ostta03g00610" " 3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal"
"ostta03g00650" " Aromatic-ring hydroxylase-like"
"ostta03g00710" " Armadillo-type fold"
"ostta03g00930" " FAD linked oxidase, N-terminal"
"ostta03g00970" " Mitochondrial import inner membrane translocase subunit Tim10/Tim12"
"ostta03g01000" " Beta-lactamase-like"
"ostta03g01050" " Frag1/DRAM/Sfk1"
"ostta03g01060" " unnamed product"
"ostta03g01080" " Chaperonin-like RbcX"
"ostta03g01290" " unnamed product"
"ostta03g01420" " hypothetical protein n/a  unnamed product n/a  unnamed product"
"ostta03g01460" " WD40 repeat"
"ostta03g01470" " Chaperonin TCP-1, conserved site"
"ostta03g01530" " Domain of unknown function DUF3641"
"ostta03g01540" " unnamed product"
"ostta03g01610" " EMSY N-terminal"
"ostta03g01630" " Concanavalin A-like lectin/glucanase, subgroup"
"ostta03g01670" " WD40/YVTN repeat-like-containing domain"
"ostta03g01690" " Tetratricopeptide repeat"
"ostta03g01710" " Triose-phosphate transporter domain"
"ostta03g01750" " Signal transduction response regulator, receiver domain"
"ostta03g01780" " DNA topoisomerase, type IIA, conserved site"
"ostta03g01790" " unnamed product"
"ostta03g01930" " DnaJ domain, conserved site"
"ostta03g01990" " Ribonuclease H-like domain"
"ostta03g02000" " tRNAIle-lysidine/2-thiocytidine synthase"
"ostta03g02140" " Ubiquitin supergroup"
"ostta03g02150" " Exoribonuclease, phosphorolytic domain 2"
"ostta03g02170" " Reduced growth phenotype protein 1"
"ostta03g02180" " Conserved oligomeric Golgi complex, subunit 2, N-terminal"
"ostta03g02330" " Leucine rich repeat 4"
"ostta03g02550" " NUDIX hydrolase domain-like"
"ostta03g02560" " Zinc finger, CHCC-type"
"ostta03g02640" " Tetratricopeptide-like helical"
"ostta03g02690" " unnamed product"
"ostta03g02750" " Zinc finger, CCCH-type"
"ostta03g02780" " unnamed product"
"ostta03g02930" " unnamed product"
"ostta03g03130" " T-complex protein 1, alpha subunit"
"ostta03g03290" " Yip1 domain"
"ostta03g03310" " unnamed product"
"ostta03g03330" " unnamed product"
"ostta03g03340" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"ostta03g03360" " 26S proteasome subunit P45"
"ostta03g03370" " unnamed product"
"ostta03g03400" " unnamed product"
"ostta03g03410" " Serine/threonine-protein kinase, active site"
"ostta03g03450" " HR-like lesion-inducer"
"ostta03g03520" " T-complex protein 1, theta subunit"
"ostta03g03570" " Armadillo-type fold"
"ostta03g03580" " Arf GTPase activating protein"
"ostta03g03590" " HSP40/DnaJ peptide-binding"
"ostta03g03620" " Cytochrome P450, conserved site"
"ostta03g04190" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta03g04200" " ARP2/3 complex, 34kDa subunit p34-Arc"
"ostta03g04210" " Ubiquitin supergroup"
"ostta03g04260" " RNA-binding S4 domain"
"ostta03g04270" " unnamed product"
"ostta03g04280" " Eukaryotic porin/Tom40"
"ostta03g04330" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site n/a  Cyclotidyl-prolyl cis-trans isomerase, conserved site"
"ostta03g04370" " BRCT domain"
"ostta03g04400" " Uncharacterised protein GYD"
"ostta03g04680" " Mitochondrial import inner membrane translocase subunit Tim50"
"ostta03g04720" " Short-chain dehydrogenase/reductase SDR"
"ostta03g04830" " Microtubule-associated protein RP/EB"
"ostta03g04840" " DNA-directed RNA polymerase, subunit C11/M/9 n/a  DNA-directed RNA polymerase,"
"ostta03g04850" " unnamed product"
"ostta03g04940" " Nucleotide-binding, alpha-beta plait"
"ostta03g05000" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05020" " Ubiquitin-activating enzyme, E1, active site"
"ostta03g05030" " Nucleotide-diphospho-sugar transferase"
"ostta03g05090" " Vacuolar protein sorting-associated protein 13A N-terminal domain"
"ostta03g05130" " unnamed product"
"ostta03g05205" " CBS domain"
"ostta03g05300" " Coatomer delta subunit"
"ostta03g05320" " Transcription factor TFIIE beta subunit, DNA-binding domain"
"ostta03g05490" " Hydroxyacylglutathione hydrolase"
"ostta03g05550" " unnamed product"
"ostta03g05675" " hypothetical protein"
"ostta03g05680" " DnaJ domain"
"ostta03g05730" " Amino acid transporter, transmembrane n/a  Amino acid transporter, transmembran"
"ostta03g05790" " NADH-ubiquinone reductase complex 1 MLRQ subunit"
"ostta03g05840" " unnamed product"
"ostta03g05870" " Engulfment/cell motility, ELMO"
"ostta03g05890" " SET domain"
"ostta03g05900" " Uncharacterised protein family Ycf20"
"ostta03g05910" " Aldehyde dehydrogenase, C-terminal"
"ostta03g05960" " Derlin"
"ostta03g05970" " ATPase, vacuolar ER assembly factor, Vma12"
"ostta03g05990" " unnamed product"
"ostta03g06020" " unnamed product"
"ostta04g00040" " Pre-mRNA-processing protein PRP40"
"ostta04g00150" " P25-alpha"
"ostta04g00250" " Zinc finger, DHHC-type, palmitoyltransferase"
"ostta04g00380" " Pyrophosphate-dependent phosphofructokinase TP0108"
"ostta04g00390" " GINS complex, subunit Sld5"
"ostta04g00420" " HSP20-like chaperone"
"ostta04g00430" " Serine/threonine-protein kinase, active site"
"ostta04g00460" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g00500" " C2 calcium-dependent membrane targeting"
"ostta04g00530" " RHD3/Sey1"
"ostta04g00560" " Structural maintenance of chromosomes Smc2"
"ostta04g00630" " Vacuolar protein sorting-associated protein 26"
"ostta04g00670" " unnamed product"
"ostta04g00710" " tRNA/rRNA methyltransferase, SpoU"
"ostta04g00940" " Histone methylation DOT1"
"ostta04g00960" " IQ motif, EF-hand binding site"
"ostta04g01000" " GPI mannosyltransferase"
"ostta04g01030" " Iron-dependent fumarate hydratase"
"ostta04g01040" " unnamed product"
"ostta04g01160" " unnamed product"
"ostta04g01200" "' Cytokinin riboside 5''-monophosphate phosphoribohydrolase LOG'"
"ostta04g01290" " OB-fold nucleic acid binding domain, AA-tRNA synthetase-type"
"ostta04g01360" " Prp31 C-terminal"
"ostta04g01390" " Major facilitator superfamily domain, general substrate transporter"
"ostta04g01440" " NADH:ubiquinone oxidoreductase, ESSS subunit"
"ostta04g01470" " unnamed product"
"ostta04g01540" " Regulator of chromosome condensation, RCC1"
"ostta04g01550" " WD40/YVTN repeat-like-containing domain"
"ostta04g01600" " Flavoprotein"
"ostta04g01650" " Up-frameshift suppressor 2"
"ostta04g01660" " Aminoacyl-tRNA synthetase, class Ia"
"ostta04g01710" " BRCT domain"
"ostta04g01800" " unnamed product"
"ostta04g01810" " Small GTPase superfamily, Ras type"
"ostta04g01850" " Transport protein XK"
"ostta04g01910" " unnamed product"
"ostta04g02100" " SNF2-related"
"ostta04g02110" " Exoribonuclease, phosphorolytic domain 2"
"ostta04g02150" " Inositol polyphosphate-related phosphatase"
"ostta04g02160" " t-SNARE"
"ostta04g02180" " U6 snRNA-associated Sm-like protein LSm4/Small nuclear ribonucleoprotein Sm D1/"
"ostta04g02220" " unnamed product"
"ostta04g02300" " Ysc84 actin-binding domain"
"ostta04g02440" " unnamed product"
"ostta04g02570" " unnamed product"
"ostta04g02590" " Actin-related protein"
"ostta04g02610" " Clathrin/coatomer adaptor, adaptin-like, N-terminal"
"ostta04g02620" " Peptide methionine sulphoxide reductase MsrA"
"ostta04g02650" " Aminoacyl-tRNA synthetase, class 1a, anticodon-binding"
"ostta04g02670" " Nicotinamide N-methyltransferase-like"
"ostta04g02950" " 2Fe-2S ferredoxin-type domain"
"ostta04g03050" " Zinc finger, RING/FYVE/PHD-type"
"ostta04g03070" " unnamed product"
"ostta04g03110" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g03160" " WD40 repeat"
"ostta04g03250" " Arfaptin homology AH domain/BAR domain"
"ostta04g03300" " Protein of unknown function DUF788, TMEM208"
"ostta04g03310" " Aromatic-ring hydroxylase-like"
"ostta04g03390" " Immunoglobulin-like fold"
"ostta04g03440" " Concanavalin A-like lectin/glucanases superfamily"
"ostta04g03450" " unnamed product"
"ostta04g03480" " unnamed product"
"ostta04g03630" " Parallel beta-helix repeat"
"ostta04g03720" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g03730" " Prenylated rab acceptor PRA1"
"ostta04g03750" " Acyl-CoA N-acyltransferase"
"ostta04g03840" " YL1 nuclear"
"ostta04g03870" " Triose-phosphate transporter domain"
"ostta04g03880" " Serine/threonine-protein kinase, active site"
"ostta04g03920" " unnamed product"
"ostta04g03970" " Reactive oxygen species modulator 1"
"ostta04g03990" " Beta-catenin-interacting ICAT"
"ostta04g04020" " Band 7 protein"
"ostta04g04040" " Heat shock protein 70 family"
"ostta04g04070" " unnamed product"
"ostta04g04190" " EF-hand domain pair"
"ostta04g04230" " Ribosomal protein L28"
"ostta04g04390" " Succinyl-CoA synthetase-like"
"ostta04g04560" " Histone deacetylation protein Rxt3"
"ostta04g04660" " unnamed product"
"ostta04g04670" " unnamed product"
"ostta04g04680" " IQ motif, EF-hand binding site"
"ostta04g04760" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g04780" " Protein of unknown function DUF846, eukaryotic"
"ostta04g04820" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g04850" " unnamed product"
"ostta04g04890" " unnamed product"
"ostta04g04910" " DNA-directed RNA polymerase RPB5 subunit, eukaryote/virus"
"ostta04g04960" " EF-hand domain pair"
"ostta04g05000" " Domain of unknown function DUF1777"
"ostta04g05060" " Vesicle transport protein, SFT2-like"
"ostta04g05070" " Histone-fold"
"ostta04g05100" " unnamed product"
"ostta04g05120" " Protein of unknown function DUF1295"
"ostta04g05170" " unnamed product"
"ostta04g05190" " Interphotoreceptor retinol-binding"
"ostta04g05210" " Zinc finger, GRF-type"
"ostta04g05240" " Ataxin 2, SM domain"
"ostta04g05340" " unnamed product"
"ostta04g05480" " unnamed product"
"ostta04g05570" " Galectin, carbohydrate recognition domain"
"ostta04g05590" " Transposase IS605, OrfB, C-terminal"
"ostta05g00130" " unnamed product"
"ostta05g00140" " unnamed product"
"ostta05g00200" " Immunoglobulin-like fold"
"ostta05g00210" " CRAL-TRIO domain"
"ostta05g00225" " hypothetical protein"
"ostta05g00290" " unnamed product"
"ostta05g00300" " Vesicle transport protein, Got1/SFT2-like"
"ostta05g00480" " Inner centromere protein, ARK-binding domain"
"ostta05g00570" " Translocation protein Sec63"
"ostta05g00580" " unnamed product"
"ostta05g00640" " Intron-binding protein, aquarius"
"ostta05g00710" " Zinc finger, RING-CH-type"
"ostta05g00720" " Ankyrin repeat"
"ostta05g00760" " unnamed product"
"ostta05g00770" " unnamed product"
"ostta05g00830" " unnamed product"
"ostta05g00880" " Carbohydrate kinase PfkB"
"ostta05g00910" " Tetratricopeptide repeat"
"ostta05g01330" " Zinc finger, CCCH-type"
"ostta05g01370" " Cold-shock protein, DNA-binding"
"ostta05g01430" " Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase"
"ostta05g01550" " FAD dependent oxidoreductase"
"ostta05g01570" " Rab-GTPase-TBC domain"
"ostta05g01600" " PRONE domain"
"ostta05g01610" " unnamed product"
"ostta05g01670" " Inorganic phosphate transporter Pho88"
"ostta05g01750" " unnamed product"
"ostta05g01770" " SANT/Myb domain"
"ostta05g01850" " Ubiquitin-conjugating enzyme, active site"
"ostta05g01950" " unnamed product"
"ostta05g01960" " Small GTPase superfamily, Ras type"
"ostta05g01970" " ATPase, F1 complex, OSCP/delta subunit"
"ostta05g02010" " unnamed product"
"ostta05g02060" " Quinoprotein amine dehydrogenase, beta chain-like"
"ostta05g02170" " Inhibitor of growth protein, N-terminal"
"ostta05g02180" " Thioredoxin, conserved site"
"ostta05g02210" " unnamed product"
"ostta05g02220" " Serine/threonine-protein kinase, active site"
"ostta05g02260" " Alpha/beta hydrolase fold-1"
"ostta05g02270" " WD40/YVTN repeat-like-containing domain"
"ostta05g02280" " Small GTPase superfamily, Rab type"
"ostta05g02330" " MIF4-like, type 1/2/3"
"ostta05g02440" " unnamed product"
"ostta05g02470" " Tetratricopeptide repeat"
"ostta05g02520" " Nucleotide-sugar transporter"
"ostta05g02540" " Tetratricopeptide repeat"
"ostta05g02550" " Myristoyl-CoA:protein N-myristoyltransferase, C-terminal"
"ostta05g02590" " unnamed product"
"ostta05g02640" " P-loop containing nucleoside triphosphate hydrolase"
"ostta05g02665" " Peptidase S1C"
"ostta05g02670" " Peptidase S1C"
"ostta05g02730" " Protein of unknown function DUF389"
"ostta05g02750" " Cell division protein Cdc14"
"ostta05g02760" " Nucleotide-binding, alpha-beta plait"
"ostta05g02810" " unnamed product"
"ostta05g02900" " Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogena"
"ostta05g02910" " unnamed product"
"ostta05g02990" " Biotin/lipoate A/B protein ligase"
"ostta05g03130" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta05g03200" " Forkhead-associated FHA domain"
"ostta05g03340" " Mitochondrial glycoprotein"
"ostta05g03350" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta05g03380" " unnamed product"
"ostta05g03480" " Nucleotide-binding, alpha-beta plait"
"ostta05g03580" " Histone-fold"
"ostta05g03610" " GOSR2/Membrin/Bos1"
"ostta05g03620" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta05g03640" " t-SNARE"
"ostta05g03650" " Immunoglobulin-like fold"
"ostta05g03770" " Histone core n/a  Histone core n/a  Histone core"
"ostta05g03790" " Domain of unknown function DUF3635"
"ostta05g03800" " Fibronectin, type III"
"ostta05g03810" " Misato Segment II tubulin-like domain"
"ostta05g04000" " 2Fe-2S ferredoxin-type domain"
"ostta05g04010" " unnamed product"
"ostta05g04090" " unnamed product"
"ostta05g04230" " Alcohol dehydrogenase, iron-type, conserved site"
"ostta05g04250" " unnamed product"
"ostta05g04510" " Domain of unknown function DUF4341"
"ostta05g04550" " Thioredoxin-like fold"
"ostta05g04670" " TMPIT-like"
"ostta05g04830" " unnamed product"
"ostta05g04840" " Methyltransferase domain"
"ostta05g04870" " P-loop containing nucleoside triphosphate hydrolase"
"ostta05g04890" " Enkurin-like domain"
"ostta05g04980" " RelA/SpoT"
"ostta05g05010" " DEAD/DEAH-box helicase, putative"
"ostta06g00160" " Bacterial surface antigen D15"
"ostta06g00170" " unnamed product"
"ostta06g00290" " unnamed product"
"ostta06g00330" " DNA mismatch repair protein MutS-like, N-terminal"
"ostta06g00340" " Peptidase S16, lon N-terminal"
"ostta06g00350" " Proteasome A-type subunit"
"ostta06g00400" " unnamed product"
"ostta06g00410" " unnamed product"
"ostta06g00430" " Isochorismatase-like"
"ostta06g00470" " unnamed product"
"ostta06g00570" " Mpv17/PMP22"
"ostta06g00640" " DnaJ domain"
"ostta06g00650" " Tetratricopeptide repeat"
"ostta06g00850" " Uso1/p115-like vesicle tethering protein, C-terminal"
"ostta06g01260" " SUMO-conjugating enzyme Ubc9"
"ostta06g01310" " Structural maintenance of chromosomes protein"
"ostta06g01370" " Patatin/Phospholipase A2-related"
"ostta06g01390" " Nucleotide-diphospho-sugar transferase"
"ostta06g01410" " Mammalian cell entry-related"
"ostta06g01440" " T-complex protein 10 family"
"ostta06g01490" " U6 snRNA-associated Sm-like protein LSm4/Small nuclear ribonucleoprotein Sm D1/"
"ostta06g01510" " Kelch-type beta propeller"
"ostta06g01570" " DnaJ domain"
"ostta06g01690" " Protein of unknown function DUF760"
"ostta06g01700" " WD40/YVTN repeat-like-containing domain"
"ostta06g01720" " Nucleotide-binding, alpha-beta plait"
"ostta06g01900" " unnamed product"
"ostta06g01955" " G-protein beta WD-40 repeat"
"ostta06g01990" " Aldehyde dehydrogenase, C-terminal"
"ostta06g02070" " Peptide methionine sulphoxide reductase MsrA"
"ostta06g02170" " WD40/YVTN repeat-like-containing domain"
"ostta06g02250" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta06g02270" " Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
"ostta06g02300" " Basic-leucine zipper domain"
"ostta06g02310" " Zinc/iron permease"
"ostta06g02320" " Glycosyl hydrolases 36"
"ostta06g02390" " Symplekin  C-terminal"
"ostta06g02410" " PBP domain"
"ostta06g02430" " Exocyst complex component Sec6"
"ostta06g02490" " unnamed product"
"ostta06g02500" " Protein of unknown function DUF667"
"ostta06g02510" " Conserved hypothetical protein CHP02058"
"ostta06g02550" " Helix-hairpin-helix motif, class 2"
"ostta06g02620" " unnamed product"
"ostta06g02650" " Transketolase-like, C-terminal"
"ostta06g02660" " Proteasome maturation factor UMP1"
"ostta06g02690" " Synaptojanin, N-terminal"
"ostta06g02720" " Domain of unknown function DUF4057"
"ostta06g02740" "' Polynucleotide 3''-phosphatase'"
"ostta06g02750" " Nucleotide-binding, alpha-beta plait"
"ostta06g02760" " unnamed product"
"ostta06g02810" " NADH:ubiquinone oxidoreductase intermediate-associated protein 30"
"ostta06g02830" " Drug/metabolite transporter"
"ostta06g02870" " unnamed product"
"ostta06g02880" " RNA-binding motif protein 8"
"ostta06g02960" " Rad21/Rec8-like protein, N-terminal"
"ostta06g02990" " Small GTPase superfamily, Rho type"
"ostta06g03050" " unnamed product"
"ostta06g03170" " Synaptobrevin"
"ostta06g03230" " unnamed product"
"ostta06g03300" " Acid phosphatase/vanadium-dependent haloperoxidase-related"
"ostta06g03320" " IQ motif, EF-hand binding site"
"ostta06g03480" " DNA helicase, DnaB-like, C-terminal"
"ostta06g03490" " unnamed product"
"ostta06g03550" " Tubulin binding cofactor C-like domain"
"ostta06g03580" " unnamed product"
"ostta06g03590" " unnamed product"
"ostta06g03820" " Glutamine amidotransferase"
"ostta06g03830" " unnamed product"
"ostta06g03860" " DnaJ domain"
"ostta06g03870" " Protein of unknown function DUF2009"
"ostta06g03880" " Bacterial transferase hexapeptide repeat"
"ostta06g03930" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta06g03960" " unnamed product"
"ostta06g04050" " Beta-lactamase-like"
"ostta06g04080" " unnamed product"
