"geneID" "annotation"
"ostta07g03640" " Glycoside hydrolase, family 2/20, immunoglobulin-like beta-sandwich domain"
"ostta07g03670" " Clathrin adaptor, mu subunit, conserved site"
"ostta07g03690" " unnamed product"
"ostta07g03840" " Glycosyltransferase, DXD sugar-binding motif"
"ostta07g04030" " unnamed product"
"ostta07g04620" " Ubiquitin/SUMO-activating enzyme E1 n/a  Ubiquitin/SUMO-activating enzyme E1 n/MO-activating enzyme E1"
"ostta08g00010" " EGF-type aspartate/asparagine hydroxylation site"
"ostta08g00030" " unnamed product"
"ostta08g00090" " Domain of unknown function DUF202"
"ostta08g00380" " unnamed product"
"ostta08g00400" " Zinc finger, CCHC-type n/a  Zinc finger, CCHC-type"
"ostta08g00610" " unnamed product"
"ostta08g01030" " CHCH"
"ostta08g01080" " LETM1-like"
"ostta08g01100" " UbiA prenyltransferase family"
"ostta08g01310" " Carbohydrate binding module family 20"
"ostta08g01320" " Drug/metabolite transporter"
"ostta08g01380" " Sterol-sensing domain"
"ostta08g01570" " UDP-glucose 4-epimerase C-terminal domain"
"ostta08g01620" " Putative glutamine amidotransferase type 2"
"ostta08g01860" " Ribosomal protein S5 domain 2-type fold, subgroup"
"ostta08g02100" " Rhodanese-like domain"
"ostta08g02360" " HAD-superfamily hydrolase, subfamily IIA"
"ostta08g02460" " Regulator of chromosome condensation, RCC1"
"ostta08g02540" " Pre-mRNA splicing factor"
"ostta08g02640" " RmlC-like jelly roll fold"
"ostta08g02670" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta08g02730" " Tetratricopeptide repeat"
"ostta08g02790" " Tetratricopeptide repeat-containing domain"
"ostta08g02940" " E2F Family"
"ostta08g03000" " Bacterial surface protein 26-residue repeat"
"ostta08g03030" " Peptidase C2, calpain family"
"ostta08g03060" " SecY/SEC61-alpha family"
"ostta08g03120" " unnamed product"
"ostta08g03210" " Peptidase S33"
"ostta08g03310" " Helicase, C-terminal"
"ostta08g03320" " Zinc finger, Sec23/Sec24-type"
"ostta08g03650" " Nicastrin"
"ostta08g03700" " Endoplasmic reticulum vesicle transporter, C-terminal"
"ostta08g03710" " Tubulin/FtsZ, 2-layer sandwich domain"
"ostta08g03790" " unnamed product"
"ostta08g03820" " unnamed product"
"ostta08g03930" " unnamed product"
"ostta08g03970" " P-loop containing nucleoside triphosphate hydrolase"
"ostta09g00120" " Triosephosphate isomerase n/a  Triosephosphate isomerase"
"ostta09g00440" " unnamed product"
"ostta09g00480" " START-like domain"
"ostta09g00590" " hypothetical protein n/a  unnamed product"
"ostta09g00610" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta09g01110" " unnamed product"
"ostta09g01250" " unnamed product"
"ostta09g01320" " unnamed product"
"ostta09g01380" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"ostta09g01410" " Rossmann-like alpha/beta/alpha sandwich fold n/a  Rossmann-like alpha/beta/alph"
"ostta09g01440" " Protein of unknown function DUF1092"
"ostta09g01650" " unnamed product"
"ostta09g02020" " Glycosyl transferase, family 1"
"ostta09g02145" " Ubiquitin interacting motif"
"ostta09g02200" " Uncharacterised protein family UPF0118"
"ostta09g02210" " unnamed product"
"ostta09g02250" "' Pre-mRNA 3''-end-processing endonuclease polyadenylation factor C-term'"
"ostta09g02300" " Ankyrin repeat"
"ostta09g02360" " Adenylate kinase"
"ostta09g02480" " unnamed product"
"ostta09g02510" " Triose-phosphate transporter domain"
"ostta09g02540" " Cytochrome P450, conserved site"
"ostta09g02660" " unnamed product"
"ostta09g02670" " von Willebrand factor, type A"
"ostta09g02720" " Magnesium transporter MRS2/LPE10"
"ostta09g02780" " unnamed product"
"ostta09g03040" " unnamed product"
"ostta09g03060" " Malonyl-CoA ACP transacylase, ACP-binding"
"ostta09g03170" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta09g03220" " Kua-ubiquitin conjugating enzyme hybrid, localisation"
"ostta09g03290" " unnamed product"
"ostta09g03300" " Major facilitator superfamily domain, general substrate transporter"
"ostta09g03390" " unnamed product"
"ostta09g03400" " unnamed product"
"ostta09g03500" " unnamed product"
"ostta09g03560" " P-loop containing nucleoside triphosphate hydrolase"
"ostta09g03680" " Uncharacterised protein family UPF0061"
"ostta09g03705" " MOZ/SAS-like protein"
"ostta09g03760" " CASP, C-terminal"
"ostta09g03880" " Helicase, C-terminal"
"ostta09g03930" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta09g03980" " Protein of unknown function DUF288"
"ostta09g04040" " Triose-phosphate transporter domain"
"ostta09g04160" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta09g04170" " Carbohydrate kinase PfkB"
"ostta09g04250" " Ribonuclease II/R"
"ostta09g04315" " hypothetical protein"
"ostta09g04460" " unnamed product"
"ostta09g04520" " unnamed product"
"ostta10g00200" " Thioredoxin-like fold"
"ostta10g00420" " Histidine kinase-like ATPase, ATP-binding domain"
"ostta10g00540" " P-loop containing nucleoside triphosphate hydrolase"
"ostta10g00830" " ATPase, V1 complex, subunit B"
"ostta10g01030" " Endonuclease/exonuclease/phosphatase"
"ostta10g01070" " Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II"
"ostta10g01420" " Thioredoxin, conserved site"
"ostta10g01470" " Fructose-bisphosphate aldolase, class II, yeast/E. coli subtype"
"ostta10g01980" " Fatty acid hydroxylase"
"ostta10g02120" " Cytochrome b5-like heme/steroid binding domain"
"ostta10g02260" " unnamed product"
"ostta10g02310" " TFIID subunit, WD40-associated region"
"ostta10g02570" " Aldehyde dehydrogenase, C-terminal"
"ostta10g02640" " Uncharacterised protein family Ycf33"
"ostta10g02720" " Fibronectin-binding A, N-terminal"
"ostta10g02850" " Nucleoside diphosphate kinase"
"ostta10g02860" " Flavin amine oxidase"
"ostta10g03010" " ATPase, F1 complex beta subunit/V1 complex, C-terminal"
"ostta10g03060" " unnamed product"
"ostta10g03070" " Mitochondrial Rho-like"
"ostta11g00050" " 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
"ostta11g00150" " CBS domain"
"ostta11g00260" " Glycosyl transferase, family 35"
"ostta11g00420" " Haemerythrin/HHE cation-binding motif"
"ostta11g00430" " P-loop containing nucleoside triphosphate hydrolase"
"ostta11g00460" " Helicase, C-terminal"
"ostta11g00510" " Autophagy-related protein 13"
"ostta11g00800" " Ribulose-phosphate binding barrel"
"ostta11g01110" " ABC transporter, conserved site"
"ostta11g01140" " Glutamine amidotransferase type 2 domain"
"ostta11g01190" " unnamed product"
"ostta11g01340" " Cytochrome P450, conserved site"
"ostta11g01600" " DNA ligase, ATP-dependent, N-terminal"
"ostta11g01630" " Nucleotide-diphospho-sugar transferase"
"ostta11g01800" " unnamed product"
"ostta11g01930" " Aspartyl/Glutamyl-tRNAGln amidotransferase, subunit B/E, catalytic"
"ostta11g02000" " Tetratricopeptide repeat"
"ostta11g02010" " P-loop containing nucleoside triphosphate hydrolase"
"ostta11g02090" " Flavoprotein pyridine nucleotide cytochrome reductase"
"ostta11g02190" " Aminopeptidase P N-terminal domain"
"ostta11g02230" " DNA repair metallo-beta-lactamase"
"ostta11g02250" " Peptidase S1, trypsin family, active site"
"ostta11g02370" " Zinc finger, RING/FYVE/PHD-type"
"ostta11g02420" " WD40 repeat"
"ostta11g02460" " von Willebrand factor, type A"
"ostta11g02490" " DNA-binding WRKY"
"ostta11g02980" " unnamed product"
"ostta11g02990" " Zinc finger, TRAF-type"
"ostta11g03050" " Kringle, conserved site"
"ostta12g00180" " Multi antimicrobial extrusion protein"
"ostta12g00210" " unnamed product"
"ostta12g00530" " Clathrin/coatomer adaptor, adaptin-like, N-terminal"
"ostta12g00620" " unnamed product"
"ostta12g00645" " hypothetical protein"
"ostta12g01050" " ALIX V-shaped domain"
"ostta12g01110" " unnamed product"
"ostta12g01120" " unnamed product"
"ostta12g01210" " unnamed product"
"ostta12g01220" " Protein kinase-like domain"
"ostta12g01260" " Peptidase S10, serine carboxypeptidase, active site"
"ostta12g01490" " WD40/YVTN repeat-like-containing domain"
"ostta12g01700" " Oxoglutarate/iron-dependent dioxygenase"
"ostta12g01720" " WD40 repeat"
"ostta12g01880" " Inositol monophosphatase, metal-binding site"
"ostta12g01960" " Phosphatidylinositol 3/4-kinase, conserved site"
"ostta12g02140" " Transcription factor IIS, N-terminal"
"ostta12g02540" " Zinc finger, LIM-type"
"ostta12g02740" " Cytochrome b5-like heme/steroid binding domain"
"ostta12g02990" " Tetratricopeptide repeat"
"ostta12g03110" " Vacuolar protein sorting-associated protein 33"
"ostta13g00200" " unnamed product"
"ostta13g00320" " UTP--glucose-1-phosphate uridylyltransferase"
"ostta13g00350" " Ankyrin repeat"
"ostta13g00360" " Metalloenzyme, LuxS/M16 peptidase-like"
"ostta13g00390" " ER membrane protein complex subunit 1"
"ostta13g00400" " Transcription elongation factor Spt6"
"ostta13g00480" " Ankyrin repeat"
"ostta13g00490" " LMBR1-like membrane protein"
"ostta13g00500" " Domain of unknown function DUF1338"
"ostta13g00580" " Glycosyl transferase, family 4"
"ostta13g00660" " unnamed product"
"ostta13g00730" " unnamed product"
"ostta13g00810" " RNA helicase, ATP-dependent, HrpB type, C-terminal"
"ostta13g01070" " Diacylglycerol acyltransferase"
"ostta13g01125" " Zinc finger, RING/FYVE/PHD-type"
"ostta13g01130" " RmlC-like jelly roll fold"
"ostta13g01160" " Fibronectin, type III"
"ostta13g01320" " Tetratricopeptide repeat"
"ostta13g01340" " Ovarian tumour, otubain"
"ostta13g01770" " Peptidase C48, SUMO/Sentrin/Ubl1"
"ostta13g01970" " Protein of unknown function DUF1126"
"ostta13g02030" " UTP--glucose-1-phosphate uridylyltransferase"
"ostta13g02240" " Asparaginase/glutaminase, active site 2"
"ostta13g02370" " WD40 repeat"
"ostta13g02580" " Radical SAM"
"ostta13g02720" " RmlC-like jelly roll fold"
"ostta13g02730" " SNF2-related"
"ostta13g02895" " Pentatricopeptide repeat"
"ostta13g02900" " Protein of unknown function DUF3422"
"ostta13g02940" " Isocitrate dehydrogenase NADP-dependent"
"ostta13g03090" " Radical SAM"
"ostta14g00200" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta14g00410" " Armadillo-type fold"
"ostta14g00470" " Magnesium transporter NIPA"
"ostta14g00540" " GDP-mannose 4,6-dehydratase n/a  GDP-mannose 4,6-dehydratase"
"ostta14g00715" "  n/a  hypothetical protein"
"ostta14g00840" " Thioredoxin-like fold"
"ostta14g00920" " Helicase, C-terminal"
"ostta14g01030" " SNF2-related"
"ostta14g01155" " HAD hydrolase, subfamily IA n/a  HAD hydrolase, subfamily IA"
"ostta14g01200" " Ankyrin repeat"
"ostta14g01210" " Carotene isomerase"
"ostta14g01270" " Helicase, C-terminal"
"ostta14g01510" " Hly-III-related"
"ostta14g01600" " unnamed product"
"ostta14g01680" " ABC transporter, conserved site n/a  ABC transporter, conserved site"
"ostta14g01740" " Armadillo-type fold"
"ostta14g01760" " RWP-RK domain n/a  RWP-RK domain"
"ostta14g01790" " unnamed product"
"ostta14g02180" " Glycosyl hydrolase, family 13, catalytic domain"
"ostta14g02200" " UbiA prenyltransferase family n/a  UbiA prenyltransferase family"
