"geneID" "annotation"
"ostta01g02580" " DNA replication licensing factor Mcm6"
"ostta01g02610" " Mini-chromosome maintenance complex-binding protein"
"ostta01g02640" " Class II glutamine amidotransferase domain"
"ostta01g02660" " unnamed product"
"ostta01g02760" " Carbohydrate binding module family 20"
"ostta01g02840" " Glutathione S-transferase, N-terminal"
"ostta01g02910" " Ubinuclein/Yemanuclein"
"ostta01g03180" " YjeF N-terminal domain"
"ostta01g03200" " Six-bladed beta-propeller, TolB-like"
"ostta01g03250" " EF-Hand 1, calcium-binding site"
"ostta01g03410" " UBA/THIF-type NAD/FAD binding fold"
"ostta01g03530" " Mitochondrial substrate/solute carrier"
"ostta01g03580" " Nucleotide-binding, alpha-beta plait"
"ostta01g03600" " Glutamine amidotransferase"
"ostta01g03610" " Immunoglobulin-like fold"
"ostta01g03660" " Metridin-like ShK toxin"
"ostta01g03680" " DHBP synthase RibB-like alpha/beta domain"
"ostta01g03800" " CAP Gly-rich domain"
"ostta01g03810" " Glycerol-3-phosphate dehydrogenase, NAD-dependent"
"ostta01g03820" " unnamed product"
"ostta01g03890" " Histone core"
"ostta01g03900" " Pre-mRNA-splicing factor 38"
"ostta01g04200" " Preprotein translocase Sec, Sec61-beta subunit"
"ostta01g04275" " Sybindin-like protein"
"ostta01g04310" " Taxilin family"
"ostta01g04400" " unnamed product"
"ostta01g04500" " unnamed product"
"ostta01g04510" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g04580" " Amino acid transporter, transmembrane"
"ostta01g04610" " Chromatin assembly factor 1 subunit A"
"ostta01g04700" " ENTH/VHS"
"ostta01g04740" " Helix-hairpin-helix motif, class 2"
"ostta01g04750" " unnamed product"
"ostta01g04790" " STAG"
"ostta01g04800" " unnamed product"
"ostta01g04880" " Small nuclear RNA activating complex SNAPc, subunit SNAP43"
"ostta01g04890" " JmjC domain"
"ostta01g05010" " DNA/RNA non-specific endonuclease, active site"
"ostta01g05080" " Metridin-like ShK toxin"
"ostta01g05090" " Diacylglycerol kinase, catalytic domain"
"ostta01g05150" " HCaRG"
"ostta01g05200" " Primosome PriB/single-strand DNA-binding"
"ostta01g05220" " unnamed product"
"ostta01g05330" " Protein of unknown function DUF1674"
"ostta01g05440" " Armadillo-type fold"
"ostta01g05450" " Protein of unknown function DUF284, transmembrane eukaryotic"
"ostta01g05630" " Helicase, C-terminal"
"ostta01g05740" " unnamed product"
"ostta01g05750" " Mpv17/PMP22"
"ostta01g05800" " Frizzled domain"
"ostta01g05810" " Frizzled domain"
"ostta01g05820" " Micro-fibrillar-associated protein 1, C-terminal"
"ostta01g05860" " unnamed product"
"ostta01g05920" " Thymidylate synthase"
"ostta01g06050" " SANT/Myb domain"
"ostta01g06100" " CidB/LrgB family"
"ostta01g06280" " unnamed product"
"ostta01g06330" " RecF/RecN/SMC, N-terminal"
"ostta01g06410" " unnamed product"
"ostta01g06440" " unnamed product"
"ostta01g06450" " Lipase, class 3"
"ostta01g06540" " EF-Hand 1, calcium-binding site"
"ostta01g06545" " hypothetical protein"
"ostta01g06550" " unnamed product"
"ostta01g06590" " unnamed product"
"ostta02g00100" " Histone core"
"ostta02g00220" " unnamed product"
"ostta02g00450" " unnamed product"
"ostta02g00850" " unnamed product"
"ostta02g00910" " unnamed product"
"ostta02g01180" " Endonuclease/exonuclease/phosphatase"
"ostta02g01245" " Transposase, Tc1-like"
"ostta02g01247" " Transposase, Tc1-like"
"ostta02g01630" " unnamed product"
"ostta02g01890" " Vesicle transport protein, SFT2-like"
"ostta02g02140" " Zinc finger, PHD-finger"
"ostta02g02150" " RmlC-like jelly roll fold"
"ostta02g02890" " TMS membrane protein/tumour differentially expressed protein"
"ostta02g02930" " Zinc finger, CCCH-type"
"ostta02g03010" " unnamed product"
"ostta02g03050" " unnamed product"
"ostta02g03080" " M-phase inducer phosphatase"
"ostta02g03320" " unnamed product"
"ostta02g03340" " Histone RNA stem-loop-binding protein SLBP1/SLBP2"
"ostta02g03430" " DNA-directed DNA polymerase, family B, pol2"
"ostta02g03450" " WD40 repeat"
"ostta02g03470" " Anaphase-promoting complex subunit 4 long domain"
"ostta02g03490" " Armadillo-type fold"
"ostta02g03500" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta02g03550" " ATP-NAD kinase, PpnK-type, all-beta"
"ostta02g03660" " Protein-S-isoprenylcysteine O-methyltransferase"
"ostta02g03700" " Beta-lactamase-like"
"ostta02g03770" " SNF2-related"
"ostta02g03780" " Serine/threonine-protein kinase, active site"
"ostta02g03880" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g03910" " Armadillo-type fold"
"ostta02g03950" " F-box domain"
"ostta02g04280" " unnamed product"
"ostta02g04340" " Short-chain dehydrogenase/reductase SDR"
"ostta02g04500" " Mitochondrial substrate/solute carrier"
"ostta02g04550" " Patatin/Phospholipase A2-related"
"ostta02g04730" " unnamed product"
"ostta02g04750" " unnamed product"
"ostta02g04800" " Chlorophyll A-B binding protein, plant"
"ostta02g04910" " Peroxisome assembly protein 12"
"ostta02g04950" " Transcription factor IIS, N-terminal"
"ostta02g05000" " unnamed product"
"ostta02g05060" " Glycoside hydrolase, family 13, N-terminal"
"ostta02g05080" " mRNA capping enzyme"
"ostta02g05100" " Uracil-5-methyltransferase n/a  Uracil-5-methyltransferase"
"ostta02g05105" " hypothetical protein"
"ostta02g05110" " Zinc finger, DPH-type"
"ostta02g05120" " Oxidoreductase-like, N-terminal"
"ostta02g05240" " Structure-specific recognition protein"
"ostta02g05260" " unnamed product"
"ostta02g05270" " Protein of unknown function DUF1517"
"ostta02g05300" " unnamed product"
"ostta03g00130" " unnamed product"
"ostta03g00160" " NADP-dependent oxidoreductase domain"
"ostta03g00180" " Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
"ostta03g00290" " Arfaptin homology AH domain/BAR domain"
"ostta03g00330" " Donson"
"ostta03g00440" " unnamed product"
"ostta03g00460" " Janus/Ocnus"
"ostta03g00470" " unnamed product"
"ostta03g00510" " BCCT transporter family"
"ostta03g00560" " unnamed product"
"ostta03g00600" " unnamed product"
"ostta03g00610" " 3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal"
"ostta03g00750" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta03g00800" " Thioesterase superfamily"
"ostta03g00950" " Protein of unknown function DUF2838"
"ostta03g01190" " K Homology domain, type 1"
"ostta03g01340" " unnamed product"
"ostta03g01350" " unnamed product"
"ostta03g01420" " hypothetical protein n/a  unnamed product n/a  unnamed product"
"ostta03g01470" " Chaperonin TCP-1, conserved site"
"ostta03g01520" " Mpv17/PMP22"
"ostta03g01540" " unnamed product"
"ostta03g01710" " Triose-phosphate transporter domain"
"ostta03g01890" " Phosphatidylinositol 3/4-kinase, conserved site"
"ostta03g01900" " Zinc finger, RING/FYVE/PHD-type"
"ostta03g01920" " Thioredoxin-like fold"
"ostta03g01930" " DnaJ domain, conserved site"
"ostta03g02140" " Ubiquitin supergroup"
"ostta03g02400" " Kinetochore protein Nuf2"
"ostta03g02490" " Apc13p"
"ostta03g02500" " Mitochondrial substrate/solute carrier"
"ostta03g02630" " Exodeoxyribonuclease III xth"
"ostta03g02640" " Tetratricopeptide-like helical"
"ostta03g02760" " Origin recognition complex, subunit 5"
"ostta03g02870" " DnaJ domain"
"ostta03g02930" " unnamed product"
"ostta03g03170" " PapD-like"
"ostta03g03310" " unnamed product"
"ostta03g03340" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"ostta03g03410" " Serine/threonine-protein kinase, active site"
"ostta03g03450" " HR-like lesion-inducer"
"ostta03g03560" " unnamed product"
"ostta03g03780" " Structural maintenance of chromosomes protein"
"ostta03g03820" " Isochorismatase-like"
"ostta03g03830" " Methyltransferase type 11"
"ostta03g03920" " unnamed product"
"ostta03g04000" " unnamed product"
"ostta03g04030" " Zinc finger, CCHC-type"
"ostta03g04040" " Rab-GTPase-TBC domain"
"ostta03g04090" " Forkhead-associated FHA domain"
"ostta03g04200" " ARP2/3 complex, 34kDa subunit p34-Arc"
"ostta03g04220" " Histone acetyl transferase HAT1 N-terminal"
"ostta03g04370" " BRCT domain"
"ostta03g04470" " Concanavalin A-like lectin/glucanases superfamily"
"ostta03g04830" " Microtubule-associated protein RP/EB"
"ostta03g04890" " Glycosyl transferase, family 1"
"ostta03g05100" " DnaJ domain"
"ostta03g05110" " Methylmalonic aciduria and homocystinuria type D protein"
"ostta03g05120" " DNA mismatch repair protein MutS-like, N-terminal"
"ostta03g05130" " unnamed product"
"ostta03g05205" " CBS domain"
"ostta03g05220" " Cytochrome c oxidase assembly protein PET191"
"ostta03g05230" " Acyl-CoA N-acyltransferase"
"ostta03g05240" " unnamed product"
"ostta03g05340" " unnamed product"
"ostta03g05450" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05530" " Zinc finger, PHD-finger"
"ostta03g05810" " DNA repair nuclease, XPF-type/Helicase"
"ostta03g05840" " unnamed product"
"ostta03g05890" " SET domain"
"ostta03g05960" " Derlin"
"ostta03g05970" " ATPase, vacuolar ER assembly factor, Vma12"
"ostta04g00060" " Peptidase C54"
"ostta04g00150" " P25-alpha"
"ostta04g00170" " Domain of unknown function DUF4101"
"ostta04g00365" " Thioredoxin-like fold"
"ostta04g00410" " Aquaporin-like"
"ostta04g00430" " Serine/threonine-protein kinase, active site"
"ostta04g00450" " Mini-chromosome maintenance, DNA-dependent ATPase"
"ostta04g00460" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g00480" " DNA/RNA helicase, DEAD/DEAH box type, N-terminal"
"ostta04g00490" " Zinc-finger domain of monoamine-oxidase A repressor R1"
"ostta04g00540" " unnamed product"
"ostta04g00580" " unnamed product"
"ostta04g00620" " Tetratricopeptide repeat"
"ostta04g00680" " Serine/threonine-protein kinase, active site"
"ostta04g00700" " DEAD2"
"ostta04g00830" " unnamed product"
"ostta04g00950" " unnamed product"
"ostta04g01030" " Iron-dependent fumarate hydratase"
"ostta04g01080" " Universal stress protein A"
"ostta04g01130" " unnamed product"
"ostta04g01150" " unnamed product"
"ostta04g01260" " Dolichol phosphate-mannose biosynthesis regulatory"
"ostta04g01290" " OB-fold nucleic acid binding domain, AA-tRNA synthetase-type"
"ostta04g01300" " Insulin-like growth factor binding protein, N-terminal"
"ostta04g01350" " unnamed product"
"ostta04g01360" " Prp31 C-terminal"
"ostta04g01420" " RFT1"
"ostta04g01480" " Ribosomal protein S5 domain 2-type fold, subgroup"
"ostta04g01540" " Regulator of chromosome condensation, RCC1"
"ostta04g01550" " WD40/YVTN repeat-like-containing domain"
"ostta04g01560" " DnaJ domain"
"ostta04g01830" " Zinc finger, PHD-finger"
"ostta04g01910" " unnamed product"
"ostta04g01940" " Lipase, class 3"
"ostta04g01990" " Spc97/Spc98"
"ostta04g02050" " DNA mismatch repair protein MutS-like, N-terminal"
"ostta04g02220" " unnamed product"
"ostta04g02230" " unnamed product"
"ostta04g02240" " Diacylglycerol kinase, catalytic domain"
"ostta04g02270" " RmlC-like jelly roll fold"
"ostta04g02380" " Histone chaperone, ASF1-like"
"ostta04g02400" " CRAL/TRIO, N-terminal domain"
"ostta04g02410" " D123"
"ostta04g02530" " NLI interacting factor"
"ostta04g02540" " Molybdenum cofactor biosynthesis, MoeB"
"ostta04g02580" " Cytochrome c, class IA/ IB"
"ostta04g02920" " unnamed product"
"ostta04g02940" " unnamed product"
"ostta04g03040" " unnamed product"
"ostta04g03150" " SWIB/MDM2 domain"
"ostta04g03160" " WD40 repeat"
"ostta04g03300" " Protein of unknown function DUF788, TMEM208"
"ostta04g03310" " Aromatic-ring hydroxylase-like"
"ostta04g03370" " DnaJ domain"
"ostta04g03390" " Immunoglobulin-like fold"
"ostta04g03530" " Gamma tubulin complex protein 3"
"ostta04g03720" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g03730" " Prenylated rab acceptor PRA1"
"ostta04g03760" " Carbon-nitrogen hydrolase"
"ostta04g03970" " Reactive oxygen species modulator 1"
"ostta04g04000" " Pyruvate phosphate dikinase, PEP/pyruvate-binding"
"ostta04g04065" " Photosystem II Pbs27"
"ostta04g04190" " EF-hand domain pair"
"ostta04g04270" " Methyltransferase type 11"
"ostta04g04320" " Zinc finger, SWIM-type"
"ostta04g04390" " Succinyl-CoA synthetase-like"
"ostta04g04400" " unnamed product"
"ostta04g04490" " unnamed product"
"ostta04g04500" " UBX"
"ostta04g04560" " Histone deacetylation protein Rxt3"
"ostta04g04640" " CDC45 family"
"ostta04g04700" " unnamed product"
"ostta04g04820" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g04970" " Zinc finger, CCHC-type"
"ostta04g05020" " unnamed product"
"ostta04g05070" " Histone-fold"
"ostta04g05100" " unnamed product"
"ostta04g05130" " unnamed product"
"ostta04g05180" " unnamed product"
"ostta04g05220" " Zinc finger, PHD-finger"
"ostta04g05230" " Integrase-like, catalytic core"
"ostta04g05450" " unnamed product"
"ostta05g00080" " Phox homologous domain"
"ostta05g00150" " P-loop containing nucleoside triphosphate hydrolase"
"ostta05g00210" " CRAL-TRIO domain"
"ostta05g00260" " unnamed product"
"ostta05g00300" " Vesicle transport protein, Got1/SFT2-like"
"ostta05g00310" " Breast cancer type 1 susceptibility protein BRCA1"
"ostta05g00330" " DNA polymerase A"
"ostta05g00500" " Spo11/DNA topoisomerase VI, subunit A"
"ostta05g00570" " Translocation protein Sec63"
"ostta05g00600" " Helicase, C-terminal"
"ostta05g00780" " unnamed product"
"ostta05g00800" " Photosystem I PsaG/PsaK protein"
"ostta05g00830" " unnamed product"
"ostta05g00840" " Pyridine nucleotide-disulphide oxidoreductase, NAD-binding domain"
"ostta05g00860" " Small GTPase superfamily, ARF/SAR type"
"ostta05g00880" " Carbohydrate kinase PfkB"
"ostta05g01120" " unnamed product"
"ostta05g01150" " Histone methylation DOT1"
"ostta05g01210" " Prefoldin"
"ostta05g01280" " SANT/Myb domain"
"ostta05g01340" " unnamed product"
"ostta05g01390" " unnamed product"
"ostta05g01420" " Acyl-CoA N-acyltransferase"
"ostta05g01500" " unnamed product"
"ostta05g01550" " FAD dependent oxidoreductase"
"ostta05g01600" " PRONE domain"
"ostta05g01680" " P-loop containing nucleoside triphosphate hydrolase"
"ostta05g01940" " Paired amphipathic helix"
"ostta05g02000" " unnamed product"
"ostta05g02270" " WD40/YVTN repeat-like-containing domain"
"ostta05g02340" " Peptidyl-prolyl cis-trans isomerase, PpiC-type"
"ostta05g02400" " unnamed product"
"ostta05g02422" " Ubiquitinyl hydrolase, UCH37 type n/a  Ubiquitinyl hydrolase, UCH37 type"
"ostta05g02450" " Thrombospondin, type 1 repeat"
"ostta05g02520" " Nucleotide-sugar transporter"
"ostta05g02670" " Peptidase S1C"
"ostta05g02740" " Threonine dehydratase, catabolic"
"ostta05g02800" " Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote"
"ostta05g02910" " unnamed product"
"ostta05g02930" " RNA helicase, ATP-dependent, DEAD-box, conserved site"
"ostta05g02940" " DNA topoisomerase VI, subunit B, transducer"
"ostta05g03000" " Short-chain dehydrogenase/reductase SDR"
"ostta05g03120" " High mobility group box domain"
"ostta05g03130" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta05g03290" " HCaRG"
"ostta05g03330" " Telomeric single stranded DNA binding POT1/Cdc13"
"ostta05g03340" " Mitochondrial glycoprotein"
"ostta05g03390" " RmlC-like jelly roll fold"
"ostta05g03400" " Oxoglutarate/iron-dependent dioxygenase"
"ostta05g03600" " unnamed product"
"ostta05g03610" " GOSR2/Membrin/Bos1"
"ostta05g03660" " Tetratricopeptide repeat"
"ostta05g03680" " unnamed product"
"ostta05g03700" " Helicase-associated"
"ostta05g03710" " Protein of unknown function DUF3353"
"ostta05g03910" " Iron/zinc purple acid phosphatase-like C-terminal domain"
"ostta05g03920" " JmjC domain"
"ostta05g03990" " unnamed product"
"ostta05g04040" " Forkhead-associated FHA domain"
"ostta05g04120" " Acyl transferase/acyl hydrolase/lysophospholipase"
"ostta05g04190" " Checkpoint protein Hus1/Mec3"
"ostta05g04200" " Helicase, C-terminal"
"ostta05g04240" " unnamed product"
"ostta05g04250" " unnamed product"
"ostta05g04320" " JAB/MPN domain"
"ostta05g04480" " unnamed product"
"ostta05g04490" " unnamed product"
"ostta05g04500" " Target SNARE coiled-coil domain"
"ostta05g04630" " unnamed product"
"ostta05g04650" " Fibronectin, type III"
"ostta05g04670" " TMPIT-like"
"ostta05g04680" " Glycosyl transferase, family 1"
"ostta05g04810" " MAGE protein"
"ostta05g04830" " unnamed product"
"ostta05g04840" " Methyltransferase domain"
"ostta05g04930" " Ubiquitin-conjugating enzyme, active site"
"ostta06g00050" " Adenylyl cyclase class-3/4/guanylyl cyclase"
"ostta06g00100" " High mobility group box domain"
"ostta06g00170" " unnamed product"
"ostta06g00220" " Uncharacterised protein family UPF0047"
"ostta06g00230" " Rhamnose mutarotase"
"ostta06g00240" " Phosphorylated adapter RNA export protein, RNA-binding domain"
"ostta06g00250" " Photosystem I PsaN, reaction centre subunit N"
"ostta06g00340" " Peptidase S16, lon N-terminal"
"ostta06g00360" " Tetratricopeptide repeat"
"ostta06g00400" " unnamed product"
"ostta06g00410" " unnamed product"
"ostta06g00510" " unnamed product"
"ostta06g00590" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g00610" " WD40/YVTN repeat-like-containing domain"
"ostta06g00690" " Thioredoxin-like fold"
"ostta06g00740" " WD40 repeat"
"ostta06g00840" " unnamed product"
"ostta06g01050" " unnamed product"
"ostta06g01090" " Putative S-adenosyl-L-methionine-dependent methyltransferase MidA"
"ostta06g01140" " unnamed product"
"ostta06g01250" " Protein of unknown function DUF1077, TMEM85"
"ostta06g01260" " SUMO-conjugating enzyme Ubc9"
"ostta06g01280" " unnamed product"
"ostta06g01320" " MT-A70-like"
"ostta06g01360" " Rho GTPase-activating protein domain"
"ostta06g01370" " Patatin/Phospholipase A2-related"
"ostta06g01410" " Mammalian cell entry-related"
"ostta06g01900" " unnamed product"
"ostta06g01920" " unnamed product"
"ostta06g01930" " Exonuclease, RNase T/DNA polymerase III"
"ostta06g01950" " WD40/YVTN repeat-like-containing domain"
"ostta06g02030" " Ubiquitin-conjugating enzyme, E2"
"ostta06g02140" " unnamed product"
"ostta06g02170" " WD40/YVTN repeat-like-containing domain"
"ostta06g02250" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta06g02270" " Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
"ostta06g02350" " unnamed product"
"ostta06g02370" " unnamed product"
"ostta06g02380" " GCK"
"ostta06g02510" " Conserved hypothetical protein CHP02058"
"ostta06g02550" " Helix-hairpin-helix motif, class 2"
"ostta06g02590" " Cyclin-like"
"ostta06g02600" " Aminotransferases, class-I, pyridoxal-phosphate-binding site"
"ostta06g02640" " DNA mismatch repair protein MutS-homologue MSH6"
"ostta06g02700" " Anaphase-promoting complex subunit 1"
"ostta06g02720" " Domain of unknown function DUF4057"
"ostta06g02810" " NADH:ubiquinone oxidoreductase intermediate-associated protein 30"
"ostta06g02870" " unnamed product"
"ostta06g02890" " Proliferating cell nuclear antigen, PCNA, N-terminal"
"ostta06g02910" " Uncharacterised protein family UPF0454"
"ostta06g02960" " Rad21/Rec8-like protein, N-terminal"
"ostta06g03000" " Adenosine/AMP deaminase domain"
"ostta06g03120" " Succinate dehydrogenase/Fumarate reductase, transmembrane subunit"
"ostta06g03190" " Sec-independent protein translocase protein TatA/B/E"
"ostta06g03200" " Patatin/Phospholipase A2-related"
"ostta06g03280" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g03290" " unnamed product"
"ostta06g03310" " Syntaxin, N-terminal domain"
"ostta06g03325" " DNA topoisomerase, type IA, central region, subdomain 2"
"ostta06g03440" " Phospholipid-transporting  P-type ATPase, subfamily IV"
"ostta06g03470" " unnamed product"
"ostta06g03490" " unnamed product"
"ostta06g03550" " Tubulin binding cofactor C-like domain"
"ostta06g03630" " Helicase, C-terminal"
"ostta06g03650" " unnamed product"
"ostta06g03810" " Autophagy-related protein 3, N-terminal"
"ostta06g04080" " unnamed product"
"ostta06g04250" " unnamed product"
"ostta06g04280" " unnamed product"
"ostta06g04290" " Apc5/TPR19 domain"
"ostta06g04510" " Zinc finger, RING/FYVE/PHD-type"
"ostta06g04530" " Uncharacterised protein family UPF0136, Transmembrane"
"ostta06g04540" " unnamed product"
"ostta06g04550" " unnamed product"
"ostta06g04580" " Major facilitator superfamily domain, general substrate transporter"
"ostta07g00010" " FERM/acyl-CoA-binding protein, 3-helical bundle"
"ostta07g00015" " GWT1"
"ostta07g00020" " Mre11, DNA-binding"
"ostta07g00200" " unnamed product"
"ostta07g00220" " Polyphosphate kinase 2"
"ostta07g00230" " Rhodanese-like domain"
"ostta07g00240" " Protein of unknown function DUF4539"
"ostta07g00260" " Thioredoxin-like fold"
"ostta07g00560" " Mitochondrial substrate/solute carrier"
"ostta07g00840" " Endonuclease/exonuclease/phosphatase"
"ostta07g00880" " Phosphatidate cytidylyltransferase"
"ostta07g00910" " Ubiquitin supergroup"
"ostta07g01090" " Histone deacetylase superfamily"
"ostta07g01320" " TRAM/LAG1/CLN8 homology domain"
"ostta07g01340" " Thymidylate kinase, conserved site"
"ostta07g01390" " unnamed product"
"ostta07g01480" " unnamed product"
"ostta07g01600" " unnamed product"
"ostta07g01910" " Calcium/calmodulin-dependent/calcium-dependent protein kinase"
"ostta07g01950" " Glycosyl hydrolase, family 13, catalytic domain"
"ostta07g02000" " unnamed product"
"ostta07g02140" " Protein phosphatase 2C"
"ostta07g02150" " FERM/acyl-CoA-binding protein, 3-helical bundle"
"ostta07g02160" " unnamed product"
"ostta07g02190" " unnamed product"
"ostta07g02200" " FERM/acyl-CoA-binding protein, 3-helical bundle"
"ostta07g02210" " Cobalamin vitamin B12 biosynthesis CobW-like, C-terminal"
"ostta07g02220" " Thioredoxin-like fold"
"ostta07g02270" " unnamed product"
"ostta07g02360" " Diacylglycerol kinase, catalytic domain"
"ostta07g02520" " Tetratricopeptide repeat"
"ostta07g02540" " BRCT domain"
"ostta07g02550" " Zinc finger, RING/FYVE/PHD-type"
"ostta07g02570" " Structural maintenance of chromosomes protein 6"
"ostta07g02580" " CDP-alcohol phosphatidyltransferase"
"ostta07g02660" " Non-structural maintenance of chromosomes element 1"
"ostta07g02700" " Small GTPase superfamily, Rho type"
"ostta07g02710" " Nucleic acid-binding, OB-fold n/a  Nucleic acid-binding, OB-fold"
"ostta07g02750" " Ribosome recycling factor"
"ostta07g02760" " Tetratricopeptide repeat"
"ostta07g02830" " unnamed product"
"ostta07g02880" " EF-hand domain pair"
"ostta07g02990" " Protein of unknown function DUF2045"
"ostta07g03210" " Helicase, C-terminal"
"ostta07g03290" " Breast cancer type 1 susceptibility protein BRCA1"
"ostta07g03450" " Triose-phosphate transporter domain"
"ostta07g03460" " Transcription factor CBF/NF-Y/archaeal histone"
"ostta07g03510" " PIK-related kinase, FATC"
"ostta07g03620" " Zinc finger, NHR/GATA-type"
"ostta07g03650" " Ribosomal protein S28e n/a  Ribosomal protein S28e"
"ostta07g03720" " Serine hydrolase FSH"
"ostta07g03730" " Adenylate kinase"
"ostta07g03770" " unnamed product"
"ostta07g03860" " unnamed product"
"ostta07g03910" " WD40 repeat"
"ostta07g03920" " Ribonuclease III domain"
"ostta07g04010" " Protein of unknown function DUF3769"
"ostta07g04100" " Phosphoesterase domain"
"ostta07g04190" " Mitochondrial substrate/solute carrier"
"ostta07g04200" " Dimeric alpha-beta barrel"
"ostta07g04210" " Spc97/Spc98"
"ostta07g04220" " Protein of unknown function DUF2930"
"ostta07g04480" " DnaJ domain"
"ostta07g04520" " unnamed product"
"ostta07g04650" " unnamed product"
"ostta07g04670" " Methyltransferase type 11"
"ostta07g04680" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta07g04690" " Proteasome, subunit alpha/beta"
"ostta07g04700" " Pentatricopeptide repeat"
"ostta07g04710" " unnamed product"
"ostta08g00310" " Tetratricopeptide, SHNi-TPR domain"
"ostta08g00420" " Tetratricopeptide repeat"
"ostta08g00430" " unnamed product"
"ostta08g00460" " Serine/threonine- / dual specificity protein kinase, catalytic  domain n/a  Ser/ dual specificity protein kinase, catalytic  domain n/a  Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"ostta08g00550" " Peptidase M14, carboxypeptidase A"
"ostta08g00560" " Ferritin-like superfamily"
"ostta08g00590" " SAP domain"
"ostta08g00630" " GRIM-19"
"ostta08g00710" " Zinc finger, DNA-directed DNA polymerase, family B, alpha"
"ostta08g00720" " Protein of unknown function DUF2930"
"ostta08g00740" " WD40/YVTN repeat-like-containing domain"
"ostta08g00830" " Pyruvate phosphate dikinase, PEP/pyruvate-binding"
"ostta08g00840" " Acyl-CoA dehydrogenase/oxidase C-terminal"
"ostta08g00865" " Cold-shock protein, DNA-binding"
"ostta08g00880" " DEK, C-terminal"
"ostta08g00890" " unnamed product"
"ostta08g00950" " unnamed product"
"ostta08g00970" " unnamed product"
"ostta08g01130" " Ankyrin repeat"
"ostta08g01140" " unnamed product"
"ostta08g01260" " unnamed product"
"ostta08g01330" " High mobility group box domain"
"ostta08g01410" " unnamed product"
"ostta08g01550" " Clathrin adaptor, mu subunit, C-terminal"
