"geneID" "annotation"
"ostta02g00930" " Arginine-tRNA-protein transferase, C-terminal"
"ostta02g00940" " Ribose-phosphate diphosphokinase"
"ostta02g01200" " Isochorismatase-like"
"ostta02g01210" " Ribosomal protein L7Ae conserved site"
"ostta02g01240" " Glutathione S-transferase, N-terminal"
"ostta02g01320" " Heat shock protein 70 family"
"ostta02g01500" " unnamed product"
"ostta02g01750" " unnamed product"
"ostta02g01850" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g01900" " Phosphatidylinositol 3-/4-kinase, catalytic domain"
"ostta02g02630" " Deoxynucleoside kinase"
"ostta02g02700" " Ribosomal protein L19/L19e domain"
"ostta02g02720" " Oxidoreductase FAD/NADP-binding"
"ostta02g02730" " Bestrophin/UPF0187"
"ostta02g02740" " RNA exonuclease n/a  Glutathione peroxidase"
"ostta02g02750" " Exoribonuclease, phosphorolytic domain 2"
"ostta02g02760" " RAI1-like"
"ostta02g02770" " unnamed product"
"ostta02g02780" " Beta-lactamase-like"
"ostta02g02790" " DnaJ domain"
"ostta02g02810" " Nicotinamide N-methyltransferase-like n/a  Nicotinamide N-methyltransferase-likmide N-methyltransferase-like"
"ostta02g02820" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g02840" " Acyl-CoA N-acyltransferase"
"ostta02g02900" " JmjC domain"
"ostta02g02910" " Serine/threonine-protein kinase, active site"
"ostta02g02940" " unnamed product"
"ostta02g02970" " unnamed product"
"ostta02g02980" " unnamed product"
"ostta02g02990" " Putative methyltransferase, DUF3321"
"ostta02g03000" " Nucleolar complex-associated"
"ostta02g03020" " Cold-shock protein, DNA-binding"
"ostta02g03090" " Domain of unknown function DUF547"
"ostta02g03120" " Glutathione S-transferase, N-terminal"
"ostta02g03130" " NUDIX hydrolase domain-like"
"ostta02g03150" " DNA methylase, N-6 adenine-specific, conserved site"
"ostta02g03180" " Polyribonucleotide nucleotidyltransferase"
"ostta02g03200" " GPI mannosyltransferase 2"
"ostta02g03210" " Mediator complex, subunit Med7"
"ostta02g03230" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g03240" " unnamed product"
"ostta02g03260" " Ribosomal S11, conserved site"
"ostta02g03270" " unnamed product"
"ostta02g03355" " Ferredoxin thioredoxin reductase, alpha chain"
"ostta02g03410" " P-loop containing nucleoside triphosphate hydrolase"
"ostta02g03480" " tRNA 2-selenouridine synthase"
"ostta02g03510" " unnamed product"
"ostta02g03520" " Tetratricopeptide repeat-containing domain"
"ostta02g03530" " unnamed product"
"ostta02g03540" " DNA-binding TFAR19-related protein"
"ostta02g03570" " Prenyltransferase/squalene oxidase"
"ostta02g03580" " unnamed product"
"ostta02g03590" " unnamed product"
"ostta02g03610" " Condensin complex, subunit 1, N-terminal"
"ostta02g03630" " Armadillo-type fold"
"ostta02g03690" " unnamed product"
"ostta02g03790" " Protein of unknown function DUF1754, eukaryotic"
"ostta02g03800" " Myosin tail 2"
"ostta02g03840" " DNA-directed RNA polymerase III largest subunit"
"ostta02g03940" " Somatomedin B domain"
"ostta02g03960" " Protein-tyrosine phosphatase, active site"
"ostta02g03980" " Diaminopimelate epimerase, active site"
"ostta02g04000" " Nucleotide-binding, alpha-beta plait"
"ostta02g04010" " Sas10 C-terminal domain"
"ostta02g04030" " NOG, C-terminal"
"ostta02g04040" " Ribonuclease Zc3h12a-like"
"ostta02g04050" " Helicase, C-terminal"
"ostta02g04080" " Armadillo-type fold"
"ostta02g04100" " ATP-grasp fold, subdomain 2"
"ostta02g04110" " unnamed product"
"ostta02g04115" " hypothetical protein"
"ostta02g04130" " Tetratricopeptide-like helical"
"ostta02g04140" " SEC-C motif"
"ostta02g04150" " Methylthiotransferase/radical SAM-type protein"
"ostta02g04200" " Polyketide synthase/Fatty acid synthase, KR"
"ostta02g04210" " Ankyrin repeat-containing domain"
"ostta02g04220" " Ankyrin repeat-containing domain"
"ostta02g04290" " Rpn11/EIF3F C-terminal domain"
"ostta02g04325" " Magnesium-dependent phosphatase-1, eukaryotic/arcaheal type"
"ostta02g04390" " Ribosomal protein L15e, conserved site"
"ostta02g04510" " unnamed product"
"ostta02g04530" " unnamed product"
"ostta02g04560" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta02g04600" " Glycine-tRNA ligase, alpha subunit"
"ostta02g04710" " Peroxisome biogenesis factor 1, N-terminal"
"ostta02g04770" " unnamed product"
"ostta02g04780" " unnamed product"
"ostta02g04850" " unnamed product"
"ostta02g04900" " Bicoid-interacting 3"
"ostta02g04905" " hypothetical protein"
"ostta02g04920" " Cytochrome c oxidase subunit Vc"
"ostta02g04930" " unnamed product"
"ostta02g04940" " unnamed product"
"ostta02g04970" " Glyoxalase-like domain"
"ostta02g05020" " unnamed product"
"ostta02g05040" " Na+/H+ antiporter NhaA"
"ostta02g05050" " unnamed product"
"ostta02g05090" " tRNA-guanine15 transglycosylase-like"
"ostta02g05115" " Zinc finger, DPH-type"
"ostta02g05190" " SANT/Myb domain"
"ostta02g05200" " Peptide deformylase"
"ostta02g05220" " unnamed product"
"ostta02g05225" " RmlC-like jelly roll fold"
"ostta02g05250" " Histone-fold"
"ostta02g05280" " Pseudouridine synthase, RsuA/RluB/C/D/E/F"
"ostta02g05290" " unnamed product"
"ostta02g05320" " unnamed product"
"ostta02g05370" " Ribosomal protein L11"
"ostta02g05380" " Nucleotide-sugar transporter"
"ostta02g05390" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta02g05400" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta02g05460" " unnamed product"
"ostta02g05470" " Protein phosphatase methylesterase, eukaryotic"
"ostta02g05520" " Molybdopterin cofactor biosynthesis C MoaC domain"
"ostta02g05530" " DNA/RNA helicase, DEAD/DEAH box type, N-terminal"
"ostta03g00030" " unnamed product"
"ostta03g00060" " RNA C5-cytosine methyltransferase"
"ostta03g00070" " Ubiquitin-like domain"
"ostta03g00150" " unnamed product"
"ostta03g00200" " WD40/YVTN repeat-like-containing domain"
"ostta03g00220" " Ribulose-phosphate binding barrel"
"ostta03g00240" " Concanavalin A-like lectin/glucanase, subgroup"
"ostta03g00250" " Zinc finger, CCCH-type"
"ostta03g00270" " Armadillo-type fold"
"ostta03g00300" " Steadiness box"
"ostta03g00340" " unnamed product"
"ostta03g00400" " U2 snRNP auxilliary factor, large subunit, splicing factor"
"ostta03g00420" " HD/PDEase domain"
"ostta03g00490" " U6 snRNA-associated Sm-like protein LSm4/Small nuclear ribonucleoprotein Sm D1/"
"ostta03g00500" " Decaprenyl diphosphate synthase-like"
"ostta03g00570" " Ubiquitin fusion degradation protein UFD1"
"ostta03g00580" " Mitochondrial import inner membrane translocase subunit Tim21"
"ostta03g00655" " TRAM/LAG1/CLN8 homology domain"
"ostta03g00680" " Thioredoxin, conserved site"
"ostta03g00690" " NOSIC"
"ostta03g00720" " unnamed product"
"ostta03g00730" " Histidine phosphatase superfamily, clade-1"
"ostta03g00820" " Carbohydrate kinase, FGGY, C-terminal"
"ostta03g00840" " SANT/Myb domain"
"ostta03g00860" " Nucleotide-binding, alpha-beta plait"
"ostta03g00890" " Uncharacterised protein family UPF0250"
"ostta03g00900" " unnamed product"
"ostta03g00910" " unnamed product"
"ostta03g00960" " Ankyrin repeat"
"ostta03g00970" " Mitochondrial import inner membrane translocase subunit Tim10/Tim12"
"ostta03g00980" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g01000" " Beta-lactamase-like"
"ostta03g01050" " Frag1/DRAM/Sfk1"
"ostta03g01070" " DNA-directed RNA polymerase Rpb11, 13-16kDa subunit, conserved site"
"ostta03g01080" " Chaperonin-like RbcX"
"ostta03g01090" " Zinc finger, PHD-finger"
"ostta03g01140" " Exonuclease, RNase T/DNA polymerase III"
"ostta03g01160" "' Orotidine 5''-phosphate decarboxylase, active site'"
"ostta03g01170" " Ribosomal protein S10"
"ostta03g01200" " Spermidine/spermine synthases family"
"ostta03g01290" " unnamed product"
"ostta03g01370" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta03g01380" " Zinc finger, HIT-type"
"ostta03g01400" " Ribosomal protein L13"
"ostta03g01410" " Transaldolase"
"ostta03g01450" " Armadillo-type fold"
"ostta03g01460" " WD40 repeat"
"ostta03g01525" " Domain of unknown function DUF3641"
"ostta03g01560" " Histidine triad HIT protein"
"ostta03g01590" " Sel1-like"
"ostta03g01610" " EMSY N-terminal"
"ostta03g01630" " Concanavalin A-like lectin/glucanase, subgroup"
"ostta03g01660" " unnamed product"
"ostta03g01670" " WD40/YVTN repeat-like-containing domain"
"ostta03g01680" " Helicase, C-terminal"
"ostta03g01690" " Tetratricopeptide repeat"
"ostta03g01740" " unnamed product"
"ostta03g01790" " unnamed product"
"ostta03g01830" " WD40/YVTN repeat-like-containing domain"
"ostta03g01960" " Defective-in-cullin neddylation protein"
"ostta03g01990" " Ribonuclease H-like domain"
"ostta03g02060" " rRNA processing"
"ostta03g02120" " unnamed product"
"ostta03g02150" " Exoribonuclease, phosphorolytic domain 2"
"ostta03g02170" " Reduced growth phenotype protein 1"
"ostta03g02190" " EF-hand domain pair"
"ostta03g02210" " WD40 repeat"
"ostta03g02220" " DNA-binding domain"
"ostta03g02275" " NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3"
"ostta03g02280" " NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3"
"ostta03g02340" " Helicase, C-terminal"
"ostta03g02350" " unnamed product"
"ostta03g02370" " Rhodanese-like domain"
"ostta03g02410" " Nucleotide-binding, alpha-beta plait"
"ostta03g02420" " Aspartyl/glutamyl-tRNAAsn/Gln amidotransferase, C subunit"
"ostta03g02470" " Acetohydroxy acid isomeroreductase, catalytic"
"ostta03g02480" " Ubiquitin-conjugating enzyme/RWD-like"
"ostta03g02530" " Exoribonuclease, phosphorolytic domain 2"
"ostta03g02540" " RNA-recognition motif RRM Nup35-type domain"
"ostta03g02550" " NUDIX hydrolase domain-like"
"ostta03g02560" " Zinc finger, CHCC-type"
"ostta03g02590" " RmlC-like jelly roll fold"
"ostta03g02600" " Nucleoporin protein Ndc1-Nup"
"ostta03g02610" " tRNA uracil54-C5-methyltransferase,TrmA,  proteobacteria"
"ostta03g02620" " SPOUT methyltransferase, predicted"
"ostta03g02650" " Ribosome biogenesis protein BRX1"
"ostta03g02790" " Cullin repeat-like-containing domain"
"ostta03g02840" " Poly A polymerase, head domain"
"ostta03g02850" " POPLD"
"ostta03g02860" " Aminoacyl-tRNA synthetase, class Ia"
"ostta03g02920" " Carboxylesterase, type B"
"ostta03g03010" " Ribosomal RNA large subunit methyltransferase E"
"ostta03g03070" " tRNA isopentenyltransferase"
"ostta03g03080" " 3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal"
"ostta03g03100" " GTP-binding protein Obg/CgtA"
"ostta03g03140" " tRNA wybutosine-synthesis"
"ostta03g03230" " unnamed product"
"ostta03g03250" " Sybindin-like protein"
"ostta03g03270" " Pseudouridine synthase, RsuA/RluB/C/D/E/F"
"ostta03g03280" " Ribosomal RNA small subunit methyltransferase E"
"ostta03g03290" " Yip1 domain"
"ostta03g03350" " Tetratricopeptide-like helical"
"ostta03g03370" " unnamed product"
"ostta03g03380" " Zinc finger, N-recognin"
"ostta03g03440" " unnamed product"
"ostta03g03500" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta03g03510" " NADP-binding domain"
"ostta03g03520" " T-complex protein 1, theta subunit"
"ostta03g03530" " unnamed product"
"ostta03g03550" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta03g03580" " Arf GTPase activating protein"
"ostta03g03660" " Zinc finger, CCCH-type"
"ostta03g03670" " F-box domain"
"ostta03g03680" " Nucleotide-binding, alpha-beta plait"
"ostta03g03690" " unnamed product"
"ostta03g03770" " Protein of unknown function DUF2052, coiled-coil"
"ostta03g03790" " unnamed product"
"ostta03g03800" " Domain of unknown function DUF1995"
"ostta03g03860" " Aconitase/3-isopropylmalate dehydratase, swivel"
"ostta03g03870" " Peptidase M24, methionine aminopeptidase"
"ostta03g03890" " JmjC domain"
"ostta03g03930" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g03960" " DNA-directed RNA polymerase, subunit C11/M/9"
"ostta03g03970" " WD40 repeat"
"ostta03g04025" " hypothetical protein"
"ostta03g04050" " unnamed product"
"ostta03g04130" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta03g04150" " Quinolinate phosphoribosyl transferase, C-terminal"
"ostta03g04170" " NLI interacting factor"
"ostta03g04190" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta03g04300" " Ribonuclease H-like domain"
"ostta03g04310" " Protein of unknown function DUF901"
"ostta03g04345" " hypothetical protein"
"ostta03g04360" " FERM/acyl-CoA-binding protein, 3-helical bundle"
"ostta03g04400" " Uncharacterised protein GYD"
"ostta03g04410" " WD40 repeat"
"ostta03g04420" " unnamed product"
"ostta03g04430" " G-protein beta WD-40 repeat"
"ostta03g04460" " Thioredoxin-like fold"
"ostta03g04610" " Protein of unknown function DUF92, TMEM19"
"ostta03g04635" " hypothetical protein"
"ostta03g04640" " DREV methyltransferase"
"ostta03g04700" " Protein phosphatase 2C"
"ostta03g04710" " Drug/metabolite transporter"
"ostta03g04720" " Short-chain dehydrogenase/reductase SDR"
"ostta03g04740" " Tetratricopeptide repeat"
"ostta03g04760" " TLDc"
"ostta03g04790" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta03g04820" " Endoribonuclease L-PSP/chorismate mutase-like"
"ostta03g04840" " DNA-directed RNA polymerase, subunit C11/M/9 n/a  DNA-directed RNA polymerase,"
"ostta03g04930" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta03g04950" " tRNA 2-selenouridine synthase"
"ostta03g04970" " tRNA guanine26-N2-dimethyltransferase"
"ostta03g05040" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05050" " FAD dependent oxidoreductase"
"ostta03g05145" " Aminoacyl-tRNA synthetase, class 1a, anticodon-binding"
"ostta03g05150" " unnamed product"
"ostta03g05160" " Cysteinyl-tRNA synthetase/mycothiol ligase"
"ostta03g05180" " Kelch-type beta propeller"
"ostta03g05210" " Leucine-rich repeat"
"ostta03g05250" " unnamed product"
"ostta03g05310" " unnamed product"
"ostta03g05320" " Transcription factor TFIIE beta subunit, DNA-binding domain"
"ostta03g05370" " P60-like"
"ostta03g05380" " tRNA modification GTPase MnmE domain 2"
"ostta03g05410" " Ribosomal protein L11"
"ostta03g05430" " Mitochondrial substrate/solute carrier n/a  Mitochondrial substrate/solute carr"
"ostta03g05440" " GPI biosynthesis protein Pig-F"
"ostta03g05480" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g05490" " Hydroxyacylglutathione hydrolase"
"ostta03g05520" " unnamed product"
"ostta03g05690" " Beta-1,4-galactosyltransferase"
"ostta03g05700" " Bud-site selection protein, BUD22"
"ostta03g05715" " Erv1/Alr"
"ostta03g05720" " Regulator of chromosome condensation, RCC1"
"ostta03g05740" " Ribosomal protein S23/S29, mitochondrial"
"ostta03g05800" " SET domain"
"ostta03g05850" " Thioredoxin, conserved site"
"ostta03g05880" " Ribosomal protein L22, bacterial/chloroplast-type"
"ostta03g05885" " SET domain"
"ostta03g05900" " Uncharacterised protein family Ycf20"
"ostta03g05980" " DEAD/DEAH-box helicase, putative"
"ostta03g06000" " Transposase IS605, OrfB, C-terminal"
"ostta03g06020" " unnamed product"
"ostta03g06030" " unnamed product"
"ostta04g00040" " Pre-mRNA-processing protein PRP40"
"ostta04g00050" " unnamed product"
"ostta04g00080" " unnamed product"
"ostta04g00160" " unnamed product"
"ostta04g00190" " Zinc finger, PHD-finger"
"ostta04g00200" " Peptidoglycan-binding lysin domain"
"ostta04g00270" " unnamed product"
"ostta04g00310" " unnamed product"
"ostta04g00340" " unnamed product"
"ostta04g00550" " UbiE/COQ5 methyltransferase"
"ostta04g00560" " Structural maintenance of chromosomes Smc2"
"ostta04g00570" " Pentatricopeptide repeat"
"ostta04g00600" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta04g00650" " Protein of unknown function DUF819"
"ostta04g00670" " unnamed product"
"ostta04g00710" " tRNA/rRNA methyltransferase, SpoU"
"ostta04g00720" " SGT1"
"ostta04g00730" " Helicase-associated"
"ostta04g00740" " Sec1-like protein"
"ostta04g00770" " Small-subunit processome, Utp14"
"ostta04g00790" " K Homology domain, type 1"
"ostta04g00810" " 3-dehydroquinate synthase"
"ostta04g00815" " hypothetical protein"
"ostta04g00890" " Oxoglutarate/iron-dependent dioxygenase"
"ostta04g00900" " Multi antimicrobial extrusion protein"
"ostta04g00910" " Armadillo-type fold"
"ostta04g00920" " unnamed product"
"ostta04g00940" " Histone methylation DOT1"
"ostta04g00960" " IQ motif, EF-hand binding site"
"ostta04g00970" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g00990" " Ankyrin repeat-containing domain"
"ostta04g01000" " GPI mannosyltransferase"
"ostta04g01040" " unnamed product"
"ostta04g01100" " Phosphoribosyl-ATP pyrophosphohydrolase-like"
"ostta04g01120" " Ribosomal protein S1, RNA-binding domain"
"ostta04g01180" " Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase"
"ostta04g01270" " Ribosomal protein S3, eukaryotic/archaeal"
"ostta04g01340" " NADH-azoreductase, FMN-dependent"
"ostta04g01410" " Ankyrin repeat"
