"geneID" "annotation"
"ostta01g03770" " ATPase, F1 complex, gamma subunit conserved site"
"ostta01g03920" " unnamed product"
"ostta01g03940" " Prefoldin"
"ostta01g03990" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta01g04080" " Membrane bound O-acyl transferase, MBOAT"
"ostta01g04240" " unnamed product"
"ostta01g04340" " Glutamyl-tRNA synthetase, class Ib, archaeal/eukaryotic cytosolic"
"ostta01g04490" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta01g04660" " Cation-transporting P-type ATPase, C-terminal"
"ostta01g04810" " Protein of unknown function DUF4079"
"ostta01g05180" " Pentatricopeptide repeat"
"ostta01g05210" " Tetratricopeptide repeat"
"ostta01g05260" " 2-isopropylmalate synthase, bacterial-type"
"ostta01g05350" " unnamed product"
"ostta01g05500" " unnamed product"
"ostta01g05570" " Uncharacterised protein family UPF0016"
"ostta01g05610" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g05770" " Peptidase C1A, papain C-terminal"
"ostta01g06040" " Sterol-sensing domain"
"ostta01g06080" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g06170" " Cytochrome b5-like heme/steroid binding domain"
"ostta01g06180" " unnamed product"
"ostta01g06560" " Oxoglutarate/iron-dependent dioxygenase"
"ostta02g00093" " Transcription factor IIA, helical"
"ostta02g00190" " unnamed product"
"ostta02g00200" " GNS1/SUR4 membrane protein"
"ostta02g00250" " Ribosomal protein L24e, conserved site"
"ostta02g00380" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA n/a  Clpolytic subunit /Translocation-enhancing protein TepA"
"ostta02g00400" " unnamed product"
"ostta02g00410" " WD40 repeat"
"ostta02g00460" " Serine/threonine-protein kinase, active site"
"ostta02g00480" " Zinc finger, RING-H2-type"
"ostta02g00510" " unnamed product"
"ostta02g00520" " Acyl-CoA N-acyltransferase"
"ostta02g00562" " Translation initiation factor IF6"
"ostta02g00600" " RNA polymerase III subunit RPC82-related, helix-turn-helix"
"ostta02g00640" " Pseudouridine synthase/archaeosine transglycosylase"
"ostta02g00650" " G-protein beta WD-40 repeat"
"ostta02g00670" " Surface antigen variable number"
"ostta02g00790" " unnamed product"
"ostta02g00960" " U3 small nucleolar RNA-associated protein 6"
"ostta02g01010" " Ribosomal protein L35"
"ostta02g01030" " Armadillo-type fold"
"ostta02g01120" " Mak16 protein"
"ostta02g01230" " tRNA modification GTPase MnmE domain 2"
"ostta02g01250" " Fe-S metabolism associated domain, SufE-like"
"ostta02g01330" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta02g01350" " Casein kinase II, regulatory subunit"
"ostta02g01390" " Translation initiation factor 2, alpha subunit, C-terminal"
"ostta02g01400" " AP complex, mu/sigma subunit"
"ostta02g01410" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta02g01480" " Histone-fold"
"ostta02g01590" " Transcription factor IIA, beta-barrel"
"ostta02g01660" " Nucleotide-binding, alpha-beta plait"
"ostta02g01680" " Ubiquinone biosynthesis protein Coq4"
"ostta02g01690" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta02g01710" " RWP-RK domain"
"ostta02g01780" " RNA polymerase archaeal subunit P/eukaryotic subunit RPC10"
"ostta02g01870" " Bromo adjacent homology BAH domain"
"ostta02g01880" " Ankyrin repeat-containing domain"
"ostta02g01910" " Heat shock protein 70 family"
"ostta02g01960" " Nascent polypeptide-associated complex NAC domain"
"ostta02g01970" " Aminoacyl-tRNA synthetase, class Ia"
"ostta02g02000" " Biotin--acetyl-CoA-carboxylase ligase"
"ostta02g02060" " Galactosyl transferase"
"ostta02g02090" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta02g02200" " Eukaryotic translation initiation factor 4E eIF-4E, conserved site"
"ostta02g02240" " Pyridoxal phosphate-dependent transferase, major region, subdomain 1"
"ostta02g02260" " Homeobox domain"
"ostta02g02310" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA"
"ostta02g02360" " Proteasome B-type subunit"
"ostta02g02440" "' Cytokinin riboside 5''-monophosphate phosphoribohydrolase LOG'"
"ostta02g02460" " Phosphate transporter"
"ostta02g02475" " hypothetical protein"
"ostta02g02490" " WD40 repeat"
"ostta02g02715" " hypothetical protein n/a  hypothetical protein"
"ostta02g02800" " Ribosomal protein S26e"
"ostta02g02860" " Phosphoglycerate kinase, C-terminal"
"ostta02g02870" " Glyceraldehyde 3-phosphate dehydrogenase, NADP binding domain"
"ostta02g03140" " Ribosomal protein S20"
"ostta02g03160" " Cdc37, C-terminal"
"ostta02g03290" " Putative sodium bile acid cotransporter"
"ostta02g03460" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta02g03560" " Mitochondrial substrate/solute carrier"
"ostta02g03620" " Pyridine nucleotide-disulphide oxidoreductase, FAD/NADP-binding domain"
"ostta02g03640" " Chorismate synthase"
"ostta02g03650" " Parallel beta-helix repeat"
"ostta02g03870" " Domain of unknown function DUF89"
"ostta02g04090" " Helicase, C-terminal"
"ostta02g04120" " Ribosome recycling factor"
"ostta02g04350" " Phytase-like domain"
"ostta02g04410" " unnamed product"
"ostta02g04430" " Tetratricopeptide-like helical"
"ostta02g04450" " NADP-binding domain"
"ostta02g04650" " Ribosomal protein L9, C-terminal"
"ostta02g04660" " Polyketide synthase, KR"
"ostta02g04680" " Ribosomal protein S1, RNA-binding domain"
"ostta02g04760" " Mitochondrial substrate/solute carrier"
"ostta02g04990" " Translation elongation factor EFTs/EF1B, dimerisation"
"ostta02g05030" " Tetratricopeptide-like helical"
"ostta02g05070" " ABC transporter, conserved site"
"ostta02g05180" " unnamed product"
"ostta02g05360" " Triose-phosphate transporter domain"
"ostta02g05450" "' 5''-Nucleotidase/apyrase'"
"ostta02g05480" " Ribosomal protein L10/acidic P0"
"ostta03g00050" " unnamed product"
"ostta03g00210" " unnamed product"
"ostta03g00280" " Thioredoxin-like fold"
"ostta03g00360" " Nucleic acid-binding, OB-fold"
"ostta03g00370" " Endoplasmic reticulum, stress-associated Ramp4"
"ostta03g00620" " Triose phosphate/phosphoenolpyruvate translocator"
"ostta03g00660" " Fructose-bisphosphate aldolase, class-I"
"ostta03g00700" " Oxoglutarate/iron-dependent dioxygenase"
"ostta03g00740" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta03g00760" " Transcription factor MYC/MYB N-terminal"
"ostta03g00770" " MIF4-like, type 1/2/3"
"ostta03g00780" " Polyribonucleotide nucleotidyltransferase"
"ostta03g00830" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g01010" " unnamed product"
"ostta03g01020" " Ribosomal protein S10, eukaryotic/archaeal"
"ostta03g01040" " Inositol monophosphatase, metal-binding site"
"ostta03g01130" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g01320" " Asparagine synthase, glutamine-hydrolyzing"
"ostta03g01600" " Ribosomal protein L30, ferredoxin-like fold domain"
"ostta03g01620" " unnamed product"
"ostta03g01640" " ABC transporter, conserved site"
"ostta03g01720" " Oxoglutarate/iron-dependent dioxygenase"
"ostta03g01820" " Hyaluronan/mRNA-binding protein"
"ostta03g01850" " unnamed product"
"ostta03g01860" " P-loop containing nucleoside triphosphate hydrolase"
"ostta03g01880" " tRNA-dihydrouridine synthase, conserved site"
"ostta03g01910" " Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal"
"ostta03g02000" " tRNAIle-lysidine/2-thiocytidine synthase"
"ostta03g02010" " Complex 1 LYR protein"
"ostta03g02080" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta03g02100" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta03g02230" " Membrane insertase OXA1/ALB3/YidC"
"ostta03g02390" " Polyprenyl synthetase"
"ostta03g02770" " Ribosomal protein S6, eukaryotic"
"ostta03g02925" " Photosystem II Psp29, biogenesis"
"ostta03g02950" " Tetratricopeptide repeat-containing domain"
"ostta03g02960" " Ribosomal protein L28"
"ostta03g03000" " MiaB-like tRNA modifying enzyme, archaeal-type"
"ostta03g03015" " Translation elongation factor P/YeiP, central"
"ostta03g03240" " Ribosomal protein S2, eukaryotic/archaeal"
"ostta03g03300" " Ribosomal protein L39e, conserved site"
"ostta03g03430" " Zinc finger, PHD-type, conserved site"
"ostta03g03480" " BRCT domain"
"ostta03g03640" " Zinc finger, DHHC-type, palmitoyltransferase"
"ostta03g03750" " Glyoxalase/fosfomycin resistance/dioxygenase domain"
"ostta03g04010" " Beta-hydroxyacyl-acyl-carrier-protein dehydratase FabZ"
"ostta03g04210" " Ubiquitin supergroup"
"ostta03g04280" " Eukaryotic porin/Tom40"
"ostta03g04290" " Ribosomal protein L10e/L16"
"ostta03g04330" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site n/a  Cyclotidyl-prolyl cis-trans isomerase, conserved site"
"ostta03g04350" " Peptide methionine sulphoxide reductase MsrA"
"ostta03g04380" " Nascent polypeptide-associated complex subunit alpha"
"ostta03g04510" " Ribosomal protein L5, conserved site n/a  Ribosomal protein L5, conserved site"
"ostta03g04520" " RmlC-like jelly roll fold"
"ostta03g04590" " Helicase, C-terminal"
"ostta03g04730" " Helicase, C-terminal"
"ostta03g04750" " ABC transporter, conserved site"
"ostta03g04770" "' 3''5''-cyclic nucleotide phosphodiesterase'"
"ostta03g04780" " unnamed product"
"ostta03g04810" " Translation initiation factor 3"
"ostta03g05060" " TAP42-like protein"
"ostta03g05080" " Radical SAM"
"ostta03g05460" " unnamed product"
"ostta03g05620" " DNA photolyase, class 2"
"ostta03g05630" " Carotenoid oxygenase"
"ostta03g05640" " Major facilitator superfamily domain, general substrate transporter"
"ostta03g05660" " unnamed product"
"ostta03g05760" " Ribosomal protein S13"
"ostta03g05860" " Zinc finger, DHHC-type, palmitoyltransferase"
"ostta03g05990" " unnamed product"
"ostta04g00090" " Translation elongation factor EFTs/EF1B, dimerisation"
"ostta04g00100" " Uncharacterised protein family Ycf19"
"ostta04g00180" " Nicotinamide N-methyltransferase-like"
"ostta04g00220" " Cold-shock protein, DNA-binding"
"ostta04g00240" " Flavin amine oxidase"
"ostta04g00320" " unnamed product"
"ostta04g00510" " WD40 repeat"
"ostta04g00640" " Oxoglutarate/iron-dependent dioxygenase"
"ostta04g00780" " Multi antimicrobial extrusion protein"
"ostta04g00880" " ABC transporter, conserved site"
"ostta04g00930" " SNARE associated Golgi protein"
"ostta04g01230" " Tetratricopeptide repeat"
"ostta04g01310" " Ribosomal protein L32e"
"ostta04g01380" " unnamed product"
"ostta04g01450" " Cactin C-terminal domain"
"ostta04g01500" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta04g01530" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta04g01610" " Aminoacyl-tRNA synthetase, class II"
"ostta04g01620" " unnamed product"
"ostta04g01650" " Up-frameshift suppressor 2"
"ostta04g01660" " Aminoacyl-tRNA synthetase, class Ia"
"ostta04g01760" " Ribosomal protein L6, alpha-beta domain"
"ostta04g02010" " Sodium/solute symporter"
"ostta04g02060" " Ankyrin repeat"
"ostta04g02420" " unnamed product"
"ostta04g02480" " Cytochrome b561/ferric reductase transmembrane"
"ostta04g02640" " Acyl-CoA N-acyltransferase"
"ostta04g02660" " FAD linked oxidase, N-terminal"
"ostta04g02780" " SecY/SEC61-alpha family"
"ostta04g02860" " unnamed product"
"ostta04g02970" " Ribosomal protein L1, 2-layer alpha/beta-sandwich"
"ostta04g03010" " Bicarbonate transporter, C-terminal"
"ostta04g03080" " Thioredoxin, conserved site"
"ostta04g03120" " unnamed product"
"ostta04g03140" " Protein of unknown function DUF2410"
"ostta04g03170" " Polyprenyl synthetase"
"ostta04g03255" " hypothetical protein"
"ostta04g03260" " Ubiquitin-conjugating enzyme, active site"
"ostta04g03320" " Glutathione S-transferase, N-terminal"
"ostta04g03330" " unnamed product"
"ostta04g03470" " Phosphatidate cytidylyltransferase"
"ostta04g03590" " Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain"
"ostta04g03630" " Parallel beta-helix repeat"
"ostta04g03710" " Protein kinase-like domain"
"ostta04g03740" " Arsenite/antimonite efflux pump membrane protein,  ArsB"
"ostta04g03960" " Orn/DAP/Arg decarboxylase 2, N-terminal"
"ostta04g04080" " Sodium/sulphate symporter"
"ostta04g04120" " Bacterial transferase hexapeptide repeat"
"ostta04g04200" " Uncharacterised protein family UPF0016"
"ostta04g04210" " unnamed product"
"ostta04g04430" " Short-chain dehydrogenase/reductase SDR"
"ostta04g04730" " Ubiquitin-conjugating enzyme, active site"
"ostta04g04740" " Thioredoxin-like fold"
"ostta04g04870" " Ribosomal protein L7/L12, C-terminal"
"ostta04g05010" " DNA-binding domain"
"ostta04g05030" " Ribosomal protein S17e, conserved site"
"ostta04g05110" " Ribosomal protein L7Ae/L30e/S12e/Gadd45"
"ostta04g05150" " Calcium/calmodulin-dependent/calcium-dependent protein kinase"
"ostta04g05280" " Helicase, C-terminal"
"ostta04g05320" " Sodium/calcium exchanger membrane region"
"ostta04g05390" " Mitochondrial import receptor subunit TOM7"
"ostta04g05410" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta04g05600" " Helicase, C-terminal"
"ostta05g00010" " NLI interacting factor"
"ostta05g00070" " Zinc finger, RING/FYVE/PHD-type"
"ostta05g00110" " Ribosomal protein L27e"
"ostta05g00190" " Galactose oxidase, beta-propeller"
"ostta05g00220" " Hydroxy monocarboxylic acid anion dehydrogenase, HIBADH-type"
"ostta05g00240" " PPPDE putative peptidase domain"
"ostta05g00380" " G-protein beta WD-40 repeat"
"ostta05g00470" " Ammonium transporter AmtB-like domain"
"ostta05g00550" " Adenylate kinase"
"ostta05g00610" " Sodium/calcium exchanger membrane region"
"ostta05g00670" " Arf GTPase activating protein"
"ostta05g00680" " CRAL/TRIO, N-terminal domain"
"ostta05g00820" " Parallel beta-helix repeat"
"ostta05g00950" " tRNA guanine-N-7 methyltransferase"
"ostta05g01010" " Pentatricopeptide repeat"
"ostta05g01090" " unnamed product"
"ostta05g01350" " Dihydrodipicolinate synthetase, conserved site"
"ostta05g01460" " Ribosomal protein L29"
"ostta05g01470" " HSP40/DnaJ peptide-binding"
"ostta05g01480" " Transcriptional regulator TACO1-like, domain 2"
"ostta05g01650" " Serine/threonine-protein kinase, active site"
"ostta05g01670" " Inorganic phosphate transporter Pho88"
"ostta05g01820" " 3-dehydroquinate synthase AroB"
"ostta05g01860" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA"
"ostta05g01920" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta05g01970" " ATPase, F1 complex, OSCP/delta subunit"
"ostta05g02300" " Peptide Chain Release Factor eRF1/aRF1, N-terminal"
"ostta05g02420" " Serine/threonine-protein kinase, active site"
"ostta05g02430" " Serine/threonine-protein kinase, active site"
"ostta05g02600" " unnamed product"
"ostta05g02660" " Twin-arginine translocation pathway, signal sequence"
"ostta05g02870" " S15/NS1, RNA-binding"
"ostta05g02950" " Proteasome B-type subunit"
"ostta05g02980" " Monooxygenase, FAD-binding"
"ostta05g03020" " Glycoside hydrolase, superfamily"
"ostta05g03050" " Tetratricopeptide-like helical"
"ostta05g03070" " Phytanoyl-CoA dioxygenase"
"ostta05g03500" " ABC-2 type transporter"
"ostta05g03880" " unnamed product"
"ostta05g03930" " Adenylyl cyclase class-3/4/guanylyl cyclase"
"ostta05g03960" " Armadillo-type fold"
"ostta05g04340" " Thioredoxin-like fold"
"ostta05g04350" " unnamed product"
"ostta05g04410" " Fatty acid hydroxylase n/a  Fatty acid hydroxylase n/a  Fatty acid hydroxylase"
"ostta05g04770" " UAA transporter"
"ostta05g04780" " Major facilitator superfamily domain, general substrate transporter"
"ostta05g04880" " Multi antimicrobial extrusion protein"
"ostta05g04910" " Ribosomal protein L13e"
"ostta06g00030" " Target SNARE coiled-coil domain"
"ostta06g00110" " tRNA guanine-N-7 methyltransferase"
"ostta06g00130" " unnamed product"
"ostta06g00140" " unnamed product"
"ostta06g00460" " Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding"
"ostta06g00500" " unnamed product"
"ostta06g00520" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g00530" " Protein of unknown function DUF3353"
"ostta06g00830" " unnamed product"
"ostta06g00870" " Histidine phosphatase superfamily, clade-1"
"ostta06g00900" " Vitamin B6 photo-protection and homoeostasis"
"ostta06g00960" " unnamed product"
"ostta06g01030" " Ribosomal protein L13"
"ostta06g01080" " Kelch-type beta propeller"
"ostta06g01210" " Thioredoxin-like fold"
"ostta06g01300" " Protein of unknown function DUF819"
"ostta06g01530" " Ribosomal protein S17"
"ostta06g01550" " ABC transporter, conserved site"
"ostta06g01640" " Ribosomal protein L29"
"ostta06g01650" " Ribulose-phosphate binding barrel"
"ostta06g01700" " WD40/YVTN repeat-like-containing domain"
"ostta06g01860" " Nucleic acid-binding, OB-fold"
"ostta06g01870" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g01890" " Fructosamine/Ketosamine-3-kinase"
"ostta06g01960" " Myb-like domain"
"ostta06g02010" " Photosystem II S4"
"ostta06g02020" " Domain of unknown function DUF89"
"ostta06g02050" " Domain of unknown function DUF3456"
"ostta06g02090" " Protein of unknown function DUF155"
"ostta06g02110" " Hydantoinaseoxoprolinase, N-terminal"
"ostta06g02190" " DnaJ domain"
"ostta06g02200" " unnamed product"
"ostta06g02320" " Glycosyl hydrolases 36"
"ostta06g02410" " PBP domain"
"ostta06g02530" " Proline-tRNA ligase, class IIa"
"ostta06g02605" " Protein of unknown function DUF3529"
"ostta06g02800" " Helicase, C-terminal"
"ostta06g03080" " Protein phosphatase 2C"
"ostta06g03110" " HAD hydrolase, subfamily IA"
"ostta06g03220" " 2Fe-2S ferredoxin-type domain"
"ostta06g03270" " DAHP synthetase, class II n/a  DAHP synthetase, class II n/a  DAHP synthetase,"
"ostta06g03420" " Pseudouridine synthase I, TruA, C-terminal"
"ostta06g03425" " E2F-associated phosphoprotein"
"ostta06g03710" " Uncharacterised protein family Ycf49"
"ostta06g03730" " U4/U6 small nuclear ribonucleoprotein Prp3"
"ostta06g03780" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta06g04010" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta06g04190" " Uncharacterised protein family Ycf19"
"ostta06g04200" " Indole-3-glycerol phosphate synthase"
"ostta06g04240" " Ribosomal protein L7Ae conserved site"
"ostta06g04330" " unnamed product"
"ostta06g04345" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta06g04350" " NUDIX hydrolase domain-like"
"ostta06g04370" " Two pore domain potassium channel domain"
"ostta06g04380" " PMP-22/EMP/MP20/Claudin superfamily"
"ostta06g04420" " Lipase, class 3"
"ostta07g00110" " Rhodanese-like domain"
"ostta07g00170" " Ribosomal protein L18ae"
"ostta07g00250" " Ham1-like protein"
"ostta07g00280" " Aminoacyl-tRNA synthetase, class II"
"ostta07g00385" " Coenzyme F420 hydrogenase/dehydrogenase beta subunit, N-terminal"
"ostta07g00450" " Biopterin transport-related protein BT1"
"ostta07g00490" " Basic-leucine zipper domain"
"ostta07g00500" " unnamed product"
"ostta07g00510" " unnamed product"
"ostta07g00670" " unnamed product"
"ostta07g00690" " Thermonuclease active site"
"ostta07g01000" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta07g01120" " PAP/25A-associated"
"ostta07g01260" " Anticodon-binding"
"ostta07g01310" " Glycosyl transferase, family 1"
"ostta07g01470" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta07g01530" " Ribosomal protein L27"
"ostta07g01580" " ABC transporter, conserved site"
"ostta07g01700" " ABC transporter, conserved site"
"ostta07g01760" " Ribosomal protein L21"
"ostta07g01830" " A1 cistron-splicing factor, AAR2"
"ostta07g02180" " Ammonium transporter, conserved site"
"ostta07g02240" " Armadillo-type fold"
"ostta07g02310" " Chaperonin Cpn60"
"ostta07g02320" " WD40 repeat"
"ostta07g02720" " SUF system FeS cluster assembly, SufD"
"ostta07g02780" " S15/NS1, RNA-binding"
"ostta07g02805" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta07g02810" " Tryptophan synthase beta chain/beta chain-like"
"ostta07g03190" " Ribosome-binding factor A"
"ostta07g03240" " Tubulin-tyrosine ligase/Tubulin polyglutamylase"
"ostta07g03350" " Cytochrome P450, E-class, group I"
"ostta07g03380" " Helicase, C-terminal"
"ostta07g03660" " Helicase, C-terminal"
"ostta07g03680" " unnamed product"
"ostta07g03750" " JmjC domain"
"ostta07g03880" " Glucose/ribitol dehydrogenase"
"ostta07g03885" " Ribosomal protein L30, ferredoxin-like fold domain"
"ostta07g03900" " SNF2-related"
"ostta07g03990" " HAD hydrolase, subfamily IA"
"ostta07g04080" " Uncharacterised conserved protein UCP037205"
"ostta07g04180" " Ribosomal protein L37e"
"ostta07g04330" " Eukaryotic translation initiation factor 3 subunit A"
"ostta07g04360" " NADP-binding domain"
"ostta07g04380" " Domain of unknown function DUF1336"
"ostta07g04410" " unnamed product"
"ostta07g04530" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta08g00020" " unnamed product"
"ostta08g00110" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta08g00190" " Haem peroxidase, plant/fungal/bacterial"
"ostta08g00390" " Reverse transcriptase, RNA-dependent DNA polymerase"
"ostta08g00570" " Ribosomal protein S30"
"ostta08g00580" " S15/NS1, RNA-binding"
"ostta08g00730" " Major facilitator superfamily domain, general substrate transporter"
"ostta08g00770" " Protein-tyrosine phosphatase, low molecular weight"
"ostta08g00850" " ABC transporter, conserved site"
"ostta08g00910" " unnamed product"
"ostta08g00930" " Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
"ostta08g00990" " Zinc finger protein 706"
"ostta08g01370" " P-loop containing nucleoside triphosphate hydrolase"
"ostta08g01395" " Ribosomal protein S14, conserved site"
"ostta08g01580" " Methyltransferase-related"
"ostta08g01610" " 3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB"
"ostta08g01660" " Uncharacterised conserved protein UCP012318"
"ostta08g01710" " unnamed product"
"ostta08g01730" " Zinc finger, Dof-type"
"ostta08g01750" " Ubiquitin supergroup"
"ostta08g01820" " Exonuclease, RNase T/DNA polymerase III"
"ostta08g01890" " Ribosomal protein L1, 2-layer alpha/beta-sandwich"
"ostta08g02010" " Aminoacyl-tRNA synthetase, class II"
"ostta08g02050" " DnaJ domain, conserved site"
"ostta08g02190" " DNA-binding WRKY"
"ostta08g02270" " unnamed product"
"ostta08g02300" " ABC transporter, conserved site"
"ostta08g02430" " ERGosterol biosynthesis methyltransferase, plant"
"ostta08g02440" " GrpE nucleotide exchange factor, coiled-coil"
"ostta08g02470" " Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent"
"ostta08g02480" " Glutathione S-transferase, N-terminal"
"ostta08g02600" " Chaperone tailless complex polypeptide 1 TCP-1"
"ostta08g02750" " Transcription factor 25"
"ostta08g02760" " P-loop containing nucleoside triphosphate hydrolase"
"ostta08g02970" " Zinc/iron permease"
"ostta08g03150" " unnamed product"
"ostta08g03160" " unnamed product"
"ostta08g03170" " KRR1 interacting protein 1"
"ostta08g03240" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta08g03280" " unnamed product"
"ostta08g03290" " unnamed product"
"ostta08g03440" " Exoribonuclease, phosphorolytic domain 2"
"ostta08g03500" " Heat shock protein DnaJ, cysteine-rich domain"
"ostta08g03530" " von Willebrand factor, type A"
"ostta08g03610" " Aspartate-tRNA ligase, class IIb, bacterial/mitochondrial-type"
"ostta08g03615" " HPP"
"ostta08g03960" " unnamed product"
"ostta08g04090" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"ostta08g04120" " Carbonic anhydrase, cadmium-binding"
"ostta08g04150" " Ribosomal protein L25/L23"
"ostta08g04190" " G-protein beta WD-40 repeat"
"ostta09g00060" " Transmembrane receptor, eukaryota"
"ostta09g00130" " P-loop containing nucleoside triphosphate hydrolase"
"ostta09g00400" " Peptidase S9, prolyl oligopeptidase, catalytic domain"
"ostta09g00420" " N-acetylglucosaminyl phosphatidylinositol deacetylase"
"ostta09g00490" " unnamed product"
"ostta09g00520" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta09g00730" " HSP20-like chaperone"
"ostta09g00770" " Sulphate transporter"
"ostta09g00810" " Serine/threonine-protein kinase, active site"
"ostta09g00870" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta09g00940" " Putative sodium bile acid cotransporter"
"ostta09g00970" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2 n/a  Pyriddependent transferase, major region, subdomain 2"
"ostta09g00980" " Saccharopine dehydrogenase / Homospermidine synthase"
"ostta09g01000" " Lysine-specific demethylase NO66/MYC-induced nuclear antigen"
"ostta09g01180" "' 2'',3''-cyclic-nucleotide 3''-phosphodiesterase'"
"ostta09g01240" " Sterol-sensing domain"
"ostta09g01470" " Histone deacetylase complex subunit SAP30, Sin3 binding domain"
"ostta09g01710" " Phosphoesterase domain"
"ostta09g01860" " Aminoacyl-tRNA synthetase, class II"
"ostta09g01880" " Cytochrome b561/ferric reductase transmembrane"
"ostta09g01930" " NAD/GMP synthase"
"ostta09g02260" " P-loop containing nucleoside triphosphate hydrolase"
"ostta09g02340" " tRNA wybutosine-synthesizing protein"
"ostta09g02400" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta09g02550" " Ribosomal protein S4/S9, eukaryotic/archaeal"
"ostta09g02770" " Nicotinamide N-methyltransferase-like"
"ostta09g02980" " Neurolysin/Thimet oligopeptidase, N-terminal"
"ostta09g03020" " Adenylylsulphate kinase"
