"geneID" "annotation"
"ostta03g01440" " Plastid lipid-associated protein/fibrillin conserved domain"
"ostta03g01500" " Armadillo-like helical"
"ostta03g01550" " unnamed product"
"ostta03g01570" " Domain of unknown function DUF292, eukaryotic"
"ostta03g01750" " Signal transduction response regulator, receiver domain"
"ostta03g01770" " SNARE associated Golgi protein"
"ostta03g01780" " DNA topoisomerase, type IIA, conserved site"
"ostta03g01940" " G-patch domain"
"ostta03g01950" " Adipose-regulatory protein, Seipin"
"ostta03g02040" " unnamed product"
"ostta03g02130" " Phosphatidic acid phosphatase type 2/haloperoxidase"
"ostta03g02200" " Serine/threonine-protein kinase, active site"
"ostta03g02240" " YHYH domain"
"ostta03g02250" " 2-oxoglutarate dehydrogenase, E1 component"
"ostta03g02290" " HSP20-like chaperone"
"ostta03g02300" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g02310" " DNA/RNA-binding protein Alba-like"
"ostta03g02320" " GPI mannosyltransferase"
"ostta03g02330" " Leucine rich repeat 4"
"ostta03g02360" " TATA-binding protein interacting TIP20"
"ostta03g02380" " Nucleotide-binding, alpha-beta plait"
"ostta03g02430" " Leucine-rich repeat"
"ostta03g02440" " GPR1/FUN34/yaaH"
"ostta03g02450" " Armadillo-type fold"
"ostta03g02460" " Protein of unknown function DUF3181"
"ostta03g02510" " Ubiquitin-conjugating enzyme/RWD-like"
"ostta03g02520" " Amino acid transporter, transmembrane"
"ostta03g02670" " Zinc finger, ZZ-type"
"ostta03g02700" " F-box domain"
"ostta03g02740" " Basic-leucine zipper domain"
"ostta03g02780" " unnamed product"
"ostta03g02820" " 3-isopropylmalate dehydratase, small subunit"
"ostta03g02825" " Thioredoxin-like fold"
"ostta03g02830" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g02880" " 26S proteasome subunit P45"
"ostta03g03020" " RmlC-like jelly roll fold"
"ostta03g03030" " Histidine phosphatase superfamily, clade-2"
"ostta03g03050" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta03g03090" " unnamed product"
"ostta03g03110" " unnamed product"
"ostta03g03180" " Glycoside hydrolase, catalytic domain n/a  Glycoside hydrolase, catalytic domaie hydrolase, catalytic domain"
"ostta03g03260" " Phosphoserine aminotransferase"
"ostta03g03360" " 26S proteasome subunit P45"
"ostta03g03390" " Transcription factor jumonji, JmjN"
"ostta03g03620" " Cytochrome P450, conserved site"
"ostta03g03730" " DNA-binding domain"
"ostta03g03760" " Arf GTPase activating protein"
"ostta03g03980" " Armadillo-type fold"
"ostta03g04140" " Armadillo-type fold"
"ostta03g04180" " TB2/DP1/HVA22-related protein"
"ostta03g04260" " RNA-binding S4 domain"
"ostta03g04270" " unnamed product"
"ostta03g04440" " NIF system FeS cluster assembly, NifU-like scaffold, N-terminal"
"ostta03g04450" " unnamed product"
"ostta03g04500" " unnamed product"
"ostta03g04560" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta03g04580" " unnamed product"
"ostta03g04620" " 6-phosphogluconate dehydrogenase, C-terminal-like"
"ostta03g04680" " Mitochondrial import inner membrane translocase subunit Tim50"
"ostta03g04690" " 5-AMP-activated protein kinase, beta subunit, interaction domain"
"ostta03g04960" " unnamed product"
"ostta03g05020" " Ubiquitin-activating enzyme, E1, active site"
"ostta03g05030" " Nucleotide-diphospho-sugar transferase"
"ostta03g05090" " Vacuolar protein sorting-associated protein 13A N-terminal domain"
"ostta03g05730" " Amino acid transporter, transmembrane n/a  Amino acid transporter, transmembran"
"ostta03g05780" " Chloride channel, voltage gated"
"ostta03g05910" " Aldehyde dehydrogenase, C-terminal"
"ostta03g05920" " Succinyl-CoA synthetase-like"
"ostta04g00110" " Serine/threonine-protein kinase, active site"
"ostta04g00120" " Metridin-like ShK toxin"
"ostta04g00125" " Metridin-like ShK toxin n/a  Metridin-like ShK toxin"
"ostta04g00260" " ADF/Cofilin/Destrin"
"ostta04g00380" " Pyrophosphate-dependent phosphofructokinase TP0108"
"ostta04g00390" " GINS complex, subunit Sld5"
"ostta04g00420" " HSP20-like chaperone"
"ostta04g00440" " NADP-binding domain"
"ostta04g00860" " Glucose-6-phosphate 1-epimerase"
"ostta04g00870" " Metalloenzyme, LuxS/M16 peptidase-like"
"ostta04g01160" " unnamed product"
"ostta04g01210" " unnamed product"
"ostta04g01220" " Rcd1"
"ostta04g01390" " Major facilitator superfamily domain, general substrate transporter"
"ostta04g01400" " Manganese/iron superoxide dismutase, binding site"
"ostta04g01460" " Peptidase A22B, signal peptide peptidase"
"ostta04g01490" " Basic-leucine zipper domain"
"ostta04g01730" " WD40 repeat"
"ostta04g01745" " Glycoside hydrolase, catalytic domain"
"ostta04g01845" " Pheromone shutdown, TraB"
"ostta04g01880" " unnamed product"
"ostta04g01930" " Ubiquitin carboxyl-terminal hydrolases family 2"
"ostta04g01970" " Alpha-ketoglutarate-dependent dioxygenase AlkB-like"
"ostta04g01980" " Glycosyl transferase, family 35"
"ostta04g02160" " t-SNARE"
"ostta04g02390" " Glycoside hydrolase, superfamily"
"ostta04g02460" " unnamed product"
"ostta04g02500" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta04g02510" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g02600" " Tat binding protein 1-interacting"
"ostta04g02610" " Clathrin/coatomer adaptor, adaptin-like, N-terminal"
"ostta04g02790" " Autophagy-related protein 2"
"ostta04g02800" " Heavy metal-associated domain, HMA"
"ostta04g02850" " Zinc finger, Dof-type"
"ostta04g03000" " Kelch-type beta propeller"
"ostta04g03050" " Zinc finger, RING/FYVE/PHD-type"
"ostta04g03100" " Tetratricopeptide, MLP1/MLP2-like"
"ostta04g03220" " unnamed product"
"ostta04g03250" " Arfaptin homology AH domain/BAR domain"
"ostta04g03400" " unnamed product"
"ostta04g03510" " Fatty acid desaturase, type 2"
"ostta04g03520" " Adenylate kinase"
"ostta04g03550" " Malic enzyme, NAD-binding"
"ostta04g03620" " Zinc finger, B-box"
"ostta04g03650" " unnamed product"
"ostta04g03800" " Pyrophosphate-energised proton pump"
"ostta04g03810" " Band 7 protein"
"ostta04g03870" " Triose-phosphate transporter domain"
"ostta04g03940" " Glycosyl hydrolase, family 13, catalytic domain"
"ostta04g03950" " Ctr copper transporter"
"ostta04g04040" " Heat shock protein 70 family"
"ostta04g04090" " Chloride channel, voltage gated"
"ostta04g04100" " Ankyrin repeat-containing domain"
"ostta04g04110" " Clathrin/coatomer adaptor, adaptin-like, N-terminal"
"ostta04g04240" " Zinc finger, CCCH-type"
"ostta04g04280" " Sodium/calcium exchanger membrane region"
"ostta04g04340" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta04g04350" " P-loop containing nucleoside triphosphate hydrolase"
"ostta04g04520" " Major facilitator superfamily domain, general substrate transporter"
"ostta04g04570" " Protein of unknown function DUF3531"
"ostta04g04650" " Beclin family"
"ostta04g04690" " Cycloeucalenol cycloisomerase"
"ostta04g04790" " Vacuolar protein sorting-associated protein 62"
"ostta04g05140" " Zinc finger, RING/FYVE/PHD-type"
"ostta04g05160" " unnamed product"
"ostta04g05440" " unnamed product"
"ostta04g05570" " Galectin, carbohydrate recognition domain"
"ostta05g00030" " unnamed product"
"ostta05g00160" " CST complex subunit CTC1, plant"
"ostta05g00200" " Immunoglobulin-like fold"
"ostta05g00230" " unnamed product"
"ostta05g00280" " HSP40/DnaJ peptide-binding"
"ostta05g00400" " Cytidine/deoxycytidylate deaminase, zinc-binding domain"
"ostta05g00460" " Domain of unknown function DUF3351"
"ostta05g00530" " Short-chain dehydrogenase/reductase SDR"
"ostta05g00660" " Zinc finger, CCCH-type"
"ostta05g00720" " Ankyrin repeat"
"ostta05g00730" " unnamed product"
"ostta05g00760" " unnamed product"
"ostta05g00890" " Histidine phosphatase superfamily, clade-1"
"ostta05g00900" " Transmembrane protein TauE like"
"ostta05g00910" " Tetratricopeptide repeat"
"ostta05g00970" " C-5 cytosine methyltransferase"
"ostta05g00980" " C-5 cytosine methyltransferase"
"ostta05g00990" " Chaperonin-like RbcX"
"ostta05g01040" " unnamed product"
"ostta05g01110" " DNA-directed RNA polymerase delta subunit/Asxl"
"ostta05g01250" " Single-stranded nucleic acid binding R3H"
"ostta05g01270" " Transmembrane protein TauE like"
"ostta05g01370" " Cold-shock protein, DNA-binding"
"ostta05g01400" " Phox homologous domain"
"ostta05g01495" " hypothetical protein"
"ostta05g01570" " Rab-GTPase-TBC domain"
"ostta05g01590" " SNF2-related"
"ostta05g01610" " unnamed product"
"ostta05g01720" " Domain of unknown function DUF2431"
"ostta05g01770" " SANT/Myb domain"
"ostta05g01880" " Regulator of chromosome condensation, RCC1"
"ostta05g01890" " DNA/RNA-binding protein Alba-like"
"ostta05g01900" " APOBEC/CMP deaminase, zinc-binding"
"ostta05g02010" " unnamed product"
"ostta05g02020" " Serine/threonine-protein kinase, active site"
"ostta05g02050" " unnamed product"
"ostta05g02080" " Fibronectin, type III"
"ostta05g02090" " Patatin/Phospholipase A2-related"
"ostta05g02130" " Inosine/uridine-preferring nucleoside hydrolase"
"ostta05g02140" " Peptidase S54, rhomboid domain"
"ostta05g02150" " Protein of unknown function DUF2358"
"ostta05g02180" " Thioredoxin, conserved site"
"ostta05g02330" " MIF4-like, type 1/2/3"
"ostta05g02380" " RWP-RK domain"
"ostta05g02550" " Myristoyl-CoA:protein N-myristoyltransferase, C-terminal"
"ostta05g02560" " Organic solute transporter Ost-alpha"
"ostta05g02580" " Vesicle tethering protein Uso1/P115-like , head domain"
"ostta05g02590" " unnamed product"
"ostta05g02610" " Inositol monophosphatase"
"ostta05g02620" " Ubiquitin-conjugating enzyme, active site"
"ostta05g02630" " unnamed product"
"ostta05g02730" " Protein of unknown function DUF389"
"ostta05g03010" " Pheromone shutdown, TraB"
"ostta05g03150" " unnamed product"
"ostta05g03160" " Drug/metabolite transporter"
"ostta05g03220" " Maf1 regulator"
"ostta05g03240" " unnamed product"
"ostta05g03260" " Restriction endonuclease  type II-like"
"ostta05g03360" " Protein of unknown function DUF1421"
"ostta05g03480" " Nucleotide-binding, alpha-beta plait"
"ostta05g03640" " t-SNARE"
"ostta05g03690" " unnamed product"
"ostta05g03740" " P-type ATPase, phosphorylation site"
"ostta05g03980" " Pentatricopeptide repeat"
"ostta05g04060" " Parallel beta-helix repeat"
"ostta05g04300" " unnamed product"
"ostta05g04330" " Glycoside hydrolase, family 37, conserved site"
"ostta05g04370" " ABC-2 type transporter"
"ostta05g04400" " Heat shock protein 70 family"
"ostta05g04420" " Aspartate/glutamate/uridylate kinase"
"ostta05g04430" " MATH"
"ostta05g04460" " HSP40/DnaJ peptide-binding"
"ostta05g04700" " Clp, N-terminal"
"ostta05g04710" " Coactivator CBP, KIX domain"
"ostta05g04850" " Rhodanese-like domain"
"ostta06g00150" " Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
"ostta06g00210" " Tetracycline resistance protein, TetA/multidrug resistance protein MdtG"
"ostta06g00270" " unnamed product"
"ostta06g00330" " DNA mismatch repair protein MutS-like, N-terminal"
"ostta06g00380" " ENTH/VHS"
"ostta06g00420" " SNF2-related"
"ostta06g00440" " Uncharacterised protein family UPF0047"
"ostta06g00650" " Tetratricopeptide repeat"
"ostta06g00700" " Phosphoglycerate kinase, conserved site"
"ostta06g00765" " GPI mannosyltransferase"
"ostta06g00790" " Serine/threonine-protein kinase, active site"
"ostta06g00940" " Serine/threonine-protein kinase, active site"
"ostta06g00945" " hypothetical protein"
"ostta06g01010" " WASH complex, subunit strumpellin"
"ostta06g01190" " GRAM domain"
"ostta06g01480" " Ribosome maturation protein SBDS, N-terminal"
"ostta06g01590" " unnamed product"
"ostta06g01620" " Serine/threonine-protein kinase, active site"
"ostta06g01690" " Protein of unknown function DUF760"
"ostta06g01750" " Protein phosphatase 2C, manganese/magnesium aspartate binding site"
"ostta06g01810" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g01850" " Zinc finger, RING-type, conserved site"
"ostta06g02470" " Translocation protein Sec62"
"ostta06g02520" " Protein DA1 like"
"ostta06g02615" " hypothetical protein"
"ostta06g02680" " unnamed product"
"ostta06g02685" " Regulator of chromosome condensation, RCC1"
"ostta06g02710" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta06g02850" " Thioredoxin-like fold"
"ostta06g03030" " unnamed product"
"ostta06g03060" " Cold-shock protein, DNA-binding"
"ostta06g03070" " Phytanoyl-CoA dioxygenase"
"ostta06g03100" " unnamed product"
"ostta06g03170" " Synaptobrevin"
"ostta06g03180" " Winged helix-turn-helix DNA-binding domain"
"ostta06g03210" " Tetratricopeptide-like helical"
"ostta06g03380" " Putative 5-3 exonuclease"
"ostta06g03480" " DNA helicase, DnaB-like, C-terminal"
"ostta06g03510" " Radical SAM"
"ostta06g03740" " Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote"
"ostta06g03750" " Malic enzyme, NAD-binding"
"ostta06g03800" " Major facilitator superfamily domain, general substrate transporter"
"ostta06g03850" " TatD family"
"ostta06g03860" " DnaJ domain"
"ostta06g03880" " Bacterial transferase hexapeptide repeat"
"ostta06g03890" " Helicase, C-terminal"
"ostta06g03930" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta06g04050" " Beta-lactamase-like"
"ostta06g04180" " Purple acid phosphatase-like, N-terminal"
"ostta06g04220" " Sec1-like protein"
"ostta06g04560" " EF-Hand 1, calcium-binding site"
"ostta06g04570" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta07g00370" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta07g00410" " unnamed product"
"ostta07g00470" " unnamed product"
"ostta07g00640" " Cytochrome b6/f complex, subunit IV"
"ostta07g00650" " Tetratricopeptide repeat"
"ostta07g00655" " Domain of unknown function DUF125, transmembrane"
"ostta07g00680" " LNS2, Lipin/Ned1/Smp2"
"ostta07g00770" " Small GTPase superfamily, Rab type"
"ostta07g00890" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta07g00950" " Ribonuclease T2, active site"
"ostta07g00960" " Cytochrome b561/ferric reductase transmembrane"
"ostta07g01040" " Malic enzyme, NAD-binding"
"ostta07g01060" " unnamed product"
"ostta07g01070" " Protein of unknown function DUF72"
"ostta07g01180" " unnamed product"
"ostta07g01205" " Enamine/imine deaminase YjgF-like"
"ostta07g01285" " hypothetical protein"
"ostta07g01380" " DNA-repair protein, UmuC-like, N-terminal"
"ostta07g01420" " WD40 repeat"
"ostta07g01430" " G-patch domain"
"ostta07g01610" " Cell division protein FtsZ, C-terminal"
"ostta07g01720" " Cysteamine dioxygenase"
"ostta07g01860" " unnamed product"
"ostta07g01900" " Streptomyces cyclase/dehydrase"
"ostta07g02120" " Ubiquitin supergroup"
"ostta07g02130" " unnamed product"
"ostta07g02230" " Tetratricopeptide repeat"
"ostta07g02280" " P2X purinoreceptor"
"ostta07g02290" " Tetraspanin/Peripherin"
"ostta07g02300" " Pseudouridine synthase, RsuA/RluB/C/D/E/F"
"ostta07g02380" " unnamed product"
"ostta07g02390" " Mediator complex, subunit Med14"
"ostta07g02470" " Peptidase S16, lon N-terminal"
"ostta07g02490" " unnamed product"
"ostta07g02500" " Protein of unknown function DUF3411, plant"
"ostta07g02590" " Magnesium-protoporphyrin IX methyltransferase"
"ostta07g02650" " NADP-binding domain"
"ostta07g03000" " Histidine phosphatase superfamily, clade-1"
"ostta07g03040" " Zinc finger, CW-type"
"ostta07g03060" " Conserved oligomeric Golgi complex subunit 7"
"ostta07g03080" " P-loop containing nucleoside triphosphate hydrolase"
"ostta07g03130" " Cobalamin vitamin B12 biosynthesis CobW-like, C-terminal"
"ostta07g03140" " unnamed product"
"ostta07g03180" " unnamed product"
"ostta07g03330" " Vacuolar protein sorting-associated protein 35"
"ostta07g03370" " Domain of unknown function DUF814"
"ostta07g03410" " Zinc finger, GATA-type"
"ostta07g03470" " Protein of unknown function DUF3754"
"ostta07g03500" " Protein of unknown function DUF1517"
"ostta07g03610" " EF-Hand 1, calcium-binding site"
"ostta07g03710" " unnamed product"
"ostta07g03780" " MaoC-like domain"
"ostta07g03790" " unnamed product"
"ostta07g04140" " ATPase, V1 complex, subunit C"
"ostta07g04260" " 6-phosphogluconate dehydrogenase, decarboxylating"
"ostta07g04350" " Armadillo-type fold"
"ostta07g04440" " CobB/CobQ glutamine amidotransferase"
"ostta07g04500" " UbiE/COQ5 methyltransferase"
"ostta07g04540" " Phospholipase/carboxylesterase/thioesterase"
"ostta07g04720" " unnamed product"
"ostta08g00040" " Domain of unknown function SprT-like"
"ostta08g00050" " Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
"ostta08g00060" " Adenylate kinase"
"ostta08g00080" " unnamed product"
"ostta08g00130" " Protein phosphatase 4 core regulatory subunit R2"
"ostta08g00150" " SUF system FeS cluster assembly, SufBD"
"ostta08g00160" " Serine/threonine-protein kinase, active site"
"ostta08g00180" " unnamed product"
"ostta08g00200" " Histone core"
"ostta08g00700" " Protein-L-isoaspartateD-aspartate O-methyltransferase"
"ostta08g00860" " L-aspartate oxidase"
"ostta08g00870" " WD40/YVTN repeat-like-containing domain"
"ostta08g00920" " PCI/PINT associated module"
"ostta08g01170" " SMN complex, gem-associated protein 7"
"ostta08g01180" " LytB protein"
"ostta08g01210" " Restriction endonuclease  type II-like"
"ostta08g01360" " Actin-related protein"
"ostta08g01390" " Chalcone isomerase"
"ostta08g01440" " Bestrophin/UPF0187"
"ostta08g01470" " unnamed product"
"ostta08g01500" " DnaJ domain"
"ostta08g01510" " WLM"
"ostta08g01640" " Foie gras liver health family 1"
"ostta08g01770" " Gamma interferon inducible lysosomal thiol reductase GILT"
"ostta08g01850" " Suppressor of forked"
"ostta08g02070" " Protein of unknown function DUF3067"
"ostta08g02080" " Sel1-like"
"ostta08g02090" " unnamed product"
"ostta08g02160" " Peptidase M50"
"ostta08g02200" " unnamed product"
"ostta08g02210" " Profilin"
"ostta08g02295" " hypothetical protein"
"ostta08g02310" " unnamed product"
"ostta08g02350" " unnamed product"
"ostta08g02380" " Smr protein/MutS2 C-terminal"
"ostta08g02390" " unnamed product"
"ostta08g02500" " unnamed product"
"ostta08g02550" " Zinc finger, B-box"
"ostta08g02560" " PX-associated, sorting nexin 13"
"ostta08g02650" " NUDIX hydrolase, conserved site"
"ostta08g02740" " PspA/IM30"
"ostta08g02770" " Pseudouridine synthase, RsuA/RluB/C/D/E/F"
"ostta08g02800" " unnamed product"
"ostta08g02830" " Initiation factor 2B-related"
"ostta08g02850" " Tryptophan/tyrosine permease"
"ostta08g02880" " G-patch domain"
"ostta08g02890" " FeS cluster insertion protein"
"ostta08g03080" " Leucine-rich repeat, ribonuclease inhibitor subtype"
"ostta08g03180" " Aromatic-ring hydroxylase-like"
"ostta08g03250" " Squalene/phytoene synthase"
"ostta08g03390" " JmjC domain"
"ostta08g03400" " Zinc finger C2H2-type/integrase DNA-binding domain"
"ostta08g03430" " unnamed product"
"ostta08g03480" " FAD linked oxidase, N-terminal"
"ostta08g04040" " ATPase, V0 complex, subunit 116kDa, eukaryotic"
"ostta08g04160" " Ankyrin repeat-containing domain"
"ostta08g04170" " DNA-binding domain"
"ostta09g00020" " Zinc finger, RING/FYVE/PHD-type"
"ostta09g00030" " ABC transporter, conserved site"
"ostta09g00050" " Alternative oxidase"
"ostta09g00170" " Metalloenzyme, LuxS/M16 peptidase-like"
"ostta09g00340" " unnamed product"
"ostta09g00390" " unnamed product"
"ostta09g00430" " WD40/YVTN repeat-like-containing domain"
"ostta09g00600" " unnamed product"
"ostta09g00640" " Serine/threonine-protein kinase, active site"
"ostta09g00670" " unnamed product"
"ostta09g00750" " Ubiquitin fusion degradation protein UFD1"
"ostta09g00800" " Serine/threonine-protein kinase, active site"
"ostta09g01070" " Proteasome/cyclosome repeat"
"ostta09g01170" " EF-Hand 1, calcium-binding site"
"ostta09g01360" " Glutamate 5-kinase"
"ostta09g01510" " Zinc finger, B-box n/a  Zinc finger, B-box"
"ostta09g01550" " GPI inositol-deacylase PGAP1-like"
"ostta09g01590" " Haem peroxidase, plant/fungal/bacterial"
"ostta09g01600" " Phosphoesterase domain"
"ostta09g01640" " MOZ/SAS-like protein"
"ostta09g01660" " unnamed product"
"ostta09g01700" " Clathrin, heavy chain/VPS, 7-fold repeat"
"ostta09g01750" " unnamed product"
"ostta09g01790" " Folylpolyglutamate synthetase"
"ostta09g01800" " Zinc finger, DHHC-type, palmitoyltransferase"
"ostta09g01830" " Cation-transporting P-type ATPase"
"ostta09g01970" " Thioredoxin-like fold"
"ostta09g02010" " D-cysteine desulfhydrase"
"ostta09g02030" " unnamed product"
"ostta09g02140" " Ubiquitin interacting motif n/a  Ubiquitin interacting motif n/a  Ubiquitin int"
"ostta09g02160" " NAD-dependent deacetylase sirtuin-2, sirtuin family, class I"
"ostta09g02190" " Signal transduction histidine kinase-related protein, C-terminal"
"ostta09g02220" " unnamed product"
"ostta09g02450" " Serine/threonine-protein kinase, active site"
